"Número d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripció dia setmana","Dia setmana","Descripció tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Descripció torn","Hora de dia","Descripció causa vianant","Desc. Tipus vehicle implicat","Descripció sexe","Descripció tipus persona",Edat,"Descripció victimització","Coordenada UTM (Y)","Coordenada UTM (X)"
"2010S000433    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",55807,"Francesc Macià","9999 9999",Dimarts,Dm,Laboral,2010,1,Gener,19,Tarda,19,"No és causa del  vianant",Autobús,Dona,Passatger,53,"Ferit lleu","4582882,87","428574,12"
"2010S000433    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",55807,"Francesc Macià","9999 9999",Dimarts,Dm,Laboral,2010,1,Gener,19,Tarda,19,"No és causa del  vianant",Autobús,Dona,Passatger,24,"Ferit lleu","4582882,87","428574,12"
"2010S000434    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",23403,Aribau,"0263 0263",Dimarts,Dm,Laboral,2010,1,Gener,19,Tarda,19,"No és causa del  vianant",Motocicleta,Home,Conductor,39,"Ferit lleu","4583615,67","428679,12"
"2010S000435    ",2,Eixample,5,"el Fort Pienc",100800,Diputació,"0452 0452",Dimarts,Dm,Laboral,2010,1,Gener,19,Tarda,20,"No és causa del  vianant",Turismo,Home,Vianant,27,"Ferit lleu","4583799,58","431676,26"
"2010S000436    ",2,Eixample,8,"l'Antiga Esquerra de l'Eixample",245802,París,"0133 0133",Dimarts,Dm,Laboral,2010,1,Gener,19,Tarda,21,"No és causa del  vianant",Motocicleta,Home,Conductor,35,"Ferit lleu","4582678,41","428955,85"
"2010S000437    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",240208,Pàdua,"0041 0041",Dimarts,Dm,Laboral,2010,1,Gener,19,Tarda,19,"No és causa del  vianant",Motocicleta,Home,Passatger,18,"Ferit lleu","4584444,96","428780,16"
"2010S000437    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",240208,Pàdua,"0041 0041",Dimarts,Dm,Laboral,2010,1,Gener,19,Tarda,19,"No és causa del  vianant",Ciclomotor,Dona,Conductor,40,"Ferit lleu","4584444,96","428780,16"
"2010S000437    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",240208,Pàdua,"0041 0041",Dimarts,Dm,Laboral,2010,1,Gener,19,Tarda,19,"No és causa del  vianant",Motocicleta,Home,Conductor,18,"Ferit lleu","4584444,96","428780,16"
"2010S000438    ",10,"Sant Martí",65,"el Clot",89004,"Consell de Cent","0604 0604",Dimarts,Dm,Laboral,2010,1,Gener,19,Tarda,21,"No és causa del  vianant",Motocicleta,Dona,Conductor,42,"Ferit lleu","4584325,59","432009,41"
"2010S000438    ",10,"Sant Martí",65,"el Clot",89004,"Consell de Cent","0604 0604",Dimarts,Dm,Laboral,2010,1,Gener,19,Tarda,21,"No és causa del  vianant",Motocicleta,Home,Passatger,47,"Ferit lleu","4584325,59","432009,41"
"2010S000439    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",302000,"Sant Gervasi","0040 0040",Dimarts,Dm,Laboral,2010,1,Gener,19,Tarda,21,"No és causa del  vianant",Motocicleta,Home,Conductor,39,"Ferit lleu","4584831,13","427919,64"
"2010S000440    ",2,Eixample,9,"la Nova Esquerra de l'Eixample",268003,Provença,"0035 0035",Dimarts,Dm,Laboral,2010,1,Gener,19,Nit,23,"No és causa del  vianant",Motocicleta,Dona,Conductor,26,"Ferit lleu","4581907,20","428743,95"
"2010S000441    ",2,Eixample,8,"l'Antiga Esquerra de l'Eixample",144601,Diagonal,"0423 0425",Dimecres,Dc,Laboral,2010,1,Gener,20,Nit,01,"No és causa del  vianant",Motocicleta,Home,Conductor,34,"Ferit lleu","4583116,42","429283,51"
"2010S000443    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",279600,"República Argentina","0163 0165",Dilluns,Dl,Laboral,2010,1,Gener,18,Matí,07,"No és causa del  vianant",Turismo,Dona,Vianant,55,"Ferit lleu","4584984,44","428485,47"
"2010S000444    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",11200,Almogàvers,"0046 0048",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,06,"No és causa del  vianant",Motocicleta,Home,Conductor,44,"Ferit lleu","4582933,17","431959,03"
"2010S000445    ",9,"Sant Andreu",60,"Sant Andreu",176506,Lanzarote,"0008 0010",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,07,"No és causa del  vianant",Ciclomotor,Dona,Passatger,26,"Ferit lleu","4587966,69","432425,38"
"2010S000445    ",9,"Sant Andreu",60,"Sant Andreu",176506,Lanzarote,"0008 0010",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,07,"No és causa del  vianant",Ciclomotor,Home,Conductor,25,"Ferit lleu","4587966,69","432425,38"
"2010S000446    ",7,Horta-Guinardó,43,Horta,69652,"Cal Notari","0103 0103",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,06,"No és causa del  vianant",Motocicleta,Home,Conductor,18,"Ferit lleu","4588043,76","429253,65"
"2010S000446    ",7,Horta-Guinardó,43,Horta,69652,"Cal Notari","0103 0103",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,06,"No és causa del  vianant",Ciclomotor,Dona,Conductor,39,"Ferit lleu","4588043,76","429253,65"
"2010S000447    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,Diagonal,"0639 0639",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,06,"No és causa del  vianant",Motocicleta,Dona,Conductor,31,"Ferit lleu","4582241,22","426650,08"
"2010S000449    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",271100,Pujades,"0011 0013",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,09,"No és causa del  vianant",Ciclomotor,Home,Conductor,34,"Ferit lleu","4582589,87","431925,43"
"2010S000450    ",3,Sants-Montjuïc,12,"la Marina del Prat Vermell",222206,Motors,"0131 0131",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,10,"No és causa del  vianant",Motocicleta,Home,Conductor,38,"Ferit lleu","4578254,82","428479,18"
"2010S000451    ",2,Eixample,5,"el Fort Pienc",144601,Diagonal,"0249 0249",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,09,"No és causa del  vianant",Motocicleta,Home,Conductor,26,"Ferit lleu","4583856,62","431576,58"
"2010S000452    ",3,Sants-Montjuïc,12,"la Marina del Prat Vermell",701265,"Litoral (Besòs)",001560000,Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,11,"No és causa del  vianant",Motocicleta,Home,Conductor,49,"Ferit greu","4577802,65","428208,12"
"2010S000453    ",4,"Les Corts",19,"les Corts",142708,Gelabert,"0046 0046",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,11,"No és causa del  vianant",Motocicleta,Home,Conductor,44,"Ferit lleu","4582488,27","428435,77"
"2010S000454    ",2,Eixample,10,"Sant Antoni",110803,Entença,"0030 0030",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,11,"No és causa del  vianant",Motocicleta,Home,Conductor,45,"Ferit lleu","4581136,98","429393,60"
"2010S000455    ",2,Eixample,10,"Sant Antoni",110803,Entença,"0030 0030",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,12,"No és causa del  vianant",Motocicleta,Home,Vianant,68,"Ferit lleu","4581136,98","429393,60"
"2010S000455    ",2,Eixample,10,"Sant Antoni",110803,Entença,"0030 0030",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,12,"No és causa del  vianant",Motocicleta,Home,Conductor,25,"Ferit lleu","4581136,98","429393,60"
"2010S000455    ",2,Eixample,10,"Sant Antoni",110803,Entença,"0030 0030",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,12,"No és causa del  vianant",Motocicleta,Dona,Vianant,67,"Ferit lleu","4581136,98","429393,60"
"2010S000456    ",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",209900,Meridiana,"0355 0357",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,10,"No és causa del  vianant",Motocicleta,Home,Conductor,23,"Ferit lleu","4586810,00","431927,22"
"2010S000458    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",30409,"Bac de Roda",0011X0011X,Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,12,"No és causa del  vianant",Ciclomotor,Dona,Conductor,21,"Ferit lleu","4583976,20","434066,07"
"2010S000459    ",7,Horta-Guinardó,33,"el Baix Guinardó",152905,Guinardó,"0033 0033",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,12,"No és causa del  vianant",Motocicleta,Home,Conductor,46,"Ferit lleu","4585072,31","430398,23"
"2010S000460    ",8,"Nou Barris",50,"les Roquetes",212304,"Mina de la Ciutat","0016 0016",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,10,"Creuar per fora pas de vianants",Turismo,Dona,Vianant,67,"Ferit lleu","4588928,23","431094,74"
"2010S000461    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161407,Indústria,"0327 0327",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,12,"No és causa del  vianant",Motocicleta,Dona,Conductor,31,"Ferit lleu","4585590,58","431910,55"
"2010S000462    ",1,"Ciutat Vella",3,"la Barceloneta",701266,"Litoral (Llobregat)",000920000,Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,13,"No és causa del  vianant",Motocicleta,Home,Conductor,45,"Ferit greu","4582010,13","432533,50"
"2010S000463    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",50600,"Bon Pastor","0001 0001",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,13,"No és causa del  vianant",Motocicleta,Home,Conductor,40,"Ferit lleu","4583088,60","429006,43"
"2010S000463    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",50600,"Bon Pastor","0001 0001",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,13,"No és causa del  vianant",Motocicleta,Dona,Conductor,19,"Ferit lleu","4583088,60","429006,43"
"2010S000463    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",50600,"Bon Pastor","0001 0001",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,13,"No és causa del  vianant",Motocicleta,Dona,Passatger,38,"Ferit lleu","4583088,60","429006,43"
"2010S000464    ",10,"Sant Martí",72,"Sant Martí de Provençals",30409,"Bac de Roda",0192B0192B,Dimecres,Dc,Laboral,2010,1,Gener,20,Tarda,15,"No és causa del  vianant",Motocicleta,Home,Conductor,34,"Ferit lleu","4585282,47","432826,86"
"2010S000465    ",10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou",701278,Taulat,"0285 0285",Dimecres,Dc,Laboral,2010,1,Gener,20,Matí,12,"No és causa del  vianant",Motocicleta,Home,Conductor,38,"Ferit greu","4584724,21","434693,93"
"2010S000466    ",2,Eixample,9,"la Nova Esquerra de l'Eixample",349706,"Comte d'Urgell",0111B0111B,Dimecres,Dc,Laboral,2010,1,Gener,20,Tarda,17,"No és causa del  vianant",Ciclomotor,Dona,Conductor,21,"Ferit lleu","4581993,09","429450,77"
"2010S000467    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161101,Independència,"0281 0281",Dimecres,Dc,Laboral,2010,1,Gener,20,Tarda,18,"No és causa del  vianant",Motocicleta,Home,Conductor,33,"Ferit lleu","4584562,43","431814,65"
"2010S000468    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",44709,Bonanova,"0022 0024",Dimecres,Dc,Laboral,2010,1,Gener,20,Tarda,19,"No és causa del  vianant",Ciclomotor,Home,Conductor,24,"Ferit lleu","4584322,06","427448,46"
"2010S000469    ",2,Eixample,7,"la Dreta de l'Eixample",169409,"Corts Catalanes","9999 9999",Dimecres,Dc,Laboral,2010,1,Gener,20,Tarda,19,"No és causa del  vianant",Motocicleta,Home,Conductor,34,"Ferit lleu","4582516,07","430558,51"
"2010S000470    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",156407,Homer,"0027 0027",Dimecres,Dc,Laboral,2010,1,Gener,20,Tarda,20,"No és causa del  vianant",Furgoneta,Home,Conductor,62,"Ferit lleu","4584456,95","428773,66"
"2010S000471    ",6,Gràcia,28,"Vallcarca i els Penitents",123408,Lesseps,"0020 0020",Dimecres,Dc,Laboral,2010,1,Gener,20,Tarda,21,"No és causa del  vianant",Motocicleta,Dona,Conductor,38,"Ferit lleu","4584524,48","429004,41"
"2010S000473    ",3,Sants-Montjuïc,18,Sants,88001,"Comtes de Bell-lloc","0113 0113",Dimecres,Dc,Laboral,2010,1,Gener,20,Tarda,20,"No és causa del  vianant",Ciclomotor,Home,Conductor,17,"Ferit lleu","4581630,09","427917,19"
"2010S000474    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",222501,Moià,"0018 0018",Dimecres,Dc,Laboral,2010,1,Gener,20,Tarda,19,"No és causa del  vianant",Motocicleta,Home,Conductor,38,"Ferit lleu","4583141,62","429136,94"
"2010S000476    ",2,Eixample,8,"l'Antiga Esquerra de l'Eixample",100800,Diputació,"0191 0191",Dimecres,Dc,Laboral,2010,1,Gener,20,Tarda,21,"No és causa del  vianant",Motocicleta,Home,Conductor,53,"Ferit lleu","4582139,04","429934,38"
"2010S000477    ",2,Eixample,8,"l'Antiga Esquerra de l'Eixample",180208,Londres,"0059 0059",Dimecres,Dc,Laboral,2010,1,Gener,20,Nit,23,"No és causa del  vianant",Ciclomotor,Home,Conductor,25,"Ferit lleu","4582780,80","428863,66"
"2010S000478    ",7,Horta-Guinardó,33,"el Baix Guinardó",68900,Cartagena,"0345 0347",Dimecres,Dc,Laboral,2010,1,Gener,20,Tarda,20,"No és causa del  vianant",Motocicleta,Dona,Vianant,25,"Ferit lleu","4585077,17","430934,85"
"2010S000479    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",99100,Descartes,"0030 0030",Dijous,Dj,Laboral,2010,1,Gener,21,Nit,04,"No és causa del  vianant",Turismo,Home,Conductor,50,"Ferit lleu","4583603,94","428284,18"
"2010S000479    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",99100,Descartes,"0030 0030",Dijous,Dj,Laboral,2010,1,Gener,21,Nit,04,"No és causa del  vianant",Motocicleta,Home,Conductor,26,Mort,"4583603,94","428284,18"
"2010S000480    ",3,Sants-Montjuïc,18,Sants,312400,Sants,"0023 0023",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,07,"No és causa del  vianant",Motocicleta,Home,Conductor,57,"Ferit lleu","4580972,16","428148,15"
"2010S000481    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",187105,Madrazo,"0102 0102",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,08,"No és causa del  vianant",Motocicleta,Dona,Conductor,32,"Ferit lleu","4583396,06","428598,05"
"2010S000482    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",37408,Beethoven,"0002 0002",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,10,"No és causa del  vianant",Turismo,Dona,Vianant,40,"Ferit lleu","4582894,99","428356,38"
"2010S000483    ",9,"Sant Andreu",62,"el Congrés i els Indians",121402,"Felip II","0165 0165",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,09,"No és causa del  vianant",Ciclomotor,Home,Conductor,31,"Ferit lleu","4586378,72","431710,05"
"2010S000484    ",2,Eixample,6,"la Sagrada Família",105304,"Dos de Maig","0301 0305",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,08,"No és causa del  vianant",Motocicleta,Home,Conductor,40,"Ferit lleu","4584880,79","431313,30"
"2010S000485    ",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",111704,Escòcia,"0034 0034",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,09,"No és causa del  vianant",Motocicleta,Dona,Conductor,28,"Ferit lleu","4586881,33","431784,84"
"2010S000486    ",2,Eixample,7,"la Dreta de l'Eixample",335100,Tetuan,"0033 0033",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,08,"Desobeir el senyal del semàfor",Motocicleta,Home,Conductor,27,"Ferit lleu","4583209,46","431215,15"
"2010S000486    ",2,Eixample,7,"la Dreta de l'Eixample",335100,Tetuan,"0033 0033",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,08,"Desobeir el senyal del semàfor",Turismo,Home,Conductor,38,"Ferit lleu","4583209,46","431215,15"
"2010S000486    ",2,Eixample,7,"la Dreta de l'Eixample",335100,Tetuan,"0033 0033",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,08,"Desobeir el senyal del semàfor",Turismo,Dona,Vianant,34,"Ferit lleu","4583209,46","431215,15"
"2010S000487    ",3,Sants-Montjuïc,15,Hostafrancs,169409,"Corts Catalanes","0339 0339",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,11,"No és causa del  vianant",Turismo,Home,Conductor,22,"Ferit lleu","4580757,69","428714,18"
"2010S000487    ",3,Sants-Montjuïc,15,Hostafrancs,169409,"Corts Catalanes","0339 0339",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,11,"No és causa del  vianant",Turismo,Home,Passatger,20,"Ferit lleu","4580757,69","428714,18"
"2010S000488    ",3,Sants-Montjuïc,18,Sants,285104,Robrenyo,"0039 0039",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,11,"No és causa del  vianant",Turismo,Dona,Vianant,40,"Ferit lleu","4581702,64","428030,12"
"2010S000489    ",3,Sants-Montjuïc,12,"la Marina del Prat Vermell",700127,"Major de Mercabarna","0001 0001",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,11,"No és causa del  vianant",Turismo,Home,Conductor,44,"Ferit lleu","4576461,70","426260,76"
"2010S000490    ",1,"Ciutat Vella",2,"el Barri Gòtic",177101,Laietana,"0069 0069",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,11,"No és causa del  vianant",Bicicleta,Home,Conductor,34,"Ferit lleu","4582370,89","430961,43"
"2010S000491    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",139805,Ganduxer,"0115 0115",Dijous,Dj,Laboral,2010,1,Gener,21,Matí,13,"No és causa del  vianant",Motocicleta,Home,Conductor,84,"Ferit lleu","4583878,38","427578,28"
"2010S000492    ",2,Eixample,7,"la Dreta de l'Eixample",305100,"Sant Joan","0052 0052",Dijous,Dj,Laboral,2010,1,Gener,21,Tarda,14,"No és causa del  vianant",Bicicleta,Dona,Conductor,45,"Ferit lleu","4583270,02","431068,06"
"2010S000493    ",1,"Ciutat Vella",3,"la Barceloneta",701266,"Litoral (Llobregat)",000880000,Dijous,Dj,Laboral,2010,1,Gener,21,Matí,13,"No és causa del  vianant",Motocicleta,Home,Conductor,34,"Ferit lleu","4582277,95","432826,97"
"2010S000494    ",3,Sants-Montjuïc,18,Sants,187207,Madrid,"0182 0182",Dijous,Dj,Laboral,2010,1,Gener,21,Tarda,15,"Desobeir el senyal del semàfor",Motocicleta,Dona,Vianant,35,"Ferit lleu","4581580,05","427538,35"
"2010S000494    ",3,Sants-Montjuïc,18,Sants,187207,Madrid,"0182 0182",Dijous,Dj,Laboral,2010,1,Gener,21,Tarda,15,"Desobeir el senyal del semàfor",Motocicleta,Dona,Passatger,41,"Ferit lleu","4581580,05","427538,35"
"2010S000494    ",3,Sants-Montjuïc,18,Sants,187207,Madrid,"0182 0182",Dijous,Dj,Laboral,2010,1,Gener,21,Tarda,15,"Desobeir el senyal del semàfor",Motocicleta,Dona,Conductor,37,"Ferit lleu","4581580,05","427538,35"
"2010S000495    ",7,Horta-Guinardó,37,"el Carmel",320307,Santuari,"0113 0113",Dijous,Dj,Laboral,2010,1,Gener,21,Tarda,16,"No és causa del  vianant",Motocicleta,Dona,Vianant,85,"Ferit lleu","4585925,96","429491,98"
"2010S000496    ",2,Eixample,7,"la Dreta de l'Eixample",335100,Tetuan,"0010 0010",Dijous,Dj,Laboral,2010,1,Gener,21,Tarda,19,"No és causa del  vianant",Motocicleta,Home,Conductor,26,"Ferit lleu","4583043,94","431127,13"
"2010S000497    ",5,"Sarrià-Sant Gervasi",23,Sarrià,44709,Bonanova,0098X0098X,Dijous,Dj,Laboral,2010,1,Gener,21,Tarda,17,"No és causa del  vianant",Ciclomotor,Dona,Conductor,41,"Ferit lleu","4583849,37","426798,28"
"2010S000498    ",3,Sants-Montjuïc,11,"el Poble Sec",135203,Foc,"0141 0141",Dijous,Dj,Laboral,2010,1,Gener,21,Tarda,19,"No és causa del  vianant",Turismo,Home,Conductor,35,"Ferit lleu","4579288,48","429059,06"
"2010S000499    ",8,"Nou Barris",48,"la Guineueta",153001,Guineueta,0021X0021X,Dijous,Dj,Laboral,2010,1,Gener,21,Tarda,19,"No és causa del  vianant","Camión > 3,5 Tm",Dona,Vianant,80,"Ferit lleu","4588197,90","430475,01"
"2010S000500    ",8,"Nou Barris",45,Porta,119003,"Fabra i Puig","0144 0144",Dijous,Dj,Laboral,2010,1,Gener,21,Tarda,20,"No és causa del  vianant",Turismo,Home,Conductor,34,"Ferit lleu","4587059,95","431636,89"
"2010S000500    ",8,"Nou Barris",45,Porta,119003,"Fabra i Puig","0144 0144",Dijous,Dj,Laboral,2010,1,Gener,21,Tarda,20,"No és causa del  vianant",Turismo,Home,Passatger,Desconegut,"Ferit lleu","4587059,95","431636,89"
"2010S000501    ",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",111704,Escòcia,"0039 0039",Dijous,Dj,Laboral,2010,1,Gener,21,Tarda,21,"No és causa del  vianant",Ciclomotor,Dona,Conductor,31,"Ferit lleu","4586860,21","431740,09"
"2010S000502    ",9,"Sant Andreu",61,"la Sagrera",209900,Meridiana,"0329 0329",Dijous,Dj,Laboral,2010,1,Gener,21,Tarda,19,"No és causa del  vianant",Furgoneta,Dona,Passatger,24,"Ferit lleu","4586576,17","432040,50"
"2010S000503    ",10,"Sant Martí",73,"la Verneda i la Pau",318906,Santander,"0049 0051",Dijous,Dj,Laboral,2010,1,Gener,21,Tarda,21,"No és causa del  vianant",Ciclomotor,Home,Conductor,22,"Ferit lleu","4586671,61","433358,94"
"2010S000504    ",4,"Les Corts",19,"les Corts",144601,Diagonal,"0597 0597",Dijous,Dj,Laboral,2010,1,Gener,21,Nit,22,"No és causa del  vianant",Ciclomotor,Dona,Conductor,33,"Ferit lleu","4582469,52","427385,53"
"2010S000505    ",10,"Sant Martí",65,"el Clot",161101,Independència,"0250 0250",Divendres,Dv,Laboral,2010,1,Gener,22,Matí,08,"No és causa del  vianant",Ciclomotor,Dona,Conductor,22,"Ferit lleu","4584453,64","431960,10"
"2010S000506    ",7,Horta-Guinardó,43,Horta,701267,"Dalt (Besòs)",001200000,Divendres,Dv,Laboral,2010,1,Gener,22,Matí,07,"No és causa del  vianant",Motocicleta,Home,Conductor,24,"Ferit lleu","4587747,76","428960,49"
"2010S000507    ",7,Horta-Guinardó,34,"Can Baró",365702,"Mare de Déu de Montserrat","0081 0081",Divendres,Dv,Laboral,2010,1,Gener,22,Matí,07,"No és causa del  vianant",Motocicleta,Home,Conductor,36,"Ferit lleu","4585357,98","430339,35"
"2010S000509    ",2,Eixample,8,"l'Antiga Esquerra de l'Eixample",289105,Rosselló,"0144 0144",Divendres,Dv,Laboral,2010,1,Gener,22,Matí,07,"No és causa del  vianant",Ciclomotor,Dona,Conductor,31,"Ferit lleu","4582693,35","429386,04"
"2010S000510    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",334505,"Teodor Roviralta","0008 0008",Divendres,Dv,Laboral,2010,1,Gener,22,Matí,08,"No és causa del  vianant",Motocicleta,Home,Conductor,17,"Ferit lleu","4585191,25","427732,31"
"2010S000511    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",188607,"Mestre Nicolau","0001 0003",Divendres,Dv,Laboral,2010,1,Gener,22,Matí,09,"No és causa del  vianant",Motocicleta,Dona,Conductor,41,"Ferit lleu","4582881,10","428312,84"
"2010S000512    ",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",276908,Rec,"0044 0044",Divendres,Dv,Laboral,2010,1,Gener,22,Matí,10,"No és causa del  vianant",Bicicleta,Home,Conductor,41,"Ferit lleu","4581988,28","431802,19"
"2010S000513    ",10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou",11200,Almogàvers,"0116 0116",Divendres,Dv,Laboral,2010,1,Gener,22,Matí,10,"No és causa del  vianant",Motocicleta,Home,Conductor,40,"Ferit lleu","4583367,43","432412,50"
"2010S000514    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",23403,Aribau,"0318 0318",Divendres,Dv,Laboral,2010,1,Gener,22,Matí,10,"No és causa del  vianant",Motocicleta,Dona,Conductor,37,"Ferit lleu","4583656,56","428671,13"
"2010S000515    ",3,Sants-Montjuïc,11,"el Poble Sec",195500,Margarit,"0036 0036",Divendres,Dv,Laboral,2010,1,Gener,22,Matí,10,"No és causa del  vianant",Turismo,Dona,Vianant,53,"Ferit lleu","4580727,92","430127,13"
"2010S000516    ",2,Eixample,7,"la Dreta de l'Eixample",74404,Catalunya,"0009 0009",Divendres,Dv,Laboral,2010,1,Gener,22,Matí,12,"No és causa del  vianant",Motocicleta,Dona,Conductor,37,"Ferit lleu","4582330,54","430605,57"
"2010S000517    ",3,Sants-Montjuïc,15,Hostafrancs,331507,Tarragona,0117U0117U,Divendres,Dv,Laboral,2010,1,Gener,22,Matí,13,"Desobeir el senyal del semàfor","Autobús articulado",Dona,Passatger,31,"Ferit lleu","4581202,95","428737,72"
"2010S000517    ",3,Sants-Montjuïc,15,Hostafrancs,331507,Tarragona,0117U0117U,Divendres,Dv,Laboral,2010,1,Gener,22,Matí,13,"Desobeir el senyal del semàfor","Autobús articulado",Dona,Passatger,46,"Ferit lleu","4581202,95","428737,72"
"2010S000517    ",3,Sants-Montjuïc,15,Hostafrancs,331507,Tarragona,0117U0117U,Divendres,Dv,Laboral,2010,1,Gener,22,Matí,13,"Desobeir el senyal del semàfor","Autobús articulado",Dona,Vianant,39,"Ferit lleu","4581202,95","428737,72"
"2010S000518    ",8,"Nou Barris",45,Porta,24304,"Arnau d'Oms","0064 0064",Divendres,Dv,Laboral,2010,1,Gener,22,Matí,12,"No és causa del  vianant",Turismo,Dona,Vianant,80,"Ferit lleu","4587165,92","431375,37"
"2010S000519    ",7,Horta-Guinardó,35,"el Guinardó",365702,"Mare de Déu de Montserrat","0223 0223",Divendres,Dv,Laboral,2010,1,Gener,22,Matí,13,"No és causa del  vianant",Motocicleta,Dona,Conductor,51,"Ferit lleu","4586165,92","431109,10"
"2010S000519    ",7,Horta-Guinardó,35,"el Guinardó",365702,"Mare de Déu de Montserrat","0223 0223",Divendres,Dv,Laboral,2010,1,Gener,22,Matí,13,"No és causa del  vianant",Ciclomotor,Home,Conductor,26,"Ferit lleu","4586165,92","431109,10"
"2010S000520    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",197302,Marina,"0072 0072",Divendres,Dv,Laboral,2010,1,Gener,22,Matí,13,"Desobeir el senyal del semàfor","Camión > 3,5 Tm",Home,Vianant,87,"Ferit lleu","4582825,29","432432,93"
"2010S000521    ",2,Eixample,8,"l'Antiga Esquerra de l'Eixample",100800,Diputació,"0230 0230",Divendres,Dv,Laboral,2010,1,Gener,22,Tarda,14,"No és causa del  vianant",Motocicleta,Home,Conductor,28,"Ferit lleu","4582363,96","430195,20"
