Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal_caption;Descripcio_dia_setmana;Dia_setmana;Descripcio_tipus_dia;NK_Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_tipus_accident;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud;Latitud
2020S000117    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701481;Longitudinal 9;0033 0033;Dimecres;Dc;Laboral;2020;1;Gener;8;7;Matí;Col.lisió fronto-lateral;426640,98;4576051,31;2.122.214.647;41.330.757.894
2020S000118    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701491;Transversal 11;0001 0001;Dimecres;Dc;Laboral;2020;1;Gener;8;8;Matí;Atropellament;426029,82;4575851,98;2.114.936.221;4.132.890.671
2020S000119    ;4;Les Corts;21;Pedralbes;66508;Carles III;0139 0139;Dimecres;Dc;Laboral;2020;1;Gener;8;9;Matí;Col.lisió lateral;427239,13;4582806;2.128.551.266;41.391.649.229
2020S000120    ;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;144306;Pi i Margall;0002B0002B;Dimecres;Dc;Laboral;2020;1;Gener;8;8;Matí;Abast;430149,34;4584318,92;2.163.183.276;41.405.533.747
2020S000121    ;1;Ciutat Vella;1;el Raval;183206;Lluna;0003 0003;Dimecres;Dc;Laboral;2020;1;Gener;8;6;Matí;Caiguda (dues rodes);430377,4;4581580,35;2.166.226.509;41.380.888.117
2020S000122    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;349706;Comte d'Urgell;0162 0166;Dimecres;Dc;Laboral;2020;1;Gener;8;6;Matí;Col.lisió lateral;429290,13;4582210,6;21.531.511;41.386.469.697
2020S000122    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;349706;Comte d'Urgell;0162 0166;Dimecres;Dc;Laboral;2020;1;Gener;8;6;Matí;Col.lisió fronto-lateral;429290,13;4582210,6;21.531.511;41.386.469.697
2020S000123    ;7;Horta-Guinardó;37;el Carmel;67103;Carmel;0001 0005;Dimecres;Dc;Laboral;2020;1;Gener;8;11;Matí;Col.lisió lateral;429683,09;4586731,96;215.732.499;41.427.226.421
2020S000124    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;0077 0077;Dimecres;Dc;Laboral;2020;1;Gener;8;7;Matí;Caiguda (dues rodes);433201,76;4585724,39;2.199.543.629;41.418.452.011
2020S000124    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;0077 0077;Dimecres;Dc;Laboral;2020;1;Gener;8;7;Matí;Abast;433201,76;4585724,39;2.199.543.629;41.418.452.011
2020S000125    ;5;Sarrià-Sant Gervasi;23;Sarrià;195602;Margenat;0013U0013U;Dimecres;Dc;Laboral;2020;1;Gener;8;9;Matí;Altres;426573,4;4583947,19;2.120.450.618;414.018.669
2020S000125    ;5;Sarrià-Sant Gervasi;23;Sarrià;195602;Margenat;0013U0013U;Dimecres;Dc;Laboral;2020;1;Gener;8;9;Matí;Abast;426573,4;4583947,19;2.120.450.618;414.018.669
2020S000126    ;9;Sant Andreu;59;el Bon Pastor;151957;Guayaquil;0023B0023B;Dimecres;Dc;Laboral;2020;1;Gener;8;12;Matí;Abast;433800,18;4588397,63;2.206.410.942;4.144.257.867
2020S000127    ;7;Horta-Guinardó;43;Horta;701268;Dalt (Llobregat);1310000;Dimecres;Dc;Laboral;2020;1;Gener;8;13;Matí;Col.lisió lateral;429982,88;4588112,4;2.160.752.487;41.439.685.701
2020S000128    ;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;305100;Sant Joan;0149 0149;Dimecres;Dc;Laboral;2020;1;Gener;8;12;Matí;Col.lisió lateral;430374,66;4583905,65;216.592.629;4.140.183.112
2020S000129    ;10;Sant Martí;73;la Verneda i la Pau;86200;Concili de Trento;0213X0213X;Dimecres;Dc;Laboral;2020;1;Gener;8;13;Matí;Col.lisió fronto-lateral;433466,89;4585782,27;2.202.709.604;4.141.899.533
2020S000130    ;7;Horta-Guinardó;35;el Guinardó;290807;Rubió i Ors;0045 0045;Dimecres;Dc;Laboral;2020;1;Gener;8;13;Matí;Col.lisió fronto-lateral;431334,75;4585888,76;2.177.185.824;41.419.774.971
2020S000131    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;103502;Doctor Roux;0051 0053;Dimecres;Dc;Laboral;2020;1;Gener;8;11;Matí;Xoc contra element estàtic;427475,05;4583336,52;2.131.309.328;41.396.448.729
2020S000132    ;8;Nou Barris;44;Vilapicina i la Torre Llobeta;119003;Fabra i Puig;0181 0181;Dimecres;Dc;Laboral;2020;1;Gener;8;15;Tarda;Col.lisió fronto-lateral;431371,64;4587040,12;2.177.496.473;41.430.148.029
2020S000133    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701498;B-10 (Besòs);1130000;Dimecres;Dc;Laboral;2020;1;Gener;8;18;Tarda;Col.lisió lateral;431157,75;4580540,65;2.175.676.299;41.371.591.006
2020S000134    ;2;Eixample;5;el Fort Pienc;197302;Marina;0124 0124;Dimecres;Dc;Laboral;2020;1;Gener;8;19;Tarda;Abast;431977,69;4583292,76;2.185.170.846;41.396.448.297
2020S000134    ;2;Eixample;5;el Fort Pienc;197302;Marina;0124 0124;Dimecres;Dc;Laboral;2020;1;Gener;8;19;Tarda;Caiguda (dues rodes);431977,69;4583292,76;2.185.170.846;41.396.448.297
2020S000135    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;701433;Mig (Ascendent);390000;Dimecres;Dc;Laboral;2020;1;Gener;8;19;Tarda;Abast;427618,79;4583389,8;213.302.223;41.396.941.558
2020S000136    ;10;Sant Martí;68;el Poblenou;183603;Llacuna;0073X0073X;Dimecres;Dc;Laboral;2020;1;Gener;8;19;Tarda;Altres;433081,82;4583825,18;2.198.318.672;41.401.336.361
2020S000137    ;2;Eixample;5;el Fort Pienc;73900;Castillejos;0158 0158;Dimecres;Dc;Laboral;2020;1;Gener;8;15;Tarda;Col.lisió lateral;431983,94;4583846,72;2.185.183.335;41.401.438.185
2020S000138    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;44709;Bonanova;0024U0024U;Dimecres;Dc;Laboral;2020;1;Gener;8;19;Tarda;Col.lisió lateral;427427,79;4584306,68;2.130.627.689;41.405.182.292
2020S000139    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent;0334 0336;Dimecres;Dc;Laboral;2020;1;Gener;8;21;Tarda;Col.lisió fronto-lateral;430550,54;4582900,32;2.168.145.558;41.392.791.657
2020S000140    ;2;Eixample;6;la Sagrada Família;238400;Padilla;0216 0216;Dimecres;Dc;Laboral;2020;1;Gener;8;19;Tarda;Atropellament;431495,05;4584160,34;2.179.299.689;41.404.221.334
2020S000141    ;2;Eixample;5;el Fort Pienc;335100;Tetuan;0036 0037;Dimecres;Dc;Laboral;2020;1;Gener;8;16;Tarda;Col.lisió lateral;431246,5;4583153,05;217.644.085;41.395.127.752
2020S000142    ;9;Sant Andreu;57;la Trinitat Vella;701431;C-17 (Puigcerdà);0;Dimecres;Dc;Laboral;2020;1;Gener;8;20;Tarda;Caiguda interior vehicle;432372,37;4589641,97;2.189.181.132;41.453.666.931
2020S000143    ;8;Nou Barris;44;Vilapicina i la Torre Llobeta;119003;Fabra i Puig;0171 0171;Dimecres;Dc;Laboral;2020;1;Gener;8;21;Tarda;Atropellament;431412,78;4587038,82;2.177.988.956;41.430.139.836
2020S000144    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;32700;Balmes;0409 0413;Dimecres;Dc;Laboral;2020;1;Gener;8;22;Nit;Col.lisió lateral;428057,6;4584548,77;2.138.133.069;41.407.419.338
2020S000145    ;7;Horta-Guinardó;33;el Baix Guinardó;68900;Cartagena;0375V0375V;Dimecres;Dc;Laboral;2020;1;Gener;8;23;Nit;Col.lisió lateral;430799,02;4585212,34;2.170.853.025;41.413.636.702
2020S000146    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;350308;València;0185 0185;Dijous;Dj;Laboral;2020;1;Gener;9;2;Nit;Xoc contra element estàtic;429746,77;4582517,77;2.158.576.529;41.389.276.308
2020S000147    ;2;Eixample;6;la Sagrada Família;144601;Diagonal;0310 0310;Dimecres;Dc;Laboral;2020;1;Gener;8;21;Tarda;Col.lisió lateral;431224,19;4583797,83;217.610.072;4.140.093.318
2020S000148    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;700654;Litoral;0100 0104;Dijous;Dj;Laboral;2020;1;Gener;9;5;Nit;Xoc contra element estàtic;434328,88;4583822,42;2.213.236.462;4.140.141.439
2020S000148    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;700654;Litoral;0100 0104;Dijous;Dj;Laboral;2020;1;Gener;9;5;Nit;Caiguda (dues rodes);434328,88;4583822,42;2.213.236.462;4.140.141.439
2020S000149    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;369408;Zona Franca;0053 0059;Dijous;Dj;Laboral;2020;1;Gener;9;8;Matí;Col.lisió fronto-lateral;428399,22;4578659,16;2.142.916.141;4.135.440.423
2020S000150    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;701267;Dalt (Besòs);800000;Dijous;Dj;Laboral;2020;1;Gener;9;7;Matí;Abast;426771,17;4584613,55;2.122.735.672;41.407.886.559
2020S000151    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;197302;Marina;0069 0069;Dijous;Dj;Laboral;2020;1;Gener;9;9;Matí;Col.lisió fronto-lateral;432355,36;4582830,17;2.189.739.923;41.392.313.749
2020S000152    ;7;Horta-Guinardó;38;la Teixonera;170703;Josep Sangenís;0015 0019;Dijous;Dj;Laboral;2020;1;Gener;9;8;Matí;Abast;428957,32;4586374,27;2.148.681.965;4.142.394.096
2020S000153    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;701266;Litoral (Llobregat);800000;Dijous;Dj;Laboral;2020;1;Gener;9;9;Matí;Abast;433406,97;4582829,32;2.202.317.738;41.392.393.906
2020S000154    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0189 0189;Dimecres;Dc;Laboral;2020;1;Gener;8;20;Tarda;Abast;429757,3;4582347,38;2.158.722.234;41.387.742.581
2020S000155    ;3;Sants-Montjuïc;15;Hostafrancs;45803;Bordeta;0096 0096;Dijous;Dj;Laboral;2020;1;Gener;9;9;Matí;Col.lisió lateral;428339,95;4580673,66;2.141.969.529;41.372.542.895
2020S000156    ;8;Nou Barris;52;la Prosperitat;351708;Pablo Iglesias;0095 0097;Dijous;Dj;Laboral;2020;1;Gener;9;9;Matí;Caiguda (dues rodes);431836,59;4588732,32;2.182.869.686;41.445.428.696
2020S000157    ;5;Sarrià-Sant Gervasi;23;Sarrià;44709;Bonanova;0108E0108E;Dijous;Dj;Laboral;2020;1;Gener;9;10;Matí;Col.lisió lateral;426737,62;4583796,07;2.122.433.309;41.400.520.817
2020S000158    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;144601;Diagonal;0628 0628;Dijous;Dj;Laboral;2020;1;Gener;9;11;Matí;Abast;428094,99;4582802,86;2.138.787.836;41.391.697.961
2020S000159    ;2;Eixample;5;el Fort Pienc;100800;Diputació;0433 0433;Dijous;Dj;Laboral;2020;1;Gener;9;8;Matí;Atropellament;431456,92;4583631,79;2.178.903.437;41.399.457.593
2020S000160    ;7;Horta-Guinardó;33;el Baix Guinardó;178308;Lepant;0369 0369;Dijous;Dj;Laboral;2020;1;Gener;9;10;Matí;Abast;430722,33;4584737,55;2.169.989.878;41.409.353.819
2020S000161    ;2;Eixample;7;la Dreta de l'Eixample;191204;Mallorca;0231 0231;Dijous;Dj;Laboral;2020;1;Gener;9;11;Matí;Col.lisió lateral;429833,82;4582800,38;215.958.487;41.391.829.285
2020S000162    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;169409;Corts Catalanes;0583 0583;Dijous;Dj;Laboral;2020;1;Gener;9;12;Matí;Abast;430080,36;4582095,48;2.162.614.957;4.138.550.196
2020S000163    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0185 0185;Dijous;Dj;Laboral;2020;1;Gener;9;14;Tarda;Col.lisió lateral;429742,65;4582333,21;2.158.548.672;41.387.613.677
2020S000164    ;2;Eixample;7;la Dreta de l'Eixample;286504;Roger de Flor;0201 0201;Dijous;Dj;Laboral;2020;1;Gener;9;13;Matí;Atropellament;430668,72;4583820,53;2.169.453.619;41.401.089.898
2020S000165    ;2;Eixample;6;la Sagrada Família;191204;Mallorca;0404 0404;Dijous;Dj;Laboral;2020;1;Gener;9;12;Matí;Col.lisió lateral;431101,01;4583996,53;2.174.604.618;41.402.712.256
2020S000166    ;1;Ciutat Vella;1;el Raval;701266;Litoral (Llobregat);0021S0000;Dijous;Dj;Laboral;2020;1;Gener;9;15;Tarda;Col.lisió lateral;431323,44;4580839,66;2.177.623.493;41.374.298.274
2020S000167    ;5;Sarrià-Sant Gervasi;23;Sarrià;130709;Fontcoberta;0006 0006;Dijous;Dj;Laboral;2020;1;Gener;9;14;Tarda;Atropellament;426898,36;4583171,11;2.124.431.529;41.394.906.706
2020S000168    ;10;Sant Martí;65;el Clot;209900;Meridiana;0068 0078;Dijous;Dj;Laboral;2020;1;Gener;9;17;Tarda;Col.lisió lateral;432154,14;4584227,32;2.187.176.597;41.404.880.528
2020S000169    ;3;Sants-Montjuïc;13;la Marina de Port;160903;Ildefons Cerdà;0003 0003;Dimecres;Dc;Laboral;2020;1;Gener;8;16;Tarda;Abast;427786,74;4579747,41;2.135.465.365;41.364.151.013
2020S000170    ;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;32700;Balmes;0316 0316;Dijous;Dj;Laboral;2020;1;Gener;9;17;Tarda;Atropellament;428616,18;4584030,69;2.144.876.522;41.402.803.017
2020S000171    ;8;Nou Barris;53;la Trinitat Nova;209900;Meridiana;0611 0611;Dijous;Dj;Laboral;2020;1;Gener;9;18;Tarda;Abast;432291,22;4589271,11;218.825.124;41.450.319.882
2020S000172    ;2;Eixample;9;la Nova Esquerra de l'Eixample;245802;París;0079 0079;Dijous;Dj;Laboral;2020;1;Gener;9;17;Tarda;Altres;428707,46;4582435,2;2.146.156.376;41.388.441.133
2020S000173    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0016 0016;Dijous;Dj;Laboral;2020;1;Gener;9;18;Tarda;Altres;430611,89;4582516,66;2.168.923.308;41.389.341.448
2020S000174    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;134801;Freser;0002 0002;Dijous;Dj;Laboral;2020;1;Gener;9;20;Tarda;Col.lisió fronto-lateral;431546,1;4584879,24;2.179.829.015;41.410.700.594
2020S000175    ;10;Sant Martí;68;el Poblenou;186703;Llull;0164X0164X;Dijous;Dj;Laboral;2020;1;Gener;9;21;Tarda;Col.lisió fronto-lateral;433273,42;4583632,16;2.200.631.898;41.399.613.812
2020S000176    ;10;Sant Martí;68;el Poblenou;148704;Ciutat de Granada;0028 0028;Dijous;Dj;Laboral;2020;1;Gener;9;13;Matí;Col.lisió fronto-lateral;433161,26;4583402,44;2.199.315.638;41.397.535.461
2020S000177    ;2;Eixample;7;la Dreta de l'Eixample;359404;Cinc d'Oros;9999 9999;Dijous;Dj;Laboral;2020;1;Gener;9;23;Nit;Col.lisió lateral;429830,21;4583317,69;215.948.172;41.396.488.207
2020S000178    ;3;Sants-Montjuïc;15;Hostafrancs;169409;Corts Catalanes;0361 0371;Divendres;Dv;Laboral;2020;1;Gener;10;7;Matí;Abast;428831,97;4580872,86;2.147.829.048;41.374.380.705
2020S000179    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;349706;Comte d'Urgell;0234 0234;Divendres;Dv;Laboral;2020;1;Gener;10;7;Matí;Caiguda (dues rodes);428937,25;4582565,59;2.148.889.263;41.389.635.855
2020S000179    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;349706;Comte d'Urgell;0234 0234;Divendres;Dv;Laboral;2020;1;Gener;10;7;Matí;Abast;428937,25;4582565,59;2.148.889.263;41.389.635.855
2020S000180    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;700122;Longitudinal 5;0083 0087;Divendres;Dv;Laboral;2020;1;Gener;10;7;Matí;Atropellament;426337,77;4575893,17;2.118.610.793;41.329.305.911
2020S000181    ;4;Les Corts;19;les Corts;139703;Gandesa;0005 0005;Divendres;Dv;Laboral;2020;1;Gener;10;8;Matí;Atropellament;427375,78;4582367,76;2.130.238.186;41.387.714.533
2020S000182    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;132908;Ramon Trias Fargas;0023U0023U;Divendres;Dv;Laboral;2020;1;Gener;10;7;Matí;Col.lisió lateral;432493,36;4582524,25;2.191.424.577;41.389.570.009
2020S000183    ;2;Eixample;6;la Sagrada Família;197302;Marina;0235 0235;Divendres;Dv;Laboral;2020;1;Gener;10;8;Matí;Abast;431286,97;4583974,49;2.176.831.628;41.402.529.673
2020S000184    ;7;Horta-Guinardó;33;el Baix Guinardó;152905;Guinardó;0040 0040;Divendres;Dv;Laboral;2020;1;Gener;10;8;Matí;Col.lisió lateral;430416,97;4585012,39;2.166.305.088;41.411.802.816
2020S000185    ;9;Sant Andreu;63;Navas;194406;Maragall;0054X0054X;Divendres;Dv;Laboral;2020;1;Gener;10;8;Matí;Atropellament;431611,11;4585513,82;2.180.535.006;41.416.421.591
2020S000186    ;1;Ciutat Vella;1;el Raval;701265;Litoral (Besòs);1110000;Divendres;Dv;Laboral;2020;1;Gener;10;10;Matí;Xoc contra element estàtic;431264,96;4580708,9;2.176.939.077;41.373.115.558
2020S000186    ;1;Ciutat Vella;1;el Raval;701265;Litoral (Besòs);1110000;Divendres;Dv;Laboral;2020;1;Gener;10;10;Matí;Abast;431264,96;4580708,9;2.176.939.077;41.373.115.558
2020S000187    ;4;Les Corts;20;la Maternitat i Sant Ramon;144601;Diagonal;0643 0643;Divendres;Dv;Laboral;2020;1;Gener;10;11;Matí;Abast;426498,51;4582192,32;2.119.767.889;41.386.054.694
2020S000188    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0390 0390;Divendres;Dv;Laboral;2020;1;Gener;10;10;Matí;Atropellament;430563,1;4583583,7;2.168.217.374;41.398.947.727
2020S000189    ;2;Eixample;9;la Nova Esquerra de l'Eixample;349706;Comte d'Urgell;0125B0125B;Divendres;Dv;Laboral;2020;1;Gener;10;13;Matí;Caiguda (dues rodes);429316,65;4582133,61;2.153.477.247;41.385.778.606
2020S000190    ;2;Eixample;6;la Sagrada Família;191204;Mallorca;0417 0417;Divendres;Dv;Laboral;2020;1;Gener;10;13;Matí;Col.lisió lateral;431251,52;4584185,71;2.176.383.563;41.404.429.033
2020S000191    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;353500;Vallmajor;0023 0023;Divendres;Dv;Laboral;2020;1;Gener;10;12;Matí;Caiguda (dues rodes);428092,44;4583662,57;2.138.655.194;41.399.440.808
2020S000192    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;345308;Tres Torres;0031 0031;Divendres;Dv;Laboral;2020;1;Gener;10;14;Tarda;Caiguda (dues rodes);427636,49;4583272,98;2.133.247.909;41.395.891.001
2020S000193    ;2;Eixample;10;Sant Antoni;114000;Espanya;0001 0001;Divendres;Dv;Laboral;2020;1;Gener;10;14;Tarda;Caiguda (dues rodes);429045,14;4580981,92;2.150.365.152;41.375.381.806
2020S000194    ;9;Sant Andreu;63;Navas;367300;Biscaia;0329 0329;Divendres;Dv;Laboral;2020;1;Gener;10;14;Tarda;Col.lisió frontal;432332,35;4585363,85;2.189.181.305;41.415.131.949
2020S000195    ;10;Sant Martí;68;el Poblenou;701265;Litoral (Besòs);760000;Divendres;Dv;Laboral;2020;1;Gener;10;16;Tarda;Abast;433705,19;4583102,38;2.205.854.682;41.394.877.946
2020S000196    ;2;Eixample;6;la Sagrada Família;350308;València;0470 0470;Divendres;Dv;Laboral;2020;1;Gener;10;14;Tarda;Col.lisió lateral;431362,09;4584065,75;2.177.719.878;41.403.358.044
2020S000197    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;350308;València;0130 0130;Divendres;Dv;Laboral;2020;1;Gener;10;13;Matí;Caiguda (dues rodes);429375,99;4582122,84;2.154.188.157;41.385.686.819
2020S000198    ;4;Les Corts;20;la Maternitat i Sant Ramon;66508;Carles III;0077 0079;Divendres;Dv;Laboral;2020;1;Gener;10;14;Tarda;Col.lisió lateral;427095,62;4582115,61;2.126.918.005;41.385.418.163
2020S000199    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;134801;Freser;0067 0069;Divendres;Dv;Laboral;2020;1;Gener;10;15;Tarda;Col.lisió fronto-lateral;431719,83;4585304,27;2.181.859.486;41.414.543.492
2020S000200    ;7;Horta-Guinardó;43;Horta;700651;Estatut de Catalunya;0060 0060;Divendres;Dv;Laboral;2020;1;Gener;10;15;Tarda;Abast;429388,82;4587623,35;2.153.699.357;4.143.522.898
2020S000201    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;701629;Isaac Newton;0030U0030U;Divendres;Dv;Laboral;2020;1;Gener;10;17;Tarda;Abast multiple;427498,66;4585262,91;2.131.360.849;41.413.801.046
2020S000202    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0623 0623;Divendres;Dv;Laboral;2020;1;Gener;10;16;Tarda;Atropellament;430695,03;4582697,12;2.169.896.988;41.390.973.968
2020S000203    ;4;Les Corts;21;Pedralbes;144601;Diagonal;0672B0672B;Divendres;Dv;Laboral;2020;1;Gener;10;17;Tarda;Caiguda (dues rodes);426971,29;4582448,05;2.125.391.052;41.388.401.032
2020S000203    ;4;Les Corts;21;Pedralbes;144601;Diagonal;0672B0672B;Divendres;Dv;Laboral;2020;1;Gener;10;17;Tarda;Altres;426971,29;4582448,05;2.125.391.052;41.388.401.032
2020S000204    ;2;Eixample;7;la Dreta de l'Eixample;350308;València;0376 0378;Divendres;Dv;Laboral;2020;1;Gener;10;18;Tarda;Caiguda (dues rodes);430924,97;4583640,29;217.253.945;41.399.488.602
2020S000205    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;197302;Marina;0110 0110;Divendres;Dv;Laboral;2020;1;Gener;10;17;Tarda;Col.lisió fronto-lateral;432167,77;4583095,09;2.187.466.579;41.394.684.003
2020S000206    ;6;Gràcia;31;la Vila de Gràcia;267000;Riera de Cassoles;0054 0054;Divendres;Dv;Laboral;2020;1;Gener;10;19;Tarda;Atropellament;429066,13;4584280,58;2.150.229.621;4.140.509.353
2020S000207    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;28000;Augusta;0248 0250;Divendres;Dv;Laboral;2020;1;Gener;10;19;Tarda;Col.lisió lateral;427828,24;4583499,61;2.135.514.386;41.397.949.409
2020S000208    ;8;Nou Barris;46;el Turó de la Peira;15802;Aneto;0027 0027;Dissabte;Ds;Laboral;2020;1;Gener;11;16;Tarda;Atropellament;430792,67;4587306,02;21.705.373;41.432.493.186
2020S000209    ;8;Nou Barris;44;Vilapicina i la Torre Llobeta;111704;Escòcia;0053 0061;Divendres;Dv;Laboral;2020;1;Gener;10;23;Nit;Col.lisió fronto-lateral;431626,98;4586862,27;2.180.572.338;41.428.567.984
2020S000210    ;4;Les Corts;19;les Corts;278302;Reina Maria Cristina;9997 9997;Dissabte;Ds;Laboral;2020;1;Gener;11;9;Matí;Col.lisió fronto-lateral;427177,61;4582432,32;212.786.043;41.388.278.074
2020S000211    ;6;Gràcia;31;la Vila de Gràcia;90502;Còrsega;0345 0345;Dissabte;Ds;Laboral;2020;1;Gener;11;11;Matí;Col.lisió lateral;429975,54;4583492,74;216.119.977;41.398.077.499
2020S000212    ;2;Eixample;10;Sant Antoni;198804;Paral·lel;0172 0172;Dissabte;Ds;Laboral;2020;1;Gener;11;9;Matí;Atropellament;429486,43;4580957,26;2.155.644.618;41.375.198.511
2020S000213    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;701266;Litoral (Llobregat);800000;Dissabte;Ds;Laboral;2020;1;Gener;11;13;Matí;Abast multiple;433406,97;4582829,32;2.202.317.738;41.392.393.906
2020S000214    ;3;Sants-Montjuïc;13;la Marina de Port;169409;Corts Catalanes;0186 0186;Dissabte;Ds;Laboral;2020;1;Gener;11;13;Matí;Abast;428132,8;4580116,76;2.139.558.755;41.367.508.608
2020S000215    ;2;Eixample;5;el Fort Pienc;76807;Sardenya;0158 0158;Dissabte;Ds;Laboral;2020;1;Gener;11;10;Matí;Col.lisió lateral;431875,39;4583188,44;2.183.958.962;41.395.500.051
2020S000216    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0648 0648;Dissabte;Ds;Laboral;2020;1;Gener;11;13;Matí;Col.lisió fronto-lateral;430692,29;4582621,69;2.169.872.853;41.390.294.357
2020S000217    ;3;Sants-Montjuïc;14;la Font de la Guatlla;169409;Corts Catalanes;0218 0218;Dissabte;Ds;Laboral;2020;1;Gener;11;16;Tarda;Abast;428347,35;4580326,06;214.209.911;41.369.412.839
2020S000218    ;10;Sant Martí;65;el Clot;113506;Escultors Claperós;0049 0049;Dissabte;Ds;Laboral;2020;1;Gener;11;10;Matí;Atropellament;432340,14;4584409,48;2.189.381.288;41.406.536.876
2020S000219    ;10;Sant Martí;65;el Clot;81603;Clot;0033 0033;Dissabte;Ds;Laboral;2020;1;Gener;11;12;Matí;Xoc contra element estàtic;432207,19;4584478,34;2.187.783.086;41.407.145.871
2020S000220    ;8;Nou Barris;45;Porta;7600;Alcúdia;0022B0022B;Dissabte;Ds;Laboral;2020;1;Gener;11;20;Tarda;Col.lisió fronto-lateral;431069,73;4587592,77;2.173.820.359;41.435.099.679
2020S000221    ;1;Ciutat Vella;1;el Raval;254701;Petxina;0002 0002;Dissabte;Ds;Laboral;2020;1;Gener;11;16;Tarda;Atropellament;430904,51;4581653,38;2.172.521.499;41.381.591.342
2020S000222    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;223606;Muntaner;0367 0369;Dissabte;Ds;Laboral;2020;1;Gener;11;20;Tarda;Caiguda (dues rodes);428445,22;4583607,41;2.142.881.522;41.398.975.492
2020S000223    ;10;Sant Martí;70;el Besòs i el Maresme;701278;Taulat;0280X0280X;Dissabte;Ds;Laboral;2020;1;Gener;11;20;Tarda;Col.lisió lateral;434859,88;4584888,75;2.219.473.534;4.141.106.181
