Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal_caption,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2019S005564    ,2,Eixample,9,la Nova Esquerra de l'Eixample,191204,Mallorca                                          ,0109 0111,Dissabte,Ds,Laboral,2019,7,Juliol,13,17,Tarda,No és causa del  vianant,0,1,0,1,2,"429227,04","4582194,29",2.1523075172315034,41.38633950329279
2019S005565    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,289105,Sardenya / Rosselló                               ,0415B0415B,Dissabte,Ds,Laboral,2019,7,Juliol,13,13,Matí,No és causa del  vianant,0,2,0,2,2,"430863,08","4584178,55",2.17164622045625,41.404353389019256
2019S005566    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,223606,Muntaner / Marià Cubí                             ,0293 0295,Dissabte,Ds,Laboral,2019,7,Juliol,13,18,Tarda,No és causa del  vianant,0,2,0,2,2,"428722,57","4583325,08",2.1461412679450604,41.3964793938501
2019S005567    ,2,Eixample,5,el Fort Pienc,89004,Sardenya / Consell de Cent                        ,0480 0480,Dissabte,Ds,Laboral,2019,7,Juliol,13,14,Tarda,No és causa del  vianant,0,1,0,1,2,"431345,24","4583677,61",2.1774709298652035,41.39988301181155
2019S005568    ,3,Sants-Montjuïc,13,la Marina de Port,137300,Zona Franca / Foneria                             ,0031B0031B,Dissabte,Ds,Laboral,2019,7,Juliol,13,21,Tarda,No és causa del  vianant,0,1,0,1,2,"428022,95","4579345,78",2.13824644425504,41.360577295272364
2019S005569    ,10,Sant Martí,71,Provençals del Poblenou,115603,Espronceda / Marroc                               ,0163 0163,Dissabte,Ds,Laboral,2019,7,Juliol,13,21,Tarda,No és causa del  vianant,0,0,0,0,2,"433254,9","4584613,24",2.200210333491769,41.408470922908094
2019S005570    ,4,Les Corts,19,les Corts,162002,Sarrià                                            ,0139S0139S,Dissabte,Ds,Laboral,2019,7,Juliol,13,18,Tarda,No és causa del  vianant,0,0,0,0,1,428489,"4582639,93",2.1434285782316898,41.39028780908472
2019S005571    ,10,Sant Martí,70,el Besòs i el Maresme,266405,Prim / Cristóbal de Moura                         ,0090 0090,Dissabte,Ds,Laboral,2019,7,Juliol,13,22,Nit,No és causa del  vianant,0,1,0,1,2,"434368,07","4585448,95",2.2134367214555244,41.416089674864196
2019S005572    ,10,Sant Martí,65,el Clot,81603,Clot                                              ,0029 0029,Diumenge,Dg,Laboral,2019,7,Juliol,14,0,Nit,No és causa del  vianant,0,1,0,1,1,"432203,75","4584469,48",2.1876512995129684,41.40708802969791
2019S005573    ,10,Sant Martí,65,el Clot,18505,Aragó                                             ,0560 0560,Diumenge,Dg,Laboral,2019,7,Juliol,14,12,Matí,No és causa del  vianant,0,5,0,5,2,"431965,21","4584468,26",2.1847977892338006,41.4070568575263
2019S005574    ,2,Eixample,7,la Dreta de l'Eixample,31300,Bailèn                                            ,0081 0083,Diumenge,Dg,Laboral,2019,7,Juliol,14,14,Tarda,No és causa del  vianant,0,1,0,1,2,"430825,33","4583275,4",2.1712979871355023,41.396215848492545
2019S005575    ,8,Nou Barris,56,Vallbona,700711,Primer de Maig                                    ,0001 0001,Diumenge,Dg,Laboral,2019,7,Juliol,14,11,Matí,No és causa del  vianant,0,0,0,0,1,"432146,83","4590955,55",2.186240991815846,41.465500355649844
2019S005576    ,10,Sant Martí,72,Sant Martí de Provençals,153205,Guipúscoa / Fluvià                                ,0042 0042,Diumenge,Dg,Laboral,2019,7,Juliol,14,13,Matí,Desobeir el senyal del semàfor,0,1,0,1,1,"432877,17","4585348,9",2.19560971462522,41.415065225043364
2019S005577    ,2,Eixample,10,Sant Antoni,198804,Paral·lel                                         ,0098 0098,Diumenge,Dg,Laboral,2019,7,Juliol,14,16,Tarda,No és causa del  vianant,0,7,0,7,4,"430342,75","4580945,81",2.165794120941758,41.37519247901245
2019S005578    ,10,Sant Martí,73,la Verneda i la Pau,153205,Guipúscoa / Cantàbria                             ,0103 0105,Diumenge,Dg,Laboral,2019,7,Juliol,14,17,Tarda,No és causa del  vianant,0,1,0,1,2,"433379,78","4585898,02",2.201562609026253,41.420052825478976
2019S005579    ,2,Eixample,5,el Fort Pienc,178308,Lepant                                            ,0200 0200,Diumenge,Dg,Laboral,2019,7,Juliol,14,17,Tarda,No és causa del  vianant,0,1,0,1,1,"431686,2","4583780,72",2.18153771696232,41.40084076651463
2019S005580    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,44709,Bonanova / Mandri                                 ,0018 0020,Diumenge,Dg,Laboral,2019,7,Juliol,14,19,Tarda,No és causa del  vianant,0,1,0,1,3,"427482,53","4584346,28",2.1311868061325123,41.405565784907864
2019S005581    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,367504,Doctor Trueta / Rosa Sensat                       ,0050 0054,Diumenge,Dg,Laboral,2019,7,Juliol,14,22,Nit,No és causa del  vianant,0,2,0,2,2,"432794,2","4582802,88",2.194900134523928,41.39212723831234
2019S005582    ,6,Gràcia,30,la Salut,344000,Dalt / Escorial                                   ,0098U0098U,Diumenge,Dg,Laboral,2019,7,Juliol,14,21,Tarda,No és causa del  vianant,0,1,0,1,2,"429679,81","4584927,92",2.157404271483356,41.41099983255591
2019S005583    ,1,Ciutat Vella,1,el Raval,198804,Paral·lel                                         ,0050B0050B,Dilluns,Dl,Laboral,2019,7,Juliol,15,3,Nit,Transitar a peu per la calçada,0,1,0,1,1,"430812,07","4580929,31",2.1714077037957615,41.375084416138804
2019S005584    ,10,Sant Martí,73,la Verneda i la Pau,60807,Cantàbria                                         ,0071 0071,Diumenge,Dg,Laboral,2019,7,Juliol,14,22,Nit,No és causa del  vianant,0,0,0,0,1,"433122,44","4586300,72",2.1984388328644497,41.42365837311427
2019S005585    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,289105,Rosselló                                          ,0195 0195,Dilluns,Dl,Laboral,2019,7,Juliol,15,9,Matí,No és causa del  vianant,0,1,0,1,2,"429507,81","4582843,95",2.1555895539673466,41.392215391254624
2019S005586    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,175004,Jonquera                                          ,0009 0009,Dissabte,Ds,Laboral,2019,7,Juliol,13,17,Tarda,No és causa del  vianant,0,1,0,1,2,"433850,36","4583678,28",2.2074363289294627,41.40009936594765
2019S005587    ,10,Sant Martí,70,el Besòs i el Maresme,701266,Litoral (Llobregat)                               ,530000,Dilluns,Dl,Laboral,2019,7,Juliol,15,7,Matí,No és causa del  vianant,0,1,0,1,2,"435085,59","4584918,92",2.2220786111088806,41.411374244721806
2019S005588    ,2,Eixample,10,Sant Antoni,114000,Espanya                                           ,0001 0001,Dilluns,Dl,Laboral,2019,7,Juliol,15,10,Matí,No és causa del  vianant,0,0,0,0,1,"429045,14","4580981,92",2.150274321649417,41.37540417671599
2019S005589    ,10,Sant Martí,72,Sant Martí de Provençals,3406,Agricultura                                       ,0258 0258,Dilluns,Dl,Laboral,2019,7,Juliol,15,12,Matí,No és causa del  vianant,0,1,0,1,1,"433305,21","4585743,18",2.2006874500769213,41.41865204593008
2019S005590    ,10,Sant Martí,65,el Clot,105304,Aragó / Dos de Maig                               ,0208 0208,Dilluns,Dl,Laboral,2019,7,Juliol,15,11,Matí,No és causa del  vianant,0,1,0,1,2,"431862,42","4584352,3",2.18358119122658,41.40600373355323
2019S005591    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs)                                   ,1480000,Dilluns,Dl,Laboral,2019,7,Juliol,15,9,Matí,No és causa del  vianant,0,1,0,1,2,"428915,66","4578173,61",2.1490557129032157,41.350099458098256
2019S005592    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701497,Litoral (Llobregat)                               ,1160000,Dilluns,Dl,Laboral,2019,7,Juliol,15,12,Matí,No és causa del  vianant,0,1,0,1,3,"430993,73","4580287,98",2.173652931132918,41.369323818342856
2019S005593    ,4,Les Corts,20,la Maternitat i Sant Ramon,244209,Joan XXIII / Menéndez y Pelayo                    ,0018 0018,Dilluns,Dl,Laboral,2019,7,Juliol,15,12,Matí,No és causa del  vianant,0,2,0,2,2,"426740,28","4582066,66",2.12258380529203,41.384967065287
2019S005594    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,701265,Litoral (Besòs)                                   ,1460000,Dilluns,Dl,Laboral,2019,7,Juliol,15,10,Matí,No és causa del  vianant,0,1,0,1,2,"429088,66","4578269,67",2.151112243473665,41.35097990404403
2019S005595    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,369408,Zona Franca                                       ,0032U0054U,Dilluns,Dl,Laboral,2019,7,Juliol,15,14,Tarda,No és causa del  vianant,0,1,0,1,2,"428483,81","4578577,11",2.143846446675389,41.35369533322061
2019S005596    ,7,Horta-Guinardó,41,la Vall d'Hebron,701268,Vall d'Hebron / Granja Vella                      ,1090000,Dilluns,Dl,Laboral,2019,7,Juliol,15,15,Tarda,No és causa del  vianant,0,1,0,1,2,"428530,94","4586736,88",2.1434456203136487,41.42719071442486
2019S005597    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,València / Comte d'Urgell                         ,0125 0125,Dilluns,Dl,Laboral,2019,7,Juliol,15,13,Matí,No és causa del  vianant,0,1,0,1,2,"429329,27","4582120,65",2.153538695529256,41.3856852610152
2019S005598    ,2,Eixample,6,la Sagrada Família,90502,Padilla / Còrsega                                 ,0597 0597,Dilluns,Dl,Laboral,2019,7,Juliol,15,13,Matí,No és causa del  vianant,0,1,0,1,2,"431059,87","4584556,42",2.1739572017650115,41.40777362723333
2019S005599    ,2,Eixample,9,la Nova Esquerra de l'Eixample,349706,Comte d'Urgell                                    ,0133 0133,Dilluns,Dl,Laboral,2019,7,Juliol,15,12,Matí,No és causa del  vianant,0,1,0,1,2,"429288,25","4582162,54",2.153043243053134,41.386058935789194
2019S005600    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal                                          ,0404 0406,Dilluns,Dl,Laboral,2019,7,Juliol,15,16,Tarda,No és causa del  vianant,0,2,0,2,3,"430333,78","4583509,96",2.165391567848549,41.39828593210668
2019S005601    ,2,Eixample,7,la Dreta de l'Eixample,100800,Catalunya / Diputació                             ,0252 0252,Dilluns,Dl,Laboral,2019,7,Juliol,15,15,Tarda,No és causa del  vianant,0,1,0,1,1,"430334,39","4582498,19",2.1655154239668772,41.38917340546969
2019S005602    ,4,Les Corts,20,la Maternitat i Sant Ramon,84102,Collblanc                                         ,0070 0086,Dilluns,Dl,Laboral,2019,7,Juliol,15,17,Tarda,No és causa del  vianant,0,1,0,1,1,"426196,77","4581068,81",2.1162058190796293,41.37593020508935
2019S005603    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,121275,Feixa Llarga                                      ,0003 0003,Dilluns,Dl,Laboral,2019,7,Juliol,15,17,Tarda,No és causa del  vianant,0,1,0,1,2,"425687,83","4576640,82",2.110663462913777,41.336002607718186
2019S005604    ,9,Sant Andreu,57,la Trinitat Vella,701502,B-20 (Besòs)                                      ,1640000,Dilluns,Dl,Laboral,2019,7,Juliol,15,15,Tarda,No és causa del  vianant,0,4,0,4,1,"433093,58","4589068,89",2.1977865441470166,41.44858770781988
2019S005605    ,3,Sants-Montjuïc,12,la Marina del Prat Vermell,348500,Zona Franca / Ulldecona                           ,0077B0077B,Dilluns,Dl,Laboral,2019,7,Juliol,15,17,Tarda,No és causa del  vianant,0,1,0,1,2,"428482,23","4578501,71",2.143836459636312,41.35301609618696
2019S005606    ,3,Sants-Montjuïc,11,el Poble-sec,701266,B-10 (Besòs)                                      ,1290000,Dilluns,Dl,Laboral,2019,7,Juliol,15,18,Tarda,No és causa del  vianant,0,1,0,1,2,"430583,49","4579502,49",2.1688381402762396,41.36221387830762
2019S005607    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,369204,Zamora / Almogàvers                               ,0103 0105,Dilluns,Dl,Laboral,2019,7,Juliol,15,19,Tarda,No és causa del  vianant,0,1,0,1,3,"432325,23","4583262,92",2.1892396508697334,41.396231262081166
2019S005608    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,209900,Meridiana                                         ,0014 0014,Dilluns,Dl,Laboral,2019,7,Juliol,15,19,Tarda,No és causa del  vianant,0,1,0,1,2,"432140,91","4582865,55",2.187079596312499,41.39263674516098
2019S005609    ,6,Gràcia,31,la Vila de Gràcia,344101,Gràcia                                            ,0201B0201B,Dilluns,Dl,Laboral,2019,7,Juliol,15,12,Matí,No és causa del  vianant,0,1,0,1,2,"429881,98","4584013,71",2.15992902849837,41.40278365320691
2019S005610    ,2,Eixample,5,el Fort Pienc,169409,Marina / Corts Catalanes                          ,0745 0747,Dilluns,Dl,Laboral,2019,7,Juliol,15,18,Tarda,No és causa del  vianant,0,1,0,1,2,"431603,56","4583587,97",2.1805710011890813,41.39909770872538
2019S005611    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,217104,Muntanya / Degà Bahí                              ,0079 0079,Dilluns,Dl,Laboral,2019,7,Juliol,15,14,Tarda,No és causa del  vianant,0,1,0,1,2,"431938,46","4585025,29",2.1844150331635697,41.412071530744704
2019S005612    ,9,Sant Andreu,59,el Bon Pastor,701266,B-10 (Besòs)                                      ,120000,Dilluns,Dl,Laboral,2019,7,Juliol,15,18,Tarda,No és causa del  vianant,0,1,0,1,2,"433786,11","4588459,82",2.206143448055402,41.44315958372077
2019S005613    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes / Marià Cubí                               ,0225 0227,Dilluns,Dl,Laboral,2019,7,Juliol,15,18,Tarda,No és causa del  vianant,0,1,0,1,2,"429091,47","4583596,52",2.1505218160113446,41.398956787292484
2019S005614    ,10,Sant Martí,72,Sant Martí de Provençals,322608,Guipúscoa / Selva de Mar                          ,0235B0235B,Dilluns,Dl,Laboral,2019,7,Juliol,15,15,Tarda,No és causa del  vianant,0,1,0,1,2,"433055,46","4585586,56",2.197716518785949,41.41722063054602
2019S005615    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,101008,Tibidabo / John F. Kennedy                        ,0001 0001,Dilluns,Dl,Laboral,2019,7,Juliol,15,13,Matí,No és causa del  vianant,0,1,0,1,1,"427926,95","4584909,89",2.136435978473217,41.41068195202848
2019S005616    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,123000,Ferran Agulló                                     ,0006 0006,Dilluns,Dl,Laboral,2019,7,Juliol,15,16,Tarda,No és causa del  vianant,0,1,0,1,2,"428322,01","4583188,47",2.141366404705296,41.395213358971986
2019S005617    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,139805,Ganduxer                                          ,0066B0066B,Dilluns,Dl,Laboral,2019,7,Juliol,15,20,Tarda,No és causa del  vianant,0,2,0,2,2,"427841,06","4583453,55",2.135582297549575,41.39755772893728
2019S005618    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,30500,Glòries Catalanes                                 ,0175 0175,Dilluns,Dl,Laboral,2019,7,Juliol,15,16,Tarda,No és causa del  vianant,0,1,0,1,2,"432300,34","4584050,97",2.1888536865202233,41.40332682742257
2019S005619    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,32700,Balmes / Diagonal                                 ,0167B0167B,Dilluns,Dl,Laboral,2019,7,Juliol,15,20,Tarda,No és causa del  vianant,0,1,0,1,2,"429442,88","4583163,95",2.1547756451042073,41.39509178468256
2019S005620    ,9,Sant Andreu,60,Sant Andreu,209900,Meridiana / Pintor Alsamora                       ,0450 0454,Dilluns,Dl,Laboral,2019,7,Juliol,15,5,Nit,No és causa del  vianant,0,1,0,1,2,"431930,41","4587485,64",2.18404135435997,41.43423015895453
2019S005621    ,10,Sant Martí,68,el Poblenou,700667,Litoral / Jaume Vicens i Vives                    ,0002 0002,Dimarts,Dm,Laboral,2019,7,Juliol,16,0,Nit,No és causa del  vianant,0,1,0,1,2,"433517,87","4582835,7",2.2035518190197836,41.392483074392935
2019S005622    ,9,Sant Andreu,57,la Trinitat Vella,314100,Dalt (Besòs)                                      ,0079I0079I,Dimarts,Dm,Laboral,2019,7,Juliol,16,0,Nit,No és causa del  vianant,0,2,0,2,1,"432787,08","4588969,14",2.1941286666560496,41.44766365885794
2019S005623    ,3,Sants-Montjuïc,18,Sants,312400,Sants / Sants                                     ,0099 0099,Dilluns,Dl,Laboral,2019,7,Juliol,15,23,Nit,No és causa del  vianant,0,1,0,1,2,"427815,39","4580984,77",2.1355698292243046,41.37532032137724
2019S005624    ,8,Nou Barris,52,la Prosperitat,701267,Favència / Júlia                                  ,2,Dilluns,Dl,Laboral,2019,7,Juliol,15,23,Nit,No és causa del  vianant,0,1,0,1,2,"431584,89","4588795,14",2.179757688438366,41.44599480828919
2019S005625    ,2,Eixample,10,Sant Antoni,169409,Corts Catalanes                                   ,0522 0522,Dimarts,Dm,Laboral,2019,7,Juliol,16,8,Matí,No és causa del  vianant,0,1,0,1,2,"429734,86","4581684,35",2.1584398011140262,41.381791274077536
2019S005626    ,4,Les Corts,19,les Corts,144601,Diagonal                                          ,0609 0615,Dimarts,Dm,Laboral,2019,7,Juliol,16,8,Matí,No és causa del  vianant,0,1,0,1,2,"427253,12","4582427,17",2.128673373438458,41.38826060129176
2019S005627    ,7,Horta-Guinardó,43,Horta,701267,Dalt (Llobregat)                                  ,1200000,Dimarts,Dm,Laboral,2019,7,Juliol,16,7,Matí,No és causa del  vianant,0,1,0,1,2,"428960,49","4587747,76",2.148466871345018,41.436333335474664
2019S005628    ,2,Eixample,7,la Dreta de l'Eixample,247659,Pau Claris / Consell de Cent                      ,0121 0121,Dimarts,Dm,Laboral,2019,7,Juliol,16,9,Matí,No és causa del  vianant,0,1,0,1,2,"430466,28","4582877,21",2.167049204022404,41.392598508613176
2019S005629    ,10,Sant Martí,70,el Besòs i el Maresme,144601,Prim / Llevant                                    ,0002 0002,Dimarts,Dm,Laboral,2019,7,Juliol,16,10,Matí,No és causa del  vianant,0,1,0,1,2,"434759,26","4584944,64",2.218171667833228,41.41157943160429
2019S005630    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,701068,Vila Arrufat                                      ,0002X0002X,Dimarts,Dm,Laboral,2019,7,Juliol,16,10,Matí,No és causa del  vianant,0,1,0,1,2,"427720,13","4583547,62",2.134124599816938,41.398394093351165
2019S005631    ,10,Sant Martí,68,el Poblenou,55501,Calvell / Carmen Amaya                            ,0001 0001,Dimarts,Dm,Laboral,2019,7,Juliol,16,11,Matí,No és causa del  vianant,0,1,0,1,2,"433655,47","4583299,55",2.205146667435496,41.396672193693256
2019S005632    ,1,Ciutat Vella,1,el Raval,296508,Sant Antoni                                       ,0080 0080,Dimarts,Dm,Laboral,2019,7,Juliol,16,12,Matí,No és causa del  vianant,0,1,0,1,2,"430189,55","4581878,03",2.1638547584712566,41.383575308666565
2019S005633    ,9,Sant Andreu,62,el Congrés i els Indians,121402,Felip II                                          ,0141 0143,Dimarts,Dm,Laboral,2019,7,Juliol,16,13,Matí,No és causa del  vianant,0,1,0,1,2,"431863,77","4586220,74",2.1833865878801566,41.42283210382535
2019S005634    ,4,Les Corts,19,les Corts,343903,Corts                                             ,0286 0290,Dimarts,Dm,Laboral,2019,7,Juliol,16,0,Nit,No és causa del  vianant,0,1,0,1,1,"427861,28","4582311,2",2.1359604090637654,41.387270964483555
2019S005635    ,8,Nou Barris,45,Porta,24304,Arnau d'Oms                                       ,0043 0043,Dimarts,Dm,Laboral,2019,7,Juliol,16,13,Matí,No és causa del  vianant,0,1,0,1,1,"431346,51","4587107,55",2.1770962862784993,41.43077509904614
2019S005636    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",266904,Princesa                                          ,0051 0051,Dimarts,Dm,Laboral,2019,7,Juliol,16,12,Matí,No és causa del  vianant,0,0,0,0,1,"431695,24","4582199,39",2.181824473765747,41.3865991143511
2019S005637    ,8,Nou Barris,50,les Roquetes,120807,B-20 (Llobregat)                                  ,0135 0137,Dimarts,Dm,Laboral,2019,7,Juliol,16,13,Matí,No és causa del  vianant,0,2,0,2,3,"430897,79","4588560,79",2.1715598944959495,41.443825193798475
2019S005638    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,32700,Balmes                                            ,0237 0237,Dimarts,Dm,Laboral,2019,7,Juliol,16,13,Matí,No és causa del  vianant,0,1,0,1,2,"429054,78","4583637,74",2.1500781160738827,41.39932479533196
2019S005639    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó / Pau Claris                                ,0286 0286,Dimarts,Dm,Laboral,2019,7,Juliol,16,15,Tarda,No és causa del  vianant,0,1,0,1,2,"430435,12","4582966,26",2.166666278620732,41.39339784564705
2019S005640    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,143904,General Mitre / Ganduxer                          ,0081 0091,Dimarts,Dm,Laboral,2019,7,Juliol,16,15,Tarda,No és causa del  vianant,0,1,0,1,3,"427673,03","4583623,29",2.1335521741108723,41.39907137326164
2019S005641    ,10,Sant Martí,71,Provençals del Poblenou,115603,Espronceda / Diagonal                             ,0151X0151X,Dimarts,Dm,Laboral,2019,7,Juliol,16,17,Tarda,No és causa del  vianant,0,2,0,2,2,"433383,57","4584493,56",2.20176284236486,41.40740369959986
2019S005642    ,3,Sants-Montjuïc,14,la Font de la Guatlla,169409,Corts Catalanes                                   ,0232 0232,Dimarts,Dm,Laboral,2019,7,Juliol,16,17,Tarda,No és causa del  vianant,0,1,0,1,1,"428410,72","4580388,03",2.142758765186071,41.36999900724874
2019S005643    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes / Sicília                         ,0705 0705,Dimarts,Dm,Laboral,2019,7,Juliol,16,17,Tarda,No és causa del  vianant,0,1,0,1,2,"431418,87","4583404,95",2.1783825955742255,41.397433566900844
2019S005644    ,10,Sant Martí,70,el Besòs i el Maresme,144601,Prim                                              ,0002 0002,Dimarts,Dm,Laboral,2019,7,Juliol,16,16,Tarda,No és causa del  vianant,0,1,0,1,2,"434759,26","4584944,64",2.218171667833228,41.41157943160429
2019S005645    ,2,Eixample,5,el Fort Pienc,238400,Padilla                                           ,0161 0161,Dimarts,Dm,Laboral,2019,7,Juliol,16,17,Tarda,No és causa del  vianant,0,1,0,1,2,"431899,45","4583719,89",2.1840954282792366,41.40031101243601
2019S005646    ,9,Sant Andreu,60,Sant Andreu,25001,Arquímedes                                        ,0053 0053,Dimarts,Dm,Laboral,2019,7,Juliol,16,19,Tarda,No és causa del  vianant,0,1,0,1,2,"432182,56","4588044,42",2.1869962700856695,41.43928420576673
2019S005647    ,10,Sant Martí,68,el Poblenou,701266,B-10 (Llobregat)                                  ,790000,Dimarts,Dm,Laboral,2019,7,Juliol,16,18,Tarda,No és causa del  vianant,0,2,0,2,2,"433473,3","4582905,96",2.203011016642496,41.393112190993364
2019S005648    ,1,Ciutat Vella,1,el Raval,701367,Raval                                             ,0009 0009,Dimarts,Dm,Laboral,2019,7,Juliol,16,14,Tarda,No és causa del  vianant,0,1,0,1,2,"430603,17","4581416,76",2.168853980753602,41.37945667241598
2019S005649    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,143904,General Mitre / Ganduxer                          ,0093 0093,Dimarts,Dm,Laboral,2019,7,Juliol,16,19,Tarda,No és causa del  vianant,0,1,0,1,2,"427725,91","4583693,72",2.134176270480098,41.39971046192796
2019S005650    ,8,Nou Barris,55,Ciutat Meridiana,92950,Costabona                                         ,0035 0035,Dimarts,Dm,Laboral,2019,7,Juliol,16,15,Tarda,No és causa del  vianant,0,1,0,1,2,"431518,07","4590690,94",2.1787424885956193,41.4630636389439
2019S005651    ,2,Eixample,10,Sant Antoni,127704,Floridablanca                                     ,0064 0064,Dimarts,Dm,Laboral,2019,7,Juliol,16,19,Tarda,No és causa del  vianant,0,1,0,1,2,"429676,89","4581254,21",2.157796566922693,41.377912113187705
2019S005652    ,7,Horta-Guinardó,35,el Guinardó,290807,Rubió i Ors                                       ,0044 0044,Dimarts,Dm,Laboral,2019,7,Juliol,16,17,Tarda,No és causa del  vianant,0,1,0,1,2,"431355,66","4585924,68",2.177340278615597,41.420122305172406
2019S005653    ,2,Eixample,7,la Dreta de l'Eixample,309406,Sant Pere                                         ,0001 0001,Dimarts,Dm,Laboral,2019,7,Juliol,16,19,Tarda,No és causa del  vianant,0,1,0,1,2,"430741,58","4582396,9",2.170396867270217,41.388296343620375
2019S005654    ,6,Gràcia,31,la Vila de Gràcia,344101,Torrent de l'Olla / Gràcia                        ,0172 0172,Dimarts,Dm,Laboral,2019,7,Juliol,16,19,Tarda,No és causa del  vianant,0,2,0,2,2,"429708,6","4583863,58",2.1578724973458074,41.40141633909214
2019S005655    ,4,Les Corts,21,Pedralbes,62507,Manuel Girona                                     ,0029 0029,Dimarts,Dm,Laboral,2019,7,Juliol,16,16,Tarda,No és causa del  vianant,0,1,0,1,1,"426985,53","4582764,52",2.1254324528189485,41.391274659912256
2019S005656    ,2,Eixample,6,la Sagrada Família,73900,Aragó / Castillejos                               ,0218 0218,Dimarts,Dm,Laboral,2019,7,Juliol,16,17,Tarda,No és causa del  vianant,0,1,0,1,2,"431670,57","4584174,28",2.181306262528453,41.404384071648856
2019S005657    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,223606,Muntaner                                          ,0338 0338,Dimarts,Dm,Laboral,2019,7,Juliol,16,20,Tarda,No és causa del  vianant,0,1,0,1,2,"428569,09","4583513,18",2.144283286374134,41.398159881588654
2019S005658    ,2,Eixample,7,la Dreta de l'Eixample,144601,Diagonal                                          ,0371 0371,Dimarts,Dm,Laboral,2019,7,Juliol,16,22,Nit,No és causa del  vianant,0,2,0,2,1,"429996,52","4583348,95",2.16137614576721,41.39680645287187
2019S005659    ,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",201400,Picasso / Princesa                                ,0016 0016,Dimarts,Dm,Laboral,2019,7,Juliol,16,22,Nit,Altres,0,2,0,2,2,"431774,77","4582306,25",2.1827635370535523,41.38756832115744
2019S005660    ,6,Gràcia,28,Vallcarca i els Penitents,701267,Alfonso Comín / Vall d'Hebron                     ,6,Dimarts,Dm,Laboral,2019,7,Juliol,16,20,Tarda,No és causa del  vianant,0,1,0,1,1,"428022,17","4585473,76",2.137507962751292,41.41576897888471
2019S005661    ,2,Eixample,5,el Fort Pienc,9209,Lepant / Alí Bei                                  ,0130 0130,Dimecres,Dc,Laboral,2019,7,Juliol,17,0,Nit,No és causa del  vianant,0,1,0,1,2,"432039,23","4583376,8",2.185806008145173,41.39723277922404
2019S005662    ,5,Sarrià-Sant Gervasi,23,Sarrià,107300,Eduardo Conde                                     ,0003 0005,Dijous,Dj,Laboral,2019,7,Juliol,11,8,Matí,No és causa del  vianant,0,0,1,1,2,"426721,96","4582792,21",2.1222768322403565,41.39150004547695
2019S005663    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,144601,Ciutat de Granada / Diagonal                      ,0203 0203,Dimecres,Dc,Laboral,2019,7,Juliol,17,9,Matí,No és causa del  vianant,0,1,0,1,2,"432427,47","4584120,46",2.1903666839977047,41.40396340850623
2019S005664    ,2,Eixample,7,la Dreta de l'Eixample,74506,Catalunya / Rosselló                              ,0110 0110,Dimarts,Dm,Laboral,2019,7,Juliol,16,18,Tarda,No és causa del  vianant,0,1,0,1,2,"429802,64","4583087,5",2.1590874976929197,41.39443476312594
