Numero_expedient,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Codi_carrer,Nom_carrer,Num_postal_caption,Descripcio_dia_setmana,Dia_setmana,Descripcio_tipus_dia,NK_Any,Mes_any,Nom_mes,Dia_mes,Hora_dia,Descripcio_torn,Descripcio_causa_vianant,Numero_morts,Numero_lesionats_lleus,Numero_lesionats_greus,Numero_victimes,Numero_vehicles_implicats,Coordenada_UTM_X,Coordenada_UTM_Y,Longitud,Latitud
2019S000001    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Diagonal / Augusta                                ,0482 0482,Dimarts,Dm,Laboral,2019,1,Gener,1,1,Nit,No és causa del  vianant,0,0,1,1,1,"429482,03","4583236,02",2.155235500887906,41.395744325388286
2019S000002    ,9,Sant Andreu,62,el Congrés i els Indians,102907,Felip II / Congrés Eucarístic                     ,9999 9999,Dimarts,Dm,Laboral,2019,1,Gener,1,4,Nit,No és causa del  vianant,0,1,0,1,2,"431582,6","4586504,13",2.1799900375572765,41.42536054141721
2019S000003    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,242906,Pallars                                           ,0111 0113,Dimarts,Dm,Laboral,2019,1,Gener,1,5,Nit,Creuar per fora pas de vianants,0,1,0,1,1,"432532,56","4583333,82",2.191711612909555,41.39688727978747
2019S000004    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,228803,Taxdirt / Nogués                                  ,0054 0054,Dimarts,Dm,Laboral,2019,1,Gener,1,8,Matí,No és causa del  vianant,0,1,0,1,2,"430348,14","4584674,08",2.1654291811887534,41.408771891005635
2019S000005    ,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent / Girona                          ,0395 0397,Dimarts,Dm,Laboral,2019,1,Gener,1,12,Matí,No és causa del  vianant,0,2,0,2,1,"430752,23","4583128,25",2.1704404950723446,41.39488422933501
2019S000006    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,90502,Còrsega                                           ,0461 0463,Dimarts,Dm,Laboral,2019,1,Gener,1,7,Matí,No és causa del  vianant,0,1,0,1,2,"430471,69","4583978,84",2.166987222352102,41.402520884569455
2019S000007    ,2,Eixample,7,la Dreta de l'Eixample,18505,Aragó / Balmes                                    ,0225 0225,Dimarts,Dm,Laboral,2019,1,Gener,1,13,Matí,No és causa del  vianant,0,1,0,1,6,"430023,71","4582612,51",2.1617865831937775,41.39017602884647
2019S000008    ,2,Eixample,7,la Dreta de l'Eixample,222002,Mossèn Jacint Verdaguer                           ,9999 9999,Dimarts,Dm,Laboral,2019,1,Gener,1,13,Matí,No és causa del  vianant,0,1,0,1,2,"430706,56","4583594,99",2.1698407582411785,41.399084019498055
2019S000009    ,10,Sant Martí,67,la Vila Olímpica del Poblenou,700661,Joan Miró / Doctor Trueta                         ,0025 0025,Dimarts,Dm,Laboral,2019,1,Gener,1,10,Matí,No és causa del  vianant,0,0,0,0,1,"432673,27","4582713,36",2.1934637472779257,41.39131083446776
2019S000010    ,2,Eixample,5,el Fort Pienc,9209,Lepant / Alí Bei                                  ,0130 0130,Dimarts,Dm,Laboral,2019,1,Gener,1,18,Tarda,No és causa del  vianant,0,1,0,1,2,"432039,23","4583376,8",2.185806008145173,41.39723277922404
2019S000011    ,7,Horta-Guinardó,36,la Font d'en Fargues,194406,Maragall                                          ,0287 0287,Dimarts,Dm,Laboral,2019,1,Gener,1,19,Tarda,No és causa del  vianant,0,1,0,1,2,"430869,43","4586653,04",2.171438986400508,41.42664055897249
2019S000012    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89004,Consell de Cent / Comte d'Urgell                  ,0190 0192,Dimarts,Dm,Laboral,2019,1,Gener,1,13,Matí,No és causa del  vianant,0,1,0,1,2,"429573,86","4581943,29",2.1564843833049467,41.38410933764182
2019S000013    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,30409,Bac de Roda                                       ,0005 0005,Dimarts,Dm,Laboral,2019,1,Gener,1,21,Tarda,No és causa del  vianant,0,1,0,1,2,"434110,79","4583922,44",2.2105249148189725,41.402319849214244
2019S000014    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,223606,Muntaner / Copèrnic                               ,0433 0433,Dimecres,Dc,Laboral,2019,1,Gener,2,0,Nit,No és causa del  vianant,0,1,0,1,2,"428231,91","4583823,18",2.140213408603412,41.40092183161157
2019S000015    ,7,Horta-Guinardó,43,Horta,97807,Dante Alighieri                                   ,0028 0028,Dimecres,Dc,Laboral,2019,1,Gener,2,3,Nit,No és causa del  vianant,0,0,0,0,3,"429974,97","4586911,46",2.1607054589955177,41.42889043337292
2019S000016    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,143904,General Mitre / Prats de Molló                    ,0112 0112,Dimecres,Dc,Laboral,2019,1,Gener,2,7,Matí,No és causa del  vianant,0,1,0,1,3,"427917,34","4583866,1",2.136445500446669,41.40128020989718
2019S000017    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,Diagonal                                          ,0645 0645,Dimecres,Dc,Laboral,2019,1,Gener,2,8,Matí,No és causa del  vianant,0,1,0,1,2,"426268,3","4582116,22",2.1169334936415125,41.38537024656697
2019S000018    ,4,Les Corts,21,Pedralbes,144601,Diagonal / Albert Bastardas                       ,0712 0716,Dimecres,Dc,Laboral,2019,1,Gener,2,9,Matí,No és causa del  vianant,0,3,0,3,2,"425404,65","4581888,6",2.1066333769319554,41.38324046945794
2019S000019    ,8,Nou Barris,45,Porta,119003,Fabra i Puig                                      ,0260 0260,Dimecres,Dc,Laboral,2019,1,Gener,2,9,Matí,No és causa del  vianant,0,1,0,1,3,"431181,93","4587073,49",2.175130592910162,41.430454230833206
2019S000020    ,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes                                   ,0181X0181X,Dimecres,Dc,Laboral,2019,1,Gener,2,10,Matí,No és causa del  vianant,0,1,0,1,2,"428120,05","4580176,09",2.1393086634492886,41.3680642167219
2019S000021    ,10,Sant Martí,73,la Verneda i la Pau,318906,Santander                                         ,0049 0051,Dimecres,Dc,Laboral,2019,1,Gener,2,10,Matí,No és causa del  vianant,0,2,0,2,2,"433358,66","4586671,86",2.2012244862669883,41.42702074326753
2019S000022    ,8,Nou Barris,45,Porta,256401,Pintor Alsamora / Selva                           ,0073 0073,Dimecres,Dc,Laboral,2019,1,Gener,2,10,Matí,Altres,0,1,0,1,1,"431223,83","4587728,27",2.175557399123793,41.43635512286258
2019S000023    ,3,Sants-Montjuïc,16,la Bordeta,244901,Cadena                                            ,0032X0032X,Dimecres,Dc,Laboral,2019,1,Gener,2,8,Matí,No és causa del  vianant,0,1,0,1,2,"427810,76","4580110,56",2.1356187056775475,41.36744630039471
2019S000024    ,7,Horta-Guinardó,33,el Baix Guinardó,332306,Lepant / Llorens i Barba                          ,0065 0065,Dimecres,Dc,Laboral,2019,1,Gener,2,10,Matí,No és causa del  vianant,0,2,0,2,2,"430576,53","4584874,02",2.1681384902819265,41.4105924485912
2019S000025    ,4,Les Corts,19,les Corts,231502,Numància                                          ,0072 0074,Dimecres,Dc,Laboral,2019,1,Gener,2,12,Matí,No és causa del  vianant,0,1,0,1,2,"428005,46","4582013,96",2.1377200575917867,41.38460680194247
2019S000026    ,5,Sarrià-Sant Gervasi,23,Sarrià,320908,Sarrià a Vallvidrera                              ,0091 0091,Dimecres,Dc,Laboral,2019,1,Gener,2,13,Matí,No és causa del  vianant,0,1,0,1,2,"425770,42","4584702,33",2.110661994331796,41.40861603540764
2019S000027    ,4,Les Corts,20,la Maternitat i Sant Ramon,144601,John M. Keynes / Diagonal                         ,0645 0645,Dimecres,Dc,Laboral,2019,1,Gener,2,14,Tarda,No és causa del  vianant,0,1,0,1,1,"426268,3","4582116,22",2.1169334936415125,41.38537024656697
2019S000028    ,7,Horta-Guinardó,33,el Baix Guinardó,76807,Sardenya / Sant Antoni Maria Claret               ,0400 0400,Dimecres,Dc,Laboral,2019,1,Gener,2,14,Tarda,No és causa del  vianant,0,1,0,1,2,"430603,49","4584495,32",2.1685045206384927,41.4071839977026
2019S000029    ,10,Sant Martí,72,Sant Martí de Provençals,30409,Bac de Roda / Andrade                             ,0165 0169,Dimecres,Dc,Laboral,2019,1,Gener,2,15,Tarda,No és causa del  vianant,0,1,0,1,2,"432991,08","4585071,55",2.197003353668255,41.412576762083305
2019S000030    ,10,Sant Martí,65,el Clot,350308,València / Las Navas de Tolosa                    ,0671 0671,Dimecres,Dc,Laboral,2019,1,Gener,2,13,Matí,No és causa del  vianant,0,1,0,1,2,"432385,56","4585102,34",2.1897554671319424,41.412803284092874
2019S000031    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,223606,Muntaner                                          ,0269 0269,Dimecres,Dc,Laboral,2019,1,Gener,2,13,Matí,No és causa del  vianant,0,1,0,1,2,"428810,27","4583234,52",2.147200901759421,41.39567154268932
2019S000032    ,10,Sant Martí,68,el Poblenou,270901,Llacuna / Pujades                                 ,0168 0170,Dimecres,Dc,Laboral,2019,1,Gener,2,15,Tarda,No és causa del  vianant,0,1,0,1,2,"433199,45","4583757,15",2.1996415972112895,41.400755822095824
2019S000033    ,9,Sant Andreu,60,Sant Andreu,103706,Doctor Santponç / Peronella                       ,0055 0055,Dimecres,Dc,Laboral,2019,1,Gener,2,16,Tarda,No és causa del  vianant,0,1,0,1,2,"432536,75","4587200,62",2.191329873007257,41.43171434844913
2019S000034    ,7,Horta-Guinardó,33,el Baix Guinardó,238400,Padilla / Mas Casanovas                           ,0387 0387,Dimecres,Dc,Laboral,2019,1,Gener,2,15,Tarda,No és causa del  vianant,0,1,0,1,2,"430630,34","4585022,71",2.1687651776231243,41.41193628570828
2019S000035    ,6,Gràcia,31,la Vila de Gràcia,344101,Gràcia                                            ,0117 0117,Dimecres,Dc,Laboral,2019,1,Gener,2,16,Tarda,Altres,0,1,0,1,1,"429434,51","4583655,16",2.1546182047932536,41.399515152533986
2019S000036    ,5,Sarrià-Sant Gervasi,24,les Tres Torres,143904,General Mitre                                     ,0069X0069X,Dimecres,Dc,Laboral,2019,1,Gener,2,14,Tarda,No és causa del  vianant,0,1,0,1,2,"427584,12","4583447,09",2.132509795152514,41.39747641637578
2019S000037    ,10,Sant Martí,66,el Parc i la Llacuna del Poblenou,50803,Buenaventura Muñoz                                ,0051 0053,Dimecres,Dc,Laboral,2019,1,Gener,2,17,Tarda,No és causa del  vianant,0,1,0,1,2,"432166,42","4582989,55",2.187370794482692,41.39375572162576
2019S000038    ,10,Sant Martí,69,Diagonal Mar i el Front Marítim del Poblenou,700654,Litoral                                           ,0098 0098,Dimecres,Dc,Laboral,2019,1,Gener,2,17,Tarda,No és causa del  vianant,0,1,0,1,2,"434273,15","4583794,77",2.212480977072178,41.40118327864864
2019S000039    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100800,Muntaner / Diputació                              ,0189 0189,Dimecres,Dc,Laboral,2019,1,Gener,2,19,Tarda,No és causa del  vianant,0,1,0,1,2,"429894,69","4582100,82",2.160302832708268,41.38555620581415
2019S000040    ,9,Sant Andreu,63,Navas,209900,Meridiana / Biscaia                               ,0248 0248,Dimecres,Dc,Laboral,2019,1,Gener,2,17,Tarda,No és causa del  vianant,0,1,0,1,2,"432170,87","4585607,25",2.1871302123168213,41.41733268246984
2019S000041    ,4,Les Corts,19,les Corts,231502,Numància                                          ,0118 0118,Dimecres,Dc,Laboral,2019,1,Gener,2,20,Tarda,No és causa del  vianant,0,1,0,1,1,"427826,15","4582249,22",2.1355476773227813,41.38670958514948
2019S000042    ,2,Eixample,10,Sant Antoni,198804,Paral·lel                                         ,0114 0114,Dimecres,Dc,Laboral,2019,1,Gener,2,19,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,"430164,23","4580948,1",2.1636592818314417,41.37519760928817
2019S000043    ,8,Nou Barris,52,la Prosperitat,351901,Valldaura / Artesania                             ,0197 0197,Dimecres,Dc,Laboral,2019,1,Gener,2,20,Tarda,No és causa del  vianant,0,1,0,1,2,"431282,63","4587994,21",2.176230848338519,41.43875536027901
2019S000044    ,2,Eixample,7,la Dreta de l'Eixample,191204,Sant Joan                                         ,0333 0333,Dimecres,Dc,Laboral,2019,1,Gener,2,21,Tarda,No és causa del  vianant,0,2,0,2,2,"430722,32","4583661,89",2.1700216043561324,41.39968791930005
2019S000045    ,2,Eixample,7,la Dreta de l'Eixample,268003,Catalunya / Provença                              ,0237 0239,Dimecres,Dc,Laboral,2019,1,Gener,2,21,Tarda,No és causa del  vianant,0,1,0,1,2,"429834,95","4582978,65",2.159486573659978,41.393457223007594
2019S000046    ,1,Ciutat Vella,1,el Raval,34308,Rambla / Portal de Santa Madrona                  ,0007 0007,Dimecres,Dc,Laboral,2019,1,Gener,2,21,Tarda,No és causa del  vianant,0,1,0,1,2,"431182,2","4581170,7",2.175805928951082,41.377290308669764
2019S000047    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes / Gràcia                          ,9999 9999,Dimecres,Dc,Laboral,2019,1,Gener,2,19,Tarda,No és causa del  vianant,0,1,0,1,2,"430557,83","4582516,3",2.168185605398202,41.38935586443089
2019S000048    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,144601,Balmes / Diagonal                                 ,0490 0500,Dimecres,Dc,Laboral,2019,1,Gener,2,22,Nit,No és causa del  vianant,0,1,0,1,2,"429432,55","4583220,03",2.154645546616786,41.39559596400503
2019S000049    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,119003,Fabra i Puig / Teide                              ,0297 0297,Dimecres,Dc,Laboral,2019,1,Gener,2,22,Nit,No és causa del  vianant,0,0,0,0,2,"430655,18","4587061,49",2.1688282400913064,41.430300780502485
2019S000050    ,7,Horta-Guinardó,37,el Carmel,185700,Llobregós / Ramon Rocafull                        ,0168 0168,Dijous,Dj,Laboral,2019,1,Gener,3,1,Nit,No és causa del  vianant,0,1,0,1,2,"429370,82","4586271,02",2.153550588073085,41.4230693413319
2019S000051    ,1,Ciutat Vella,2,el Barri Gòtic,122904,Ferran / Sant Jaume                               ,0061 0061,Dijous,Dj,Laboral,2019,1,Gener,3,8,Matí,No és causa del  vianant,0,0,0,0,1,"431256,43","4581743,63",2.1766284470263737,41.38245682541504
2019S000052    ,6,Gràcia,30,la Salut,83609,Coll del Portell                                  ,0029 0029,Dijous,Dj,Laboral,2019,1,Gener,3,8,Matí,Altres,0,1,0,1,1,"429209,45","4584869,74",2.151783892304569,41.410434483755125
2019S000053    ,2,Eixample,7,la Dreta de l'Eixample,169409,Corts Catalanes / Roger de Flor                   ,0669B0669B,Dijous,Dj,Laboral,2019,1,Gener,3,9,Matí,No és causa del  vianant,0,1,0,1,2,"431269,17","4583259,14",2.176608582683022,41.39610751512566
2019S000054    ,10,Sant Martí,68,el Poblenou,700667,Marítim del Bogatell / Jaume Vicens i Vives       ,0002 0002,Dijous,Dj,Laboral,2019,1,Gener,3,11,Matí,No és causa del  vianant,0,2,0,2,3,"433517,87","4582835,7",2.2035518190197836,41.392483074392935
2019S000055    ,9,Sant Andreu,59,el Bon Pastor,151957,Litoral (Besòs)                                   ,0009 0009,Dijous,Dj,Laboral,2019,1,Gener,3,11,Matí,No és causa del  vianant,0,1,0,1,2,"433878,03","4588218,41",2.2072701624180895,41.44099289042196
2019S000056    ,2,Eixample,6,la Sagrada Família,289105,Rosselló / Padilla                                ,0473 0473,Dijous,Dj,Laboral,2019,1,Gener,3,10,Matí,No és causa del  vianant,0,1,0,1,2,"431155,43","4584469,99",2.1751102390892303,41.40700339129592
2019S000057    ,2,Eixample,7,la Dreta de l'Eixample,74506,Aragó / Catalunya                                 ,0061 0061,Dijous,Dj,Laboral,2019,1,Gener,3,12,Matí,No és causa del  vianant,0,1,0,1,2,"430167,5","4582680,02",2.1634984887187865,41.39079657774761
2019S000058    ,2,Eixample,7,la Dreta de l'Eixample,89004,Consell de Cent / Roger de Llúria                 ,0369 0369,Dijous,Dj,Laboral,2019,1,Gener,3,12,Matí,No és causa del  vianant,0,1,0,1,1,"430562,74","4582942,78",2.1681953621263683,41.39319741619276
2019S000059    ,1,Ciutat Vella,2,el Barri Gòtic,34308,Rambla                                            ,0026X0026X,Dijous,Dj,Laboral,2019,1,Gener,3,11,Matí,No és causa del  vianant,0,0,0,0,1,"431200,74","4581289,22",2.176014147079706,41.37835936112523
2019S000060    ,9,Sant Andreu,62,el Congrés i els Indians,194406,Maragall                                          ,0138 0138,Dijous,Dj,Laboral,2019,1,Gener,3,12,Matí,No és causa del  vianant,0,1,0,1,1,"431483,69","4586199,11",2.1788410635426714,41.42260491942297
2019S000061    ,2,Eixample,7,la Dreta de l'Eixample,100800,Diputació / Bailèn                                ,0347 0347,Dijous,Dj,Laboral,2019,1,Gener,3,13,Matí,No és causa del  vianant,0,1,0,1,1,"430946,99","4583130,98",2.172769648253514,41.394925589008764
2019S000062    ,3,Sants-Montjuïc,18,Sants,88001,Comtes de Bell-lloc                               ,0045 0045,Dijous,Dj,Laboral,2019,1,Gener,3,12,Matí,No és causa del  vianant,0,1,0,1,1,"428017,75","4581428,19",2.1379367122241786,41.379332150313374
2019S000063    ,2,Eixample,7,la Dreta de l'Eixample,247659,Diagonal                                          ,9999 9999,Dijous,Dj,Laboral,2019,1,Gener,3,13,Matí,No és causa del  vianant,0,1,0,1,2,"430023,06","4583354,89",2.161692903643096,41.396862265181916
2019S000064    ,2,Eixample,9,la Nova Esquerra de l'Eixample,100800,Diputació / Rocafort                              ,0047B0047B,Dijous,Dj,Laboral,2019,1,Gener,3,14,Tarda,No és causa del  vianant,0,1,0,1,2,"429249,87","4581482,04",2.1526638275292993,41.37992659267772
2019S000065    ,10,Sant Martí,68,el Poblenou,270901,Pujades / Ciutat de Granada                       ,0134 0134,Dijous,Dj,Laboral,2019,1,Gener,3,14,Tarda,Creuar per fora pas de vianants,0,1,0,1,1,"433010,6","4583578,89",2.1974023568408647,41.39913456308518
2019S000066    ,10,Sant Martí,68,el Poblenou,701265,Litoral                                           ,760000,Dijous,Dj,Laboral,2019,1,Gener,3,14,Tarda,No és causa del  vianant,0,1,0,1,2,"433705,19","4583102,38",2.2057629940188197,41.394900457573534
2019S000067    ,9,Sant Andreu,59,el Bon Pastor,63850,Caracas / Potosí                                  ,0027B0027B,Dijous,Dj,Laboral,2019,1,Gener,3,13,Matí,No és causa del  vianant,0,1,0,1,2,"433490,34","4588432,32",2.202606217344054,41.44288741696143
2019S000068    ,2,Eixample,9,la Nova Esquerra de l'Eixample,114000,Espanya                                           ,0009 0009,Dijous,Dj,Laboral,2019,1,Gener,3,15,Tarda,No és causa del  vianant,0,1,0,1,2,"428962,8","4581018,27",2.149285511543507,41.37572429060943
2019S000069    ,10,Sant Martí,65,el Clot,191204,Mallorca                                          ,0629 0629,Dijous,Dj,Laboral,2019,1,Gener,3,15,Tarda,No és causa del  vianant,0,1,0,1,2,"432251,5","4585153,22",2.1881458631174344,41.413250232809226
2019S000070    ,2,Eixample,7,la Dreta de l'Eixample,232902,Urquinaona                                        ,0001 0001,Dijous,Dj,Laboral,2019,1,Gener,3,15,Tarda,No és causa del  vianant,0,1,0,1,2,"430906,16","4582487,93",2.1723547611318206,41.38913038879232
2019S000071    ,6,Gràcia,30,la Salut,344000,Dalt / Ca l'Alegre de Dalt                        ,0118 0120,Dijous,Dj,Laboral,2019,1,Gener,3,13,Matí,No és causa del  vianant,0,0,0,0,1,"429772,11","4585002,55",2.1584998378491975,41.4116800716712
2019S000072    ,8,Nou Barris,53,la Trinitat Nova,4409,Aiguablava                                        ,0036 0038,Dijous,Dj,Laboral,2019,1,Gener,3,19,Tarda,No és causa del  vianant,0,1,0,1,2,"431886,03","4589181,36",2.1833187432303776,41.4494989562242
2019S000073    ,2,Eixample,7,la Dreta de l'Eixample,530875,Catalunya                                         ,0001 0001,Dijous,Dj,Laboral,2019,1,Gener,3,19,Tarda,Altres,0,0,1,1,1,"430702,98","4582206,68",2.169957022671334,41.38657978025506
2019S000074    ,2,Eixample,6,la Sagrada Família,289105,Rosselló / Castillejos                            ,0458B0458B,Dijous,Dj,Laboral,2019,1,Gener,3,15,Tarda,No és causa del  vianant,0,1,0,1,2,"431263,14","4584534,34",2.17639144648633,41.40759219560155
2019S000075    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,363809,Aragó / Villarroel                                ,0115 0115,Dijous,Dj,Laboral,2019,1,Gener,3,23,Nit,No és causa del  vianant,0,1,0,1,2,"429546,49","4582097,17",2.156139154790629,41.38549286788713
2019S000076    ,5,Sarrià-Sant Gervasi,25,Sant Gervasi - la Bonanova,143904,General Mitre                                     ,0099 0099,Divendres,Dv,Laboral,2019,1,Gener,4,7,Matí,No és causa del  vianant,0,1,0,1,2,"427772,15","4583752,04",2.134722400957693,41.400239881366765
2019S000077    ,2,Eixample,10,Sant Antoni,361406,Viladomat                                         ,0001 0001,Divendres,Dv,Laboral,2019,1,Gener,4,8,Matí,No és causa del  vianant,0,1,0,1,1,430089,"4580968,86",2.1627573543840257,41.37537804466957
2019S000078    ,7,Horta-Guinardó,43,Horta,701267,Dalt (Llobregat)                                  ,1200000,Divendres,Dv,Laboral,2019,1,Gener,4,8,Matí,No és causa del  vianant,0,1,0,1,2,"428960,49","4587747,76",2.148466871345018,41.436333335474664
2019S000079    ,9,Sant Andreu,63,Navas,194406,Maragall / Villar                                 ,0054X0054X,Divendres,Dv,Laboral,2019,1,Gener,4,9,Matí,No és causa del  vianant,0,1,0,1,1,"431611,11","4585513,82",2.1804433506098273,41.416443682679066
2019S000080    ,8,Nou Barris,45,Porta,190100,Estudiant / Maladeta                              ,0027 0029,Divendres,Dv,Laboral,2019,1,Gener,4,11,Matí,No és causa del  vianant,0,2,0,2,2,"431255,76","4587282,51",2.1759903265519234,41.43234310905381
2019S000081    ,2,Eixample,5,el Fort Pienc,169409,Corts Catalanes / Sardenya                        ,0731 0731,Divendres,Dv,Laboral,2019,1,Gener,4,12,Matí,No és causa del  vianant,0,1,0,1,2,"431555,64","4583538,45",2.18000341300246,41.398647618311124
2019S000082    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,28000,Augusta / Muntaner                                ,0168 0168,Divendres,Dv,Laboral,2019,1,Gener,4,13,Matí,No és causa del  vianant,0,1,0,1,2,"428480,07","4583621,63",2.143205670614013,41.399128713721986
2019S000083    ,2,Eixample,7,la Dreta de l'Eixample,100800,Diputació / Girona                                ,0331 0331,Divendres,Dv,Laboral,2019,1,Gener,4,13,Matí,No és causa del  vianant,0,1,0,1,2,"430847,34","4583034,04",2.1715888504802376,41.39404391521296
2019S000084    ,8,Nou Barris,50,les Roquetes,120807,Favència                                          ,0223 0223,Divendres,Dv,Laboral,2019,1,Gener,4,13,Matí,No és causa del  vianant,0,1,0,1,2,"431389,91","4588789,73",2.1774243748609403,41.44592941728351
2019S000085    ,7,Horta-Guinardó,41,la Vall d'Hebron,701268,Dalt (Besòs)                                      ,0005S0000,Divendres,Dv,Laboral,2019,1,Gener,4,14,Tarda,No és causa del  vianant,0,1,0,1,3,"428446,73","4586497,93",2.1424662375961603,41.42503111154148
2019S000086    ,6,Gràcia,30,la Salut,203904,Dalt / Massens                                    ,0080 0084,Divendres,Dv,Laboral,2019,1,Gener,4,15,Tarda,No és causa del  vianant,0,1,0,1,2,"429508,74","4584766,49",2.155376491372794,41.40953090245319
2019S000087    ,2,Eixample,8,l'Antiga Esquerra de l'Eixample,349706,Buenos Aires / Comte d'Urgell                     ,0282 0284,Divendres,Dv,Laboral,2019,1,Gener,4,16,Tarda,No és causa del  vianant,0,1,0,1,2,"428701,22","4582815,57",2.145945975341541,41.3918885833187
2019S000088    ,2,Eixample,6,la Sagrada Família,68900,Aragó / Cartagena                                 ,0188 0188,Divendres,Dv,Laboral,2019,1,Gener,4,15,Tarda,No és causa del  vianant,0,2,0,2,2,"431728,86","4584298,59",2.181989511956281,41.40550864078106
2019S000089    ,4,Les Corts,21,Pedralbes,359200,Pedralbes / Dulcet                                ,0034 0034,Divendres,Dv,Laboral,2019,1,Gener,4,18,Tarda,No és causa del  vianant,0,1,0,1,2,"426413,4","4582682,39",2.1185998429183526,41.39048274441545
2019S000090    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,334006,Tenor Viñas                                       ,0005 0005,Divendres,Dv,Laboral,2019,1,Gener,4,20,Tarda,No és causa del  vianant,0,1,0,1,1,"428383,04","4583181,93",2.142097138482351,41.395159901486934
2019S000091    ,4,Les Corts,19,les Corts,101904,Sarrià / Doctor Fleming                           ,0003 0003,Divendres,Dv,Laboral,2019,1,Gener,4,19,Tarda,No és causa del  vianant,0,1,0,1,2,"427887,38","4582774,03",2.136217366339159,41.3914417914262
2019S000092    ,6,Gràcia,28,Vallcarca i els Penitents,701267,B-20 (Besòs)                                      ,6,Divendres,Dv,Laboral,2019,1,Gener,4,19,Tarda,No és causa del  vianant,0,1,0,1,2,"428022,17","4585473,76",2.137507962751292,41.41576897888471
2019S000093    ,2,Eixample,6,la Sagrada Família,73900,Rosselló / Castillejos                            ,0295 0295,Divendres,Dv,Laboral,2019,1,Gener,4,17,Tarda,No és causa del  vianant,0,0,1,1,1,"431284,81","4584534,83",2.176650629815606,41.40759846431773
2019S000094    ,2,Eixample,6,la Sagrada Família,350308,València / Cartagena                              ,0521 0521,Divendres,Dv,Laboral,2019,1,Gener,4,19,Tarda,No és causa del  vianant,0,2,0,2,2,"431622,79","4584356,24",2.1807141087276043,41.40601884201858
2019S000095    ,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,144306,Pi i Margall / Encarnació                         ,0058 0062,Divendres,Dv,Laboral,2019,1,Gener,4,22,Nit,No és causa del  vianant,0,1,0,1,2,"430216,26",4584629,2.163856678081977,41.408354420547134
2019S000096    ,5,Sarrià-Sant Gervasi,26,Sant Gervasi - Galvany,175900,Amigó / Laforja                                   ,0097 0097,Dissabte,Ds,Laboral,2019,1,Gener,5,2,Nit,No és causa del  vianant,0,1,0,1,2,"428531,04","4583227,97",2.143861874207513,41.39558774701892
2019S000097    ,8,Nou Barris,44,Vilapicina i la Torre Llobeta,45701,Borbó                                             ,0003 0003,Dissabte,Ds,Laboral,2019,1,Gener,5,0,Nit,No és causa del  vianant,0,0,0,0,3,"431236,35","4586594,65",2.1758363958134903,41.42614620627372
2019S000098    ,3,Sants-Montjuïc,13,la Marina de Port,137300,Foneria / Jane Addams                             ,0019X0019X,Dissabte,Ds,Laboral,2019,1,Gener,5,5,Nit,No és causa del  vianant,0,1,0,1,2,"427931,5","4579292,79",2.137159527362684,41.360091845773795
2019S000099    ,7,Horta-Guinardó,43,Horta,119003,Fabra i Puig                                      ,0397 0399,Dissabte,Ds,Laboral,2019,1,Gener,5,7,Matí,No és causa del  vianant,0,1,0,1,1,"430195,92","4587529,61",2.1632780553567077,41.434477066000504
2019S000100    ,7,Horta-Guinardó,33,el Baix Guinardó,152905,Guinardó                                          ,0048 0050,Dijous,Dj,Laboral,2019,1,Gener,3,13,Matí,No és causa del  vianant,0,1,0,1,2,"430501,45","4585040,48",2.1672211181664434,41.41208518063411
2019S000101    ,10,Sant Martí,64,el Camp de l'Arpa del Clot,134801,Còrsega / Conca                                   ,0114 0122,Dissabte,Ds,Laboral,2019,1,Gener,5,10,Matí,No és causa del  vianant,0,1,0,1,2,"431664,8","4585124,54",2.1811297720222598,41.41294217750628
2019S000102    ,3,Sants-Montjuïc,16,la Bordeta,169409,Corts Catalanes                                   ,0203 0203,Dissabte,Ds,Laboral,2019,1,Gener,5,11,Matí,No és causa del  vianant,0,1,0,1,2,"428225,71","4580279,72",2.140559617212871,41.36900700755905
