"N£mero d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripci¢ dia setmana","Dia setmana","Descripci¢ tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripci¢ torn","Descripci¢ causa mediata","Coordenada UTM (Y)","Coordenada UTM (X)"
2011S006646,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",209900,Meridiana,"0197 0197",Dimarts,Dm,Laboral,2011,10,Octubre,4,11,Mat°,"No hi ha causa mediata","4585343,3","432115,94"
2011S003333,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",224802,Naci¢,"0030 0030",Dimarts,Dm,Laboral,2011,5,Maig,17,13,Mat°,"No hi ha causa mediata","4585145,1","431990,72"
2011S006833,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret","0352 0354",Dilluns,Dl,Laboral,2011,10,Octubre,10,19,Tarda,"No hi ha causa mediata","4585458,06","431634,78"
2011S002662,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret","0356 0356",Dissabte,Ds,Laboral,2011,4,Abril,16,21,Tarda,"No hi ha causa mediata","4585470,2","431646,49"
2011S008311,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",95506,Conca,"0030 0030",Dissabte,Ds,Laboral,2011,12,Desembre,10,16,Tarda,"No hi ha causa mediata","4585253,1","431538,01"
2011S000334,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",161407,Ind£stria,"0275 0277",Dimarts,Dm,Laboral,2011,1,Gener,18,12,Mat°,"No hi ha causa mediata","4585302,06","431614,01"
2011S003205,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",161407,Ind£stria,"0227 0233",Dilluns,Dl,Laboral,2011,5,Maig,9,9,Mat°,"No hi ha causa mediata","4585066,89","431385,82"
2011S005692,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",161407,Ind£stria,"0293 0293",Diumenge,Dg,Laboral,2011,8,Agost,28,17,Tarda,"No hi ha causa mediata","4585413,39","431717,4"
2011S005577,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",90502,Cïrsega,"0703 0703",Dissabte,Ds,Laboral,2011,8,Agost,20,22,Nit,"No hi ha causa mediata","4585097,59","431609,73"
2011S006482,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",368507,XifrÇ,0106U0106U,Dimecres,Dc,Laboral,2011,9,Setembre,28,14,Tarda,"No hi ha causa mediata","4584973,5","431574,71"
2011S008628,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",134801,Freser,0076U0076U,Dijous,Dj,Laboral,2011,12,Desembre,22,8,Mat°,"No hi ha causa mediata","4585001,84","431602,87"
2011S005435,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",134801,Freser,"0086 0086",Dijous,Dj,Laboral,2011,8,Agost,11,16,Tarda,"No hi ha causa mediata","4585024,93","431613,73"
2011S008791,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",350308,Valäncia,"0583 0583",Dijous,Dj,Laboral,2011,12,Desembre,29,4,Nit,"No hi ha causa mediata","4584656,77","431934,94"
2011S004218,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",268003,Provenáa,"0570 0570",Dilluns,Dl,Laboral,2011,6,Juny,20,15,Tarda,"No hi ha causa mediata","4584712,78","431652,92"
2011S006815,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",350308,Valäncia,"0563 0563",Dilluns,Dl,Laboral,2011,10,Octubre,10,13,Mat°,"No hi ha causa mediata","4584545,45","431816,61"
2011S001828,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",350308,Valäncia,"0563 0563",Divendres,Dv,Laboral,2011,3,Mará,18,9,Mat°,"No hi ha causa mediata","4584545,45","431816,61"
2011S007775,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",350308,Valäncia,"0556 0556",Dijous,Dj,Laboral,2011,11,Novembre,17,21,Tarda,"No hi ha causa mediata","4584489,3","431794,83"
2011S006967,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",286300,Rogent,"0001 0001",Dissabte,Ds,Laboral,2011,10,Octubre,15,20,Tarda,"No hi ha causa mediata","4584637,51","432097,42"
2011S001625,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",191204,Mallorca,"0580 0580",Dijous,Dj,Laboral,2011,3,Mará,10,9,Mat°,"No hi ha causa mediata","4584810,5","431930,44"
2011S006441,10,"Sant Mart°",65,"el Clot",18505,Arag¢,"0580 0580",Dimarts,Dm,Laboral,2011,9,Setembre,27,14,Tarda,"No hi ha causa mediata","4584555,67","432060,89"
2011S007130,10,"Sant Mart°",65,"el Clot",81603,Clot,"0033 0033",Divendres,Dv,Laboral,2011,10,Octubre,21,17,Tarda,"No hi ha causa mediata","4584478,92","432206,17"
2011S007033,10,"Sant Mart°",65,"el Clot",209900,Meridiana,"0103 0103",Dimarts,Dm,Laboral,2011,10,Octubre,18,22,Nit,"ExcÇs de velocitat o inadequada","4584523,37","432105,14"
2011S008096,10,"Sant Mart°",65,"el Clot",161101,Independäncia,"0250 0250",Dijous,Dj,Laboral,2011,12,Desembre,1,6,Mat°,"No hi ha causa mediata","4584453,64","431960,1"
2011S001588,10,"Sant Mart°",65,"el Clot",146902,"Glïries Catalanes","0019 0019",Dimarts,Dm,Laboral,2011,3,Mará,8,20,Tarda,"No hi ha causa mediata","4584181,5","432172,41"
2011S002088,10,"Sant Mart°",65,"el Clot",169409,"Corts Catalanes","0823 0823",Divendres,Dv,Laboral,2011,3,Mará,25,15,Tarda,"No hi ha causa mediata","4584197,87","432229,7"
2011S007723,10,"Sant Mart°",72,"Sant Mart° de Provenáals",158504,Huelva,"0032 0034",Dimarts,Dm,Laboral,2011,11,Novembre,15,22,Nit,"No hi ha causa mediata","4585404,02","432727,65"
2011S008624,10,"Sant Mart°",72,"Sant Mart° de Provenáals",30409,"Bac de Roda","0201 0201",Dijous,Dj,Laboral,2011,12,Desembre,22,0,Nit,"No hi ha causa mediata","4585306,82","432754,98"
2011S004068,10,"Sant Mart°",72,"Sant Mart° de Provenáals",158504,Huelva,"0063 0065",Dimarts,Dm,Laboral,2011,6,Juny,14,15,Tarda,"No hi ha causa mediata","4585620,33","432917,15"
2011S003311,10,"Sant Mart°",72,"Sant Mart° de Provenáals",115603,Espronceda,"0234 0234",Dilluns,Dl,Laboral,2011,5,Maig,16,18,Tarda,"No hi ha causa mediata","4585044,47","432863,88"
2011S002444,10,"Sant Mart°",72,"Sant Mart° de Provenáals",3406,Agricultura,"0304 0304",Dissabte,Ds,Laboral,2011,4,Abril,9,13,Mat°,"No hi ha causa mediata","4585942,11","433110,24"
2011S007915,10,"Sant Mart°",72,"Sant Mart° de Provenáals",104200,"Doctor Zamenhof","0013 0013",Dimecres,Dc,Laboral,2011,11,Novembre,23,17,Tarda,"No hi ha causa mediata","4585514,34","432844,22"
2011S007397,10,"Sant Mart°",65,"el Clot",209900,Meridiana,0091B0091B,Dijous,Dj,Laboral,2011,11,Novembre,3,9,Mat°,"No hi ha causa mediata","4584382,45","432104,13"
2011S006920,10,"Sant Mart°",65,"el Clot",18505,Arag¢,"0560 0560",Divendres,Dv,Laboral,2011,10,Octubre,14,9,Mat°,"No hi ha causa mediata","4584467,51","431964,93"
2011S008119,10,"Sant Mart°",65,"el Clot",115603,Espronceda,"0287 0291",Dijous,Dj,Laboral,2011,12,Desembre,1,13,Mat°,"No hi ha causa mediata","4585214,2","432663,12"
2011S002634,10,"Sant Mart°",65,"el Clot",153205,Guip£scoa,"0005 0007",Divendres,Dv,Laboral,2011,4,Abril,15,22,Nit,"No hi ha causa mediata","4585157,8","432621,66"
2011S001012,10,"Sant Mart°",65,"el Clot",42306,Bilbao,0214U0214U,Dilluns,Dl,Laboral,2011,2,Febrer,14,12,Mat°,"No hi ha causa mediata","4584966,61","432563,85"
2011S001252,10,"Sant Mart°",65,"el Clot",153205,Guip£scoa,"0016 0016",Dimarts,Dm,Laboral,2011,2,Febrer,22,21,Tarda,"No hi ha causa mediata","4585166,49","432690,49"
2011S008432,10,"Sant Mart°",65,"el Clot",350308,Valäncia,"0676 0678",Dijous,Dj,Laboral,2011,12,Desembre,15,18,Tarda,"No hi ha causa mediata","4585062,88","432380,82"
2011S006945,10,"Sant Mart°",65,"el Clot",180401,"Lope de Vega","0290 0298",Divendres,Dv,Laboral,2011,10,Octubre,14,18,Tarda,"No hi ha causa mediata","4585067,53","432653,4"
2011S007655,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",191204,Mallorca,"0599 0599",Diumenge,Dg,Laboral,2011,11,Novembre,13,13,Mat°,"No hi ha causa mediata","4584972,8","432064,5"
2011S001526,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",209900,Meridiana,"0139 0139",Dissabte,Ds,Laboral,2011,3,Mará,5,2,Nit,"No hi ha causa mediata","4584830,37","432108,08"
2011S001007,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",286300,Rogent,"0002 0002",Dilluns,Dl,Laboral,2011,2,Febrer,14,7,Mat°,"No hi ha causa mediata","4584650,8","432099,6"
2011S006318,10,"Sant Mart°",70,"el Besïs i el Maresme",8705,"Alfons el MagnÖnim","0008 0008",Dijous,Dj,Laboral,2011,9,Setembre,22,20,Tarda,"No hi ha causa mediata","4585282,29","434685,66"
2011S005340,10,"Sant Mart°",70,"el Besïs i el Maresme",266405,Prim,"0022 0022",Dissabte,Ds,Laboral,2011,8,Agost,6,12,Mat°,"No hi ha causa mediata","4585187,55","434623,12"
2011S003275,10,"Sant Mart°",73,"la Verneda i la Pau",266405,Prim,"0198 0198",Diumenge,Dg,Laboral,2011,5,Maig,15,4,Nit,Alcoholämia,"4586184,13","433651,4"
2011S002982,10,"Sant Mart°",73,"la Verneda i la Pau",266405,Prim,"0166 0166",Dimarts,Dm,Laboral,2011,5,Maig,3,19,Tarda,"No hi ha causa mediata","4585983,99","433845,7"
2011S007826,10,"Sant Mart°",73,"la Verneda i la Pau",15201,Andrade,"0220 0220",Dissabte,Ds,Laboral,2011,11,Novembre,19,15,Tarda,"No hi ha causa mediata","4585737,92","433644,95"
2011S001609,10,"Sant Mart°",73,"la Verneda i la Pau",15201,Andrade,"0222 0222",Dimecres,Dc,Laboral,2011,3,Mará,9,14,Tarda,"No hi ha causa mediata","4585761,24","433668,38"
2011S007378,10,"Sant Mart°",73,"la Verneda i la Pau",142901,Gelida,"0002 0002",Dimecres,Dc,Laboral,2011,11,Novembre,2,12,Mat°,"No hi ha causa mediata","4585782,86","433696,83"
2011S001260,10,"Sant Mart°",72,"Sant Mart° de Provenáals",153205,Guip£scoa,0096B0096B,Dimecres,Dc,Laboral,2011,2,Febrer,23,8,Mat°,"No hi ha causa mediata","4585765,46","433303,26"
2011S001100,10,"Sant Mart°",73,"la Verneda i la Pau",266405,Prim,"0135 0137",Dijous,Dj,Laboral,2011,2,Febrer,17,14,Tarda,"No hi ha causa mediata","4585935,39",433807
2011S002959,10,"Sant Mart°",73,"la Verneda i la Pau",318906,Santander,0034X0034X,Dilluns,Dl,Laboral,2011,5,Maig,2,18,Tarda,"No hi ha causa mediata","4586590,87","433345,31"
2011S005230,10,"Sant Mart°",73,"la Verneda i la Pau",60807,CantÖbria,"0080 0080",Dilluns,Dl,Laboral,2011,8,Agost,1,20,Tarda,"No hi ha causa mediata","4586412,15","433245,27"
2011S007555,10,"Sant Mart°",73,"la Verneda i la Pau",60807,CantÖbria,"0026 0026",Dijous,Dj,Laboral,2011,11,Novembre,10,12,Mat°,"No hi ha causa mediata","4585845,09",433400
2011S006206,10,"Sant Mart°",73,"la Verneda i la Pau",86200,"Concili de Trento",0213X0213X,Dilluns,Dl,Laboral,2011,9,Setembre,19,11,Mat°,"No hi ha causa mediata","4585781,85","433466,75"
2011S003140,10,"Sant Mart°",73,"la Verneda i la Pau",266405,Prim,"0225 0225",Dimarts,Dm,Laboral,2011,5,Maig,10,9,Mat°,"No hi ha causa mediata","4586540,36","433216,08"
2011S008495,10,"Sant Mart°",73,"la Verneda i la Pau",343200,Trajana,0049U0049U,Dissabte,Ds,Laboral,2011,12,Desembre,17,13,Mat°,"No hi ha causa mediata","4586836,1","433275,83"
2011S007441,10,"Sant Mart°",73,"la Verneda i la Pau",60807,CantÖbria,"0052 0052",Divendres,Dv,Laboral,2011,10,Octubre,28,20,Tarda,"No hi ha causa mediata","4586125,85","433150,72"
2011S005866,10,"Sant Mart°",73,"la Verneda i la Pau",270107,PuigcerdÖ,"0252 0268",Dimarts,Dm,Laboral,2011,9,Setembre,6,9,Mat°,"Caláada en mal estat","4585982,03","433453,05"
2011S003246,10,"Sant Mart°",72,"Sant Mart° de Provenáals",153205,Guip£scoa,"0106 0106",Divendres,Dv,Laboral,2011,5,Maig,13,15,Tarda,"No hi ha causa mediata","4585827,78","433367,4"
2011S006487,10,"Sant Mart°",72,"Sant Mart° de Provenáals",153205,Guip£scoa,"0067 0067",Dimecres,Dc,Laboral,2011,9,Setembre,28,16,Tarda,"No hi ha causa mediata","4585641,92","433116,81"
2011S008338,10,"Sant Mart°",71,"Provenáals del Poblenou",356202,Veneáuela,"0067 0067",Dilluns,Dl,Laboral,2011,12,Desembre,12,11,Mat°,"No hi ha causa mediata","4584864,05","433909,26"
2011S007742,10,"Sant Mart°",71,"Provenáals del Poblenou",322608,"Selva de Mar","0110 0110",Dimecres,Dc,Laboral,2011,11,Novembre,16,16,Tarda,"No hi ha causa mediata","4585010,57","433647,52"
2011S007817,10,"Sant Mart°",68,"el Poblenou",332000,Taulat,"0011 0011",Dissabte,Ds,Laboral,2011,11,Novembre,19,2,Nit,Alcoholämia,"4583184,71","433292,45"
2011S007400,10,"Sant Mart°",68,"el Poblenou",252900,Perell¢,"0038 0038",Dijous,Dj,Laboral,2011,11,Novembre,3,12,Mat°,"No hi ha causa mediata","4583548,62","433775,91"
2011S006637,10,"Sant Mart°",68,"el Poblenou",700755,Poblenou,"9999 9999",Dimarts,Dm,Laboral,2011,10,Octubre,4,4,Nit,"ExcÇs de velocitat o inadequada","4583107,7","433585,43"
2011S005110,10,"Sant Mart°",68,"el Poblenou",183603,Llacuna,"0061 0061",Dimecres,Dc,Laboral,2011,7,Juliol,27,3,Nit,"No hi ha causa mediata","4583766,93","433147,77"
2011S000710,10,"Sant Mart°",71,"Provenáals del Poblenou",253902,Per£,"0141 0141",Dimecres,Dc,Laboral,2011,2,Febrer,2,21,Tarda,"No hi ha causa mediata","4584793,46","433059,05"
2011S002632,10,"Sant Mart°",71,"Provenáals del Poblenou",30409,"Bac de Roda","0153 0153",Divendres,Dv,Laboral,2011,4,Abril,15,21,Tarda,"No hi ha causa mediata","4584900,4","433155,6"
2011S000932,10,"Sant Mart°",71,"Provenáals del Poblenou",249304,"Pere IV","0423 0425",Divendres,Dv,Laboral,2011,2,Febrer,11,8,Mat°,"No hi ha causa mediata","4585220,45","433732,91"
2011S003551,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20750000,Dimecres,Dc,Laboral,2011,5,Maig,25,17,Tarda,"No hi ha causa mediata","4585249,15","433366,47"
2011S006827,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20770000,Dilluns,Dl,Laboral,2011,10,Octubre,10,18,Tarda,"No hi ha causa mediata","4585389,78","433509,45"
2011S000680,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20710000,Dimarts,Dm,Laboral,2011,2,Febrer,1,21,Tarda,"No hi ha causa mediata","4584971,32","433081,94"
2011S006584,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20710000,Dissabte,Ds,Laboral,2011,10,Octubre,1,5,Nit,"No hi ha causa mediata","4584971,32","433081,94"
2011S006127,10,"Sant Mart°",71,"Provenáals del Poblenou",244800,Paraguai,"0042 0042",Divendres,Dv,Laboral,2011,9,Setembre,16,5,Nit,"No hi ha causa mediata","4585620,58","433950,39"
2011S002153,10,"Sant Mart°",71,"Provenáals del Poblenou",30409,"Bac de Roda","0168 0168",Dimarts,Dm,Laboral,2011,3,Mará,29,8,Mat°,"No hi ha causa mediata","4584947,83","433154,22"
2011S005018,10,"Sant Mart°",71,"Provenáals del Poblenou",244800,Paraguai,"0011 0011",Divendres,Dv,Laboral,2011,7,Juliol,22,16,Tarda,"No hi ha causa mediata","4585528,47","433810,6"
2011S008704,10,"Sant Mart°",71,"Provenáals del Poblenou",143609,"Josep Pla","0183 0183",Dissabte,Ds,Laboral,2011,12,Desembre,24,11,Mat°,"No hi ha causa mediata","4585505,53","433687,93"
2011S001354,10,"Sant Mart°",71,"Provenáals del Poblenou",144601,Diagonal,0186B0186B,Dissabte,Ds,Laboral,2011,2,Febrer,26,14,Tarda,"No hi ha causa mediata","4584263,02","432701,88"
2011S004124,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20640000,Dijous,Dj,Laboral,2011,6,Juny,16,18,Tarda,"No hi ha causa mediata","4584481,55","432576,29"
2011S002478,10,"Sant Mart°",68,"el Poblenou",115603,Espronceda,"0017 0017",Diumenge,Dg,Laboral,2011,4,Abril,10,11,Mat°,"No hi ha causa mediata","4583912,63","433940,45"
2011S004905,10,"Sant Mart°",68,"el Poblenou",30409,"Bac de Roda","0089 0091",Diumenge,Dg,Laboral,2011,7,Juliol,17,20,Tarda,"No hi ha causa mediata","4584377,05","433669,3"
2011S000601,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",144601,Diagonal,0082X0082X,Divendres,Dv,Laboral,2011,1,Gener,28,19,Tarda,"No hi ha causa mediata","4584658,19","433923,95"
2011S003149,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",30409,"Bac de Roda",0098X0098X,Dimarts,Dm,Laboral,2011,5,Maig,10,15,Tarda,"No hi ha causa mediata","4584514,79","433571,61"
2011S008484,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",30409,"Bac de Roda",0098X0098X,Dissabte,Ds,Laboral,2011,12,Desembre,17,11,Mat°,"No hi ha causa mediata","4584514,79","433571,61"
2011S003708,10,"Sant Mart°",68,"el Poblenou",293204,Saladrigas,"0015 0019",Dimarts,Dm,Laboral,2011,5,Maig,31,16,Tarda,"No hi ha causa mediata","4583985,52","433475,71"
2011S006806,10,"Sant Mart°",68,"el Poblenou",196707,"MariÖ Aguil¢","0051 0051",Dilluns,Dl,Laboral,2011,10,Octubre,10,3,Nit,"No hi ha causa mediata","4583946,1","433343,76"
2011S004637,10,"Sant Mart°",68,"el Poblenou",332000,Taulat,"0139 0143",Dijous,Dj,Laboral,2011,7,Juliol,7,13,Mat°,"No hi ha causa mediata","4583713,46","433769,97"
2011S007540,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",44403,Bol°via,0000X0000X,Dimecres,Dc,Laboral,2011,11,Novembre,9,18,Tarda,"No hi ha causa mediata","4583704,2","432154,31"
2011S008621,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",171400,"Joan d'∑ustria","0116 0116",Dimecres,Dc,Laboral,2011,12,Desembre,21,20,Tarda,"No hi ha causa mediata","4583190,42","432247,8"
2011S006375,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",209900,Meridiana,"0042 0042",Dissabte,Ds,Laboral,2011,9,Setembre,24,22,Nit,"No hi ha causa mediata","4583300,58",432162
2011S002494,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",209900,Meridiana,"0056 0056",Dilluns,Dl,Laboral,2011,4,Abril,11,15,Tarda,"No hi ha causa mediata","4583584,54","432141,75"
2011S001014,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",242906,Pallars,0130B0130B,Dilluns,Dl,Laboral,2011,2,Febrer,14,15,Tarda,"No hi ha causa mediata","4583362,12","432594,57"
2011S001300,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",330107,TÖnger,"0007 0009",Dijous,Dj,Laboral,2011,2,Febrer,24,14,Tarda,"No hi ha causa mediata","4583565,51","432199,87"
2011S000017,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",271100,Pujades,"0025 0025",Diumenge,Dg,Laboral,2011,1,Gener,2,13,Mat°,"No hi ha causa mediata","4582673,63","432011,18"
2011S004105,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",271100,Pujades,"0025 0025",Dijous,Dj,Laboral,2011,6,Juny,16,8,Mat°,"No hi ha causa mediata","4582673,63","432011,18"
2011S005264,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",368008,Wellington,"0003 0003",Dimecres,Dc,Laboral,2011,8,Agost,3,14,Tarda,"No hi ha causa mediata","4582757,78","432077,37"
2011S007146,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",76807,Sardenya,"0043 0043",Dissabte,Ds,Laboral,2011,10,Octubre,22,11,Mat°,"No hi ha causa mediata","4582766,88","432255,57"
2011S006296,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",11200,AlmogÖvers,"0062 0062",Dijous,Dj,Laboral,2011,9,Setembre,22,5,Nit,"No hi ha causa mediata","4583022,74","432053,1"
2011S000641,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",76807,Sardenya,"0116 0116",Dilluns,Dl,Laboral,2011,1,Gener,31,5,Nit,"No hi ha causa mediata","4583007,28","432052,97"
2011S006121,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",171400,"Joan d'∑ustria","0095 0097",Dijous,Dj,Laboral,2011,9,Setembre,15,20,Tarda,"No hi ha causa mediata","4583145,42","432260,62"
2011S008600,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",171400,"Joan d'∑ustria","0111 0113",Dimecres,Dc,Laboral,2011,12,Desembre,21,12,Mat°,"No hi ha causa mediata","4583250,44","432160,01"
2011S004791,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",197302,Marina,"0097 0097",Dimecres,Dc,Laboral,2011,7,Juliol,13,16,Tarda,"No hi ha causa mediata","4583003,15","432172,83"
2011S008292,10,"Sant Mart°",67,"la Vila Ol°mpica del Poblenou",197302,Marina,"0053 0053",Divendres,Dv,Laboral,2011,12,Desembre,9,20,Tarda,"No hi ha causa mediata","4582721,58","432462,3"
2011S008317,10,"Sant Mart°",67,"la Vila Ol°mpica del Poblenou",197302,Marina,"0072 0072",Dissabte,Ds,Laboral,2011,12,Desembre,10,19,Tarda,"No hi ha causa mediata","4582825,29","432432,93"
2011S002108,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",197302,Marina,"0114 0116",Dilluns,Dl,Laboral,2011,3,Mará,28,14,Tarda,"No hi ha causa mediata","4583114,62","432156,97"
2011S001190,10,"Sant Mart°",67,"la Vila Ol°mpica del Poblenou",44200,Bogatell,"0043 0043",Divendres,Dv,Laboral,2011,2,Febrer,18,14,Tarda,"No hi ha causa mediata","4582867,73","432690,28"
2011S001671,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",701265,"Litoral (Besïs)",0024S0000,Divendres,Dv,Laboral,2011,3,Mará,11,15,Tarda,"No hi ha causa mediata","4584101,32","434522,9"
2011S005199,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",701266,"Litoral (Llobregat)",640000,Dissabte,Ds,Laboral,2011,7,Juliol,30,18,Tarda,"No hi ha causa mediata","4584049,57","434443,92"
2011S000252,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",701266,"Litoral (Llobregat)",640000,Divendres,Dv,Laboral,2011,1,Gener,14,10,Mat°,"No hi ha causa mediata","4584049,57","434443,92"
2011S005445,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",701266,"Litoral (Llobregat)",650000,Divendres,Dv,Laboral,2011,8,Agost,12,6,Mat°,"No hi ha causa mediata","4583978,79","434371,96"
2011S000173,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",322608,"Selva de Mar","0001 0001",Dimarts,Dm,Laboral,2011,1,Gener,11,7,Mat°,"No hi ha causa mediata","4584159,42","434440,08"
2011S006553,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",30500,Badajoz,"0108 0108",Dimecres,Dc,Laboral,2011,9,Setembre,28,10,Mat°,"No hi ha causa mediata","4583690,51","432701,83"
2011S001168,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",143609,"Josep Pla",0020X0020X,Dissabte,Ds,Laboral,2011,2,Febrer,19,15,Tarda,"No hi ha causa mediata","4584547,03","434667,49"
2011S004506,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",144601,Diagonal,"0003 0035",Divendres,Dv,Laboral,2011,7,Juliol,1,17,Tarda,"No hi ha causa mediata","4584820,48","434602,85"
2011S001597,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",144601,Diagonal,"0203 0203",Dimecres,Dc,Laboral,2011,3,Mará,9,9,Mat°,"No hi ha causa mediata","4584120,17","432426,35"
2011S008278,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",144601,Diagonal,"0203 0203",Divendres,Dv,Laboral,2011,12,Desembre,9,9,Mat°,"No hi ha causa mediata","4584120,17","432426,35"
2011S002667,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",701265,"Litoral (Besïs)",600000,Diumenge,Dg,Laboral,2011,4,Abril,17,19,Tarda,Alcoholämia,"4584321,79","434743,24"
2011S002769,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",701266,"Litoral (Llobregat)",590000,Diumenge,Dg,Laboral,2011,4,Abril,24,19,Tarda,"No hi ha causa mediata","4584402,67","434803,19"
2011S006596,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",701266,"Litoral (Llobregat)",600000,Diumenge,Dg,Laboral,2011,10,Octubre,2,12,Mat°,"No hi ha causa mediata","4584332,53","434731,89"
2011S006197,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",700892,"Garcia FÖria","0001 0001",Diumenge,Dg,Laboral,2011,9,Setembre,18,15,Tarda,"No hi ha causa mediata","4583644,72","433927,3"
2011S002150,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",700892,"Garcia FÖria",0014S0014S,Dimecres,Dc,Laboral,2011,3,Mará,30,7,Mat°,"No hi ha causa mediata","4583958,47","434326,15"
2011S003044,1,"Ciutat Vella",1,"el Raval",701349,Drassanes,"0001 0001",Divendres,Dv,Laboral,2011,5,Maig,6,0,Nit,"No hi ha causa mediata","4580892,36","431214,13"
2011S007814,1,"Ciutat Vella",1,"el Raval",198804,Paral˙lel,"0054 0054",Divendres,Dv,Laboral,2011,11,Novembre,18,23,Nit,"No hi ha causa mediata","4580934,89","430748,54"
2011S003903,1,"Ciutat Vella",1,"el Raval",86902,"Nou de la Rambla",0108X0108X,Dimarts,Dm,Laboral,2011,6,Juny,7,22,Nit,"No hi ha causa mediata","4580942,53","430696,34"
2011S003446,1,"Ciutat Vella",1,"el Raval",308505,"Sant Pau","0118 0118",Dissabte,Ds,Laboral,2011,5,Maig,21,17,Tarda,"No hi ha causa mediata","4581035,49","430565,52"
2011S005124,1,"Ciutat Vella",1,"el Raval",34308,Rambla,"0045 0047",Dimecres,Dc,Laboral,2011,7,Juliol,27,15,Tarda,"No hi ha causa mediata","4581451,2","431043,16"
2011S005883,1,"Ciutat Vella",1,"el Raval",86902,"Nou de la Rambla","0006 0006",Dimarts,Dm,Laboral,2011,9,Setembre,6,14,Tarda,"No hi ha causa mediata","4581390,06","431052,43"
