"N£mero d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripci¢ dia setmana","Dia setmana","Descripci¢ tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripci¢ torn","Descripci¢ causa mediata","Coordenada UTM (Y)","Coordenada UTM (X)"
2011S001765,2,Eixample,9,"la Nova Esquerra de l'Eixample",287201,Roma,"0030 0030",Dimarts,Dm,Laboral,2011,3,Mará,15,22,Nit,"No hi ha causa mediata","4581644,16","428668,6"
2011S005575,2,Eixample,9,"la Nova Esquerra de l'Eixample",287201,Roma,"0030 0030",Dissabte,Ds,Laboral,2011,8,Agost,20,21,Tarda,"No hi ha causa mediata","4581644,16","428668,6"
2011S005895,2,Eixample,9,"la Nova Esquerra de l'Eixample",100800,Diputaci¢,"0109 0109",Dimecres,Dc,Laboral,2011,9,Setembre,7,10,Mat°,"No hi ha causa mediata","4581723,65","429510,57"
2011S002512,2,Eixample,9,"la Nova Esquerra de l'Eixample",18505,Arag¢,"0147 0147",Dimarts,Dm,Laboral,2011,4,Abril,12,11,Mat°,"No hi ha causa mediata","4582008,36","429418,88"
2011S007522,2,Eixample,10,"Sant Antoni",349706,"Comte d'Urgell","0043 0043",Dilluns,Dl,Laboral,2011,11,Novembre,7,13,Mat°,"No hi ha causa mediata","4581629,28","429809,8"
2011S006817,2,Eixample,10,"Sant Antoni",349706,"Comte d'Urgell","0043 0043",Dilluns,Dl,Laboral,2011,10,Octubre,10,12,Mat°,"No hi ha causa mediata","4581629,28","429809,8"
2011S000146,2,Eixample,10,"Sant Antoni",169409,"Corts Catalanes","0544 0544",Dilluns,Dl,Laboral,2011,1,Gener,10,11,Mat°,"No hi ha causa mediata","4581817,37","429870,75"
2011S004370,2,Eixample,10,"Sant Antoni",323203,Sep£lveda,"0145 0145",Diumenge,Dg,Laboral,2011,6,Juny,26,20,Tarda,"No hi ha causa mediata","4581701,16","429910,84"
2011S002904,2,Eixample,10,"Sant Antoni",169409,"Corts Catalanes","0590 0590",Dissabte,Ds,Laboral,2011,4,Abril,30,2,Nit,"No hi ha causa mediata","4582066,56","430124,33"
2011S007807,2,Eixample,10,"Sant Antoni",363809,Villarroel,"0039 0039",Divendres,Dv,Laboral,2011,11,Novembre,18,16,Tarda,"No hi ha causa mediata","4581723,92","429911,7"
2011S005631,2,Eixample,10,"Sant Antoni",363809,Villarroel,"0040 0040",Dimecres,Dc,Laboral,2011,8,Agost,24,8,Mat°,"No hi ha causa mediata","4581744,65","429921,56"
2011S008770,2,Eixample,10,"Sant Antoni",169409,"Corts Catalanes","0574 0574",Dissabte,Ds,Laboral,2011,12,Desembre,24,15,Tarda,"No hi ha causa mediata","4581958,23","430014,26"
2011S005357,2,Eixample,10,"Sant Antoni",169409,"Corts Catalanes","0576 0576",Diumenge,Dg,Laboral,2011,8,Agost,7,1,Nit,"No hi ha causa mediata","4581966,35","430022,35"
2011S004410,2,Eixample,10,"Sant Antoni",349207,Universitat,"0001 0001",Dimarts,Dm,Laboral,2011,6,Juny,28,14,Tarda,"No hi ha causa mediata","4582066,06","430137,64"
2011S003738,2,Eixample,10,"Sant Antoni",323203,Sep£lveda,"0168 0168",Dimecres,Dc,Laboral,2011,6,Juny,1,10,Mat°,"No hi ha causa mediata","4581780,57","430023,28"
2011S001680,2,Eixample,10,"Sant Antoni",246000,Parlament,"0058 0058",Divendres,Dv,Laboral,2011,3,Mará,11,22,Nit,"No hi ha causa mediata","4581199,85","430193,86"
2011S008591,2,Eixample,10,"Sant Antoni",349706,"Comte d'Urgell",0012S0012S,Dimecres,Dc,Laboral,2011,12,Desembre,21,8,Mat°,"No hi ha causa mediata","4581425,34","430025,02"
2011S000502,2,Eixample,10,"Sant Antoni",349706,"Comte d'Urgell",0012S0012S,Dimarts,Dm,Laboral,2011,1,Gener,25,10,Mat°,"No hi ha causa mediata","4581425,34","430025,02"
2011S005283,2,Eixample,10,"Sant Antoni",308709,"Sant Pau","0061 0063",Dijous,Dj,Laboral,2011,8,Agost,4,10,Mat°,"No hi ha causa mediata","4581247,22","430182,7"
2011S003334,2,Eixample,10,"Sant Antoni",361406,Viladomat,"0039 0039",Dimarts,Dm,Laboral,2011,5,Maig,17,13,Mat°,"No hi ha causa mediata","4581119,9","429940,72"
2011S001628,2,Eixample,10,"Sant Antoni",363809,Villarroel,"0009 0009",Dijous,Dj,Laboral,2011,3,Mará,10,12,Mat°,"No hi ha causa mediata","4581565,36","430066,7"
2011S005057,2,Eixample,9,"la Nova Esquerra de l'Eixample",162002,"Josep Tarradellas","0118 0118",Diumenge,Dg,Laboral,2011,7,Juliol,24,8,Mat°,"No hi ha causa mediata","4582640,08","428521,06"
2011S005280,2,Eixample,9,"la Nova Esquerra de l'Eixample",245802,Par°s,"0113 0115",Dijous,Dj,Laboral,2011,8,Agost,4,8,Mat°,"No hi ha causa mediata","4582566,74",428842
2011S003540,2,Eixample,9,"la Nova Esquerra de l'Eixample",245802,Par°s,"0113 0115",Dimecres,Dc,Laboral,2011,5,Maig,25,11,Mat°,"No hi ha causa mediata","4582566,74",428842
2011S004501,2,Eixample,9,"la Nova Esquerra de l'Eixample",268003,Provenáa,"0065 0065",Divendres,Dv,Laboral,2011,7,Juliol,1,15,Tarda,"No hi ha causa mediata","4582054,02","428892,79"
2011S000053,2,Eixample,10,"Sant Antoni",198804,Paral˙lel,0130B0132,Dimarts,Dm,Laboral,2011,1,Gener,4,18,Tarda,"No hi ha causa mediata","4580950,09","429960,98"
2011S002778,2,Eixample,10,"Sant Antoni",87009,"Comte Borrell","0021 0033",Dilluns,Dl,Laboral,2011,4,Abril,25,15,Tarda,"No hi ha causa mediata","4581081,02","430165,05"
2011S001284,2,Eixample,9,"la Nova Esquerra de l'Eixample",361406,Viladomat,"0304 0304",Dimecres,Dc,Laboral,2011,2,Febrer,23,23,Nit,"No hi ha causa mediata","4582527,21","428594,21"
2011S008756,2,Eixample,9,"la Nova Esquerra de l'Eixample",162002,"Josep Tarradellas","0104 0104",Dimarts,Dm,Laboral,2011,12,Desembre,27,18,Tarda,"No hi ha causa mediata","4582513,23","428494,99"
2011S006355,2,Eixample,9,"la Nova Esquerra de l'Eixample",162002,"Josep Tarradellas","0110 0112",Divendres,Dv,Laboral,2011,9,Setembre,23,21,Tarda,"No hi ha causa mediata","4582548,41","428502,01"
2011S005429,2,Eixample,9,"la Nova Esquerra de l'Eixample",268003,Provenáa,"0081 0083",Dijous,Dj,Laboral,2011,8,Agost,11,10,Mat°,"No hi ha causa mediata","4582110,09","428949,57"
2011S003234,2,Eixample,10,"Sant Antoni",349706,"Comte d'Urgell","0010 0010",Divendres,Dv,Laboral,2011,5,Maig,13,12,Mat°,"No hi ha causa mediata","4581411,11","430067,33"
2011S007461,2,Eixample,10,"Sant Antoni",246000,Parlament,0039C0039C,Diumenge,Dg,Laboral,2011,11,Novembre,6,1,Nit,"No hi ha causa mediata","4581141,18","430094,78"
2011S005628,2,Eixample,10,"Sant Antoni",198804,Paral˙lel,"0148 0148",Dimarts,Dm,Laboral,2011,8,Agost,23,20,Tarda,"No hi ha causa mediata","4580953,76","429703,82"
2011S006250,2,Eixample,10,"Sant Antoni",198804,Paral˙lel,"0162 0162",Dimarts,Dm,Laboral,2011,9,Setembre,20,8,Mat°,"No hi ha causa mediata","4580955,09","429605,01"
2011S002220,2,Eixample,10,"Sant Antoni",70607,Casanova,"0023 0023",Divendres,Dv,Laboral,2011,4,Abril,1,12,Mat°,"No hi ha causa mediata","4581822,28","430002,42"
2011S002732,2,Eixample,10,"Sant Antoni",54509,CalÖbria,"0037 0037",Dijous,Dj,Laboral,2011,4,Abril,21,10,Mat°,"No hi ha causa mediata","4581120,93","429752,69"
2011S002999,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",350308,Valäncia,"0130 0130",Dimecres,Dc,Laboral,2011,5,Maig,4,9,Mat°,"No hi ha causa mediata","4582122,78","429376,25"
2011S003064,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",363809,Villarroel,"0171 0171",Divendres,Dv,Laboral,2011,5,Maig,6,17,Tarda,"No hi ha causa mediata","4582414,06","429236,26"
2011S000088,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",363809,Villarroel,"0181 0181",Dijous,Dj,Laboral,2011,1,Gener,6,14,Tarda,"No hi ha causa mediata","4582461,6","429189,73"
2011S007673,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",245802,Par°s,"0130 0130",Dilluns,Dl,Laboral,2011,11,Novembre,14,11,Mat°,"No hi ha causa mediata","4582664,17","428975,26"
2011S007920,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",90502,Cïrsega,"0207 0207",Dimecres,Dc,Laboral,2011,11,Novembre,23,19,Tarda,"No hi ha causa mediata","4582715,83","429185,45"
2011S006305,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",223606,Muntaner,"0167 0167",Dijous,Dj,Laboral,2011,9,Setembre,22,14,Tarda,"No hi ha causa mediata","4582793,12","429240,06"
2011S003774,2,Eixample,7,"la Dreta de l'Eixample",350308,Valäncia,"0363 0363",Divendres,Dv,Laboral,2011,6,Juny,3,0,Nit,Alcoholämia,"4583574,44","430826,32"
2011S006403,2,Eixample,7,"la Dreta de l'Eixample",350308,Valäncia,"0369 0369",Dilluns,Dl,Laboral,2011,9,Setembre,26,12,Mat°,"No hi ha causa mediata","4583597,13","430849,53"
2011S002850,2,Eixample,7,"la Dreta de l'Eixample",268003,Provenáa,0368B0368B,Dijous,Dj,Laboral,2011,4,Abril,28,11,Mat°,"No hi ha causa mediata","4583674,95","430575,59"
2011S008106,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",180208,Londres,"0075 0075",Dijous,Dj,Laboral,2011,12,Desembre,1,11,Mat°,"No hi ha causa mediata","4582904,17","428995,05"
2011S007362,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",320704,SarriÖ,"0008 0008",Dimecres,Dc,Laboral,2011,11,Novembre,2,1,Nit,"No hi ha causa mediata","4582633,36","428713,52"
2011S002990,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",320704,SarriÖ,"0008 0008",Dimarts,Dm,Laboral,2011,5,Maig,3,22,Nit,"No hi ha causa mediata","4582633,36","428713,52"
2011S007625,2,Eixample,7,"la Dreta de l'Eixample",31300,Bailän,"0155 0159",Divendres,Dv,Laboral,2011,11,Novembre,11,20,Tarda,"No hi ha causa mediata","4583729,61","430380,49"
2011S004553,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",70607,Casanova,"0224 0226",Dilluns,Dl,Laboral,2011,7,Juliol,4,10,Mat°,"No hi ha causa mediata","4582860,85","429018,04"
2011S000428,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",144601,Diagonal,"0441 0441",Divendres,Dv,Laboral,2011,1,Gener,21,22,Nit,"No hi ha causa mediata","4583024,22","429002,17"
2011S004708,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",144601,Diagonal,"0441 0441",Diumenge,Dg,Laboral,2011,7,Juliol,10,17,Tarda,"No hi ha causa mediata","4583024,22","429002,17"
2011S005460,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",320704,SarriÖ,"0012 0012",Divendres,Dv,Laboral,2011,8,Agost,12,19,Tarda,"No hi ha causa mediata","4582638,61","428688,58"
2011S003215,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",245802,Par°s,"0167 0167",Dijous,Dj,Laboral,2011,5,Maig,12,15,Tarda,"No hi ha causa mediata","4582865,88","429147,21"
2011S005826,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",144601,Diagonal,"0455 0459",Diumenge,Dg,Laboral,2011,9,Setembre,4,17,Tarda,"No hi ha causa mediata","4582978,36","428859,23"
2011S003592,2,Eixample,7,"la Dreta de l'Eixample",289105,Rossell¢,0283B0283B,Divendres,Dv,Laboral,2011,5,Maig,27,1,Nit,"No hi ha causa mediata","4583490,16","430164,44"
2011S002327,2,Eixample,7,"la Dreta de l'Eixample",350308,Valäncia,"0303 0303",Dimarts,Dm,Laboral,2011,4,Abril,5,20,Tarda,"No hi ha causa mediata","4583268,59","430513,39"
2011S005953,2,Eixample,7,"la Dreta de l'Eixample",289105,Rossell¢,"0305 0305",Divendres,Dv,Laboral,2011,9,Setembre,9,15,Tarda,"No hi ha causa mediata","4583602,81","430279,5"
2011S006415,2,Eixample,7,"la Dreta de l'Eixample",289105,Rossell¢,"0305 0305",Dilluns,Dl,Laboral,2011,9,Setembre,26,13,Mat°,"No hi ha causa mediata","4583602,81","430279,5"
2011S000767,2,Eixample,7,"la Dreta de l'Eixample",289105,Rossell¢,"0305 0305",Divendres,Dv,Laboral,2011,2,Febrer,4,21,Tarda,"No hi ha causa mediata","4583602,81","430279,5"
2011S002685,2,Eixample,7,"la Dreta de l'Eixample",191204,Mallorca,"0319 0319",Dilluns,Dl,Laboral,2011,4,Abril,18,19,Tarda,"No hi ha causa mediata","4583458,93","430515,58"
2011S006996,2,Eixample,7,"la Dreta de l'Eixample",191204,Mallorca,"0330 0330",Dilluns,Dl,Laboral,2011,10,Octubre,17,16,Tarda,"No hi ha causa mediata","4583495,53","430584,24"
2011S004273,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",245802,Par°s,"0149 0149",Dimecres,Dc,Laboral,2011,6,Juny,22,12,Mat°,"No hi ha causa mediata","4582772,9","429052,38"
2011S006864,2,Eixample,7,"la Dreta de l'Eixample",191204,Mallorca,"0340 0340",Dimarts,Dm,Laboral,2011,10,Octubre,11,15,Tarda,"No hi ha causa mediata","4583670,02","430761,99"
2011S007308,2,Eixample,7,"la Dreta de l'Eixample",222002,"Mossän Jacint Verdaguer","9999 9999",Dissabte,Ds,Laboral,2011,10,Octubre,29,1,Nit,"No hi ha causa mediata","4583594,24","430706,38"
2011S008142,2,Eixample,7,"la Dreta de l'Eixample",18505,Arag¢,"0299 0299",Divendres,Dv,Laboral,2011,12,Desembre,2,14,Tarda,"No hi ha causa mediata","4583095,68","430521,59"
2011S002645,2,Eixample,7,"la Dreta de l'Eixample",18505,Arag¢,"0311 0311",Dissabte,Ds,Laboral,2011,4,Abril,16,11,Mat°,"No hi ha causa mediata","4583178,45","430606,37"
2011S008783,2,Eixample,7,"la Dreta de l'Eixample",289105,Rossell¢,0294B0294B,Dimecres,Dc,Laboral,2011,12,Desembre,28,16,Tarda,"No hi ha causa mediata","4583690,2","430409,47"
2011S005198,2,Eixample,7,"la Dreta de l'Eixample",18505,Arag¢,"0375 0375",Dissabte,Ds,Laboral,2011,7,Juliol,30,15,Tarda,"No hi ha causa mediata","4583547,27","430980,34"
2011S004559,2,Eixample,7,"la Dreta de l'Eixample",18505,Arag¢,"0391 0391",Dilluns,Dl,Laboral,2011,7,Juliol,4,11,Mat°,"No hi ha causa mediata","4583600,59","431036,85"
2011S004565,2,Eixample,7,"la Dreta de l'Eixample",18505,Arag¢,"0393 0393",Dilluns,Dl,Laboral,2011,7,Juliol,4,17,Tarda,"No hi ha causa mediata","4583608,15","431042,7"
2011S007084,2,Eixample,7,"la Dreta de l'Eixample",350308,Valäncia,"0339 0339",Dijous,Dj,Laboral,2011,10,Octubre,20,16,Tarda,"No hi ha causa mediata","4583415,35","430663,29"
2011S005827,2,Eixample,7,"la Dreta de l'Eixample",144601,Diagonal,0374B0374B,Diumenge,Dg,Laboral,2011,9,Setembre,4,18,Tarda,"No hi ha causa mediata","4583616,98","430648,04"
2011S002554,2,Eixample,7,"la Dreta de l'Eixample",268003,Provenáa,"0335 0335",Dimecres,Dc,Laboral,2011,4,Abril,13,12,Mat°,"No hi ha causa mediata","4583668,03","430537,7"
2011S000574,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",191204,Mallorca,"0133 0133",Dijous,Dj,Laboral,2011,1,Gener,27,18,Tarda,"No hi ha causa mediata","4582360,14","429395,55"
2011S006650,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",70607,Casanova,"0148 0148",Dimarts,Dm,Laboral,2011,10,Octubre,4,13,Mat°,"No hi ha causa mediata","4582531,86","429360,16"
2011S008327,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",90502,Cïrsega,"0184 0184",Diumenge,Dg,Laboral,2011,12,Desembre,11,18,Tarda,"No hi ha causa mediata","4582566,57","429064,12"
2011S007704,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",90502,Cïrsega,"0186 0186",Dimarts,Dm,Laboral,2011,11,Novembre,15,9,Mat°,"No hi ha causa mediata","4582568,57","429072,39"
2011S002205,2,Eixample,9,"la Nova Esquerra de l'Eixample",114000,Espanya,"0009 0009",Divendres,Dv,Laboral,2011,4,Abril,1,5,Nit,Alcoholämia,"4581018,4","428963,19"
2011S006926,2,Eixample,9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0387 0391",Divendres,Dv,Laboral,2011,10,Octubre,14,11,Mat°,"No hi ha causa mediata","4581106,13","429061,38"
2011S004187,2,Eixample,9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0401 0401",Diumenge,Dg,Laboral,2011,6,Juny,19,7,Mat°,"No hi ha causa mediata","4581153,82","429118,95"
2011S001419,2,Eixample,9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0421 0421",Dimarts,Dm,Laboral,2011,3,Mará,1,14,Tarda,"No hi ha causa mediata","4581250,98","429218,31"
2011S001656,2,Eixample,9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0421 0421",Dijous,Dj,Laboral,2011,3,Mará,10,20,Tarda,"No hi ha causa mediata","4581250,98","429218,31"
2011S001372,2,Eixample,9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0421 0421",Diumenge,Dg,Laboral,2011,2,Febrer,27,14,Tarda,"No hi ha causa mediata","4581250,98","429218,31"
2011S001402,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",32700,Balmes,"0149 0149",Dilluns,Dl,Laboral,2011,2,Febrer,28,19,Tarda,"No hi ha causa mediata","4583076,64","429526,48"
2011S003034,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",32700,Balmes,"0149 0149",Dijous,Dj,Laboral,2011,5,Maig,5,16,Tarda,"No hi ha causa mediata","4583076,64","429526,48"
2011S003675,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",32700,Balmes,0167B0167B,Dilluns,Dl,Laboral,2011,5,Maig,30,12,Mat°,"No hi ha causa mediata","4583163,71","429442,56"
2011S001970,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",32700,Balmes,0167B0167B,Dimecres,Dc,Laboral,2011,3,Mará,23,9,Mat°,"No hi ha causa mediata","4583163,71","429442,56"
2011S001746,2,Eixample,9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0423 0425",Dimarts,Dm,Laboral,2011,3,Mará,15,5,Nit,Alcoholämia,"4581257,05","429224,59"
2011S005548,2,Eixample,9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0423 0425",Dijous,Dj,Laboral,2011,8,Agost,18,19,Tarda,"No hi ha causa mediata","4581257,05","429224,59"
2011S001133,2,Eixample,9,"la Nova Esquerra de l'Eixample",362001,Vilamar°,"0047 0047",Divendres,Dv,Laboral,2011,2,Febrer,18,13,Mat°,"No hi ha causa mediata","4581195,56","429118,94"
2011S005878,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",223606,Muntaner,"0196 0200",Dimarts,Dm,Laboral,2011,9,Setembre,6,14,Tarda,"No hi ha causa mediata","4582926,02","429140,85"
2011S000235,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",268003,Provenáa,"0163 0163",Dijous,Dj,Laboral,2011,1,Gener,13,15,Tarda,"No hi ha causa mediata","4582614,33","429458,55"
2011S003409,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",32700,Balmes,"0099 0099",Dijous,Dj,Laboral,2011,5,Maig,19,21,Tarda,"No hi ha causa mediata","4582788,28","429806,42"
2011S001586,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",32700,Balmes,"0079 0079",Dimarts,Dm,Laboral,2011,3,Mará,8,19,Tarda,"No hi ha causa mediata","4582654,47","429932,54"
2011S006699,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",18505,Arag¢,"0172 0172",Dijous,Dj,Laboral,2011,10,Octubre,6,4,Nit,"No hi ha causa mediata","4582183,94","429632,76"
2011S001384,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",191204,Mallorca,"0195 0195",Dilluns,Dl,Laboral,2011,2,Febrer,28,9,Mat°,"No hi ha causa mediata","4582576,51","429616,72"
2011S006927,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0583 0583",Divendres,Dv,Laboral,2011,10,Octubre,14,13,Mat°,"No hi ha causa mediata","4582095,53","430081,36"
2011S006603,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",32700,Balmes,"0115 0117",Diumenge,Dg,Laboral,2011,10,Octubre,2,18,Tarda,"No hi ha causa mediata","4582837,05","429758,81"
2011S008701,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",191204,Mallorca,"0177 0177",Dissabte,Ds,Laboral,2011,12,Desembre,24,2,Nit,"No hi ha causa mediata","4582521,71","429561,14"
2011S004106,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",18505,Arag¢,"0226 0226",Dijous,Dj,Laboral,2011,6,Juny,16,10,Mat°,"No hi ha causa mediata","4582522,68","429982,28"
2011S004835,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",70607,Casanova,"0056 0056",Dijous,Dj,Laboral,2011,7,Juliol,14,18,Tarda,"No hi ha causa mediata","4582044,93","429815,44"
2011S008332,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",70607,Casanova,"0074 0074",Dilluns,Dl,Laboral,2011,12,Desembre,12,8,Mat°,"No hi ha causa mediata","4582103,25","429758,22"
2011S007917,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",223606,Muntaner,"0077 0077",Dimecres,Dc,Laboral,2011,11,Novembre,23,18,Tarda,"No hi ha causa mediata","4582318,57","429704,66"
2011S004007,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",223606,Muntaner,0083D0083D,Diumenge,Dg,Laboral,2011,6,Juny,12,7,Mat°,"No hi ha causa mediata","4582373,27","429645,11"
2011S007208,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",23403,Aribau,"0089 0089",Dimarts,Dm,Laboral,2011,10,Octubre,25,9,Mat°,"No hi ha causa mediata","4582561,55","429654,01"
2011S000991,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0130 0130",Diumenge,Dg,Laboral,2011,2,Febrer,13,4,Nit,"No hi ha causa mediata","4582018,65","429476,53"
2011S007999,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0132 0132",Dissabte,Ds,Laboral,2011,11,Novembre,26,21,Tarda,"No hi ha causa mediata","4582050,68","429441,91"
2011S001617,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",191204,Mallorca,"0212 0212",Dimecres,Dc,Laboral,2011,3,Mará,9,19,Tarda,"No hi ha causa mediata","4582692,13","429765,7"
2011S008487,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",223606,Muntaner,"0092 0092",Dissabte,Ds,Laboral,2011,12,Desembre,17,12,Mat°,"No hi ha causa mediata","4582426,01","429629,8"
2011S000786,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes",0539B0539B,Dissabte,Ds,Laboral,2011,2,Febrer,5,15,Tarda,"No hi ha causa mediata","4581853,8","429819,64"
2011S004176,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0557 0559",Dissabte,Ds,Laboral,2011,6,Juny,18,15,Tarda,"No hi ha causa mediata","4581955,18","429937,26"
2011S002781,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",363809,Villarroel,"0072 0072",Dilluns,Dl,Laboral,2011,4,Abril,25,23,Nit,"No hi ha causa mediata","4581950,9","429719,1"
2011S000220,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",102805,"Doctor Letamendi","0010 0010",Dijous,Dj,Laboral,2011,1,Gener,13,3,Nit,"No hi ha causa mediata","4582435,89","429912,47"
2011S006771,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",102805,"Doctor Letamendi","0030 0033",Divendres,Dv,Laboral,2011,10,Octubre,7,23,Nit,Alcoholämia,"4582509,53","429980,05"
2011S002342,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",363809,Villarroel,0060B0060B,Dimecres,Dc,Laboral,2011,4,Abril,6,12,Mat°,"No hi ha causa mediata","4581873,84","429794,93"
2011S000856,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",363809,Villarroel,"0115 0115",Dimarts,Dm,Laboral,2011,2,Febrer,8,2,Nit,"No hi ha causa mediata","4582096,52","429546,16"
2011S008564,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",363809,Villarroel,"0115 0115",Dimarts,Dm,Laboral,2011,12,Desembre,20,13,Mat°,"No hi ha causa mediata","4582096,52","429546,16"
2011S000084,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",350308,Valäncia,"0215 0215",Dijous,Dj,Laboral,2011,1,Gener,6,3,Nit,"No hi ha causa mediata","4582675,53","429903,41"
2011S004442,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",18505,Arag¢,"0185 0185",Dimecres,Dc,Laboral,2011,6,Juny,29,14,Tarda,"No hi ha causa mediata","4582333,06","429743,32"
2011S008762,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",18505,Arag¢,0215X0215X,Dimarts,Dm,Laboral,2011,12,Desembre,27,23,Nit,Alcoholämia,"4582500,4","429913,75"
2011S006869,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",18505,Arag¢,"0194 0206",Dimarts,Dm,Laboral,2011,10,Octubre,11,20,Tarda,"No hi ha causa mediata","4582314,74","429769,95"
2011S004620,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",23403,Aribau,"0053 0053",Dimecres,Dc,Laboral,2011,7,Juliol,6,20,Tarda,"No hi ha causa mediata","4582413,32","429798,43"
2011S007389,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",23403,Aribau,"0056 0056",Dimecres,Dc,Laboral,2011,11,Novembre,2,21,Tarda,"No hi ha causa mediata","4582425,24","429817,74"
2011S006162,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0525 0525",Divendres,Dv,Laboral,2011,9,Setembre,16,22,Nit,"No hi ha causa mediata","4581765,29","429743,82"
2011S002247,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0525 0525",Dissabte,Ds,Laboral,2011,4,Abril,2,0,Nit,"No hi ha causa mediata","4581765,29","429743,82"
2011S005830,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0525 0525",Diumenge,Dg,Laboral,2011,9,Setembre,4,22,Nit,"No hi ha causa mediata","4581765,29","429743,82"
2011S003869,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537",Dilluns,Dl,Laboral,2011,6,Juny,6,19,Tarda,"No hi ha causa mediata","4581812,62","429792,01"
2011S006791,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537",Dissabte,Ds,Laboral,2011,10,Octubre,8,21,Tarda,"No hi ha causa mediata","4581812,62","429792,01"
2011S002504,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537",Dilluns,Dl,Laboral,2011,4,Abril,11,21,Tarda,"No hi ha causa mediata","4581812,62","429792,01"
