"Número d'expedient","Codi districte","Nom districte","NK barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripció dia setmana","Dia de setmana","Descripció tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripció torn","Descripció causa vianant","Número de morts","Número de lesionats lleus","Número de lesionats greus","Número de víctimes","Número de vehicles implicats","Coordenada UTM (Y)","Coordenada UTM (X)"
2014S007072,-1,Desconegut,-1--1--1,Desconegut,-1,Desconegut,Desconegut,Dijous,4,Laboral,2014,10,Octubre,2,16,Tarda,Desconegut,0,1,0,1,1,-1,-1
2014S000436,-1,Desconegut,-1--1--1,Desconegut,-1,Desconegut,Desconegut,Dilluns,1,Laboral,2014,1,Gener,20,09,Matí,Desconegut,0,0,0,0,1,-1,-1
2014S003380,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",209900,Meridiana,"0163 0163",Dijous,4,Laboral,2014,5,Maig,8,13,Matí,Desconegut,0,1,0,1,2,"4585072,01","432111,21"
2014S002456,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",134801,Freser,"0101 0101",Dijous,4,Laboral,2014,4,Abril,3,10,Matí,Desconegut,0,1,0,1,1,"4585510,29","431800,00"
2014S006504,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret","0358 0358",Dimecres,3,Laboral,2014,9,Setembre,10,14,Tarda,Desconegut,0,2,0,2,2,"4585511,58","431690,10"
2014S003469,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",90502,Còrsega,"0711 0711",Dilluns,1,Laboral,2014,5,Maig,12,08,Matí,Desconegut,0,1,0,1,2,"4585164,06","431643,32"
2014S003302,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",194406,Maragall,"0029 0031",Dilluns,1,Laboral,2014,5,Maig,5,17,Tarda,Desconegut,0,1,0,1,2,"4585336,24","431615,03"
2014S008870,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",161407,Indústria,"0288 0288",Dimarts,2,Laboral,2014,12,Desembre,2,16,Tarda,Desconegut,0,1,0,1,2,"4585306,47","431650,48"
2014S000362,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",161407,Indústria,"0298 0300",Dijous,4,Laboral,2014,1,Gener,16,19,Tarda,Desconegut,0,1,0,1,1,"4585332,39","431676,99"
2014S002612,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret","0248 0250",Dimarts,2,Laboral,2014,4,Abril,8,15,Tarda,Desconegut,0,1,0,1,2,"4585045,72","431213,37"
2014S000217,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret","0262 0262",Dissabte,6,Laboral,2014,1,Gener,11,00,Nit,"Creuar per fora pas de vianants",1,0,0,1,1,"4585086,56","431255,05"
2014S003907,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",105304,"Dos de Maig","0278 0278",Dimarts,2,Laboral,2014,5,Maig,27,17,Tarda,Desconegut,0,1,0,1,2,"4584772,78","431449,64"
2014S003054,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",134801,Freser,"0007 0007",Divendres,5,Laboral,2014,4,Abril,25,22,Nit,Desconegut,0,1,0,1,2,"4584800,79","431491,51"
2014S008180,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",161101,Independència,"0343 0343",Divendres,5,Laboral,2014,11,Novembre,7,15,Tarda,Desconegut,0,3,0,3,3,"4584865,16","431521,63"
2014S003278,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",350308,València,"0563 0563",Dilluns,1,Laboral,2014,5,Maig,5,06,Matí,Desconegut,0,1,0,1,2,"4584545,45","431816,61"
2014S007683,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",18505,Aragó,"0555 0555",Dijous,4,Laboral,2014,10,Octubre,23,08,Matí,Desconegut,0,1,0,1,2,"4584488,01","431940,62"
2014S005361,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",191204,Mallorca,"0505 0513",Dissabte,6,Laboral,2014,7,Juliol,19,14,Tarda,Desconegut,0,1,0,1,4,"4584590,99","431675,12"
2014S005100,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",191204,Mallorca,0535B0535B,Dijous,4,Laboral,2014,7,Juliol,10,00,Nit,Desconegut,0,1,1,2,2,"4584713,40","431797,92"
2014S003154,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",18505,Aragó,"0607 0607",Dimarts,2,Laboral,2014,4,Abril,29,16,Tarda,Desconegut,0,1,0,1,2,"4584629,17","432098,83"
2014S003248,10,"Sant Martí",101-10-65,"el Clot",350308,València,"0655 0659",Divendres,5,Laboral,2014,5,Maig,2,22,Nit,Desconegut,0,1,0,1,3,"4585042,67","432328,41"
2014S004270,10,"Sant Martí",101-10-65,"el Clot",209900,Meridiana,"0198 0198",Dimarts,2,Laboral,2014,6,Juny,10,19,Tarda,Desconegut,0,1,0,1,2,"4585230,06","432171,99"
2014S005643,10,"Sant Martí",101-10-65,"el Clot",42306,Bilbao,0220X0220X,Dijous,4,Laboral,2014,7,Juliol,31,08,Matí,Desconegut,0,1,0,1,2,"4584990,51","432540,41"
2014S004376,10,"Sant Martí",101-10-65,"el Clot",226400,"Las Navas de Tolosa",0291B0291B,Divendres,5,Laboral,2014,6,Juny,13,21,Tarda,"Creuar per fora pas de vianants",0,1,1,2,1,"4585328,68","432172,72"
2014S006100,10,"Sant Martí",101-10-65,"el Clot",153205,Guipúscoa,"0002 0002",Divendres,5,Laboral,2014,8,Agost,22,08,Matí,"Desobeir el senyal del semàfor",0,2,0,2,1,"4585111,31","432633,75"
2014S005709,10,"Sant Martí",101-10-65,"el Clot",115603,Espronceda,"0287 0291",Dissabte,6,Laboral,2014,8,Agost,2,19,Tarda,Desconegut,0,1,0,1,2,"4585214,20","432663,12"
2014S001440,10,"Sant Martí",101-10-64,"el Camp de l'Arpa del Clot",209900,Meridiana,"0149 0149",Dimecres,3,Laboral,2014,2,Febrer,26,15,Tarda,Desconegut,0,1,0,1,2,"4584884,13","432108,86"
2014S006194,10,"Sant Martí",101-10-65,"el Clot",86200,"Concili de Trento","0036 0040",Dijous,4,Laboral,2014,8,Agost,28,08,Matí,Desconegut,0,1,0,1,2,"4584929,46","432626,45"
2014S002049,10,"Sant Martí",101-10-65,"el Clot",115603,Espronceda,"0245 0245",Dimecres,3,Laboral,2014,3,Març,19,21,Tarda,Desconegut,0,1,0,1,2,"4585048,23","432828,96"
2014S001145,10,"Sant Martí",101-10-65,"el Clot",18505,Aragó,0661U0661U,Divendres,5,Laboral,2014,2,Febrer,14,14,Tarda,Desconegut,0,2,0,2,3,"4585093,19","432551,03"
2014S006082,10,"Sant Martí",101-10-65,"el Clot",191204,Mallorca,"0628 0630",Dijous,4,Laboral,2014,8,Agost,21,13,Matí,Desconegut,0,1,0,1,2,"4585084,11","432211,14"
2014S007602,10,"Sant Martí",102-10-72,"Sant Martí de Provençals",30409,"Bac de Roda","0161 0161",Dilluns,1,Laboral,2014,10,Octubre,20,19,Tarda,"Desobeir el senyal del semàfor",0,1,0,1,2,"4585040,87","433018,94"
2014S002309,10,"Sant Martí",102-10-72,"Sant Martí de Provençals",158504,Huelva,"0066 0066",Dissabte,6,Laboral,2014,3,Març,29,05,Nit,Desconegut,0,0,0,0,2,"4585584,63","432915,70"
2014S007138,10,"Sant Martí",102-10-72,"Sant Martí de Provençals",30409,"Bac de Roda","0175 0175",Dissabte,6,Laboral,2014,10,Octubre,4,14,Tarda,Desconegut,0,6,0,6,4,"4585128,37","432937,09"
2014S001748,10,"Sant Martí",102-10-72,"Sant Martí de Provençals",30409,"Bac de Roda","0184 0184",Dissabte,6,Laboral,2014,3,Març,8,15,Tarda,Desconegut,0,2,0,2,2,"4585178,39","432928,88"
2014S000055,10,"Sant Martí",102-10-72,"Sant Martí de Provençals",153205,Guipúscoa,"0029 0033",Divendres,5,Laboral,2014,1,Gener,3,19,Tarda,"Desobeir el senyal del semàfor",0,1,0,1,1,"4585333,76","432801,94"
2014S002334,10,"Sant Martí",102-10-72,"Sant Martí de Provençals",158504,Huelva,"0032 0034",Diumenge,7,Laboral,2014,3,Març,30,13,Matí,Desconegut,0,1,0,1,2,"4585404,02","432727,65"
2014S009002,10,"Sant Martí",102-10-72,"Sant Martí de Provençals",30409,"Bac de Roda","0203 0211",Diumenge,7,Laboral,2014,12,Desembre,7,17,Tarda,Desconegut,0,1,0,1,3,"4585335,39","432726,24"
2014S006547,10,"Sant Martí",101-10-65,"el Clot",18505,Aragó,"0576 0576",Divendres,5,Laboral,2014,9,Setembre,12,13,Matí,Desconegut,0,1,0,1,2,"4584523,65","432022,10"
2014S008204,10,"Sant Martí",102-10-72,"Sant Martí de Provençals",153205,Guipúscoa,"0017 0017",Dissabte,6,Laboral,2014,11,Novembre,8,13,Matí,Desconegut,0,1,0,1,2,"4585234,66","432700,29"
2014S006039,10,"Sant Martí",102-10-72,"Sant Martí de Provençals",158504,Huelva,"0010 0030",Dimarts,2,Laboral,2014,8,Agost,19,13,Matí,Desconegut,0,1,0,1,2,"4585332,86","432655,90"
2014S002608,10,"Sant Martí",101-10-65,"el Clot",81603,Clot,0002C0002C,Dimarts,2,Laboral,2014,4,Abril,8,12,Matí,Desconegut,0,0,0,0,1,"4584343,69","432172,55"
2014S001395,10,"Sant Martí",101-10-65,"el Clot",89004,"Consell de Cent","0586 0586",Dimarts,2,Laboral,2014,2,Febrer,25,10,Matí,Desconegut,0,1,0,1,1,"4584271,46","431955,69"
2014S008804,10,"Sant Martí",102-10-72,"Sant Martí de Provençals",153205,Guipúscoa,"0065 0065",Dissabte,6,Laboral,2014,11,Novembre,29,18,Tarda,Desconegut,0,1,0,1,1,"4585576,00","433049,67"
2014S004485,10,"Sant Martí",101-10-65,"el Clot",89004,"Consell de Cent","0611 0611",Dimecres,3,Laboral,2014,6,Juny,18,00,Nit,Desconegut,0,1,0,1,2,"4584356,67","432002,87"
2014S001383,10,"Sant Martí",101-10-65,"el Clot",89004,"Consell de Cent","0611 0611",Dilluns,1,Laboral,2014,2,Febrer,24,19,Tarda,Desconegut,0,1,0,1,2,"4584356,67","432002,87"
2014S001898,10,"Sant Martí",101-10-65,"el Clot",105304,"Dos de Maig","0208 0208",Divendres,5,Laboral,2014,3,Març,14,13,Matí,Desconegut,0,1,0,1,3,"4584351,74","431862,24"
2014S005240,10,"Sant Martí",101-10-65,"el Clot",146902,"Glòries Catalanes","0019 0019",Dimarts,2,Laboral,2014,7,Juliol,15,11,Matí,Desconegut,0,1,0,1,2,"4584181,50","432172,41"
2014S008996,10,"Sant Martí",101-10-65,"el Clot",146902,"Glòries Catalanes","0019 0019",Diumenge,7,Laboral,2014,12,Desembre,7,08,Matí,Desconegut,0,1,0,1,2,"4584181,50","432172,41"
2014S000015,10,"Sant Martí",101-10-65,"el Clot",161101,Independència,0265B0265B,Dimecres,3,Laboral,2014,1,Gener,1,23,Nit,Desconegut,0,1,0,1,2,"4584429,58","431934,23"
2014S006528,10,"Sant Martí",101-10-65,"el Clot",169409,"Corts Catalanes","0823 0823",Dijous,4,Laboral,2014,9,Setembre,11,01,Nit,Desconegut,0,3,0,3,3,"4584197,87","432229,70"
2014S009533,10,"Sant Martí",101-10-65,"el Clot",169409,"Corts Catalanes","0823 0823",Dimecres,3,Laboral,2014,12,Desembre,24,16,Tarda,Desconegut,0,1,0,1,2,"4584197,87","432229,70"
2014S008960,10,"Sant Martí",102-10-73,"la Verneda i la Pau",318906,Santander,"0053 0055",Divendres,5,Laboral,2014,12,Desembre,5,16,Tarda,Desconegut,0,1,0,1,2,"4586724,70","433393,66"
2014S005774,10,"Sant Martí",102-10-73,"la Verneda i la Pau",208205,Menorca,"0033 0033",Dimecres,3,Laboral,2014,8,Agost,6,01,Nit,Desconegut,0,0,0,0,5,"4586082,18","433193,74"
2014S006117,10,"Sant Martí",102-10-73,"la Verneda i la Pau",60807,Cantàbria,"0063 0063",Dissabte,6,Laboral,2014,8,Agost,23,09,Matí,Desconegut,0,0,0,0,4,"4586241,58","433096,83"
2014S002375,10,"Sant Martí",102-10-72,"Sant Martí de Provençals",342503,Treball,"0166 0166",Dilluns,1,Laboral,2014,3,Març,31,23,Nit,Desconegut,0,1,0,1,2,"4585423,62","433430,56"
2014S009104,10,"Sant Martí",102-10-73,"la Verneda i la Pau",208205,Menorca,"0108 0108",Dijous,4,Laboral,2014,12,Desembre,11,14,Tarda,Desconegut,0,1,0,1,2,"4586202,37","433440,38"
2014S001710,10,"Sant Martí",102-10-73,"la Verneda i la Pau",318906,Santander,"0033 0041",Divendres,5,Laboral,2014,3,Març,7,21,Tarda,Desconegut,0,1,0,1,2,"4586419,27","433186,65"
2014S002028,10,"Sant Martí",102-10-73,"la Verneda i la Pau",208205,Menorca,"0100 0100",Dimecres,3,Laboral,2014,3,Març,19,07,Matí,Desconegut,0,1,0,1,2,"4586182,83","433365,78"
2014S000509,10,"Sant Martí",103-10-70,"el Besòs i el Maresme",266551,Prim,"0001 0001",Dimecres,3,Laboral,2014,1,Gener,22,14,Tarda,Desconegut,0,1,0,1,1,"4585204,34","434639,28"
2014S000833,10,"Sant Martí",103-10-70,"el Besòs i el Maresme",701266,"Litoral (Llobregat)",000550000,Dimarts,2,Laboral,2014,2,Febrer,4,07,Matí,Desconegut,0,1,0,1,2,"4584731,20","435017,20"
2014S008329,10,"Sant Martí",102-10-73,"la Verneda i la Pau",153205,Guipúscoa,0162X0162X,Dijous,4,Laboral,2014,11,Novembre,13,08,Matí,"Creuar per fora pas de vianants",0,2,0,2,1,"4586245,70","433794,86"
2014S001576,10,"Sant Martí",103-10-70,"el Besòs i el Maresme",701612,Fòrum,"0001 0001",Dilluns,1,Laboral,2014,3,Març,3,08,Matí,Desconegut,0,1,0,1,2,"4584884,14","435045,77"
2014S004162,10,"Sant Martí",102-10-73,"la Verneda i la Pau",266405,Prim,"0164 0164",Divendres,5,Laboral,2014,6,Juny,6,09,Matí,Desconegut,0,1,0,1,2,"4585960,70","433895,48"
2014S004092,10,"Sant Martí",103-10-70,"el Besòs i el Maresme",8705,"Alfons el Magnànim","0005 0007",Dimecres,3,Laboral,2014,6,Juny,4,08,Matí,Desconegut,0,0,0,0,2,"4585229,08","434664,48"
2014S006578,10,"Sant Martí",103-10-70,"el Besòs i el Maresme",701414,C-31,020850000,Dissabte,6,Laboral,2014,9,Setembre,13,13,Matí,Desconegut,0,3,0,3,3,"4585946,20","434078,33"
2014S001942,10,"Sant Martí",103-10-70,"el Besòs i el Maresme",253800,Perpinyà,"0025 0025",Diumenge,7,Laboral,2014,3,Març,16,02,Nit,Desconegut,0,0,0,0,1,"4585777,06","434491,03"
2014S007616,10,"Sant Martí",103-10-71,"Provençals del Poblenou",128106,Fluvià,"0117 0117",Dimarts,2,Laboral,2014,10,Octubre,21,08,Matí,Desconegut,0,1,0,1,2,"4584728,85","433517,26"
2014S001764,10,"Sant Martí",103-10-71,"Provençals del Poblenou",249304,"Pere IV","0348 0348",Dilluns,1,Laboral,2014,3,Març,10,14,Tarda,Desconegut,0,1,0,1,2,"4584701,01","433460,30"
2014S006325,10,"Sant Martí",103-10-71,"Provençals del Poblenou",249304,"Pere IV","0414 0414",Dijous,4,Laboral,2014,8,Agost,28,23,Nit,Desconegut,0,1,0,1,1,"4584994,49","433625,19"
2014S000692,10,"Sant Martí",103-10-71,"Provençals del Poblenou",94300,"Cristóbal de Moura","0114 0116",Dimecres,3,Laboral,2014,1,Gener,29,12,Matí,Desconegut,0,1,0,1,2,"4584949,16","433836,15"
2014S009582,10,"Sant Martí",103-10-70,"el Besòs i el Maresme",186703,Llull,"0377 0377B",Dissabte,6,Laboral,2014,12,Desembre,27,14,Tarda,"Desobeir el senyal del semàfor",0,1,0,1,1,"4584886,01","434467,95"
2014S001601,10,"Sant Martí",103-10-71,"Provençals del Poblenou",701414,C-31,020800000,Dimarts,2,Laboral,2014,3,Març,4,05,Nit,Desconegut,0,0,1,1,1,"4585600,72","433723,92"
2014S002082,10,"Sant Martí",103-10-71,"Provençals del Poblenou",143609,"Josep Pla","0183 0183",Dijous,4,Laboral,2014,3,Març,20,14,Tarda,Desconegut,0,0,0,0,1,"4585505,53","433687,93"
2014S007057,10,"Sant Martí",103-10-71,"Provençals del Poblenou",44403,Bolívia,"0197 0201",Dijous,4,Laboral,2014,10,Octubre,2,09,Matí,Desconegut,0,1,0,1,2,"4584779,59","433252,28"
2014S004664,10,"Sant Martí",103-10-71,"Provençals del Poblenou",115603,Espronceda,"0192 0192",Dimarts,2,Laboral,2014,6,Juny,24,17,Tarda,Desconegut,0,2,0,2,3,"4584789,08","433117,08"
2014S005151,10,"Sant Martí",103-10-71,"Provençals del Poblenou",253902,Perú,"0082 0082",Divendres,5,Laboral,2014,7,Juliol,11,18,Tarda,Desconegut,0,1,0,1,2,"4584584,10","432905,83"
2014S005121,10,"Sant Martí",103-10-71,"Provençals del Poblenou",169409,"Corts Catalanes","0896 0896",Dijous,4,Laboral,2014,7,Juliol,10,20,Tarda,Desconegut,0,1,0,1,1,"4584475,05","432587,59"
2014S004552,10,"Sant Martí",103-10-71,"Provençals del Poblenou",169409,"Corts Catalanes","0940 0940",Dijous,4,Laboral,2014,6,Juny,19,16,Tarda,Desconegut,0,1,0,1,2,"4584663,43","432814,70"
2014S005611,10,"Sant Martí",103-10-71,"Provençals del Poblenou",249304,"Pere IV","0443 0443",Dimarts,2,Laboral,2014,7,Juliol,29,19,Tarda,Desconegut,0,2,0,2,2,"4585314,91","433797,67"
2014S003663,10,"Sant Martí",103-10-71,"Provençals del Poblenou",253902,Perú,"0173 0173",Dilluns,1,Laboral,2014,5,Maig,19,09,Matí,Desconegut,0,1,0,1,2,"4584922,90","433191,03"
2014S005588,10,"Sant Martí",103-10-71,"Provençals del Poblenou",701414,C-31,020830000,Dilluns,1,Laboral,2014,7,Juliol,28,21,Tarda,Desconegut,0,1,0,1,2,"4585808,01","433936,57"
2014S004910,10,"Sant Martí",103-10-71,"Provençals del Poblenou",701414,C-31,020660000,Divendres,5,Laboral,2014,7,Juliol,4,07,Matí,Desconegut,0,1,0,1,2,"4584620,76","432719,59"
2014S008386,10,"Sant Martí",103-10-71,"Provençals del Poblenou",322608,"Selva de Mar",0167S0167S,Divendres,5,Laboral,2014,11,Novembre,14,21,Tarda,Desconegut,0,1,0,1,1,"4585234,25","433407,28"
2014S006332,10,"Sant Martí",103-10-71,"Provençals del Poblenou",244800,Paraguai,"0017 0017",Dimarts,2,Laboral,2014,9,Setembre,2,19,Tarda,Desconegut,0,2,0,2,2,"4585551,31","433833,73"
2014S000356,10,"Sant Martí",104-10-68,"el Poblenou",30500,Badajoz,"0064 0064",Dijous,4,Laboral,2014,1,Gener,16,15,Tarda,Desconegut,0,1,0,1,2,"4583364,93","433009,70"
2014S001469,10,"Sant Martí",104-10-68,"el Poblenou",181608,"Roc Boronat","0011 0013",Dijous,4,Laboral,2014,2,Febrer,27,10,Matí,Desconegut,0,4,0,4,2,"4583386,98","433333,70"
2014S000361,10,"Sant Martí",104-10-68,"el Poblenou",242906,Pallars,"0189 0189",Dijous,4,Laboral,2014,1,Gener,16,19,Tarda,Desconegut,0,1,0,1,2,"4583778,50","432989,67"
2014S000033,10,"Sant Martí",104-10-68,"el Poblenou",186703,Llull,"0134 0134",Dijous,4,Laboral,2014,1,Gener,2,20,Tarda,Desconegut,0,1,0,1,3,"4583446,20","433074,50"
2014S008265,10,"Sant Martí",104-10-68,"el Poblenou",332000,Taulat,"0037 0037",Dilluns,1,Laboral,2014,11,Novembre,10,20,Tarda,Desconegut,0,2,0,2,2,"4583332,76","433425,99"
2014S003057,10,"Sant Martí",104-10-68,"el Poblenou",701265,"Litoral (Besòs)",000760000,Divendres,5,Laboral,2014,4,Abril,25,22,Nit,Desconegut,0,2,0,2,2,"4583102,38","433705,19"
2014S006590,10,"Sant Martí",104-10-68,"el Poblenou",701265,"Litoral (Besòs)",000780000,Diumenge,7,Laboral,2014,9,Setembre,14,14,Tarda,Desconegut,0,2,0,2,2,"4582963,81","433557,81"
2014S002918,10,"Sant Martí",104-10-68,"el Poblenou",701265,"Litoral (Besòs)",000790000,Diumenge,7,Laboral,2014,4,Abril,20,09,Matí,Desconegut,0,1,0,1,2,"4582893,36","433485,25"
2014S005115,10,"Sant Martí",104-10-68,"el Poblenou",270901,Pujades,"0211 0211",Dijous,4,Laboral,2014,7,Juliol,10,15,Tarda,Desconegut,0,0,1,1,2,"4584045,36","433438,75"
2014S005889,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",144601,Diagonal,0037X0037X,Dilluns,1,Laboral,2014,8,Agost,11,18,Tarda,Desconegut,0,1,0,1,2,"4584732,51","434327,35"
2014S006672,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",186703,Llull,0351U0351U,Dimecres,3,Laboral,2014,9,Setembre,17,16,Tarda,Desconegut,0,1,0,1,2,"4584565,74","434178,76"
2014S002941,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",30409,"Bac de Roda",0098X0098X,Dimarts,2,Laboral,2014,4,Abril,22,09,Matí,Desconegut,0,1,0,1,2,"4584514,79","433571,61"
2014S008673,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",144601,Diagonal,0060X0060X,Dimecres,3,Laboral,2014,11,Novembre,26,10,Matí,"Desobeir el senyal del semàfor",0,2,0,2,1,"4584736,80","434170,48"
2014S007337,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",322608,"Selva de Mar",0046X0046X,Diumenge,7,Laboral,2014,10,Octubre,12,07,Matí,Desconegut,0,6,0,6,2,"4584678,27","433980,76"
2014S004233,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",30409,"Bac de Roda","0012 0016",Dimarts,2,Laboral,2014,6,Juny,10,09,Matí,Desconegut,0,1,0,1,1,"4584029,09","434044,71"
2014S005888,10,"Sant Martí",104-10-68,"el Poblenou",180401,"Lope de Vega","0039 0039",Dilluns,1,Laboral,2014,8,Agost,11,17,Tarda,Desconegut,0,1,0,1,2,"4583912,64","433752,41"
2014S000116,10,"Sant Martí",104-10-68,"el Poblenou",242906,Pallars,"0294 0294",Dimarts,2,Laboral,2014,1,Gener,7,17,Tarda,"Transitar a peu per la calçada",0,1,0,1,1,"4584232,36","433488,33"
2014S004906,10,"Sant Martí",105-10-66,"el Parc i la Llacuna del Poblenou",242906,Pallars,"0145 0145",Divendres,5,Laboral,2014,7,Juliol,4,07,Matí,Desconegut,0,1,0,1,2,"4583499,85","432706,14"
2014S003191,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",30409,"Bac de Roda",0011X0011X,Dimecres,3,Laboral,2014,4,Abril,30,15,Tarda,Desconegut,0,1,0,1,2,"4583976,20","434066,07"
2014S005491,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",700654,Litoral,"0081 0081",Dimarts,2,Laboral,2014,7,Juliol,22,21,Tarda,Desconegut,0,2,0,2,2,"4583949,58","434417,76"
2014S003237,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",143609,"Josep Pla",0033X0033X,Divendres,5,Laboral,2014,5,Maig,2,16,Tarda,Desconegut,0,1,0,1,3,"4584703,67","434468,29"
2014S002979,10,"Sant Martí",105-10-66,"el Parc i la Llacuna del Poblenou",311703,"Sancho de Ávila","0091 0091",Dimecres,3,Laboral,2014,4,Abril,23,18,Tarda,Desconegut,0,1,0,1,2,"4583742,55","432575,71"
2014S005129,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"Garcia Fària",0099X0099X,Divendres,5,Laboral,2014,7,Juliol,11,07,Matí,Desconegut,0,1,0,1,2,"4584614,94","434933,43"
2014S002166,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)",000600000,Dilluns,1,Laboral,2014,3,Març,24,17,Tarda,Desconegut,0,1,0,1,2,"4584321,79","434743,24"
2014S006784,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)",000620000,Dilluns,1,Laboral,2014,9,Setembre,22,05,Nit,Desconegut,1,3,0,4,2,"4584179,69","434599,95"
2014S003775,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)",000670000,Divendres,5,Laboral,2014,5,Maig,23,06,Matí,Desconegut,0,1,0,1,1,"4583823,22","434241,83"
2014S002255,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)",000640000,Dijous,4,Laboral,2014,3,Març,27,17,Tarda,Desconegut,0,1,0,1,2,"4584049,57","434443,92"
2014S007055,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)",000640000,Dijous,4,Laboral,2014,10,Octubre,2,07,Matí,Desconegut,0,1,0,1,2,"4584049,57","434443,92"
2014S008116,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)",000640000,Dimecres,3,Laboral,2014,11,Novembre,5,18,Tarda,Desconegut,0,1,0,1,2,"4584049,57","434443,92"
2014S004799,10,"Sant Martí",104-10-69,"Diagonal Mar i el Front Marítim del Poblenou",701266,"Litoral (Llobregat)",000650000,Dilluns,1,Laboral,2014,6,Juny,30,18,Tarda,Desconegut,0,1,0,1,2,"4583978,79","434371,96"
2014S008312,10,"Sant Martí",105-10-66,"el Parc i la Llacuna del Poblenou",144601,Diagonal,"0188 0198",Dimecres,3,Laboral,2014,11,Novembre,12,14,Tarda,Desconegut,0,1,0,1,2,"4584245,38","432647,12"
2014S004291,10,"Sant Martí",105-10-66,"el Parc i la Llacuna del Poblenou",4908,Àlaba,"0104 0104",Dimecres,3,Laboral,2014,6,Juny,11,13,Matí,Desconegut,0,0,1,1,2,"4583509,72","432506,22"
2014S005108,10,"Sant Martí",105-10-66,"el Parc i la Llacuna del Poblenou",171400,"Joan d'Àustria","0057 0059",Dijous,4,Laboral,2014,7,Juliol,10,11,Matí,Desconegut,0,1,0,1,3,"4582945,34","432451,76"
2014S007842,10,"Sant Martí",105-10-66,"el Parc i la Llacuna del Poblenou",171400,"Joan d'Àustria",0069X0069X,Dimarts,2,Laboral,2014,10,Octubre,28,08,Matí,Desconegut,0,1,1,2,2,"4582982,24","432416,41"
2014S003933,10,"Sant Martí",105-10-66,"el Parc i la Llacuna del Poblenou",330107,Tànger,"0093 0093",Dimecres,3,Laboral,2014,5,Maig,28,14,Tarda,Desconegut,0,1,0,1,2,"4583978,28","432625,64"
2014S001788,10,"Sant Martí",105-10-66,"el Parc i la Llacuna del Poblenou",369204,Zamora,"0092 0092",Dimarts,2,Laboral,2014,3,Març,11,13,Matí,Desconegut,0,1,0,1,2,"4583321,91","432299,97"
2014S008420,10,"Sant Martí",105-10-66,"el Parc i la Llacuna del Poblenou",197302,Marina,"0097 0097",Dilluns,1,Laboral,2014,11,Novembre,17,08,Matí,Desconegut,0,1,0,1,2,"4583003,15","432172,83"
2014S000579,10,"Sant Martí",105-10-66,"el Parc i la Llacuna del Poblenou",4908,Àlaba,"0084 0084",Divendres,5,Laboral,2014,1,Gener,24,17,Tarda,Desconegut,0,0,0,0,1,"4583378,72","432634,27"
