"Número d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripció dia setmana","Dia setmana","Descripció tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Descripció torn","Hora de dia","Descripció causa vianant","Desc. Tipus vehicle implicat","Descripció sexe","Descripció tipus persona",Edat,"Descripció victimització","Coordenada UTM (Y)","Coordenada UTM (X)"
"2012S001364    ",2,Eixample,7,"la Dreta de l'Eixample",148307,Gràcia,"0104 0104",Divendres,Dv,Laboral,2012,2,Febrer,24,Tarda,15,"No és causa del  vianant",Motocicleta,Home,Conductor,58,"Ferit lleu","4583269,19","429924,21"
"2012S001382    ",2,Eixample,7,"la Dreta de l'Eixample",144601,Diagonal,"0319 0319",Divendres,Dv,Laboral,2012,2,Febrer,24,Tarda,19,"No és causa del  vianant",Bicicleta,Home,Conductor,45,"Ferit lleu","4583612,17","430819,38"
"2012S000911    ",2,Eixample,7,"la Dreta de l'Eixample",305100,"Sant Joan","0111 0111",Dimarts,Dm,Laboral,2012,2,Febrer,7,Tarda,21,"Desobeir el senyal del semàfor",Turismo,Home,Vianant,29,"Ferit lleu","4583674,98","430599,35"
"2012S000914    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,C-31,020710000,Dimecres,Dc,Laboral,2012,2,Febrer,8,Matí,07,"No és causa del  vianant",Motocicleta,Home,Conductor,27,"Ferit lleu","4584971,32","433081,94"
"2012S000920    ",2,Eixample,8,"l'Antiga Esquerra de l'Eixample",144601,Diagonal,"0441 0441",Dimecres,Dc,Laboral,2012,2,Febrer,8,Matí,11,Altres,Motocicleta,Dona,Conductor,37,"Ferit lleu","4583024,22","429002,17"
"2012S000410    ",7,Horta-Guinardó,37,"el Carmel",85900,"Conca de Tremp","0130 0130",Dijous,Dj,Laboral,2012,1,Gener,19,Matí,12,"No és causa del  vianant",Turismo,Dona,Vianant,18,"Ferit lleu","4585821,36","429700,51"
"2012S001397    ",2,Eixample,7,"la Dreta de l'Eixample",305100,"Sant Joan","0082 0082",Dissabte,Ds,Laboral,2012,2,Febrer,25,Nit,05,"No és causa del  vianant",Ciclomotor,Dona,Conductor,18,"Ferit greu","4583421,04","430920,02"
"2012S001412    ",3,Sants-Montjuïc,12,"la Marina del Prat Vermell",701487,"Transversal 7","0075 0075",Dilluns,Dl,Laboral,2012,2,Febrer,27,Matí,07,"No és causa del  vianant",Turismo,Home,Conductor,25,"Ferit lleu","4575950,74","426498,38"
"2012S000976    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",134801,Freser,"0090 0090",Dijous,Dj,Laboral,2012,2,Febrer,9,Tarda,19,"Desobeir el senyal del semàfor",Motocicleta,Home,Conductor,28,"Ferit lleu","4585036,98","431619,34"
"2012S000976    ",10,"Sant Martí",64,"el Camp de l'Arpa del Clot",134801,Freser,"0090 0090",Dijous,Dj,Laboral,2012,2,Febrer,9,Tarda,19,"Desobeir el senyal del semàfor",Motocicleta,Home,Vianant,88,Mort,"4585036,98","431619,34"
"2012S000979    ",4,"Les Corts",21,Pedralbes,115400,Esplugues,"9999 9999",Divendres,Dv,Laboral,2012,2,Febrer,10,Matí,08,"No és causa del  vianant",Motocicleta,Dona,Conductor,38,"Ferit lleu","4581982,00","425102,90"
"2012S001427    ",1,"Ciutat Vella",3,"la Barceloneta",701265,"Litoral (Besòs)",0022E0000,Dilluns,Dl,Laboral,2012,2,Febrer,27,Tarda,19,"No és causa del  vianant",Turismo,Dona,Passatger,43,"Ferit lleu","4581946,87","432487,96"
"2012S001441    ",2,Eixample,9,"la Nova Esquerra de l'Eixample",191204,Mallorca,"0060 0060",Dimarts,Dm,Laboral,2012,2,Febrer,28,Matí,10,"No és causa del  vianant",Motocicleta,Home,Conductor,46,"Ferit lleu","4581906,85","428967,21"
"2012S001444    ",2,Eixample,8,"l'Antiga Esquerra de l'Eixample",23403,Aribau,"0061 0061",Dimarts,Dm,Laboral,2012,2,Febrer,28,Matí,12,"No és causa del  vianant",Ciclomotor,Home,Conductor,28,"Ferit lleu","4582440,17","429772,34"
"2012S000981    ",10,"Sant Martí",68,"el Poblenou",701266,"Litoral (Llobregat)",000740000,Divendres,Dv,Laboral,2012,2,Febrer,10,Matí,08,"No és causa del  vianant",Motocicleta,Home,Conductor,24,"Ferit lleu","4583265,73","433827,82"
"2012S000999    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701268,"Dalt (Llobregat)",000810000,Divendres,Dv,Laboral,2012,2,Febrer,10,Tarda,16,"No és causa del  vianant",Turismo,Dona,Passatger,20,"Ferit lleu","4584681,18","426848,16"
"2012S001002    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,C-31,020800000,Divendres,Dv,Laboral,2012,2,Febrer,10,Tarda,18,"No és causa del  vianant",Turismo,Home,Passatger,11,"Ferit lleu","4585600,72","433723,92"
"2012S001002    ",10,"Sant Martí",71,"Provençals del Poblenou",701414,C-31,020800000,Divendres,Dv,Laboral,2012,2,Febrer,10,Tarda,18,"No és causa del  vianant",Turismo,Home,Passatger,34,"Ferit lleu","4585600,72","433723,92"
"2012S000457    ",7,Horta-Guinardó,33,"el Baix Guinardó",152905,Guinardó,"0044 0044",Divendres,Dv,Laboral,2012,1,Gener,20,Tarda,20,"No és causa del  vianant",Motocicleta,Home,Conductor,35,"Ferit lleu","4585015,80","430432,70"
"2012S000462    ",9,"Sant Andreu",57,"la Trinitat Vella",209900,Meridiana,"0724 0724",Divendres,Dv,Laboral,2012,1,Gener,20,Nit,23,"No és causa del  vianant",Turismo,Home,Passatger,31,"Ferit lleu","4589336,10","432380,90"
"2012S000467    ",6,Gràcia,30,"la Salut",321605,"Secretari Coloma","0142 0142",Dissabte,Ds,Laboral,2012,1,Gener,21,Matí,11,"No és causa del  vianant",Motocicleta,Home,Conductor,36,"Ferit lleu","4585054,42","429911,80"
"2012S001034    ",3,Sants-Montjuïc,11,"el Poble Sec",198702,"Francesc Ferrer i Guàrdia","0001 0005",Dissabte,Ds,Laboral,2012,2,Febrer,11,Tarda,21,"No és causa del  vianant",Motocicleta,Home,Conductor,44,"Ferit lleu","4580529,18","429090,57"
"2012S000005    ",3,Sants-Montjuïc,11,"el Poble Sec",114000,Espanya,"9999 9999",Diumenge,Dg,Laboral,2012,1,Gener,1,Matí,07,"No és causa del  vianant",Turismo,Home,Conductor,28,"Ferit lleu","4580908,62","428940,68"
"2012S000005    ",3,Sants-Montjuïc,11,"el Poble Sec",114000,Espanya,"9999 9999",Diumenge,Dg,Laboral,2012,1,Gener,1,Matí,07,"No és causa del  vianant",Turismo,Home,Conductor,52,"Ferit lleu","4580908,62","428940,68"
"2012S000489    ",5,"Sarrià-Sant Gervasi",23,Sarrià,44709,Bonanova,"0088 0088",Diumenge,Dg,Laboral,2012,1,Gener,22,Matí,06,"No és causa del  vianant",Turismo,Home,Passatger,22,"Ferit greu","4583918,61","426893,77"
"2012S000495    ",2,Eixample,8,"l'Antiga Esquerra de l'Eixample",70607,Casanova,"0168 0168",Diumenge,Dg,Laboral,2012,1,Gener,22,Tarda,17,"No és causa del  vianant",Motocicleta,Home,Conductor,30,"Ferit lleu","4582691,89","429201,38"
"2012S000505    ",9,"Sant Andreu",60,"Sant Andreu",322007,Segre,"0031 0031",Dilluns,Dl,Laboral,2012,1,Gener,23,Matí,11,"No és causa del  vianant","Camión > 3,5 Tm",Home,Vianant,80,"Ferit lleu","4587447,34","432627,64"
"2012S001493    ",2,Eixample,6,"la Sagrada Família",350308,València,"0479 0483",Dimecres,Dc,Laboral,2012,2,Febrer,29,Tarda,18,"No és causa del  vianant",Taxi,Home,Conductor,58,"Ferit lleu","4584165,40","431431,26"
"2012S001502    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",143904,"General Mitre","0120 0120",Dijous,Dj,Laboral,2012,3,Març,1,Matí,08,"No és causa del  vianant",Motocicleta,Home,Conductor,25,"Ferit lleu","4583920,71","427964,01"
"2012S001509    ",3,Sants-Montjuïc,18,Sants,312400,Sants,"0170 0170",Dijous,Dj,Laboral,2012,3,Març,1,Matí,11,"No és causa del  vianant",Motocicleta,Home,Conductor,30,"Ferit lleu","4581015,89","427594,03"
"2012S001058    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,Diagonal,"0649 0651",Dilluns,Dl,Laboral,2012,2,Febrer,13,Matí,10,"No és causa del  vianant",Turismo,Home,Passatger,29,"Ferit lleu","4582013,24","425960,22"
"2012S000044    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",55603,Calvet,"0085 0085",Dimarts,Dm,Laboral,2012,1,Gener,3,Matí,13,"No és causa del  vianant",Ciclomotor,Dona,Conductor,34,"Ferit lleu","4583464,33","428198,18"
"2012S000056    ",3,Sants-Montjuïc,13,"la Marina de Port",212406,Mineria,"0069 0069",Dimarts,Dm,Laboral,2012,1,Gener,3,Tarda,21,"No és causa del  vianant",Motocicleta,Home,Conductor,46,"Ferit lleu","4580093,09","428163,20"
"2012S000514    ",3,Sants-Montjuïc,13,"la Marina de Port",230601,"Mare de Déu de Port","0192 0192",Dilluns,Dl,Laboral,2012,1,Gener,23,Tarda,17,"No és causa del  vianant",Turismo,Home,Conductor,34,"Ferit lleu","4579251,81","428330,43"
"2012S000519    ",2,Eixample,9,"la Nova Esquerra de l'Eixample",349706,"Comte d'Urgell",0125B0125B,Dilluns,Dl,Laboral,2012,1,Gener,23,Tarda,17,"No és causa del  vianant","Cuadriciclo <75cc",Home,Vianant,42,"Ferit lleu","4582131,20","429315,82"
"2012S000520    ",8,"Nou Barris",45,Porta,209900,Meridiana,"0389 0389",Dilluns,Dl,Laboral,2012,1,Gener,23,Tarda,18,"No és causa del  vianant",Furgoneta,Dona,Conductor,43,"Ferit lleu","4587315,77","431790,37"
"2012S000520    ",8,"Nou Barris",45,Porta,209900,Meridiana,"0389 0389",Dilluns,Dl,Laboral,2012,1,Gener,23,Tarda,18,"No és causa del  vianant",Turismo,Dona,Conductor,25,"Ferit lleu","4587315,77","431790,37"
"2012S001538    ",6,Gràcia,31,"la Vila de Gràcia",267000,"Príncep d'Astúries","0008 0008",Divendres,Dv,Laboral,2012,3,Març,2,Matí,10,"Desobeir el senyal del semàfor",Turismo,Dona,Vianant,92,"Ferit lleu","4583945,34","429115,21"
"2012S001548    ",2,Eixample,7,"la Dreta de l'Eixample",350308,València,"0293 0295",Divendres,Dv,Laboral,2012,3,Març,2,Matí,13,"No és causa del  vianant",Motocicleta,Dona,Conductor,48,"Ferit lleu","4583209,74","430453,38"
"2012S001073    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,Balmes,"0281 0281",Dilluns,Dl,Laboral,2012,2,Febrer,13,Matí,13,"No és causa del  vianant",Autobús,Dona,Passatger,77,"Ferit lleu","4583810,31","428863,42"
"2012S001081    ",4,"Les Corts",19,"les Corts",144601,Diagonal,"0648 0648",Dilluns,Dl,Laboral,2012,2,Febrer,13,Tarda,18,"No és causa del  vianant",Motocicleta,Home,Conductor,25,"Ferit lleu","4582662,01","427627,45"
"2012S001086    ",6,Gràcia,30,"la Salut",344000,Dalt,"0101 0101",Dilluns,Dl,Laboral,2012,2,Febrer,13,Tarda,19,"No és causa del  vianant",Motocicleta,Home,Conductor,63,"Ferit lleu","4584977,69","429688,68"
"2012S001092    ",2,Eixample,8,"l'Antiga Esquerra de l'Eixample",144601,Diagonal,"0455 0459",Dimarts,Dm,Laboral,2012,2,Febrer,14,Matí,09,"No és causa del  vianant",Turismo,Dona,Conductor,26,"Ferit lleu","4582978,36","428859,23"
"2012S000059    ",10,"Sant Martí",70,"el Besòs i el Maresme",41100,"Bernat Metge",0028X0028X,Dimarts,Dm,Laboral,2012,1,Gener,3,Tarda,19,"No és causa del  vianant",Turismo,Dona,Passatger,25,"Ferit lleu","4585950,97","434275,09"
"2012S000061    ",9,"Sant Andreu",57,"la Trinitat Vella",701267,"Dalt (Besòs)",001600000,Dimecres,Dc,Laboral,2012,1,Gener,4,Matí,06,"No és causa del  vianant",Turismo,Home,Conductor,24,"Ferit lleu","4588934,51","432708,20"
"2012S000061    ",9,"Sant Andreu",57,"la Trinitat Vella",701267,"Dalt (Besòs)",001600000,Dimecres,Dc,Laboral,2012,1,Gener,4,Matí,06,"No és causa del  vianant",Turismo,Dona,Passatger,23,"Ferit lleu","4588934,51","432708,20"
"2012S000073    ",7,Horta-Guinardó,43,Horta,97807,"Dante Alighieri","0006 0006",Dimecres,Dc,Laboral,2012,1,Gener,4,Tarda,14,"No és causa del  vianant",Motocicleta,Home,Conductor,46,"Ferit lleu","4586934,47","430068,06"
"2012S000082    ",6,Gràcia,32,"el Camp d'en Grassot i Gràcia Nova",225500,Nàpols,"0313 0313",Dimecres,Dc,Laboral,2012,1,Gener,4,Tarda,15,"No és causa del  vianant",Motocicleta,Home,Conductor,49,"Ferit lleu","4584161,16","430520,58"
"2012S000084    ",9,"Sant Andreu",60,"Sant Andreu",314100,"Santa Coloma",0023B0023B,Dimecres,Dc,Laboral,2012,1,Gener,4,Tarda,19,"No és causa del  vianant",Turismo,Home,Passatger,9,"Ferit lleu","4588693,22","432400,31"
"2012S000572    ",2,Eixample,5,"el Fort Pienc",169409,"Corts Catalanes","0745 0747",Dimecres,Dc,Laboral,2012,1,Gener,25,Tarda,14,"No és causa del  vianant",Motocicleta,Dona,Conductor,24,"Ferit lleu","4583588,18","431603,29"
"2012S001558    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701267,"Dalt (Besòs)",000800000,Divendres,Dv,Laboral,2012,3,Març,2,Tarda,16,"No és causa del  vianant",Turismo,Home,Conductor,60,"Ferit lleu","4584613,55","426771,17"
"2012S001564    ",2,Eixample,6,"la Sagrada Família",225500,Nàpols,"0236 0236",Divendres,Dv,Laboral,2012,3,Març,2,Tarda,20,"No és causa del  vianant",Taxi,Dona,Conductor,50,"Ferit lleu","4583802,47","430908,40"
"2012S001568    ",8,"Nou Barris",45,Porta,100209,Deià,"0044 0044",Divendres,Dv,Laboral,2012,3,Març,2,Nit,22,"No és causa del  vianant",Motocicleta,Home,Conductor,40,"Ferit lleu","4587552,94","431022,10"
"2012S001101    ",2,Eixample,6,"la Sagrada Família",297001,"Sant Antoni Maria Claret","0190 0190",Dimarts,Dm,Laboral,2012,2,Febrer,14,Tarda,14,"No és causa del  vianant",Motocicleta,Home,Conductor,35,"Ferit lleu","4584787,69","430949,25"
"2012S001102    ",9,"Sant Andreu",60,"Sant Andreu",190303,Malats,"0012 0012",Dimarts,Dm,Laboral,2012,2,Febrer,14,Tarda,15,"No és causa del  vianant",Motocicleta,Home,Passatger,19,"Ferit lleu","4587694,39","432460,95"
"2012S001110    ",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",113007,"Escoles Pies","0116 0116",Dimarts,Dm,Laboral,2012,2,Febrer,14,Tarda,21,"No és causa del  vianant",Motocicleta,Home,Conductor,31,"Ferit lleu","4584298,26","427085,25"
"2012S001118    ",7,Horta-Guinardó,41,"la Vall d'Hebron",169103,"Jorge Manrique","0002 0002",Dimecres,Dc,Laboral,2012,2,Febrer,15,Matí,11,"No és causa del  vianant",Motocicleta,Home,Conductor,35,"Ferit lleu","4587200,01","429353,03"
"2012S000089    ",8,"Nou Barris",52,"la Prosperitat",336409,Tissó,"0035 0035",Dijous,Dj,Laboral,2012,1,Gener,5,Nit,01,"No és causa del  vianant",Turismo,Home,Conductor,Desconegut,"Ferit lleu","4588558,04","431733,24"
"2012S000107    ",7,Horta-Guinardó,43,Horta,122303,"Feliu i Codina","0054 0054",Dimecres,Dc,Laboral,2012,1,Gener,4,Tarda,19,"No és causa del  vianant",Ciclomotor,Home,Conductor,32,"Ferit lleu","4587549,03","430084,29"
"2012S000111    ",9,"Sant Andreu",61,"la Sagrera",700974,"Doctor Cararach Mauri","0005 0008",Dijous,Dj,Laboral,2012,1,Gener,5,Tarda,21,"No és causa del  vianant",Ciclomotor,Home,Conductor,20,"Ferit lleu","4586708,20","432528,93"
"2012S000597    ",2,Eixample,9,"la Nova Esquerra de l'Eixample",54509,Calàbria,"0100 0100",Dijous,Dj,Laboral,2012,1,Gener,26,Matí,10,"No és causa del  vianant",Motocicleta,Home,Conductor,26,"Ferit lleu","4581481,84","429430,12"
"2012S000602    ",2,Eixample,8,"l'Antiga Esquerra de l'Eixample",320704,Sarrià,"0018 0018",Dijous,Dj,Laboral,2012,1,Gener,26,Matí,09,"No és causa del  vianant",Motocicleta,Home,Conductor,44,"Ferit lleu","4582671,86","428532,71"
"2012S001584    ",9,"Sant Andreu",60,"Sant Andreu",209900,Meridiana,"0456 0456",Dissabte,Ds,Laboral,2012,3,Març,3,Tarda,19,"No és causa del  vianant",Turismo,Home,Conductor,33,"Ferit lleu","4587522,29","431931,57"
"2012S001596    ",9,"Sant Andreu",57,"la Trinitat Vella",314100,"Santa Coloma",0091X0091X,Dilluns,Dl,Laboral,2012,3,Març,5,Matí,07,"No és causa del  vianant",Turismo,Dona,Passatger,31,"Ferit lleu","4588984,61","432985,58"
"2012S001601    ",6,Gràcia,31,"la Vila de Gràcia",28000,Augusta,"0068 0068",Dilluns,Dl,Laboral,2012,3,Març,5,Matí,12,"No és causa del  vianant",Motocicleta,Home,Vianant,65,"Ferit lleu","4583759,12","429176,00"
"2012S001138    ",6,Gràcia,32,"el Camp d'en Grassot i Gràcia Nova",321605,"Secretari Coloma","0024 0024",Dijous,Dj,Laboral,2012,2,Febrer,16,Matí,08,"No és causa del  vianant",Ciclomotor,Dona,Conductor,20,"Ferit lleu","4584543,25","430306,01"
"2012S000125    ",9,"Sant Andreu",61,"la Sagrera",92508,Cortit,"0024 0024",Divendres,Dv,Laboral,2012,1,Gener,6,Tarda,18,"No és causa del  vianant",Ciclomotor,Home,Conductor,24,"Ferit lleu","4586565,27","432399,62"
"2012S000132    ",2,Eixample,7,"la Dreta de l'Eixample",247659,"Pau Claris","0187 0187",Dissabte,Ds,Laboral,2012,1,Gener,7,Matí,10,"No és causa del  vianant",Turismo,Dona,Passatger,38,"Ferit lleu","4583346,40","430007,38"
"2012S000139    ",9,"Sant Andreu",59,"el Bon Pastor",701266,"Litoral (Llobregat)",000180000,Dissabte,Ds,Laboral,2012,1,Gener,7,Matí,13,"No és causa del  vianant",Motocicleta,Dona,Conductor,26,"Ferit lleu","4587894,74","433967,54"
"2012S000148    ",8,"Nou Barris",53,"la Trinitat Nova",701432,"C-17 (Barcelona)",000010000,Dissabte,Ds,Laboral,2012,1,Gener,7,Tarda,20,"No és causa del  vianant",Turismo,Dona,Passatger,47,"Ferit lleu","4589737,00","432306,01"
"2012S001623    ",2,Eixample,8,"l'Antiga Esquerra de l'Eixample",363809,Villarroel,"0166 0166",Dimarts,Dm,Laboral,2012,3,Març,6,Matí,08,"Creuar per fora pas de vianants",Motocicleta,Home,Conductor,48,"Ferit lleu","4582505,63","429177,27"
"2012S001641    ",2,Eixample,8,"l'Antiga Esquerra de l'Eixample",245802,París,"0167 0167",Dimarts,Dm,Laboral,2012,3,Març,6,Tarda,17,"No és causa del  vianant",Ciclomotor,Dona,Conductor,33,"Ferit lleu","4582865,88","429147,21"
"2012S001642    ",9,"Sant Andreu",57,"la Trinitat Vella",209900,Meridiana,0694X0694X,Dimarts,Dm,Laboral,2012,3,Març,6,Tarda,17,"No és causa del  vianant",Turismo,Home,Conductor,67,"Ferit lleu","4589136,09","432323,88"
"2012S001175    ",4,"Les Corts",19,"les Corts",352904,Vallespir,"0193 0195",Divendres,Dv,Laboral,2012,2,Febrer,17,Matí,07,"No és causa del  vianant",Motocicleta,Home,Conductor,47,"Ferit lleu","4582053,22","427625,21"
"2012S001176    ",2,Eixample,6,"la Sagrada Família",350308,València,"0463 0463",Divendres,Dv,Laboral,2012,2,Febrer,17,Matí,09,"No és causa del  vianant",Motocicleta,Dona,Conductor,36,"Ferit lleu","4584079,55","431342,62"
"2012S001190    ",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",209900,Meridiana,"0367 0367",Divendres,Dv,Laboral,2012,2,Febrer,17,Tarda,15,"No és causa del  vianant",Motocicleta,Home,Conductor,33,"Ferit lleu","4586893,11","431884,17"
"2012S000149    ",10,"Sant Martí",72,"Sant Martí de Provençals",30409,"Bac de Roda",0192B0192B,Dissabte,Ds,Laboral,2012,1,Gener,7,Nit,22,"No és causa del  vianant",Bicicleta,Home,Conductor,32,"Ferit lleu","4585282,47","432826,86"
"2012S000165    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",143904,"General Mitre","0175 0175",Diumenge,Dg,Laboral,2012,1,Gener,8,Tarda,21,"No és causa del  vianant",Motocicleta,Home,Conductor,28,"Ferit lleu","4584231,77","428273,50"
