"country","variable","liver_cancer_number_of_male_deaths.csv","lung_cancer_number_of_male_deaths.csv","prostate_cancer_number_of_male_deaths.csv","blood_pressure_sbp_men_mmhg.csv"
"Spain","2000",2730,16400,5960,130.093531936596
