,NUMERO EXPEDIENTE,TIPO ACCIDENTE
22522,2013S009054,Xoc contra element estàtic
22523,2013S001669,Abast multiple
22524,2013S004487,Col.lisió lateral
22525,2013S001908,Abast multiple
22526,2013S009438,Abast
22527,2013S006994,Caiguda (dues rodes)
22528,2013S003671,Col.lisió lateral
22529,2013S008131,Abast
22530,2013S002450,Abast
22531,2013S008904,Col.lisió fronto-lateral
22532,2013S003849,Caiguda (dues rodes)
22533,2013S002401,Col.lisió lateral
22534,2013S009004,Abast
22535,2013S002555,Abast
22536,2013S003106,Col.lisió lateral
22537,2013S002172,Abast
22538,2013S006121,Col.lisió lateral
22539,2013S007577,Abast
22540,2013S002734,Abast
22541,2013S002613,Abast
22542,2013S002733,Abast
22543,2013S007073,Col.lisió fronto-lateral
22544,2013S006733,Col.lisió fronto-lateral
22545,2013S004140,Col.lisió fronto-lateral
22546,2013S004289,Col.lisió fronto-lateral
22547,2013S005274,Abast
22548,2013S001501,Abast
22549,2013S009464,Col.lisió fronto-lateral
22550,2013S001321,Col.lisió lateral
22551,2013S007990,Abast
22552,2013S003203,Abast
22553,2013S003790,Col.lisió fronto-lateral
22554,2013S005486,Col.lisió fronto-lateral
22555,2013S005974,Caiguda (dues rodes)
22556,2013S007131,Altres
22557,2013S009353,Abast
22558,2013S007753,Col.lisió lateral
22559,2013S008719,Col.lisió lateral
22560,2013S005227,Col.lisió fronto-lateral
22561,2013S003894,Caiguda (dues rodes)
22562,2013S004279,Caiguda (dues rodes)
22563,2013S004279,Col.lisió lateral
22564,2013S007048,Col.lisió fronto-lateral
22565,2013S008910,Col.lisió fronto-lateral
22566,2013S001510,Abast
22567,2013S009459,Col.lisió fronto-lateral
22568,2013S008562,Atropellament
22569,2013S002079,Caiguda (dues rodes)
22570,2013S004051,Caiguda (dues rodes)
22571,2013S002890,Atropellament
22572,2013S005128,Col.lisió lateral
22573,2013S003973,Caiguda (dues rodes)
22574,2013S005989,Col.lisió fronto-lateral
22575,2013S000481,Abast
22576,2013S002189,Atropellament
22577,2013S003866,Col.lisió fronto-lateral
22578,2013S008487,Atropellament
22579,2013S001224,Atropellament
22580,2013S000973,Atropellament
22581,2013S006209,Atropellament
22582,2013S006386,Col.lisió lateral
22583,2013S000897,Atropellament
22584,2013S005499,Col.lisió fronto-lateral
22585,2013S007981,Col.lisió frontal
22586,2013S006740,Atropellament
22587,2013S005236,Abast
22588,2013S006652,Col.lisió fronto-lateral
22589,2013S002371,Atropellament
22590,2013S002139,Col.lisió fronto-lateral
22591,2013S003091,Col.lisió lateral
22592,2013S005333,Abast
22593,2013S005259,Abast
22594,2013S005650,Abast
22595,2013S000178,Atropellament
22596,2013S003703,Abast
22597,2013S003281,Col.lisió fronto-lateral
22598,2013S006978,Col.lisió lateral
22599,2013S004338,Abast multiple
22600,2013S005531,Caiguda interior vehicle
22601,2013S000584,Abast
22602,2013S001875,Atropellament
22603,2013S008997,Col.lisió lateral
22604,2013S007298,Col.lisió lateral
22605,2013S003410,Col.lisió fronto-lateral
22606,2013S002498,Atropellament
22607,2013S007709,Atropellament
22608,2013S004699,Xoc contra element estàtic
22609,2013S003558,Abast
22610,2013S006024,Col.lisió lateral
22611,2013S000315,Caiguda (dues rodes)
22612,2013S006596,Abast
22613,2013S008673,Col.lisió fronto-lateral
22614,2013S003545,Abast multiple
22615,2013S003715,Caiguda (dues rodes)
22616,2013S007535,Caiguda (dues rodes)
22617,2013S004424,Atropellament
22618,2013S004465,Caiguda interior vehicle
22619,2013S008278,Altres
22620,2013S004318,Atropellament
22621,2013S001619,Altres
22622,2013S003675,Abast
22623,2013S003107,Col.lisió fronto-lateral
22624,2013S000670,Abast
22625,2013S001631,Atropellament
22626,2013S008292,Atropellament
22627,2013S004580,Col.lisió fronto-lateral
22628,2013S005313,Col.lisió lateral
22629,2013S006165,Col.lisió fronto-lateral
22630,2013S003211,Atropellament
22631,2013S000357,Col.lisió fronto-lateral
22632,2013S001925,Atropellament
22633,2013S008740,Atropellament
22634,2013S005750,Col.lisió fronto-lateral
22635,2013S009056,Altres
22636,2013S000487,Caiguda (dues rodes)
22637,2013S007547,Atropellament
22638,2013S008744,Col.lisió lateral
22639,2013S009298,Col.lisió fronto-lateral
22640,2013S005077,Col.lisió fronto-lateral
22641,2013S000648,Col.lisió fronto-lateral
22642,2013S005226,Col.lisió lateral
22643,2013S001242,Caiguda interior vehicle
22644,2013S001106,Abast
22645,2013S007158,Col.lisió fronto-lateral
22646,2013S007308,Caiguda (dues rodes)
22647,2013S006194,Col.lisió lateral
22648,2013S008829,Xoc contra element estàtic
22649,2013S007586,Caiguda (dues rodes)
22650,2013S000745,Col.lisió fronto-lateral
22651,2013S005430,Col.lisió frontal
22652,2013S002997,Col.lisió frontal
22653,2013S007462,Xoc contra element estàtic
22654,2013S007110,Abast
22655,2013S001437,Col.lisió lateral
22656,2013S007886,Atropellament
22657,2013S005359,Xoc contra element estàtic
22658,2013S005622,Abast
22659,2013S003968,Xoc contra element estàtic
22660,2013S003486,Col.lisió fronto-lateral
22661,2013S007213,Col.lisió fronto-lateral
22662,2013S004858,Col.lisió lateral
22663,2013S005361,Col.lisió lateral
22664,2013S008010,Abast multiple
22665,2013S004492,Col.lisió lateral
22666,2013S003365,Caiguda (dues rodes)
22667,2013S000901,Abast multiple
22668,2013S002459,Abast multiple
22669,2013S009204,Abast
22670,2013S001830,Caiguda (dues rodes)
22671,2013S001830,Abast
22672,2013S001198,Col.lisió lateral
22673,2013S001171,Caiguda (dues rodes)
22674,2013S008127,Col.lisió fronto-lateral
22675,2013S008264,Atropellament
22676,2013S004313,Abast
22677,2013S003049,Col.lisió fronto-lateral
22678,2013S003604,Abast
22679,2013S007856,Abast
22680,2013S008293,Abast
22681,2013S001055,Abast
22682,2013S003883,Col.lisió lateral
22683,2013S008636,Atropellament
22684,2013S000749,Caiguda (dues rodes)
22685,2013S004966,Col.lisió lateral
22686,2013S008050,Col.lisió lateral
22687,2013S008164,Abast
22688,2013S006706,Xoc contra element estàtic
22689,2013S006706,Col.lisió lateral
22690,2013S008432,Col.lisió fronto-lateral
22691,2013S002366,Col.lisió lateral
22692,2013S000112,Col.lisió fronto-lateral
22693,2013S003358,Col.lisió lateral
22694,2013S005898,Col.lisió frontal
22695,2013S009189,Caiguda (dues rodes)
22696,2013S008455,Xoc contra element estàtic
22697,2013S005756,Caiguda (dues rodes)
22698,2013S001623,Caiguda (dues rodes)
22699,2013S005649,Atropellament
22700,2013S009360,Xoc contra element estàtic
22701,2013S008836,Col.lisió frontal
22702,2013S008227,Abast
22703,2013S002870,Xoc contra element estàtic
22704,2013S000630,Col.lisió fronto-lateral
22705,2013S007878,Altres
22706,2013S000981,Col.lisió fronto-lateral
22707,2013S004132,Atropellament
22708,2013S000788,Abast
22709,2013S006037,Atropellament
22710,2013S007292,Caiguda interior vehicle
22711,2013S001022,Altres
22712,2013S000887,Col.lisió fronto-lateral
22713,2013S003438,Atropellament
22714,2013S007845,Caiguda (dues rodes)
22715,2013S009144,Col.lisió lateral
22716,2013S006932,Col.lisió lateral
22717,2013S002405,Col.lisió lateral
22718,2013S009308,Abast
22719,2013S005860,Abast
22720,2013S003981,Col.lisió fronto-lateral
22721,2013S008323,Col.lisió fronto-lateral
22722,2013S003868,Col.lisió fronto-lateral
22723,2013S002409,Abast
22724,2013S005432,Col.lisió lateral
22725,2013S005501,Caiguda interior vehicle
22726,2013S003700,Abast
22727,2013S000367,Xoc contra element estàtic
22728,2013S000113,Bolcada (més de dues rodes)
22729,2013S006778,Altres
22730,2013S008267,Caiguda interior vehicle
22731,2013S004780,Atropellament
22732,2013S008359,Abast
22733,2013S001126,Abast multiple
22734,2013S006810,Abast
22735,2013S005068,Abast
22736,2013S000689,Atropellament
22737,2013S008818,Abast multiple
22738,2013S001657,Col.lisió lateral
22739,2013S003366,Abast
22740,2013S001085,Atropellament
22741,2013S001460,Col.lisió fronto-lateral
22742,2013S004594,Xoc contra element estàtic
22743,2013S003462,Abast
22744,2013S001330,Atropellament
22745,2013S002829,Abast
22746,2013S005073,Col.lisió lateral
22747,2013S004012,Atropellament
22748,2013S007604,Abast multiple
22749,2013S000290,Caiguda (dues rodes)
22750,2013S006228,Col.lisió lateral
22751,2013S003770,Col.lisió fronto-lateral
22752,2013S007034,Atropellament
22753,2013S009166,Abast
22754,2013S007534,Caiguda interior vehicle
22755,2013S006177,Col.lisió lateral
22756,2013S005977,Col.lisió lateral
22757,2013S004577,Atropellament
22758,2013S002440,Xoc contra element estàtic
22759,2013S000918,Atropellament
22760,2013S007942,Col.lisió lateral
22761,2013S000815,Xoc contra element estàtic
22762,2013S000206,Caiguda interior vehicle
22763,2013S002517,Col.lisió lateral
22764,2013S009227,Xoc contra element estàtic
22765,2013S005601,Altres
22766,2013S006129,Col.lisió lateral
22767,2013S007848,Abast
22768,2013S002176,Xoc contra element estàtic
22769,2013S008795,Col.lisió fronto-lateral
22770,2013S008558,Abast
22771,2013S000336,Col.lisió lateral
22772,2013S005203,Col.lisió fronto-lateral
22773,2013S008841,Col.lisió fronto-lateral
22774,2013S008392,Col.lisió frontal
22775,2013S005768,Col.lisió fronto-lateral
22776,2013S004383,Col.lisió fronto-lateral
22777,2013S002985,Col.lisió fronto-lateral
22778,2013S002434,Col.lisió lateral
22779,2013S002166,Abast
22780,2013S001561,Col.lisió fronto-lateral
22781,2013S002082,Atropellament
22782,2013S001066,Caiguda interior vehicle
22783,2013S008463,Caiguda interior vehicle
22784,2013S004609,Col.lisió lateral
22785,2013S004700,Col.lisió lateral
22786,2013S002728,Abast
22787,2013S007964,Caiguda (dues rodes)
22788,2013S002374,Abast
22789,2013S003018,Caiguda (dues rodes)
22790,2013S008436,Atropellament
22791,2013S006342,Xoc contra element estàtic
22792,2013S000030,Caiguda (dues rodes)
22793,2013S001157,Caiguda (dues rodes)
22794,2013S002120,Altres
22795,2013S006074,Col.lisió fronto-lateral
22796,2013S003301,Atropellament
22797,2013S000307,Abast
22798,2013S001817,Xoc contra element estàtic
22799,2013S009275,Abast
22800,2013S004384,Col.lisió fronto-lateral
22801,2013S005251,Altres
22802,2013S005589,Abast
22803,2013S007730,Col.lisió fronto-lateral
22804,2013S006365,Abast
22805,2013S001183,Col.lisió lateral
22806,2013S009129,Col.lisió lateral
22807,2013S003838,Abast
22808,2013S006677,Col.lisió fronto-lateral
22809,2013S006058,Col.lisió fronto-lateral
22810,2013S006078,Abast
22811,2013S002311,Col.lisió fronto-lateral
22812,2013S001811,Caiguda (dues rodes)
22813,2013S008541,Abast
22814,2013S003094,Col.lisió fronto-lateral
22815,2013S008514,Col.lisió fronto-lateral
22816,2013S001488,Atropellament
22817,2013S005785,Atropellament
22818,2013S006354,Altres
22819,2013S005801,Atropellament
22820,2013S007015,Xoc contra element estàtic
22821,2013S005017,Abast
22822,2013S003325,Abast
22823,2013S001782,Xoc contra element estàtic
22824,2013S007806,Xoc contra element estàtic
22825,2013S004565,Col.lisió fronto-lateral
22826,2013S004481,Col.lisió lateral
22827,2013S006572,Col.lisió lateral
22828,2013S004230,Abast
22829,2013S003995,Altres
22830,2013S006869,Abast
22831,2013S003903,Atropellament
22832,2013S001236,Abast
22833,2013S008122,Abast
22834,2013S003129,Caiguda interior vehicle
22835,2013S000764,Caiguda interior vehicle
22836,2013S001827,Col.lisió lateral
22837,2013S005012,Abast
22838,2013S002980,Col.lisió lateral
22839,2013S001317,Abast
22840,2013S003736,Abast
22841,2013S000500,Bolcada (més de dues rodes)
22842,2013S007021,Col.lisió fronto-lateral
22843,2013S000725,Col.lisió lateral
22844,2013S008272,Col.lisió lateral
22845,2013S001026,Xoc contra element estàtic
22846,2013S006336,Col.lisió fronto-lateral
22847,2013S006288,Abast
22848,2013S000651,Abast
22849,2013S008056,Caiguda interior vehicle
22850,2013S006996,Xoc contra element estàtic
22851,2013S005229,Caiguda (dues rodes)
22852,2013S005229,Abast
22853,2013S006213,Col.lisió lateral
22854,2013S007417,Caiguda (dues rodes)
22855,2013S003835,Xoc contra element estàtic
22856,2013S002525,Caiguda interior vehicle
22857,2013S003758,Abast
22858,2013S002275,Abast
22859,2013S006561,Abast
22860,2013S007043,Atropellament
22861,2013S001311,Col.lisió lateral
22862,2013S003573,Col.lisió fronto-lateral
22863,2013S008422,Col.lisió fronto-lateral
22864,2013S002675,Col.lisió fronto-lateral
22865,2013S005090,Col.lisió lateral
22866,2013S002281,Abast
22867,2013S006294,Abast multiple
22868,2013S000120,Abast
22869,2013S005372,Abast
22870,2013S007720,Abast
22871,2013S006798,Abast multiple
22872,2013S004913,Xoc contra element estàtic
22873,2013S000445,Xoc contra element estàtic
22874,2013S006571,Abast
22875,2013S002761,Caiguda (dues rodes)
22876,2013S005121,Col.lisió fronto-lateral
22877,2013S001377,Col.lisió fronto-lateral
22878,2013S009154,Col.lisió fronto-lateral
22879,2013S008591,Col.lisió fronto-lateral
22880,2013S001459,Caiguda interior vehicle
22881,2013S007723,Col.lisió fronto-lateral
22882,2013S001775,Atropellament
22883,2013S006598,Caiguda (dues rodes)
22884,2013S001527,Xoc contra element estàtic
22885,2013S003134,Col.lisió lateral
22886,2013S008387,Col.lisió fronto-lateral
22887,2013S001689,Col.lisió lateral
22888,2013S001060,Col.lisió lateral
22889,2013S006310,Abast
22890,2013S001192,Col.lisió lateral
22891,2013S005625,Caiguda (dues rodes)
22892,2013S003603,Col.lisió fronto-lateral
22893,2013S000993,Col.lisió lateral
22894,2013S008427,Col.lisió lateral
22895,2013S002202,Abast
22896,2013S002142,Abast
22897,2013S004738,Caiguda (dues rodes)
22898,2013S004061,Caiguda (dues rodes)
22899,2013S008066,Altres
22900,2013S000858,Abast
22901,2013S003376,Caiguda (dues rodes)
22902,2013S002582,Xoc contra element estàtic
22903,2013S008408,Col.lisió fronto-lateral
22904,2013S005615,Abast
22905,2013S007129,Abast
22906,2013S007260,Col.lisió fronto-lateral
22907,2013S006997,Caiguda (dues rodes)
22908,2013S003536,Atropellament
22909,2013S007572,Caiguda (dues rodes)
22910,2013S007738,Col.lisió fronto-lateral
22911,2013S002503,Caiguda interior vehicle
22912,2013S003022,Atropellament
22913,2013S000399,Col.lisió lateral
22914,2013S003771,Altres
22915,2013S000476,Col.lisió fronto-lateral
22916,2013S002877,Altres
22917,2013S003194,Caiguda interior vehicle
22918,2013S003702,Atropellament
22919,2013S006734,Abast
22920,2013S006590,Col.lisió lateral
22921,2013S006553,Altres
22922,2013S001299,Caiguda (dues rodes)
22923,2013S004963,Caiguda (dues rodes)
22924,2013S004709,Abast
22925,2013S005435,Abast
22926,2013S001030,Abast
22927,2013S001816,Atropellament
22928,2013S006879,Col.lisió fronto-lateral
22929,2013S001807,Col.lisió fronto-lateral
22930,2013S003275,Col.lisió fronto-lateral
22931,2013S005908,Abast
22932,2013S001286,Col.lisió lateral
22933,2013S004118,Col.lisió fronto-lateral
22934,2013S003722,Col.lisió fronto-lateral
22935,2013S008835,Xoc contra element estàtic
22936,2013S004757,Col.lisió fronto-lateral
22937,2013S008396,Caiguda (dues rodes)
22938,2013S001769,Abast
22939,2013S002028,Abast multiple
22940,2013S004271,Abast
22941,2013S006062,Abast
22942,2013S004431,Abast
22943,2013S003607,Col.lisió lateral
22944,2013S009373,Xoc contra element estàtic
22945,2013S005086,Abast
22946,2013S009001,Col.lisió fronto-lateral
22947,2013S007358,Col.lisió fronto-lateral
22948,2013S009023,Xoc contra element estàtic
22949,2013S003270,Col.lisió lateral
22950,2013S002616,Col.lisió fronto-lateral
22951,2013S006731,Atropellament
22952,2013S002894,Col.lisió frontal
22953,2013S006964,Abast
22954,2013S000552,Col.lisió lateral
22955,2013S008316,Abast
22956,2013S003828,Abast
22957,2013S000571,Col.lisió fronto-lateral
22958,2013S004047,Col.lisió lateral
22959,2013S004775,Abast multiple
22960,2013S006986,Abast
22961,2013S002928,Abast
22962,2013S003432,Col.lisió fronto-lateral
22963,2013S005773,Caiguda (dues rodes)
22964,2013S003748,Xoc contra element estàtic
22965,2013S006196,Abast
22966,2013S008176,Abast
22967,2013S000877,Atropellament
22968,2013S009266,Col.lisió fronto-lateral
22969,2013S006201,Col.lisió lateral
22970,2013S006089,Col.lisió fronto-lateral
22971,2013S003084,Atropellament
22972,2013S007992,Atropellament
22973,2013S007092,Atropellament
22974,2013S002086,Atropellament
22975,2013S008640,Col.lisió lateral
22976,2013S006826,Caiguda interior vehicle
22977,2013S000162,Col.lisió lateral
22978,2013S009007,Abast
22979,2013S001637,Col.lisió fronto-lateral
22980,2013S004283,Abast
22981,2013S001407,Xoc contra element estàtic
22982,2013S000618,Xoc contra element estàtic
22983,2013S004672,Col.lisió lateral
22984,2013S006829,Caiguda (dues rodes)
22985,2013S000172,Abast multiple
22986,2013S002830,Abast
22987,2013S005459,Col.lisió lateral
22988,2013S002563,Col.lisió lateral
22989,2013S001957,Col.lisió fronto-lateral
22990,2013S006763,Caiguda (dues rodes)
22991,2013S008076,Altres
22992,2013S006167,Col.lisió lateral
22993,2013S000489,Abast
22994,2013S008693,Caiguda (dues rodes)
22995,2013S004739,Col.lisió fronto-lateral
22996,2013S005679,Col.lisió lateral
22997,2013S006404,Abast
22998,2013S006229,Caiguda (dues rodes)
22999,2013S007238,Col.lisió lateral
23000,2013S005356,Col.lisió lateral
23001,2013S004253,Atropellament
23002,2013S002031,Abast
23003,2013S003083,Xoc contra element estàtic
23004,2013S004299,Abast
23005,2013S007743,Col.lisió fronto-lateral
23006,2013S008913,Abast
23007,2013S003010,Caiguda (dues rodes)
23008,2013S007599,Abast
23009,2013S000334,Caiguda (dues rodes)
23010,2013S004576,Abast
23011,2013S008737,Caiguda (dues rodes)
23012,2013S009150,Abast
23013,2013S004479,Abast multiple
23014,2013S002788,Caiguda interior vehicle
23015,2013S001094,Col.lisió lateral
23016,2013S007693,Caiguda (dues rodes)
23017,2013S004280,Col.lisió fronto-lateral
23018,2013S005389,Col.lisió fronto-lateral
23019,2013S006049,Col.lisió fronto-lateral
23020,2013S003156,Abast
23021,2013S004874,Col.lisió lateral
23022,2013S004883,Col.lisió fronto-lateral
23023,2013S005182,Col.lisió lateral
23024,2013S007503,Col.lisió fronto-lateral
23025,2013S001189,Abast
23026,2013S000984,Col.lisió lateral
23027,2013S001416,Atropellament
23028,2013S001419,Atropellament
