"Número d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripció dia setmana","Dia setmana","Descripció tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripció causa vianant","Desc. Tipus vehicle implicat","Descripció sexe","Descripció tipus persona",Edat,"Descripció victimització","Coordenada UTM (Y)","Coordenada UTM (X)"
2015S005991,-1,Desconegut,-1,Desconegut,-1,Desconegut,Desconegut,Dimarts,Dm,Laboral,2015,8,Agost,4,04,"No és causa del  vianant",Motocicleta,Home,Conductor,36,"Ferit lleu",-1,-1
2015S004912,-1,Desconegut,-1,Desconegut,-1,Desconegut,Desconegut,Dijous,Dj,Laboral,2015,6,Juny,25,07,"No és causa del  vianant",Turismo,Home,Conductor,54,"Ferit lleu",-1,-1
2015S009751,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",224802,Nació,"0030 0030",Dimarts,Dm,Laboral,2015,12,Desembre,22,02,"No és causa del  vianant",Motocicleta,Home,Conductor,49,"Ferit lleu","4585145,10","431990,72"
2015S002580,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",134801,Freser,"0216 0216",Dimarts,Dm,Laboral,2015,4,Abril,7,05,"Creuar per fora pas de vianants",Motocicleta,Home,Vianant,13,"Ferit lleu","4585448,00","431799,95"
2015S008919,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",95506,Conca,"0028 0028",Dimecres,Dc,Laboral,2015,11,Novembre,25,02,"No és causa del  vianant",Motocicleta,Home,Conductor,49,"Ferit lleu","4585215,20","431576,37"
2015S002024,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",194406,Maragall,"0001 0003",Dimarts,Dm,Laboral,2015,3,Març,17,12,"Desobeir el senyal del semàfor",Ciclomotor,Dona,Vianant,68,"Ferit lleu","4585174,30","431648,74"
2015S000787,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",194406,Maragall,"0005 0005",Diumenge,Dg,Laboral,2015,2,Febrer,1,04,"No és causa del  vianant",Motocicleta,Home,Passatger,33,"Ferit lleu","4585194,82","431644,10"
2015S001125,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",194406,Maragall,"0023 0023",Divendres,Dv,Laboral,2015,2,Febrer,20,05,"No és causa del  vianant",Turismo,Dona,Conductor,37,"Ferit lleu","4585270,45","431626,67"
2015S007294,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161407,Indústria,0255X0255X,Dimarts,Dm,Laboral,2015,9,Setembre,29,02,Altres,Motocicleta,Home,Conductor,49,"Ferit lleu","4585204,89","431517,12"
2015S002616,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret","0350 0350",Dimecres,Dc,Laboral,2015,4,Abril,8,10,"No és causa del  vianant",Motocicleta,Home,Conductor,23,"Ferit lleu","4585407,65","431582,74"
2015S008758,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",194406,Maragall,"0048 0050",Dijous,Dj,Laboral,2015,11,Novembre,19,07,"No és causa del  vianant",Motocicleta,Home,Conductor,31,"Ferit lleu","4585416,36","431629,04"
2015S001866,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret","0352 0354",Dimecres,Dc,Laboral,2015,3,Març,11,08,"No és causa del  vianant",Motocicleta,Home,Conductor,31,"Ferit lleu","4585458,06","431634,78"
2015S001693,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret","0270 0270",Dimecres,Dc,Laboral,2015,3,Març,4,07,"No és causa del  vianant",Ciclomotor,Dona,Conductor,26,"Ferit lleu","4585103,11","431274,19"
2015S007146,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161407,Indústria,"0252 0252",Dimecres,Dc,Laboral,2015,9,Setembre,23,12,"No és causa del  vianant",Motocicleta,Home,Conductor,19,"Ferit lleu","4585099,12","431447,19"
2015S001671,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161101,Independència,"0357 0357",Dimecres,Dc,Laboral,2015,3,Març,4,10,"No és causa del  vianant",Autobús,Home,Passatger,80,"Ferit lleu","4584908,45","431479,52"
2015S000114,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",289105,Rosselló,"0537 0537",Dimecres,Dc,Laboral,2015,1,Gener,7,10,"No és causa del  vianant",Motocicleta,Home,Conductor,32,"Ferit lleu","4584859,12","431564,42"
2015S007011,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,Mallorca,"0537 0537",Divendres,Dv,Laboral,2015,9,Setembre,18,09,"No és causa del  vianant",Ciclomotor,Dona,Conductor,41,"Ferit lleu","4584735,10","431823,00"
2015S004924,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",191204,Mallorca,"0556 0556",Divendres,Dv,Laboral,2015,6,Juny,26,11,"No és causa del  vianant",Motocicleta,Dona,Conductor,22,"Ferit lleu","4584713,56","431832,66"
2015S000654,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",286300,Rogent,"0051 0051",Dimarts,Dm,Laboral,2015,1,Gener,27,11,"No és causa del  vianant",Bicicleta,Home,Conductor,18,"Ferit lleu","4584826,12","431819,65"
2015S009116,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,València,"0563 0563",Divendres,Dv,Laboral,2015,11,Novembre,27,08,"No és causa del  vianant",Motocicleta,Home,Conductor,58,"Ferit lleu","4584545,45","431816,61"
2015S002056,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",350308,València,"0615 0615",Dimecres,Dc,Laboral,2015,3,Març,18,12,"No és causa del  vianant",Taxi,Dona,Passatger,62,"Ferit lleu","4584790,88","432069,78"
2015S003031,10,"Sant Martí",64,"el Camp de l'Arpa del Clot",161101,Independència,"0267 0267",Dimecres,Dc,Laboral,2015,4,Abril,22,03,"No és causa del  vianant",Motocicleta,Home,Conductor,33,"Ferit lleu","4584465,25","431909,55"
2015S004557,10,"Sant Martí",65,"el Clot",226400,"Las Navas de Tolosa","0239 0241",Divendres,Dv,Laboral,2015,6,Juny,12,11,"No és causa del  vianant",Ciclomotor,Home,Conductor,34,"Ferit lleu","4585038,20","432461,48"
2015S000553,10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0863 0865",Divendres,Dv,Laboral,2015,1,Gener,23,09,"No és causa del  vianant",Motocicleta,Dona,Conductor,43,"Ferit lleu","4584493,43","432532,02"
2015S008823,10,"Sant Martí",65,"el Clot",115603,Espronceda,"0267 0269",Diumenge,Dg,Laboral,2015,11,Novembre,22,10,"No és causa del  vianant",Motocicleta,Home,Conductor,20,"Ferit lleu","4585118,68","432760,33"
2015S000035,10,"Sant Martí",65,"el Clot",18505,Aragó,"0611 0617",Dissabte,Ds,Laboral,2015,1,Gener,3,02,"No és causa del  vianant",Motocicleta,Home,Conductor,32,"Ferit lleu","4584721,08","432178,22"
2015S005198,10,"Sant Martí",65,"el Clot",350308,València,"0620 0626",Dilluns,Dl,Laboral,2015,7,Juliol,6,01,"No és causa del  vianant",Motocicleta,Home,Conductor,30,"Ferit lleu","4584886,86","432198,76"
2015S009968,10,"Sant Martí",65,"el Clot",81603,Clot,"0165 0165",Dimecres,Dc,Laboral,2015,12,Desembre,30,01,"No és causa del  vianant",Motocicleta,Dona,Conductor,49,"Ferit lleu","4585136,41","432399,82"
2015S000660,10,"Sant Martí",65,"el Clot",42306,Bilbao,"0199 0199",Dimarts,Dm,Laboral,2015,1,Gener,27,02,"No és causa del  vianant",Furgoneta,Home,Vianant,4,"Ferit lleu","4584752,25","432742,05"
2015S003551,10,"Sant Martí",65,"el Clot",350308,València,"0640 0644",Dissabte,Ds,Laboral,2015,5,Maig,9,02,"No és causa del  vianant",Motocicleta,Dona,Conductor,22,"Ferit lleu","4584952,81","432266,66"
2015S004782,10,"Sant Martí",65,"el Clot",209900,Meridiana,"0180 0180",Dissabte,Ds,Laboral,2015,6,Juny,20,05,"No és causa del  vianant",Motocicleta,Home,Passatger,9,"Ferit lleu","4585034,63","432170,24"
2015S006968,10,"Sant Martí",65,"el Clot",115603,Espronceda,"0287 0291",Dimecres,Dc,Laboral,2015,9,Setembre,16,03,"No és causa del  vianant",Turismo,Home,Conductor,33,"Ferit lleu","4585214,20","432663,12"
2015S005014,10,"Sant Martí",65,"el Clot",115603,Espronceda,"0287 0291",Dilluns,Dl,Laboral,2015,6,Juny,29,08,"No és causa del  vianant",Motocicleta,Home,Conductor,30,"Ferit lleu","4585214,20","432663,12"
2015S004528,10,"Sant Martí",65,"el Clot",209900,Meridiana,"0182 0182",Dijous,Dj,Laboral,2015,6,Juny,11,08,"No és causa del  vianant",Bicicleta,Dona,Conductor,24,"Ferit lleu","4585079,98","432163,47"
2015S005673,10,"Sant Martí",65,"el Clot",209900,Meridiana,"0184 0186",Dilluns,Dl,Laboral,2015,7,Juliol,20,02,"No és causa del  vianant",Ciclomotor,Home,Conductor,44,"Ferit lleu","4585096,58","432163,54"
2015S004248,10,"Sant Martí",65,"el Clot",209900,Meridiana,"0198 0198",Dimecres,Dc,Laboral,2015,6,Juny,3,09,"No és causa del  vianant",Bicicleta,Home,Conductor,34,"Ferit lleu","4585230,06","432171,99"
2015S003679,10,"Sant Martí",65,"el Clot",209900,Meridiana,"0198 0198",Dimecres,Dc,Laboral,2015,5,Maig,13,06,"No és causa del  vianant",Motocicleta,Home,Conductor,38,"Ferit lleu","4585230,06","432171,99"
2015S007931,10,"Sant Martí",65,"el Clot",18505,Aragó,0641B0641B,Dijous,Dj,Laboral,2015,10,Octubre,22,08,"No és causa del  vianant",Motocicleta,Home,Conductor,28,"Ferit lleu","4584939,50","432399,70"
2015S009062,10,"Sant Martí",65,"el Clot",18505,Aragó,0659X0659X,Diumenge,Dg,Laboral,2015,11,Novembre,29,01,"No és causa del  vianant",Motocicleta,Dona,Passatger,32,"Ferit lleu","4585056,86","432493,00"
2015S002600,10,"Sant Martí",65,"el Clot",18505,Aragó,0661U0661U,Dimecres,Dc,Laboral,2015,4,Abril,8,12,"No és causa del  vianant",Furgoneta,Dona,Vianant,89,"Ferit lleu","4585093,19","432551,03"
2015S002531,10,"Sant Martí",72,"Sant Martí de Provençals",30409,"Bac de Roda","0172 0174",Dissabte,Ds,Laboral,2015,4,Abril,4,07,"No és causa del  vianant",Turismo,Dona,Vianant,63,"Ferit lleu","4585063,50","433041,10"
2015S001602,10,"Sant Martí",72,"Sant Martí de Provençals",30409,"Bac de Roda","0178 0178",Dilluns,Dl,Laboral,2015,3,Març,2,11,"No és causa del  vianant",Ciclomotor,Home,Conductor,52,"Ferit lleu","4585093,22","433011,99"
2015S009350,10,"Sant Martí",72,"Sant Martí de Provençals",104200,"Doctor Zamenhof","0013 0013",Dimecres,Dc,Laboral,2015,12,Desembre,9,06,"No és causa del  vianant",Motocicleta,Home,Conductor,22,"Ferit lleu","4585514,34","432844,22"
2015S006939,10,"Sant Martí",72,"Sant Martí de Provençals",30409,"Bac de Roda","0175 0175",Dimarts,Dm,Laboral,2015,9,Setembre,15,05,"No és causa del  vianant",Turismo,Dona,Passatger,60,"Ferit lleu","4585128,37","432937,09"
2015S004130,10,"Sant Martí",72,"Sant Martí de Provençals",30409,"Bac de Roda","0185 0185",Dijous,Dj,Laboral,2015,5,Maig,28,04,"No és causa del  vianant",Turismo,Dona,Passatger,65,"Ferit lleu","4585168,63","432892,77"
2015S000039,10,"Sant Martí",72,"Sant Martí de Provençals",169409,"Corts Catalanes","0963 0963",Dissabte,Ds,Laboral,2015,1,Gener,3,08,"No és causa del  vianant",Turismo,Dona,Passatger,18,"Ferit lleu","4584961,31","432952,21"
2015S002311,10,"Sant Martí",72,"Sant Martí de Provençals",153205,Guipúscoa,"0029 0033",Dijous,Dj,Laboral,2015,3,Març,26,01,"No és causa del  vianant",Turismo,Home,Conductor,26,"Ferit lleu","4585333,76","432801,94"
2015S002023,10,"Sant Martí",65,"el Clot",18505,Aragó,"0560 0560",Dimarts,Dm,Laboral,2015,3,Març,17,11,"No és causa del  vianant",Ciclomotor,Dona,Conductor,27,"Ferit lleu","4584467,51","431964,93"
2015S007241,10,"Sant Martí",72,"Sant Martí de Provençals",153205,Guipúscoa,"0017 0017",Diumenge,Dg,Laboral,2015,9,Setembre,27,01,"No és causa del  vianant",Turismo,Home,Conductor,54,"Ferit lleu","4585234,66","432700,29"
2015S000364,10,"Sant Martí",72,"Sant Martí de Provençals",268604,"Pont del Treball Digne","0007 0009",Divendres,Dv,Laboral,2015,1,Gener,16,02,"Creuar per fora pas de vianants",Motocicleta,Dona,Conductor,17,"Ferit lleu","4586091,77","433046,65"
2015S003508,10,"Sant Martí",65,"el Clot",89004,"Consell de Cent","0611 0611",Divendres,Dv,Laboral,2015,5,Maig,8,01,"No és causa del  vianant",Motocicleta,Dona,Conductor,32,"Ferit lleu","4584356,67","432002,87"
2015S001771,10,"Sant Martí",65,"el Clot",89004,"Consell de Cent","0611 0611",Dissabte,Ds,Laboral,2015,3,Març,7,08,"No és causa del  vianant",Turismo,Home,Conductor,56,"Ferit lleu","4584356,67","432002,87"
2015S002640,10,"Sant Martí",65,"el Clot",105304,"Dos de Maig","0208 0208",Dijous,Dj,Laboral,2015,4,Abril,9,03,"No és causa del  vianant",Turismo,Home,Conductor,36,"Ferit lleu","4584351,74","431862,24"
2015S002521,10,"Sant Martí",65,"el Clot",146902,"Glòries Catalanes","0019 0019",Dissabte,Ds,Laboral,2015,4,Abril,4,10,"No és causa del  vianant",Motocicleta,Home,Conductor,24,"Ferit lleu","4584181,50","432172,41"
2015S004474,10,"Sant Martí",65,"el Clot",161101,Independència,"0261 0261",Dimecres,Dc,Laboral,2015,6,Juny,10,11,"No és causa del  vianant",Turismo,Home,Conductor,53,"Ferit lleu","4584412,80","431960,88"
2015S005368,10,"Sant Martí",65,"el Clot",161101,Independència,0265B0265B,Dissabte,Ds,Laboral,2015,7,Juliol,11,10,"No és causa del  vianant",Motocicleta,Home,Conductor,56,"Ferit lleu","4584429,58","431934,23"
2015S008603,10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0823 0823",Dissabte,Ds,Laboral,2015,11,Novembre,14,04,"No és causa del  vianant",Motocicleta,Home,Conductor,28,"Ferit lleu","4584197,87","432229,70"
2015S003373,10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0823 0823",Dilluns,Dl,Laboral,2015,5,Maig,4,11,"No és causa del  vianant",Motocicleta,Dona,Conductor,40,"Ferit lleu","4584197,87","432229,70"
2015S002796,10,"Sant Martí",65,"el Clot",169409,"Corts Catalanes","0823 0823",Dimecres,Dc,Laboral,2015,4,Abril,15,03,"No és causa del  vianant",Motocicleta,Home,Conductor,27,"Ferit lleu","4584197,87","432229,70"
2015S004744,10,"Sant Martí",65,"el Clot",1604,"Sèquia Comtal","0019 0021",Divendres,Dv,Laboral,2015,6,Juny,19,02,"No és causa del  vianant",Ciclomotor,Dona,Conductor,21,"Ferit lleu","4584600,32","432165,69"
2015S002759,10,"Sant Martí",72,"Sant Martí de Provençals",153205,Guipúscoa,"0018 0022",Dimarts,Dm,Laboral,2015,4,Abril,14,10,"No és causa del  vianant",Motocicleta,Home,Conductor,38,"Ferit lleu","4585208,56","432734,53"
2015S003304,10,"Sant Martí",72,"Sant Martí de Provençals",153205,Guipúscoa,"0024 0028",Dijous,Dj,Laboral,2015,4,Abril,30,07,"No és causa del  vianant",Autobús,Dona,Passatger,59,"Ferit lleu","4585237,91","432763,93"
2015S009173,10,"Sant Martí",73,"la Verneda i la Pau",60807,Cantàbria,"0073 0073",Dimecres,Dc,Laboral,2015,12,Desembre,2,08,"No és causa del  vianant",Motocicleta,Home,Conductor,24,"Ferit lleu","4586342,73","433148,29"
2015S003587,10,"Sant Martí",72,"Sant Martí de Provençals",169409,"Corts Catalanes","1095 1095",Dilluns,Dl,Laboral,2015,5,Maig,11,09,"No és causa del  vianant",Motocicleta,Home,Conductor,22,"Ferit lleu","4585546,55","433572,37"
2015S006301,10,"Sant Martí",73,"la Verneda i la Pau",318906,Santander,"0024 0024",Dimecres,Dc,Laboral,2015,8,Agost,19,01,"No és causa del  vianant",Furgoneta,Home,Conductor,44,"Ferit lleu","4586463,92","433283,65"
2015S001954,10,"Sant Martí",73,"la Verneda i la Pau",318906,Santander,"0033 0041",Divendres,Dv,Laboral,2015,3,Març,13,09,"No és causa del  vianant",Turismo,Home,Vianant,38,"Ferit lleu","4586419,27","433186,65"
2015S002001,10,"Sant Martí",73,"la Verneda i la Pau",153205,Guipúscoa,"0108 0108",Dilluns,Dl,Laboral,2015,3,Març,16,07,"No és causa del  vianant",Ciclomotor,Home,Conductor,48,"Ferit lleu","4585855,58","433395,88"
2015S002001,10,"Sant Martí",73,"la Verneda i la Pau",153205,Guipúscoa,"0108 0108",Dilluns,Dl,Laboral,2015,3,Març,16,07,"No és causa del  vianant",Motocicleta,Home,Conductor,18,"Ferit lleu","4585855,58","433395,88"
2015S007527,10,"Sant Martí",73,"la Verneda i la Pau",153205,Guipúscoa,"0134 0136",Dimecres,Dc,Laboral,2015,10,Octubre,7,12,"No és causa del  vianant",Ciclomotor,Dona,Conductor,38,"Ferit lleu","4585995,06","433538,48"
2015S006503,10,"Sant Martí",72,"Sant Martí de Provençals",153205,Guipúscoa,"0106 0106",Dissabte,Ds,Laboral,2015,8,Agost,29,11,"No és causa del  vianant",Motocicleta,Home,Conductor,37,"Ferit lleu","4585827,78","433367,40"
2015S004024,10,"Sant Martí",73,"la Verneda i la Pau",318906,Santander,"0063 0063",Dilluns,Dl,Laboral,2015,5,Maig,25,07,"No és causa del  vianant",Turismo,Dona,Conductor,49,"Ferit lleu","4586875,02","433490,77"
2015S008960,10,"Sant Martí",73,"la Verneda i la Pau",318906,Santander,0063A0063A,Dijous,Dj,Laboral,2015,11,Novembre,26,03,"No és causa del  vianant",Furgoneta,Home,Passatger,30,"Ferit lleu","4586886,49","433497,89"
2015S001313,10,"Sant Martí",73,"la Verneda i la Pau",266405,Prim,"0184 0186",Divendres,Dv,Laboral,2015,2,Febrer,20,12,"No és causa del  vianant",Turismo,Home,Passatger,22,"Ferit lleu","4586089,06","433743,37"
2015S001172,10,"Sant Martí",70,"el Besòs i el Maresme",701449,"Josep-Narcís Roca",0013X0013X,Dilluns,Dl,Laboral,2015,2,Febrer,16,07,"No és causa del  vianant",Motocicleta,Home,Conductor,39,"Ferit lleu","4585158,54","434982,66"
2015S000940,10,"Sant Martí",73,"la Verneda i la Pau",69700,"Ca n'Oliva","0079 0079",Divendres,Dv,Laboral,2015,2,Febrer,6,04,"No és causa del  vianant",Motocicleta,Dona,Conductor,27,"Ferit lleu","4586402,57","433562,27"
2015S003156,10,"Sant Martí",73,"la Verneda i la Pau",153205,Guipúscoa,"0149 0149",Diumenge,Dg,Laboral,2015,4,Abril,26,02,"Desobeir el senyal del semàfor",Motocicleta,Dona,Passatger,34,"Ferit lleu","4586231,17","433719,90"
2015S009178,10,"Sant Martí",70,"el Besòs i el Maresme",94300,"Cristóbal de Moura","0219 0223",Dimecres,Dc,Laboral,2015,12,Desembre,2,10,"No és causa del  vianant",Bicicleta,Home,Conductor,19,"Ferit lleu","4585412,40","434277,70"
2015S006623,10,"Sant Martí",70,"el Besòs i el Maresme",701414,C-31,020840000,Dimecres,Dc,Laboral,2015,9,Setembre,2,11,"No és causa del  vianant",Furgoneta,Dona,Passatger,31,"Ferit lleu","4585877,10","434007,45"
2015S006623,10,"Sant Martí",70,"el Besòs i el Maresme",701414,C-31,020840000,Dimecres,Dc,Laboral,2015,9,Setembre,2,11,"No és causa del  vianant",Furgoneta,Home,Conductor,51,"Ferit lleu","4585877,10","434007,45"
2015S000804,10,"Sant Martí",71,"Provençals del Poblenou",94300,"Cristóbal de Moura","0048 0048",Dilluns,Dl,Laboral,2015,2,Febrer,2,08,"No és causa del  vianant",Motocicleta,Home,Passatger,13,"Ferit lleu","4584695,08","433597,85"
2015S004448,10,"Sant Martí",71,"Provençals del Poblenou",242906,Pallars,"0373 0373",Dimarts,Dm,Laboral,2015,6,Juny,9,04,"No és causa del  vianant",Turismo,Dona,Vianant,57,"Ferit lleu","4584676,38","433893,73"
2015S000888,10,"Sant Martí",71,"Provençals del Poblenou",249304,"Pere IV","0416 0416",Dijous,Dj,Laboral,2015,2,Febrer,5,07,"No és causa del  vianant",Turismo,Home,Conductor,27,"Ferit lleu","4585020,79","433646,61"
2015S001913,10,"Sant Martí",70,"el Besòs i el Maresme",94300,"Cristóbal de Moura","0186 0186",Dijous,Dj,Laboral,2015,3,Març,12,06,"No és causa del  vianant",Taxi,Home,Conductor,33,"Ferit lleu","4585259,23","434181,35"
2015S008011,10,"Sant Martí",71,"Provençals del Poblenou",30409,"Bac de Roda","0142 0142",Dissabte,Ds,Laboral,2015,10,Octubre,24,10,"No és causa del  vianant",Motocicleta,Home,Conductor,33,"Ferit lleu","4584788,23","433310,41"
2015S007163,10,"Sant Martí",71,"Provençals del Poblenou",30409,"Bac de Roda","0158 0160",Dimecres,Dc,Laboral,2015,9,Setembre,23,03,"No és causa del  vianant",Motocicleta,Home,Conductor,70,"Ferit lleu","4584879,50","433221,32"
2015S004383,10,"Sant Martí",71,"Provençals del Poblenou",30409,"Bac de Roda","0158 0160",Diumenge,Dg,Laboral,2015,6,Juny,7,01,"No és causa del  vianant",Motocicleta,Home,Conductor,45,"Ferit lleu","4584879,50","433221,32"
2015S002757,10,"Sant Martí",71,"Provençals del Poblenou",701414,C-31,020780000,Dimarts,Dm,Laboral,2015,4,Abril,14,09,"No és causa del  vianant",Motocicleta,Home,Conductor,40,"Ferit lleu","4585460,09","433580,94"
2015S009152,10,"Sant Martí",71,"Provençals del Poblenou",701414,C-31,020750000,Dimecres,Dc,Laboral,2015,12,Desembre,2,12,"No és causa del  vianant",Turismo,Dona,Conductor,52,"Ferit lleu","4585249,15","433366,47"
2015S006170,10,"Sant Martí",71,"Provençals del Poblenou",701414,C-31,020750000,Dimecres,Dc,Laboral,2015,8,Agost,12,06,"No és causa del  vianant",Turismo,Home,Passatger,29,"Ferit lleu","4585249,15","433366,47"
2015S002870,10,"Sant Martí",71,"Provençals del Poblenou",249304,"Pere IV","0383 0383",Divendres,Dv,Laboral,2015,4,Abril,17,11,"No és causa del  vianant",Turismo,Home,Vianant,71,"Ferit lleu","4585047,36","433630,60"
2015S002339,10,"Sant Martí",71,"Provençals del Poblenou",253902,Perú,"0186 0186",Divendres,Dv,Laboral,2015,3,Març,27,01,"No és causa del  vianant",Turismo,Dona,Conductor,63,"Ferit lleu","4585066,43","433383,18"
2015S000535,10,"Sant Martí",71,"Provençals del Poblenou",322608,"Selva de Mar","0117 0117",Dijous,Dj,Laboral,2015,1,Gener,22,03,"No és causa del  vianant",Motocicleta,Home,Conductor,28,"Ferit lleu","4585033,38","433588,01"
2015S009349,10,"Sant Martí",71,"Provençals del Poblenou",322608,"Selva de Mar",0123U0123U,Dimecres,Dc,Laboral,2015,12,Desembre,9,04,"No és causa del  vianant",Motocicleta,Home,Conductor,58,"Ferit lleu","4585033,46","433595,27"
2015S006272,10,"Sant Martí",71,"Provençals del Poblenou",356202,Veneçuela,0047B0047B,Dimarts,Dm,Laboral,2015,8,Agost,18,08,"No és causa del  vianant",Taxi,Home,Conductor,62,"Ferit lleu","4584790,26","433823,71"
2015S006600,10,"Sant Martí",71,"Provençals del Poblenou",115603,Espronceda,"0202 0206",Dimecres,Dc,Laboral,2015,9,Setembre,2,07,"No és causa del  vianant",Autobús,Dona,Passatger,41,"Ferit lleu","4584854,79","433049,96"
2015S006600,10,"Sant Martí",71,"Provençals del Poblenou",115603,Espronceda,"0202 0206",Dimecres,Dc,Laboral,2015,9,Setembre,2,07,"No és causa del  vianant",Autobús,Dona,Passatger,38,"Ferit lleu","4584854,79","433049,96"
2015S006918,10,"Sant Martí",71,"Provençals del Poblenou",115603,Espronceda,0161X0161X,Dimarts,Dm,Laboral,2015,9,Setembre,15,06,"No és causa del  vianant",Ciclomotor,Dona,Passatger,25,"Ferit lleu","4584552,44","433325,70"
2015S006265,10,"Sant Martí",71,"Provençals del Poblenou",701414,C-31,020680000,Dimarts,Dm,Laboral,2015,8,Agost,18,03,"No és causa del  vianant",Motocicleta,Home,Conductor,55,"Ferit greu","4584761,31","432865,19"
2015S009538,10,"Sant Martí",71,"Provençals del Poblenou",200600,Marroc,"0075 0081",Dimarts,Dm,Laboral,2015,12,Desembre,15,02,"No és causa del  vianant",Motocicleta,Home,Conductor,28,"Ferit lleu","4584681,96","433342,29"
2015S008934,10,"Sant Martí",71,"Provençals del Poblenou",30409,"Bac de Roda","0139 0143",Dimecres,Dc,Laboral,2015,11,Novembre,25,09,"No és causa del  vianant",Motocicleta,Home,Conductor,39,"Ferit lleu","4584810,98","433243,40"
2015S009463,10,"Sant Martí",71,"Provençals del Poblenou",244800,Paraguai,"0025 0025",Dissabte,Ds,Laboral,2015,12,Desembre,12,08,"No és causa del  vianant",Motocicleta,Dona,Passatger,14,"Ferit lleu","4585590,35","433872,96"
2015S004807,10,"Sant Martí",71,"Provençals del Poblenou",169409,"Corts Catalanes","1068 1070",Dilluns,Dl,Laboral,2015,6,Juny,22,12,"No és causa del  vianant",Motocicleta,Home,Conductor,59,"Ferit lleu","4585339,91","433508,55"
2015S009314,10,"Sant Martí",71,"Provençals del Poblenou",701414,C-31,020700000,Dimarts,Dm,Laboral,2015,12,Desembre,8,04,"No és causa del  vianant",Motocicleta,Dona,Passatger,26,"Ferit lleu","4584901,86","433010,80"
2015S003509,10,"Sant Martí",71,"Provençals del Poblenou",701414,C-31,020700000,Divendres,Dv,Laboral,2015,5,Maig,8,02,"No és causa del  vianant",Motocicleta,Home,Conductor,42,"Ferit lleu","4584901,86","433010,80"
2015S001643,10,"Sant Martí",68,"el Poblenou",332000,Taulat,"0064 0064",Dimarts,Dm,Laboral,2015,3,Març,3,10,"No és causa del  vianant",Motocicleta,Home,Conductor,26,"Ferit lleu","4583617,04","433710,49"
2015S002114,10,"Sant Martí",68,"el Poblenou",186703,Llull,0164X0164X,Divendres,Dv,Laboral,2015,3,Març,20,12,"No és causa del  vianant",Motocicleta,Home,Conductor,50,"Ferit lleu","4583631,01","433272,98"
2015S006178,10,"Sant Martí",68,"el Poblenou",55501,Calvell,"0005 0005",Dijous,Dj,Laboral,2015,8,Agost,13,12,"No és causa del  vianant",Turismo,Home,Conductor,28,"Ferit lleu","4583314,30","433668,11"
2015S005948,10,"Sant Martí",68,"el Poblenou",186703,Llull,"0111 0111",Dilluns,Dl,Laboral,2015,8,Agost,3,09,"No és causa del  vianant",Motocicleta,Dona,Conductor,30,"Ferit lleu","4583361,86","432950,68"
2015S004890,10,"Sant Martí",68,"el Poblenou",700662,"Salvador Espriu","0097 0097",Dijous,Dj,Laboral,2015,6,Juny,25,10,"No és causa del  vianant",Turismo,Home,Passatger,26,"Ferit lleu","4582953,45","433480,42"
2015S008768,10,"Sant Martí",68,"el Poblenou",55501,Calvell,"0057 0057",Divendres,Dv,Laboral,2015,11,Novembre,20,07,"No és causa del  vianant",Motocicleta,Home,Conductor,32,"Ferit lleu","4583594,71","433877,91"
2015S000171,10,"Sant Martí",68,"el Poblenou",75702,"Carmen Amaya","0002 0002",Divendres,Dv,Laboral,2015,1,Gener,9,11,"No és causa del  vianant",Autobús,Home,Passatger,66,"Ferit lleu","4583010,50","433417,89"
2015S000171,10,"Sant Martí",68,"el Poblenou",75702,"Carmen Amaya","0002 0002",Divendres,Dv,Laboral,2015,1,Gener,9,11,"No és causa del  vianant",Autobús,Dona,Passatger,94,"Ferit lleu","4583010,50","433417,89"
