"Número d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripció dia setmana","Dia setmana","Descripció tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripció causa vianant","Desc. Tipus vehicle implicat","Descripció sexe","Descripció tipus persona",Edat,"Descripció victimització","Coordenada UTM (Y)","Coordenada UTM (X)"
2015S003236,8,"Nou Barris",52,"la Prosperitat",336409,Tissó,"0064 0064",Dimecres,Dc,Laboral,2015,4,Abril,29,07,"No és causa del  vianant",Turismo,Home,Conductor,48,"Ferit lleu","4588607,41","431685,84"
2015S005051,8,"Nou Barris",52,"la Prosperitat",229409,"Nou Pins","0085 0085",Dimecres,Dc,Laboral,2015,7,Juliol,1,07,"No és causa del  vianant",Motocicleta,Home,Conductor,32,"Ferit lleu","4588634,51","431869,19"
2015S000448,8,"Nou Barris",52,"la Prosperitat",229409,"Nou Pins","0085 0085",Dilluns,Dl,Laboral,2015,1,Gener,19,02,"No és causa del  vianant",Turismo,Home,Passatger,20,"Ferit lleu","4588634,51","431869,19"
2015S006008,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",69109,Cartellà,"0161 0161",Dimarts,Dm,Laboral,2015,8,Agost,4,01,"No és causa del  vianant",Motocicleta,Home,Conductor,45,"Ferit lleu","4586972,33","430438,41"
2015S002101,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",324104,Serrano,"0007 0007",Dijous,Dj,Laboral,2015,3,Març,19,09,"No és causa del  vianant",Turismo,Dona,Conductor,50,"Ferit lleu","4586893,90","430868,22"
2015S009185,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",319400,"Santiago Rusiñol","0027 0027",Dijous,Dj,Laboral,2015,12,Desembre,3,10,"No és causa del  vianant",Ciclomotor,Home,Conductor,27,"Ferit lleu","4586831,92","430476,37"
2015S002711,8,"Nou Barris",45,Porta,282650,"Rio de Janeiro",0001B0001B,Diumenge,Dg,Laboral,2015,4,Abril,12,03,"No és causa del  vianant",Motocicleta,Home,Conductor,20,"Ferit lleu","4587084,40","431769,33"
2015S004223,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",171207,"Joan Alcover","0005 0005",Dimarts,Dm,Laboral,2015,6,Juny,2,12,"No és causa del  vianant",Autobús,Dona,Passatger,63,"Ferit lleu","4587005,34","431046,86"
2015S003727,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",171207,"Joan Alcover","0015 0015",Divendres,Dv,Laboral,2015,5,Maig,15,10,"No és causa del  vianant",Turismo,Dona,Passatger,25,"Ferit lleu","4587005,34","431046,86"
2015S000520,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",8603,"Costa i Cuxart","0002 0002",Dijous,Dj,Laboral,2015,1,Gener,22,01,"No és causa del  vianant",Ciclomotor,Dona,Passatger,25,"Ferit lleu","4586763,46","431063,09"
2015S002295,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",355709,Vèlia,"0008 0010",Dimecres,Dc,Laboral,2015,3,Març,25,03,"No és causa del  vianant",Turismo,Dona,Conductor,39,"Ferit lleu","4586795,74","431652,27"
2015S000806,8,"Nou Barris",45,Porta,319104,Santapau,"0060 0060",Dilluns,Dl,Laboral,2015,2,Febrer,2,08,"No és causa del  vianant",Motocicleta,Home,Conductor,Desconegut,"Ferit lleu","4587155,18","431506,20"
2015S008025,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",111806,Escòcia,"0000 0000",Diumenge,Dg,Laboral,2015,10,Octubre,25,09,"No és causa del  vianant",Ciclomotor,Home,Conductor,76,"Ferit lleu","4586909,12","431847,92"
2015S004842,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",170907,Jota,"0017 0017",Dimarts,Dm,Laboral,2015,6,Juny,23,12,"No és causa del  vianant",Turismo,Home,Passatger,1,"Ferit lleu","4586946,56","431827,80"
2015S003505,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",245201,Pardo,"0055 0055",Divendres,Dv,Laboral,2015,5,Maig,8,12,"No és causa del  vianant",Autobús,Dona,Passatger,84,"Ferit lleu","4586928,24","431787,62"
2015S003313,8,"Nou Barris",45,Porta,256401,"Pintor Alsamora","0039 0039",Dijous,Dj,Laboral,2015,4,Abril,30,10,"No és causa del  vianant",Motocicleta,Home,Conductor,37,"Ferit lleu","4587636,16","431404,56"
2015S008410,8,"Nou Barris",45,Porta,117609,Estudiant,"0058 0058",Dissabte,Ds,Laboral,2015,11,Novembre,7,06,"No és causa del  vianant",Motocicleta,Home,Conductor,45,"Ferit lleu","4587574,72","431462,71"
2015S008343,8,"Nou Barris",45,Porta,107605,"Eduard Tubau","0028 0028",Dijous,Dj,Laboral,2015,11,Novembre,5,04,"No és causa del  vianant",Motocicleta,Home,Conductor,29,"Ferit greu","4587911,22","431208,81"
2015S002916,8,"Nou Barris",45,Porta,156702,Horitzontal,"0034 0034",Dissabte,Ds,Laboral,2015,4,Abril,18,07,"No és causa del  vianant",Turismo,Dona,Passatger,25,"Ferit lleu","4587930,35","431566,64"
2015S001428,8,"Nou Barris",45,Porta,108903,"Emili Roca","0052 0052",Dimarts,Dm,Laboral,2015,2,Febrer,24,04,"No és causa del  vianant",Turismo,Dona,Passatger,0,"Ferit lleu","4587113,28","431431,75"
2015S006556,8,"Nou Barris",46,"el Turó de la Peira",103003,"Doctor Pi i Molist","0013 0013",Dilluns,Dl,Laboral,2015,8,Agost,31,08,"No és causa del  vianant",Motocicleta,Home,Conductor,29,"Ferit lleu","4587157,08","431099,98"
2015S006081,8,"Nou Barris",46,"el Turó de la Peira",295403,"Sant Iscle","0034 0036",Dissabte,Ds,Laboral,2015,8,Agost,8,01,"Desobeir el senyal del semàfor",Autobús,Dona,Passatger,56,"Ferit lleu","4587274,02","430985,70"
2015S006081,8,"Nou Barris",46,"el Turó de la Peira",295403,"Sant Iscle","0034 0036",Dissabte,Ds,Laboral,2015,8,Agost,8,01,"Desobeir el senyal del semàfor",Autobús,Dona,Passatger,72,"Ferit lleu","4587274,02","430985,70"
2015S001794,8,"Nou Barris",45,Porta,113404,"Escultor Ordóñez","0099 0099",Diumenge,Dg,Laboral,2015,3,Març,8,07,"No és causa del  vianant",Motocicleta,Home,Conductor,32,"Ferit lleu","4587626,64","431247,07"
2015S004354,8,"Nou Barris",45,Porta,322404,Selva,"0054 0054",Dissabte,Ds,Laboral,2015,6,Juny,6,06,"No és causa del  vianant",Ciclomotor,Home,Conductor,29,"Ferit lleu","4587710,46","431216,85"
2015S002954,8,"Nou Barris",47,"Can Peguera",249100,Pedret,"0009 0009",Dilluns,Dl,Laboral,2015,4,Abril,20,01,"No és causa del  vianant",Turismo,Home,Passatger,37,"Ferit lleu","4587458,25","430670,30"
2015S002954,8,"Nou Barris",47,"Can Peguera",249100,Pedret,"0009 0009",Dilluns,Dl,Laboral,2015,4,Abril,20,01,"No és causa del  vianant",Turismo,Home,Conductor,27,"Ferit lleu","4587458,25","430670,30"
2015S008105,9,"Sant Andreu",61,"la Sagrera",125403,Filipines,"0002 0004",Dimecres,Dc,Laboral,2015,10,Octubre,28,04,"No és causa del  vianant",Motocicleta,Home,Conductor,25,"Ferit lleu","4586358,25","432214,39"
2015S000532,8,"Nou Barris",47,"Can Peguera",184107,Llafranc,"0018 0018",Dijous,Dj,Laboral,2015,1,Gener,22,12,"No és causa del  vianant",Motocicleta,Home,Conductor,25,"Ferit lleu","4587544,29","430498,26"
2015S001293,9,"Sant Andreu",62,"el Congrés i els Indians",282300,"Riera d'Horta","0000 0000",Dijous,Dj,Laboral,2015,2,Febrer,19,10,"No és causa del  vianant",Turismo,Home,Conductor,47,"Ferit lleu","4586753,63","431746,32"
2015S001293,9,"Sant Andreu",62,"el Congrés i els Indians",282300,"Riera d'Horta","0000 0000",Dijous,Dj,Laboral,2015,2,Febrer,19,10,"No és causa del  vianant",Turismo,Home,Passatger,19,"Ferit lleu","4586753,63","431746,32"
2015S008208,9,"Sant Andreu",61,"la Sagrera",233701,Olesa,"0065 0065",Diumenge,Dg,Laboral,2015,11,Novembre,1,11,"No és causa del  vianant",Turismo,Dona,Conductor,41,"Ferit lleu","4586397,60","432055,53"
2015S007688,9,"Sant Andreu",61,"la Sagrera",86108,"Concepción Arenal","0000 0000",Dimarts,Dm,Laboral,2015,10,Octubre,13,08,"No és causa del  vianant",Motocicleta,Dona,Vianant,36,"Ferit lleu","4586574,25","431935,92"
2015S005766,9,"Sant Andreu",61,"la Sagrera",209900,Meridiana,"0337 0337",Diumenge,Dg,Laboral,2015,7,Juliol,26,07,"No és causa del  vianant",Motocicleta,Home,Conductor,48,"Ferit lleu","4586629,78","432014,43"
2015S009336,9,"Sant Andreu",62,"el Congrés i els Indians",121402,"Felip II","0222 0222",Dimecres,Dc,Laboral,2015,12,Desembre,9,01,"No és causa del  vianant",Turismo,Dona,Passatger,55,"Ferit lleu","4586747,66","431446,37"
2015S003014,9,"Sant Andreu",61,"la Sagrera",268604,"Pont del Treball Digne","0028 0028",Dimecres,Dc,Laboral,2015,4,Abril,22,08,"No és causa del  vianant",Ciclomotor,Dona,Conductor,29,"Ferit lleu","4586191,62","432740,83"
2015S003559,9,"Sant Andreu",61,"la Sagrera",209900,Meridiana,0298B0298B,Dissabte,Ds,Laboral,2015,5,Maig,9,09,"No és causa del  vianant",Bicicleta,Home,Conductor,16,"Ferit lleu","4586196,47","432177,63"
2015S004919,9,"Sant Andreu",61,"la Sagrera",297001,"Sant Antoni Maria Claret","0373 0373",Divendres,Dv,Laboral,2015,6,Juny,26,10,"No és causa del  vianant",Motocicleta,Dona,Passatger,12,"Ferit lleu","4586046,31","432212,30"
2015S004990,9,"Sant Andreu",61,"la Sagrera",140407,Garcilaso,"0105 0107",Diumenge,Dg,Laboral,2015,6,Juny,28,09,"No és causa del  vianant",Motocicleta,Dona,Passatger,50,"Ferit lleu","4586240,32","431983,12"
2015S002716,9,"Sant Andreu",61,"la Sagrera",172200,"Juan de Garay","0095 0095",Diumenge,Dg,Laboral,2015,4,Abril,12,09,"No és causa del  vianant",Turismo,Dona,Conductor,30,"Ferit lleu","4586153,80","432034,34"
2015S000975,9,"Sant Andreu",61,"la Sagrera",233701,Olesa,"0072 0072",Diumenge,Dg,Laboral,2015,2,Febrer,8,04,"No és causa del  vianant",Turismo,Home,Conductor,42,"Ferit lleu","4586168,59","432009,53"
2015S006846,9,"Sant Andreu",63,Navas,226400,"Las Navas de Tolosa","0365 0365",Divendres,Dv,Laboral,2015,9,Setembre,11,04,"No és causa del  vianant",Motocicleta,Dona,Conductor,46,"Ferit lleu","4585727,76","431785,75"
2015S006550,9,"Sant Andreu",63,Navas,172200,"Juan de Garay","0096 0096",Dilluns,Dl,Laboral,2015,8,Agost,31,06,"No és causa del  vianant",Ciclomotor,Dona,Conductor,46,"Ferit lleu","4586016,13","432023,56"
2015S006440,9,"Sant Andreu",63,Navas,115603,Espronceda,"0374 0374",Dimecres,Dc,Laboral,2015,8,Agost,26,03,"No és causa del  vianant",Motocicleta,Home,Conductor,53,"Ferit lleu","4585892,16","432031,21"
2015S009732,9,"Sant Andreu",62,"el Congrés i els Indians",255704,"Pinar del Río","0017 0017",Dilluns,Dl,Laboral,2015,12,Desembre,21,10,"No és causa del  vianant",Motocicleta,Home,Conductor,42,"Ferit lleu","4586163,51","431787,66"
2015S000795,9,"Sant Andreu",62,"el Congrés i els Indians",255704,"Pinar del Río","0017 0017",Diumenge,Dg,Laboral,2015,2,Febrer,1,07,"No és causa del  vianant",Motocicleta,Home,Conductor,34,"Ferit lleu","4586163,51","431787,66"
2015S008741,9,"Sant Andreu",62,"el Congrés i els Indians",140407,Garcilaso,"0137 0141",Dijous,Dj,Laboral,2015,11,Novembre,19,12,"No és causa del  vianant",Motocicleta,Dona,Conductor,32,"Ferit lleu","4586264,53","431812,45"
2015S005966,9,"Sant Andreu",63,Navas,89300,Constància,"0007 0007",Dilluns,Dl,Laboral,2015,8,Agost,3,04,"No és causa del  vianant",Turismo,Home,Passatger,3,"Ferit lleu","4585593,45","431646,22"
2015S004598,9,"Sant Andreu",63,Navas,152938,"Torrent de la Guineu","0110 0110",Diumenge,Dg,Laboral,2015,6,Juny,14,07,"No és causa del  vianant",Motocicleta,Home,Conductor,25,"Ferit lleu","4585550,38","432220,48"
2015S002598,9,"Sant Andreu",63,Navas,152938,"Torrent de la Guineu","0110 0110",Dimecres,Dc,Laboral,2015,4,Abril,8,01,"No és causa del  vianant",Motocicleta,Dona,Conductor,29,"Ferit lleu","4585550,38","432220,48"
2015S008799,9,"Sant Andreu",63,Navas,115603,Espronceda,"0348 0348",Dissabte,Ds,Laboral,2015,11,Novembre,21,01,"No és causa del  vianant",Turismo,Home,Conductor,25,"Ferit lleu","4585722,00","432198,96"
2015S002557,9,"Sant Andreu",63,Navas,43900,Bofarull,"0038 0038",Dilluns,Dl,Laboral,2015,4,Abril,6,05,"No és causa del  vianant",Motocicleta,Dona,Conductor,46,"Ferit lleu","4585640,13","432300,42"
2015S002083,9,"Sant Andreu",63,Navas,43900,Bofarull,"0046 0046",Dijous,Dj,Laboral,2015,3,Març,19,12,"No és causa del  vianant",Furgoneta,Home,Passatger,66,"Ferit lleu","4585699,99","432316,91"
2015S008809,9,"Sant Andreu",63,Navas,43900,Bofarull,"0061 0063",Dissabte,Ds,Laboral,2015,11,Novembre,21,06,"No és causa del  vianant",Motocicleta,Home,Conductor,44,"Ferit lleu","4585682,61","432288,87"
2015S005730,9,"Sant Andreu",63,Navas,43900,Bofarull,"0061 0063",Divendres,Dv,Laboral,2015,7,Juliol,24,09,"No és causa del  vianant",Motocicleta,Home,Conductor,35,"Ferit lleu","4585682,61","432288,87"
2015S004897,9,"Sant Andreu",60,"Sant Andreu",322007,Segre,"0106 0112",Dijous,Dj,Laboral,2015,6,Juny,25,12,"No és causa del  vianant",Autobús,Dona,Passatger,54,"Ferit lleu","4587049,59","432836,09"
2015S008112,9,"Sant Andreu",60,"Sant Andreu",157206,"Bonaventura Gispert","0040 0040",Dimecres,Dc,Laboral,2015,10,Octubre,28,09,"No és causa del  vianant",Autobús,Home,Conductor,40,"Ferit lleu","4586755,47","432782,78"
2015S007817,9,"Sant Andreu",63,Navas,241608,Palència,"0028 0032",Diumenge,Dg,Laboral,2015,10,Octubre,18,03,"No és causa del  vianant",Turismo,Dona,Passatger,62,"Ferit lleu","4585522,15","432274,01"
2015S000971,9,"Sant Andreu",63,Navas,241608,Palència,"0028 0032",Diumenge,Dg,Laboral,2015,2,Febrer,8,01,"No és causa del  vianant",Motocicleta,Dona,Passatger,26,"Ferit lleu","4585522,15","432274,01"
2015S008266,9,"Sant Andreu",63,Navas,81603,Clot,"0205 0205",Dimarts,Dm,Laboral,2015,11,Novembre,3,09,"No és causa del  vianant",Ciclomotor,Dona,Conductor,41,"Ferit lleu","4585493,25","432498,98"
2015S009822,9,"Sant Andreu",63,Navas,43900,Bofarull,"0003 0005",Dijous,Dj,Laboral,2015,12,Desembre,24,05,"No és causa del  vianant",Motocicleta,Home,Conductor,23,"Ferit lleu","4585382,76","432204,96"
2015S006793,9,"Sant Andreu",63,Navas,209900,Meridiana,"0212 0212",Dimecres,Dc,Laboral,2015,9,Setembre,9,12,"No és causa del  vianant",Motocicleta,Home,Conductor,27,"Ferit lleu","4585376,14","432167,92"
2015S004529,9,"Sant Andreu",63,Navas,161407,Indústria,"0346 0346",Divendres,Dv,Laboral,2015,6,Juny,12,08,"No és causa del  vianant",Autobús,Dona,Passatger,62,"Ferit lleu","4585615,46","431977,29"
2015S004286,9,"Sant Andreu",63,Navas,161407,Indústria,"0348 0348",Dijous,Dj,Laboral,2015,6,Juny,4,07,"No és causa del  vianant",Taxi,Home,Conductor,35,"Ferit lleu","4585630,30","431993,30"
2015S000847,9,"Sant Andreu",63,Navas,161407,Indústria,"0348 0348",Dimarts,Dm,Laboral,2015,2,Febrer,3,04,"No és causa del  vianant",Motocicleta,Home,Conductor,44,"Ferit lleu","4585630,30","431993,30"
2015S005266,9,"Sant Andreu",63,Navas,226400,"Las Navas de Tolosa","0312 0312",Dimecres,Dc,Laboral,2015,7,Juliol,8,11,"No és causa del  vianant",Motocicleta,Dona,Conductor,36,"Ferit lleu","4585564,46","431977,60"
2015S004064,9,"Sant Andreu",63,Navas,226400,"Las Navas de Tolosa",0312I0312I,Dimarts,Dm,Laboral,2015,5,Maig,26,01,"No és causa del  vianant",Motocicleta,Dona,Conductor,48,"Ferit lleu","4585564,46","431977,60"
2015S004876,9,"Sant Andreu",60,"Sant Andreu",52004,Borriana,"0110 0110",Dimecres,Dc,Laboral,2015,6,Juny,24,02,"No és causa del  vianant",Motocicleta,Home,Conductor,32,"Ferit lleu","4587112,90","432741,44"
2015S002150,9,"Sant Andreu",60,"Sant Andreu",314100,"Santa Coloma","0062 0062",Dissabte,Ds,Laboral,2015,3,Març,21,12,"No és causa del  vianant",Turismo,Dona,Passatger,44,"Ferit lleu","4588875,21","432879,36"
2015S004311,9,"Sant Andreu",60,"Sant Andreu",120807,Favència,"0548 0548",Dijous,Dj,Laboral,2015,6,Juny,4,06,"No és causa del  vianant",Turismo,Home,Conductor,35,"Ferit lleu","4588850,98","432559,69"
2015S005655,9,"Sant Andreu",60,"Sant Andreu",120807,Favència,0560X0560X,Dimecres,Dc,Laboral,2015,7,Juliol,22,05,"No és causa del  vianant",Motocicleta,Home,Conductor,40,"Ferit lleu","4588871,98","432573,99"
2015S006767,9,"Sant Andreu",60,"Sant Andreu",281409,Ribes,"0546 0546",Dimarts,Dm,Laboral,2015,9,Setembre,8,07,"No és causa del  vianant",Motocicleta,Home,Conductor,55,"Ferit lleu","4588790,18","432420,90"
2015S004717,9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu","0474 0474",Dijous,Dj,Laboral,2015,6,Juny,18,06,"No és causa del  vianant",Motocicleta,Home,Passatger,22,"Ferit lleu","4588388,65","432301,07"
2015S004493,9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu","0474 0474",Dimecres,Dc,Laboral,2015,6,Juny,10,11,"No és causa del  vianant",Motocicleta,Dona,Conductor,24,"Ferit lleu","4588388,65","432301,07"
2015S001381,9,"Sant Andreu",60,"Sant Andreu",314100,"Santa Coloma","0017 0017",Diumenge,Dg,Laboral,2015,2,Febrer,22,09,"No és causa del  vianant",Turismo,Home,Vianant,14,"Ferit lleu","4588677,51","432365,07"
2015S001396,9,"Sant Andreu",60,"Sant Andreu",314100,"Santa Coloma","0022 0022",Dilluns,Dl,Laboral,2015,2,Febrer,23,03,"No és causa del  vianant",Turismo,Dona,Vianant,70,"Ferit lleu","4588635,99","432376,31"
2015S008127,9,"Sant Andreu",60,"Sant Andreu",701768,"Sense Nom (339101 701334)","0011 0011",Dijous,Dj,Laboral,2015,10,Octubre,29,01,"Desobeir el senyal del semàfor",Motocicleta,Home,Vianant,74,"Ferit lleu","4588471,23","432564,73"
2015S002212,9,"Sant Andreu",60,"Sant Andreu",701768,"Sense Nom (339101 701334)","0011 0011",Dilluns,Dl,Laboral,2015,3,Març,23,05,"Desobeir el senyal del semàfor",Motocicleta,Home,Vianant,81,"Ferit lleu","4588471,23","432564,73"
2015S003292,9,"Sant Andreu",60,"Sant Andreu",120807,Favència,"0486 0486",Dijous,Dj,Laboral,2015,4,Abril,30,03,"No és causa del  vianant",Turismo,Home,Conductor,55,"Ferit lleu","4588874,88","432311,32"
2015S001231,9,"Sant Andreu",60,"Sant Andreu",120807,Favència,"0518 0518",Dimecres,Dc,Laboral,2015,2,Febrer,18,09,"No és causa del  vianant",Turismo,Dona,Conductor,24,"Ferit lleu","4588874,88","432311,32"
2015S006888,9,"Sant Andreu",60,"Sant Andreu",339101,"Torras i Bages","0154 0154",Dilluns,Dl,Laboral,2015,9,Setembre,14,07,"No és causa del  vianant",Motocicleta,Home,Conductor,46,"Ferit lleu","4588656,38","432500,06"
2015S005774,9,"Sant Andreu",60,"Sant Andreu",339101,"Torras i Bages","0158 0158",Dilluns,Dl,Laboral,2015,7,Juliol,27,10,"No és causa del  vianant","Camión <= 3,5 Tm",Home,Conductor,30,"Ferit lleu","4588656,38","432500,06"
2015S005774,9,"Sant Andreu",60,"Sant Andreu",339101,"Torras i Bages","0158 0158",Dilluns,Dl,Laboral,2015,7,Juliol,27,10,"No és causa del  vianant",Furgoneta,Home,Conductor,32,"Ferit lleu","4588656,38","432500,06"
2015S008527,9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu","0495 0497",Dijous,Dj,Laboral,2015,11,Novembre,12,08,"No és causa del  vianant",Motocicleta,Home,Conductor,62,"Ferit lleu","4588477,06","432282,77"
2015S007784,9,"Sant Andreu",60,"Sant Andreu",701587,Primavera,"0010 0010",Divendres,Dv,Laboral,2015,10,Octubre,16,06,"No és causa del  vianant",Turismo,Dona,Conductor,47,"Ferit lleu","4588823,32","432326,89"
2015S003897,9,"Sant Andreu",60,"Sant Andreu",116107,Estació,0010B0010B,Dimecres,Dc,Laboral,2015,5,Maig,20,06,"No és causa del  vianant",Turismo,Dona,Passatger,71,"Ferit lleu","4587668,25","432679,04"
2015S009256,9,"Sant Andreu",60,"Sant Andreu",168406,Jorba,0054A0054A,Dissabte,Ds,Laboral,2015,12,Desembre,5,06,"No és causa del  vianant",Turismo,Home,Passatger,35,"Ferit lleu","4587690,67","432147,13"
2015S001964,9,"Sant Andreu",60,"Sant Andreu",168406,Jorba,0054A0054A,Dissabte,Ds,Laboral,2015,3,Març,14,05,"No és causa del  vianant",Bicicleta,Home,Conductor,17,"Ferit lleu","4587690,67","432147,13"
2015S002608,9,"Sant Andreu",60,"Sant Andreu",306907,"Sant Marià","0021 0021",Dimecres,Dc,Laboral,2015,4,Abril,8,05,"No és causa del  vianant",Motocicleta,Dona,Conductor,41,"Ferit lleu","4587730,25","432315,73"
2015S002422,9,"Sant Andreu",60,"Sant Andreu",306907,"Sant Marià","0021 0021",Dilluns,Dl,Laboral,2015,3,Març,30,09,"No és causa del  vianant",Motocicleta,Home,Conductor,31,"Ferit lleu","4587730,25","432315,73"
2015S008962,9,"Sant Andreu",60,"Sant Andreu",86108,"Concepción Arenal","0275 0275",Dijous,Dj,Laboral,2015,11,Novembre,26,07,"No és causa del  vianant",Bicicleta,Home,Conductor,33,"Ferit lleu","4587278,89","431935,49"
2015S008283,9,"Sant Andreu",60,"Sant Andreu",86108,"Concepción Arenal","0261 0265",Dimecres,Dc,Laboral,2015,11,Novembre,4,03,"No és causa del  vianant",Turismo,Home,Passatger,32,"Ferit lleu","4587228,36","431940,43"
2015S003931,9,"Sant Andreu",60,"Sant Andreu",91403,Coroleu,"0060 0060",Dijous,Dj,Laboral,2015,5,Maig,21,07,"No és causa del  vianant",Ciclomotor,Home,Conductor,32,"Ferit lleu","4587362,97","432054,70"
2015S004017,9,"Sant Andreu",60,"Sant Andreu",91403,Coroleu,"0060 0060",Diumenge,Dg,Laboral,2015,5,Maig,24,07,"No és causa del  vianant",Motocicleta,Home,Conductor,21,"Ferit lleu","4587362,97","432054,70"
2015S001072,9,"Sant Andreu",60,"Sant Andreu",91403,Coroleu,"0060 0060",Dimecres,Dc,Laboral,2015,2,Febrer,11,06,"No és causa del  vianant",Turismo,Dona,Passatger,2,"Ferit lleu","4587362,97","432054,70"
2015S002767,9,"Sant Andreu",60,"Sant Andreu",163209,Irlanda,"0020 0020",Dimarts,Dm,Laboral,2015,4,Abril,14,03,"No és causa del  vianant",Motocicleta,Home,Conductor,42,"Ferit lleu","4587182,87","432142,01"
2015S002677,9,"Sant Andreu",60,"Sant Andreu",163209,Irlanda,"0020 0020",Divendres,Dv,Laboral,2015,4,Abril,10,08,"No és causa del  vianant",Ciclomotor,Dona,Conductor,21,"Ferit lleu","4587182,87","432142,01"
2015S008373,9,"Sant Andreu",60,"Sant Andreu",235605,"Ignasi Iglésias","0055 0055",Divendres,Dv,Laboral,2015,11,Novembre,6,01,"No és causa del  vianant",Turismo,Home,Vianant,71,"Ferit lleu","4587420,25","432192,57"
2015S001634,9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu","0147 0147",Dimarts,Dm,Laboral,2015,3,Març,3,08,"No és causa del  vianant",Motocicleta,Dona,Conductor,35,"Ferit lleu","4587229,21","432352,59"
2015S002606,9,"Sant Andreu",60,"Sant Andreu",364109,Vintró,"0018 0018",Dimecres,Dc,Laboral,2015,4,Abril,8,04,"No és causa del  vianant",Ciclomotor,Home,Conductor,22,"Ferit lleu","4587521,98","432255,98"
2015S003216,9,"Sant Andreu",60,"Sant Andreu",227301,Neopàtria,"0149 0151",Dimarts,Dm,Laboral,2015,4,Abril,28,04,"No és causa del  vianant",Taxi,Dona,Passatger,58,"Ferit lleu","4586833,67","432411,99"
2015S007408,9,"Sant Andreu",57,"la Trinitat Vella",365600,"Mare de Déu de Lorda","0002 0010",Dissabte,Ds,Laboral,2015,10,Octubre,3,08,"No és causa del  vianant",Turismo,Home,Conductor,63,"Ferit lleu","4589263,42","432542,24"
2015S006777,9,"Sant Andreu",57,"la Trinitat Vella",365600,"Mare de Déu de Lorda","0016 0018",Dimecres,Dc,Laboral,2015,9,Setembre,9,07,"No és causa del  vianant",Motocicleta,Home,Conductor,39,"Ferit lleu","4589293,90","432555,29"
2015S009456,9,"Sant Andreu",57,"la Trinitat Vella",365600,"Mare de Déu de Lorda","0034 0034",Dissabte,Ds,Laboral,2015,12,Desembre,12,03,"No és causa del  vianant",Motocicleta,Home,Conductor,68,"Ferit lleu","4589335,87","432583,09"
2015S007623,9,"Sant Andreu",57,"la Trinitat Vella",338743,Torné,"0018 0018",Dissabte,Ds,Laboral,2015,10,Octubre,10,06,"No és causa del  vianant",Turismo,Dona,Vianant,11,"Ferit lleu","4589113,66","432560,75"
2015S007623,9,"Sant Andreu",57,"la Trinitat Vella",338743,Torné,"0018 0018",Dissabte,Ds,Laboral,2015,10,Octubre,10,06,"No és causa del  vianant",Turismo,Dona,Passatger,44,"Ferit lleu","4589113,66","432560,75"
2015S004210,9,"Sant Andreu",57,"la Trinitat Vella",338743,Torné,"0018 0018",Dilluns,Dl,Laboral,2015,6,Juny,1,07,"No és causa del  vianant",Furgoneta,Home,Conductor,52,"Ferit lleu","4589113,66","432560,75"
2015S004210,9,"Sant Andreu",57,"la Trinitat Vella",338743,Torné,"0018 0018",Dilluns,Dl,Laboral,2015,6,Juny,1,07,"No és causa del  vianant",Turismo,Dona,Conductor,27,"Ferit lleu","4589113,66","432560,75"
2015S000674,9,"Sant Andreu",57,"la Trinitat Vella",338743,Torné,"0022 0022",Dimecres,Dc,Laboral,2015,1,Gener,28,06,"No és causa del  vianant",Motocicleta,Home,Conductor,50,"Ferit lleu","4589112,37","432586,23"
2015S004478,9,"Sant Andreu",57,"la Trinitat Vella",34400,Bàrcino,"0105 0107",Dimecres,Dc,Laboral,2015,6,Juny,10,12,"No és causa del  vianant",Ciclomotor,Home,Conductor,37,"Ferit lleu","4589035,26","432654,50"
2015S002956,9,"Sant Andreu",58,"Baró de Viver",80101,"Ciutat d'Asunción","0090 0090",Dilluns,Dl,Laboral,2015,4,Abril,20,03,"No és causa del  vianant",Motocicleta,Home,Conductor,65,"Ferit lleu","4588943,25","433133,70"
2015S005880,9,"Sant Andreu",57,"la Trinitat Vella",239606,"Pare Pérez del Pulgar","0113 0113",Dijous,Dj,Laboral,2015,7,Juliol,30,08,"No és causa del  vianant",Motocicleta,Home,Conductor,38,"Ferit lleu","4589583,10","432689,42"
2015S006129,9,"Sant Andreu",57,"la Trinitat Vella",187400,Madriguera,"0025 0025",Dilluns,Dl,Laboral,2015,8,Agost,10,04,"No és causa del  vianant",Turismo,Home,Conductor,62,"Ferit lleu","4589180,44","432586,35"
