epoch,loss,mse
0,0.8315315246582031,0.8315315246582031
1,0.3256387710571289,0.3256387710571289
2,0.29003220796585083,0.29003220796585083
3,0.28708502650260925,0.28708502650260925
4,0.2883928418159485,0.2883928418159485
5,0.2853005528450012,0.2853005528450012
6,0.28610846400260925,0.28610846400260925
7,0.2878926992416382,0.2878926992416382
8,0.28701865673065186,0.28701865673065186
9,0.28322306275367737,0.28322306275367737
10,0.28506773710250854,0.28506773710250854
11,0.2851789593696594,0.2851789593696594
12,0.28213438391685486,0.28213438391685486
13,0.2833714783191681,0.2833714783191681
14,0.28324463963508606,0.28324463963508606
15,0.2826649248600006,0.2826649248600006
16,0.2820194661617279,0.2820194661617279
17,0.28342971205711365,0.28342971205711365
18,0.2827700078487396,0.2827700078487396
19,0.27853822708129883,0.27853822708129883
20,0.2816220223903656,0.2816220223903656
21,0.2815077602863312,0.2815077602863312
22,0.28043875098228455,0.28043875098228455
23,0.2800399661064148,0.2800399661064148
24,0.27831801772117615,0.27831801772117615
25,0.2788557708263397,0.2788557708263397
26,0.27916648983955383,0.27916648983955383
27,0.27941522002220154,0.27941522002220154
28,0.27738794684410095,0.27738794684410095
29,0.279096394777298,0.279096394777298
30,0.2792389392852783,0.2792389392852783
31,0.27971458435058594,0.27971458435058594
32,0.2785012125968933,0.2785012125968933
33,0.27439433336257935,0.27439433336257935
34,0.2758592367172241,0.2758592367172241
35,0.2776896059513092,0.2776896059513092
36,0.27582603693008423,0.27582603693008423
37,0.27580949664115906,0.27580949664115906
38,0.27433788776397705,0.27433788776397705
39,0.2719781994819641,0.2719781994819641
40,0.2747885584831238,0.2747885584831238
41,0.27740976214408875,0.27740976214408875
42,0.27149176597595215,0.27149176597595215
43,0.27374380826950073,0.27374380826950073
44,0.27408531308174133,0.27408531308174133
45,0.2758370041847229,0.2758370041847229
46,0.27355295419692993,0.27355295419692993
47,0.27037322521209717,0.27037322521209717
48,0.27422237396240234,0.27422237396240234
49,0.2721896469593048,0.2721896469593048
50,0.2727350890636444,0.2727350890636444
51,0.2732667326927185,0.2732667326927185
52,0.27174273133277893,0.27174273133277893
53,0.271928995847702,0.271928995847702
54,0.2719431519508362,0.2719431519508362
55,0.27020063996315,0.27020063996315
56,0.2709895968437195,0.2709895968437195
57,0.27102044224739075,0.27102044224739075
58,0.2697734832763672,0.2697734832763672
59,0.2715443968772888,0.2715443968772888
60,0.2695724368095398,0.2695724368095398
61,0.27031370997428894,0.27031370997428894
62,0.27147266268730164,0.27147266268730164
63,0.26905182003974915,0.26905182003974915
64,0.2661098539829254,0.2661098539829254
65,0.26657626032829285,0.26657626032829285
66,0.2691243290901184,0.2691243290901184
67,0.26787927746772766,0.26787927746772766
68,0.2655264437198639,0.2655264437198639
69,0.26702582836151123,0.26702582836151123
70,0.26898321509361267,0.26898321509361267
71,0.2632942199707031,0.2632942199707031
72,0.26647213101387024,0.26647213101387024
73,0.2670174837112427,0.2670174837112427
74,0.2658761441707611,0.2658761441707611
75,0.262527734041214,0.262527734041214
76,0.26559025049209595,0.26559025049209595
77,0.2671724557876587,0.2671724557876587
78,0.26312339305877686,0.26312339305877686
79,0.26505744457244873,0.26505744457244873
80,0.2669520974159241,0.2669520974159241
81,0.26466742157936096,0.26466742157936096
82,0.26565492153167725,0.26565492153167725
83,0.26412755250930786,0.26412755250930786
84,0.26211467385292053,0.26211467385292053
85,0.2651618421077728,0.2651618421077728
86,0.26297882199287415,0.26297882199287415
87,0.26536014676094055,0.26536014676094055
88,0.2613367438316345,0.2613367438316345
89,0.2610470950603485,0.2610470950603485
90,0.26477229595184326,0.26477229595184326
91,0.2610023021697998,0.2610023021697998
92,0.2600772976875305,0.2600772976875305
