"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal","Descripcio_dia_setmana","Dia_setmana","Descripcio_tipus_dia","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_vianant","Descripcio_tipus_vehicle","Descripcio_model","Descripcio_marca","Descripcio_color","Descripcio_carnet","Antiguitat_carnet","Coordenada_UTM_X","Coordenada_UTM_Y","Latitud","Longitud"
"2020S000001    ",7,"Horta-Guinardó",36,"la Font d'en Fargues",194406,"Maragall","0353 0355","Dimecres","Dc","Laboral",2020,1,"Gener",1,0,"Nit","No és causa del  vianant","Turisme","C4 CACTUS BLUEHDI 100","CITROEN","Desconegut","B",4,"430501.45","4586751.53","41.42747394","2.16711584"
"2020S000002    ",3,"Sants-Montjuïc",16,"la Bordeta",169409,"Corts Catalanes","0203 0203","Dimecres","Dc","Laboral",2020,1,"Gener",1,2,"Nit","Desobeir el senyal del semàfor","Taxi","V 220 D","MERCEDES-BENZ","Negre/Groc","B",11,"428225.71","4580279.72","41.368984627","2.14065026"
"2020S000003    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",320704,"Sarrià","0018 0018","Dimecres","Dc","Laboral",2020,1,"Gener",1,2,"Nit","No és causa del  vianant","Motocicleta","YP250R","YAMAHA","Negre","A",24,"428532.59","4582672.59","41.390563692","2.14403698"
"2020S000003    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",320704,"Sarrià","0018 0018","Dimecres","Dc","Laboral",2020,1,"Gener",1,2,"Nit","No és causa del  vianant","Turisme","LODGY","DACIA","Negre/Groc","B",9,"428532.59","4582672.59","41.390563692","2.14403698"
"2020S000004    ",4,"Les Corts",19,"les Corts",101904,"Doctor Fleming","0002 0002","Dimecres","Dc","Laboral",2020,1,"Gener",1,6,"Matí","No és causa del  vianant","Turisme","LEON","SEAT","Gris","B",4,"427929.13","4582767.09","41.391360941","2.13680838"
"2020S000004    ",4,"Les Corts",19,"les Corts",101904,"Doctor Fleming","0002 0002","Dimecres","Dc","Laboral",2020,1,"Gener",1,6,"Matí","No és causa del  vianant","Taxi","TOLEDO ECOMOTIVE","SEAT","Negre/Groc","B",19,"427929.13","4582767.09","41.391360941","2.13680838"
"2020S000005    ",2,"Eixample",7,"la Dreta de l'Eixample",309406,"Sant Pere","0029 0029","Dimecres","Dc","Laboral",2020,1,"Gener",1,4,"Nit","Altres","Ciclomotor","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","431157.87","4582598.57","41.390126129","2.17544381"
"2020S000006    ",3,"Sants-Montjuïc",17,"Sants - Badal",312400,"Sants","0351 0355","Dimecres","Dc","Laboral",2020,1,"Gener",1,10,"Matí","No és causa del  vianant","Turisme","XSARA 16I EXCL 5P","CITROEN","Gris","Desconegut","Desconegut","427018.47","4581015.94","41.375506869","2.12612787"
"2020S000007    ",9,"Sant Andreu",60,"Sant Andreu",209900,"Meridiana","0456 0456","Dimecres","Dc","Laboral",2020,1,"Gener",1,13,"Matí","No és causa del  vianant","Motocicleta","TWEET 125","PEUGEOT","Desconegut","B","Desconegut","431931.99","4587522.49","41.434540282","2.18414801"
"2020S000007    ",9,"Sant Andreu",60,"Sant Andreu",209900,"Meridiana","0456 0456","Dimecres","Dc","Laboral",2020,1,"Gener",1,13,"Matí","No és causa del  vianant","Turisme","XSARA 19TD IMAGE","CITROEN","Verd","B",50,"431931.99","4587522.49","41.434540282","2.18414801"
"2020S000008    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",315500,"Santa Eulàlia","0023A0023A","Dimecres","Dc","Laboral",2020,1,"Gener",1,14,"Tarda","No és causa del  vianant","Autobús","O 530","MERCEDES-BENZ","Vermell","D",10,"426049.39","4584165.47","41.403784796","2.11415576"
"2020S000009    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0286 0286","Dimecres","Dc","Laboral",2020,1,"Gener",1,14,"Tarda","No és causa del  vianant","Motocicleta","SH 125","HONDA","Blanc","B",7,"430435.12","4582966.26","41.393375576","2.16675750"
"2020S000009    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0286 0286","Dimecres","Dc","Laboral",2020,1,"Gener",1,14,"Tarda","No és causa del  vianant","Turisme","LEON 1.6 5V","SEAT","Gris","B",3,"430435.12","4582966.26","41.393375576","2.16675750"
"2020S000010    ",10,"Sant Martí",73,"la Verneda i la Pau",60807,"Cantàbria","0074 0074","Dimecres","Dc","Laboral",2020,1,"Gener",1,18,"Tarda","No és causa del  vianant","Motocicleta","MTN850-A (MT-09 ABS)","YAMAHA","Gris","A",4,"433207.58","4586347.25","41.424062416","2.19954443"
"2020S000010    ",10,"Sant Martí",73,"la Verneda i la Pau",60807,"Cantàbria","0074 0074","Dimecres","Dc","Laboral",2020,1,"Gener",1,18,"Tarda","No és causa del  vianant","Turisme","ONE","MINI","Vermell","B",3,"433207.58","4586347.25","41.424062416","2.19954443"
"2020S000011    ",9,"Sant Andreu",60,"Sant Andreu",209900,"Meridiana","0450 0454","Dimecres","Dc","Laboral",2020,1,"Gener",1,17,"Tarda","No és causa del  vianant","Turisme","ASTRA","OPEL","Desconegut","B",27,"431930.41","4587485.64","41.434208253","2.18413325"
"2020S000012    ",3,"Sants-Montjuïc",13,"la Marina de Port",169409,"Corts Catalanes","0186 0186","Dimecres","Dc","Laboral",2020,1,"Gener",1,21,"Tarda","No és causa del  vianant","Motocicleta","CBR125R","HONDA","Altres","A",20,"428132.8","4580116.76","41.367508608","2.13955875"
"2020S000012    ",3,"Sants-Montjuïc",13,"la Marina de Port",169409,"Corts Catalanes","0186 0186","Dimecres","Dc","Laboral",2020,1,"Gener",1,21,"Tarda","No és causa del  vianant","Turisme","C 220 D","MERCEDES-BENZ","Blanc","B","Desconegut","428132.8","4580116.76","41.367508608","2.13955875"
"2020S000013    ",7,"Horta-Guinardó",43,"Horta",69109,"Cartellà","0175 0175","Dimecres","Dc","Laboral",2020,1,"Gener",1,22,"Nit","No és causa del  vianant","Ciclomotor","JET SPORT 50","S.Y.M","Blau","B",6,"430312.14","4587069.31","41.430319654","2.16481375"
"2020S000014    ",9,"Sant Andreu",61,"la Sagrera",292507,"Gran de la Sagrera","0087 0087","Dijous","Dj","Laboral",2020,1,"Gener",2,0,"Nit","No és causa del  vianant","Motocicleta","CITYCOM 300","S.Y.M","Blanc","A2",1,"432495.23","4586217.01","41.422829809","2.19103482"
"2020S000014    ",9,"Sant Andreu",61,"la Sagrera",292507,"Gran de la Sagrera","0087 0087","Dijous","Dj","Laboral",2020,1,"Gener",2,0,"Nit","No és causa del  vianant","Turisme","X1 SDRIVE18D","BMW","Gris","B",18,"432495.23","4586217.01","41.422829809","2.19103482"
"2020S000015    ",9,"Sant Andreu",58,"Baró de Viver",701497,"B-10 (Llobregat)",40000,"Dijous","Dj","Laboral",2020,1,"Gener",2,8,"Matí","No és causa del  vianant","Motocicleta","ST 1300","HONDA","Blanc","A",23,"433346.77",4589084,"41.448723046","2.20090798"
"2020S000015    ",9,"Sant Andreu",58,"Baró de Viver",701497,"B-10 (Llobregat)",40000,"Dijous","Dj","Laboral",2020,1,"Gener",2,8,"Matí","No és causa del  vianant","Turisme","CORSA-E","OPEL","Blanc","B",30,"433346.77",4589084,"41.448723046","2.20090798"
"2020S000016    ",7,"Horta-Guinardó",37,"el Carmel",325504,"Sigüenza","0076 0076","Dimecres","Dc","Laboral",2020,1,"Gener",1,21,"Tarda","No és causa del  vianant","Motocicleta","SYMPHONY 125 SR","S.Y.M","Blau","A",15,"429316.61","4586333.62","41.42360655","2.15298602"
"2020S000016    ",7,"Horta-Guinardó",37,"el Carmel",325504,"Sigüenza","0076 0076","Dimecres","Dc","Laboral",2020,1,"Gener",1,21,"Tarda","No és causa del  vianant","Motocicleta","NSC110MPD","HONDA","Desconegut","B",5,"429316.61","4586333.62","41.42360655","2.15298602"
"2020S000017    ",3,"Sants-Montjuïc",13,"la Marina de Port",169409,"Corts Catalanes","0156V0156V","Dijous","Dj","Laboral",2020,1,"Gener",2,12,"Matí","No és causa del  vianant","Turisme","GLA 200","MERCEDES","Gris","B",10,"427981.21","4579963.82","41.366117574","2.13776456"
"2020S000017    ",3,"Sants-Montjuïc",13,"la Marina de Port",169409,"Corts Catalanes","0156V0156V","Dijous","Dj","Laboral",2020,1,"Gener",2,12,"Matí","No és causa del  vianant","Motocicleta","SH 150","HONDA","Verd","A2",35,"427981.21","4579963.82","41.366117574","2.13776456"
"2020S000018    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",44709,"Bonanova","0088 0088","Dijous","Dj","Laboral",2020,1,"Gener",2,14,"Tarda","No és causa del  vianant","Turisme","A3 SPORTBACK","AUDI","Blanc","B",2,"426893.17","4583918.34","41.401636216","2.12427918"
"2020S000018    ",5,"Sarrià-Sant Gervasi",23,"Sarrià",44709,"Bonanova","0088 0088","Dijous","Dj","Laboral",2020,1,"Gener",2,14,"Tarda","No és causa del  vianant","Motocicleta","FES 125","HONDA","Negre","B",31,"426893.17","4583918.34","41.401636216","2.12427918"
"2020S000019    ",3,"Sants-Montjuïc",13,"la Marina de Port",135203,"Foc","0085 0085","Dijous","Dj","Laboral",2020,1,"Gener",2,16,"Tarda","No és causa del  vianant","Motocicleta","SH125AD","HONDA","Blanc","B",6,"428358.19","4578917.18","41.356724483","2.14239521"
"2020S000019    ",3,"Sants-Montjuïc",13,"la Marina de Port",135203,"Foc","0085 0085","Dijous","Dj","Laboral",2020,1,"Gener",2,16,"Tarda","No és causa del  vianant","Turisme","406 4P SVDT 2.0","PEUGEOT","Desconegut","B",11,"428358.19","4578917.18","41.356724483","2.14239521"
"2020S000020    ",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",194406,"Maragall","0334B0334B","Dijous","Dj","Laboral",2020,1,"Gener",2,16,"Tarda","No és causa del  vianant","Motocicleta","JOYMAX 125I SPORT","S.Y.M","Desconegut","B",2,"430530.43","4586772.29","41.427663426","2.16746025"
"2020S000020    ",8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",194406,"Maragall","0334B0334B","Dijous","Dj","Laboral",2020,1,"Gener",2,16,"Tarda","No és causa del  vianant","Turisme","318D","BMW","Desconegut","B",12,"430530.43","4586772.29","41.427663426","2.16746025"
"2020S000021    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Aragó","0041 0041","Dijous","Dj","Laboral",2020,1,"Gener",2,16,"Tarda","No és causa del  vianant","Furgoneta","VITO FURGÓN 111 CDI","MERCEDES-BENZ","Blanc","B",22,"428886.09","4581486.26","41.37991018","2.14840415"
"2020S000021    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Aragó","0041 0041","Dijous","Dj","Laboral",2020,1,"Gener",2,16,"Tarda","No és causa del  vianant","Motocicleta","YAGER GT 300","KYMCO","Gris","A2",11,"428886.09","4581486.26","41.37991018","2.14840415"
"2020S000022    ",1,"Ciutat Vella",2,"el Barri Gòtic",177101,"Laietana","0059 0059","Dijous","Dj","Laboral",2020,1,"Gener",2,14,"Tarda","No és causa del  vianant","Turisme","FIAT TIPO","FIAT","Negre/Groc","B",26,"431008.75","4582322.7","41.387628665","2.17369178"
"2020S000023    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0600 0600","Dijous","Dj","Laboral",2020,1,"Gener",2,19,"Tarda","No és causa del  vianant","Ciclomotor","PEOPLE 50","KYMCO","Negre","AM",26,"430291.57","4582229.49","41.386727286","2.16512540"
"2020S000023    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0600 0600","Dijous","Dj","Laboral",2020,1,"Gener",2,19,"Tarda","No és causa del  vianant","Turisme","E 350 CDI","MERCEDES-BENZ","Negre","B1",2,"430291.57","4582229.49","41.386727286","2.16512540"
"2020S000024    ",2,"Eixample",6,"la Sagrada Família",105304,"Dos de Maig","0267 0267","Dijous","Dj","Laboral",2020,1,"Gener",2,16,"Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","ES DESCONEIX","Desconegut","Desconegut","Desconegut","431556.95","4584619.83","41.408365094","2.17998818"
"2020S000024    ",2,"Eixample",6,"la Sagrada Família",105304,"Dos de Maig","0267 0267","Dijous","Dj","Laboral",2020,1,"Gener",2,16,"Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor"," ","JOYOR","Negre","Sense permís","Desconegut","431556.95","4584619.83","41.408365094","2.17998818"
"2020S000025    ",9,"Sant Andreu",57,"la Trinitat Vella",314100,"Santa Coloma","0099 0099","Dijous","Dj","Laboral",2020,1,"Gener",2,19,"Tarda","No és causa del  vianant","Furgoneta","INCA 1.9 SDI","SEAT","Blanc","B",2,"433025.66","4588976.11","41.447724573","2.19707601"
"2020S000025    ",9,"Sant Andreu",57,"la Trinitat Vella",314100,"Santa Coloma","0099 0099","Dijous","Dj","Laboral",2020,1,"Gener",2,19,"Tarda","No és causa del  vianant","Turisme","A 180","MERCEDES","Vermell","B",22,"433025.66","4588976.11","41.447724573","2.19707601"
"2020S000026    ",2,"Eixample",10,"Sant Antoni",349207,"Universitat","9999 9999","Dijous","Dj","Laboral",2020,1,"Gener",2,19,"Tarda","No és causa del  vianant","Motocicleta","KTM 790 DUKE L","KTM","Desconegut","B",12,"430201.14","4582101.46","41.385566314","2.16405868"
"2020S000026    ",2,"Eixample",10,"Sant Antoni",349207,"Universitat","9999 9999","Dijous","Dj","Laboral",2020,1,"Gener",2,19,"Tarda","No és causa del  vianant","Motocicleta","SH 125","HONDA","Desconegut","B",5,"430201.14","4582101.46","41.385566314","2.16405868"
"2020S000027    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0521 0521","Dijous","Dj","Laboral",2020,1,"Gener",2,19,"Tarda","No és causa del  vianant","Ciclomotor","ES2","ASKOLL","Blanc","B",11,"431622.79","4584356.24","41.405996627","2.18080564"
"2020S000027    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0521 0521","Dijous","Dj","Laboral",2020,1,"Gener",2,19,"Tarda","No és causa del  vianant","Ciclomotor","ES2","ASKOLL","Blanc","B",13,"431622.79","4584356.24","41.405996627","2.18080564"
"2020S000028    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",363809,"Villarroel","0155 0155","Dijous","Dj","Laboral",2020,1,"Gener",2,18,"Tarda","No és causa del  vianant","Turisme","Q2","AUDI","Gris","B",41,"429325.57","4582322.85","41.387483811","2.15356183"
"2020S000029    ",3,"Sants-Montjuïc",17,"Sants - Badal",701434,"Mig (Descendent)",160000,"Dijous","Dj","Laboral",2020,1,"Gener",2,21,"Tarda","No és causa del  vianant","Motocicleta","NSC110MPD","HONDA","granate","B",15,"427269.21","4581410.68","41.379084854","2.12907861"
"2020S000029    ",3,"Sants-Montjuïc",17,"Sants - Badal",701434,"Mig (Descendent)",160000,"Dijous","Dj","Laboral",2020,1,"Gener",2,21,"Tarda","No és causa del  vianant","Turisme","TOYOTA RAV4","TOYOTA","Vermell","B",31,"427269.21","4581410.68","41.379084854","2.12907861"
"2020S000030    ",3,"Sants-Montjuïc",14,"la Font de la Guatlla",301608,"Sant Fructuós","0024 0024","Dijous","Dj","Laboral",2020,1,"Gener",2,21,"Tarda","No és causa del  vianant","Turisme","ARONA","SEAT","Desconegut","B",32,"428772.34","4580594.87","41.371871663","2.14714873"
"2020S000030    ",3,"Sants-Montjuïc",14,"la Font de la Guatlla",301608,"Sant Fructuós","0024 0024","Dijous","Dj","Laboral",2020,1,"Gener",2,21,"Tarda","No és causa del  vianant","Motocicleta","NSS125AD","HONDA","Negre","A",1,"428772.34","4580594.87","41.371871663","2.14714873"
"2020S000031    ",3,"Sants-Montjuïc",16,"la Bordeta",169409,"Corts Catalanes","0181X0181X","Divendres","Dv","Laboral",2020,1,"Gener",3,6,"Matí","No és causa del  vianant","Turisme","FIESTA","FORD","Blanc","B",15,"428120.05","4580176.09","41.368041834","2.13939928"
"2020S000031    ",3,"Sants-Montjuïc",16,"la Bordeta",169409,"Corts Catalanes","0181X0181X","Divendres","Dv","Laboral",2020,1,"Gener",3,6,"Matí","No és causa del  vianant","Motocicleta","SYMPHONY 125 SR","S.Y.M","Gris","B",3,"428120.05","4580176.09","41.368041834","2.13939928"
"2020S000032    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0647 0647","Divendres","Dv","Laboral",2020,1,"Gener",3,8,"Matí","Transitar a peu per la calçada","Turisme","LEON","SEAT","Gris","B",6,"426117.83","4582064.97","41.384872816","2.11523085"
"2020S000033    ",6,"Gràcia",31,"la Vila de Gràcia",138405,"Gal·la Placídia","0002 0002","Divendres","Dv","Laboral",2020,1,"Gener",3,11,"Matí","No és causa del  vianant","Motocicleta","SYMPHONY 125 ST LC","S.Y.M","Gris","B",14,"429346.83","4583589.77","41.398896387","2.15366820"
"2020S000033    ",6,"Gràcia",31,"la Vila de Gràcia",138405,"Gal·la Placídia","0002 0002","Divendres","Dv","Laboral",2020,1,"Gener",3,11,"Matí","No és causa del  vianant","Camió rígid <= 3,5 tones","35C15","TECNOVE FIBERGLASS","Vermell","B",17,"429346.83","4583589.77","41.398896387","2.15366820"
"2020S000034    ",10,"Sant Martí",70,"el Besòs i el Maresme",701265,"Litoral (Besòs)",540000,"Divendres","Dv","Laboral",2020,1,"Gener",3,12,"Matí","No és causa del  vianant","Turisme","FIESTA","FORD","Negre","B",4,"435063.16","4584821.23","41.410470132","2.22191281"
"2020S000034    ",10,"Sant Martí",70,"el Besòs i el Maresme",701265,"Litoral (Besòs)",540000,"Divendres","Dv","Laboral",2020,1,"Gener",3,12,"Matí","No és causa del  vianant","Furgoneta","LT 35","VOLKSWAGEN","Verd","B",11,"435063.16","4584821.23","41.410470132","2.22191281"
"2020S000035    ",8,"Nou Barris",45,"Porta",289852,"Rosselló i Porcel","0002 0002","Divendres","Dv","Laboral",2020,1,"Gener",3,12,"Matí","No és causa del  vianant","Veh. mobilitat personal amb motor","M-365","XIAOMI","Blanc","Sense permís","Desconegut","431855.93","4587772.72","41.436787563","2.18320948"
"2020S000035    ",8,"Nou Barris",45,"Porta",289852,"Rosselló i Porcel","0002 0002","Divendres","Dv","Laboral",2020,1,"Gener",3,12,"Matí","No és causa del  vianant","Motocicleta","GRAND DINK 125","KYMCO","Gris","B",43,"431855.93","4587772.72","41.436787563","2.18320948"
"2020S000036    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",28000,"Augusta","0320 0322","Divendres","Dv","Laboral",2020,1,"Gener",3,13,"Matí","No és causa del  vianant","Turisme","CAPTUR","RENAULT","Blanc","B",5,427013,"4583581.84","41.398616397","2.12575316"
"2020S000036    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",28000,"Augusta","0320 0322","Divendres","Dv","Laboral",2020,1,"Gener",3,13,"Matí","No és causa del  vianant","Turisme","GOLF","VOLKSWAGEN","Negre","B",3,427013,"4583581.84","41.398616397","2.12575316"
"2020S000036    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",28000,"Augusta","0320 0322","Divendres","Dv","Laboral",2020,1,"Gener",3,13,"Matí","No és causa del  vianant","Turisme","ALTEA 1.9","SEAT","Vermell","B",38,427013,"4583581.84","41.398616397","2.12575316"
"2020S000037    ",3,"Sants-Montjuïc",18,"Sants",312400,"Sants","0071 0073","Divendres","Dv","Laboral",2020,1,"Gener",3,13,"Matí","No és causa del  vianant","Motocicleta","LIBERTY 125 RST","PIAGGIO","Blau","B",10,"427963.11","4580979.18","41.375260945","2.13742746"
"2020S000037    ",3,"Sants-Montjuïc",18,"Sants",312400,"Sants","0071 0073","Divendres","Dv","Laboral",2020,1,"Gener",3,13,"Matí","No és causa del  vianant","Turisme","A3 1.8","AUDI","Gris","B",35,"427963.11","4580979.18","41.375260945","2.13742746"
"2020S000038    ",-1,"Desconegut",-1,"Desconegut",-1,"Desconegut","Desconegut","Divendres","Dv","Laboral",2020,1,"Gener",3,13,"Matí","No és causa del  vianant","Motocicleta","CB500F","HONDA","Desconegut","A2",2,"427519.99 ","4575229.36","41.323434399","2.13281600"
"2020S000038    ",-1,"Desconegut",-1,"Desconegut",-1,"Desconegut","Desconegut","Divendres","Dv","Laboral",2020,1,"Gener",3,13,"Matí","No és causa del  vianant","Turisme","308 5PALLURE BHDI150","PEUGEOT","Gris","B",23,427519100,"4575229.37","41.323434489","2.13281600"
"2020S000039    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau","9999 9999","Divendres","Dv","Laboral",2020,1,"Gener",3,14,"Tarda","No és causa del  vianant","Motocicleta","AGILITY CITY 125","KYMCO","Blau","B",2,"429171.08","4583079.42","41.394284377","2.15162570"
"2020S000039    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau","9999 9999","Divendres","Dv","Laboral",2020,1,"Gener",3,14,"Tarda","No és causa del  vianant","Ciclomotor","KISBEE","PEUGEOT","Negre","B",10,"429171.08","4583079.42","41.394284377","2.15162570"
"2020S000040    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700654,"Litoral","9993 9993","Divendres","Dv","Laboral",2020,1,"Gener",3,15,"Tarda","No és causa del  vianant","Ciclomotor","YH 50","YAMAHA","granate","B",31,"432910.76","4582300.75","41.387591942","2.19644141"
"2020S000040    ",10,"Sant Martí",67,"la Vila Olímpica del Poblenou",700654,"Litoral","9993 9993","Divendres","Dv","Laboral",2020,1,"Gener",3,15,"Tarda","No és causa del  vianant","Turisme","TOYOTA AURIS","TOYOTA","Gris","B",29,"432910.76","4582300.75","41.387591942","2.19644141"
"2020S000041    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,"Diagonal","0514 0514","Divendres","Dv","Laboral",2020,1,"Gener",3,15,"Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","429312.19","4583180.97","41.395211425","2.15330161"
"2020S000041    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",144601,"Diagonal","0514 0514","Divendres","Dv","Laboral",2020,1,"Gener",3,15,"Tarda","No és causa del  vianant","Bicicleta","Desconegut","ES DESCONEIX","Groc","Desconegut","Desconegut","429312.19","4583180.97","41.395211425","2.15330161"
"2020S000042    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0067 0067","Divendres","Dv","Laboral",2020,1,"Gener",3,16,"Tarda","No és causa del  vianant","Furgoneta","BOXER FURGÓN 333 L2 H2","PEUGEOT","Blanc","B",10,"430875.83","4583386.06","41.397194607","2.17198069"
"2020S000042    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0067 0067","Divendres","Dv","Laboral",2020,1,"Gener",3,16,"Tarda","No és causa del  vianant","Motocicleta","YP125E","YAMAHA","Negre","B",11,"430875.83","4583386.06","41.397194607","2.17198069"
"2020S000043    ",9,"Sant Andreu",60,"Sant Andreu",239300,"Pare Manyanet","0046 0046","Divendres","Dv","Laboral",2020,1,"Gener",3,17,"Tarda","No és causa del  vianant","Motocicleta","PES125","HONDA","Gris","B",30,"432785.33","4586796.38","41.428072355","2.19444172"
"2020S000043    ",9,"Sant Andreu",60,"Sant Andreu",239300,"Pare Manyanet","0046 0046","Divendres","Dv","Laboral",2020,1,"Gener",3,17,"Tarda","No és causa del  vianant","Turisme","SERIE 1","BMW","Gris","Desconegut","Desconegut","432785.33","4586796.38","41.428072355","2.19444172"
"2020S000044    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",352507,"Vall d'Hebron","0240 0240","Divendres","Dv","Laboral",2020,1,"Gener",3,16,"Tarda","No és causa del  vianant","Motocicleta","ST 1300","HONDA","Blanc","A",11,"428871.6","4587569.59","41.434699118","2.14751551"
"2020S000044    ",7,"Horta-Guinardó",41,"la Vall d'Hebron",352507,"Vall d'Hebron","0240 0240","Divendres","Dv","Laboral",2020,1,"Gener",3,16,"Tarda","No és causa del  vianant","Furgoneta"," ","MERCEDES-BENZ","Verd","B",8,"428871.6","4587569.59","41.434699118","2.14751551"
"2020S000045    ",4,"Les Corts",19,"les Corts",343903,"Corts","0245 0247","Divendres","Dv","Laboral",2020,1,"Gener",3,16,"Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","M-365","XIAOMI","Desconegut","Desconegut","Desconegut","427512.12","4582072.67","41.385069077","2.13190405"
"2020S000046    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",33509,"Ballester","0047 0047","Divendres","Dv","Laboral",2020,1,"Gener",3,18,"Tarda","No és causa del  vianant","Motocicleta","SH 100","HONDA","Gris","B",23,"428729.97","4584520.6","41.407225549","2.14617998"
"2020S000046    ",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",33509,"Ballester","0047 0047","Divendres","Dv","Laboral",2020,1,"Gener",3,18,"Tarda","No és causa del  vianant","Turisme","IBIZA 1.4","SEAT","Gris","B",26,"428729.97","4584520.6","41.407225549","2.14617998"
"2020S000047    ",9,"Sant Andreu",61,"la Sagrera",209900,"Meridiana","0279 0285","Divendres","Dv","Laboral",2020,1,"Gener",3,21,"Tarda","Creuar per fora pas de vianants","Motocicleta","PEOPLE GTI 125","KYMCO","Negre","B",15,"432125.51","4586182.69","41.422489532","2.18661460"
"2020S000048    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",30089,"B Zona Franca","0001 0005","Divendres","Dv","Laboral",2020,1,"Gener",3,21,"Tarda","No és causa del  vianant","Turisme","XSARA PICASSO 1.6","CITROEN","Desconegut","Desconegut","Desconegut","427665.58","4575955.86","41.329990858","2.13446893"
"2020S000048    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",30089,"B Zona Franca","0001 0005","Divendres","Dv","Laboral",2020,1,"Gener",3,21,"Tarda","No és causa del  vianant","Turisme","TOLEDO 1,8","SEAT","Gris","B",12,"427665.58","4575955.86","41.329990858","2.13446893"
"2020S000048    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",30089,"B Zona Franca","0001 0005","Divendres","Dv","Laboral",2020,1,"Gener",3,21,"Tarda","No és causa del  vianant","Turisme","VECTRA","OPEL","Gris","B",11,"427665.58","4575955.86","41.329990858","2.13446893"
"2020S000049    ",1,"Ciutat Vella",1,"el Raval",269108,"Portal de la Pau","0002 0002","Divendres","Dv","Laboral",2020,1,"Gener",3,21,"Tarda","No és causa del  vianant","Taxi","ALTEA XL","SEAT","Negre/Groc","B",2,"431229.39","4581076.77","41.376425825","2.17647201"
"2020S000049    ",1,"Ciutat Vella",1,"el Raval",269108,"Portal de la Pau","0002 0002","Divendres","Dv","Laboral",2020,1,"Gener",3,21,"Tarda","No és causa del  vianant","Bicicleta","Desconegut","BICING","Vermell","Desconegut","Desconegut","431229.39","4581076.77","41.376425825","2.17647201"
"2020S000050    ",6,"Gràcia",29,"el Coll",37000,"Beat Almató","0056 0056","Dissabte","Ds","Laboral",2020,1,"Gener",4,1,"Nit","No és causa del  vianant","Motocicleta","M 620 DARK D.D.","DUCATI","Desconegut","Desconegut","Desconegut","428943.8","4585730.02","41.418137263","2.14859592"
"2020S000050    ",6,"Gràcia",29,"el Coll",37000,"Beat Almató","0056 0056","Dissabte","Ds","Laboral",2020,1,"Gener",4,1,"Nit","No és causa del  vianant","Motocicleta","FZ1-S","YAMAHA","Negre","A",11,"428943.8","4585730.02","41.418137263","2.14859592"
"2020S000051    ",2,"Eixample",7,"la Dreta de l'Eixample",222002,"Mossèn Jacint Verdaguer","9999 9999","Dissabte","Ds","Laboral",2020,1,"Gener",4,5,"Nit","No és causa del  vianant","Turisme","M5","BMW","Blanc","B",8,"430706.56","4583594.99","41.399061796","2.16993208"
