"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal","Descripcio_dia_setmana","Dia_setmana","Descripcio_tipus_dia","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_vianant","Descripcio_tipus_vehicle","Descripcio_model","Descripcio_marca","Descripcio_color","Descripcio_carnet","Antiguitat_carnet","Coordenada_UTM_X","Coordenada_UTM_Y","Latitud","Longitud"
"2020S004325    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",28000,"Augusta","0168 0168","Dilluns","Dl","Laboral",2020,9,"Setembre",21,17,"Tarda","No és causa del  vianant","Motocicleta","XL883N IRON","HARLEY-DAVIDSON","Negre","A",6,"428480.07","4583621.63","41.399106668","2.1432967"
"2020S004325    ",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",28000,"Augusta","0168 0168","Dilluns","Dl","Laboral",2020,9,"Setembre",21,17,"Tarda","No és causa del  vianant","Turisme","JOHN COOPER WORKS","MINI","Negre","B",51,"428480.07","4583621.63","41.399106668","2.1432967"
"2020S004326    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Aragó","0101 0103","Dilluns","Dl","Laboral",2020,9,"Setembre",21,17,"Tarda","No és causa del  vianant","Motocicleta","SH 125","HONDA","granate","B",11,"429175.89","4581770.69","41.382497521","2.15183632"
"2020S004326    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",18505,"Aragó","0101 0103","Dilluns","Dl","Laboral",2020,9,"Setembre",21,17,"Tarda","No és causa del  vianant","Motocicleta","SH125D","HONDA","Negre","B",11,"429175.89","4581770.69","41.382497521","2.15183632"
"2020S004327    ",8,"Nou Barris",48,"la Guineueta",351901,"Valldaura","0175X0175X","Dilluns","Dl","Laboral",2020,9,"Setembre",21,17,"Tarda","No és causa del  vianant","Motocicleta","SH125AD","HONDA","Blanc","A",38,"430982.61","4588001.86","41.438776713","2.17273093"
"2020S004327    ",8,"Nou Barris",48,"la Guineueta",351901,"Valldaura","0175X0175X","Dilluns","Dl","Laboral",2020,9,"Setembre",21,17,"Tarda","No és causa del  vianant","Turisme","SANDERO","DACIA","Negre","B",38,"430982.61","4588001.86","41.438776713","2.17273093"
"2020S004328    ",2,"Eixample",7,"la Dreta de l'Eixample",32700,"Balmes","0112 0112","Dilluns","Dl","Laboral",2020,9,"Setembre",21,19,"Tarda","No és causa del  vianant","Tot terreny","RANGE ROVER EVOQUE","JAGUAR LAND ROVER LIMIT","Desconegut","B",60,"429726.36","4582901.99","41.392735065","2.15828782"
"2020S004328    ",2,"Eixample",7,"la Dreta de l'Eixample",32700,"Balmes","0112 0112","Dilluns","Dl","Laboral",2020,9,"Setembre",21,19,"Tarda","No és causa del  vianant","Turisme","ALTEA XL","SEAT","Desconegut","B",6,"429726.36","4582901.99","41.392735065","2.15828782"
"2020S004329    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0092 0092","Dilluns","Dl","Laboral",2020,9,"Setembre",21,18,"Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","M-365","XIAOMI","Desconegut","Desconegut","Desconegut","430003.01","4583178.76","41.39525198","2.16156466"
"2020S004329    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0092 0092","Dilluns","Dl","Laboral",2020,9,"Setembre",21,18,"Tarda","No és causa del  vianant","Turisme","POLO","VOLKSWAGEN","Gris","B",2,"430003.01","4583178.76","41.39525198","2.16156466"
"2020S004330    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0579 0587","Dilluns","Dl","Laboral",2020,9,"Setembre",21,18,"Tarda","No és causa del  vianant","Turisme","TOYOTA RAV4","TOYOTA","Gris","B",25,"427557.22","4582526.09","41.389156919","2.13238915"
"2020S004331    ",4,"Les Corts",19,"les Corts",66508,"Carles III","0080B0080B","Dilluns","Dl","Laboral",2020,9,"Setembre",21,19,"Tarda","No és causa del  vianant","Turisme","ASTRA SPORTS TOU","OPEL","Desconegut","B",38,"427152.85","4582100.33","41.385285729","2.12760425"
"2020S004331    ",4,"Les Corts",19,"les Corts",66508,"Carles III","0080B0080B","Dilluns","Dl","Laboral",2020,9,"Setembre",21,19,"Tarda","No és causa del  vianant","Motocicleta","MILER 125","KYMCO","Gris","B",6,"427152.85","4582100.33","41.385285729","2.12760425"
"2020S004333    ",9,"Sant Andreu",62,"el Congrés i els Indians",121402,"Felip II","0183 0183","Dilluns","Dl","Laboral",2020,9,"Setembre",21,13,"Matí","Transitar a peu per la calçada","Bicicleta","Desconegut","Desconegut","Beige","Desconegut","Desconegut","431637.94","4586454.17","41.424893299","2.18074966"
"2020S004334    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",244209,"Joan XXIII","0001 0001","Dimarts","Dm","Laboral",2020,9,"Setembre",22,8,"Matí","No és causa del  vianant","Veh. mobilitat personal amb motor"," ","ES DESCONEIX","Negre","Desconegut","Desconegut","426451.5","4581657.08","41.381229711","2.11927069"
"2020S004334    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",244209,"Joan XXIII","0001 0001","Dimarts","Dm","Laboral",2020,9,"Setembre",22,8,"Matí","No és causa del  vianant","Veh. mobilitat personal amb motor","M-365","XIAOMI","Negre","Desconegut","Desconegut","426451.5","4581657.08","41.381229711","2.11927069"
"2020S004335    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0265 0265","Dimarts","Dm","Laboral",2020,9,"Setembre",22,8,"Matí","No és causa del  vianant","Turisme","307 1.6","PEUGEOT","Gris","B",27,"430312.01","4582890.33","41.392681035","2.16529378"
"2020S004335    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0265 0265","Dimarts","Dm","Laboral",2020,9,"Setembre",22,8,"Matí","No és causa del  vianant","Motocicleta","S02","SILENCE","Vermell","B",4,"430312.01","4582890.33","41.392681035","2.16529378"
"2020S004336    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0377 0377","Dimarts","Dm","Laboral",2020,9,"Setembre",22,9,"Matí","No és causa del  vianant","Motocicleta","SH 150","HONDA","Negre","A",8,"430986.11","4583550.99","41.398689557","2.17328097"
"2020S004336    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0377 0377","Dimarts","Dm","Laboral",2020,9,"Setembre",22,9,"Matí","No és causa del  vianant","Turisme","C3","CITROEN","Verd","B",18,"430986.11","4583550.99","41.398689557","2.17328097"
"2020S004337    ",2,"Eixample",10,"Sant Antoni",349706,"Comte d'Urgell","0014 0014","Dimarts","Dm","Laboral",2020,9,"Setembre",22,9,"Matí","No és causa del  vianant","Furgoneta","NISSAN NT400 CABSTAR","NISSAN","Blanc","Desconegut","Desconegut","430022.57","4581458.35","41.379758501","2.16199746"
"2020S004337    ",2,"Eixample",10,"Sant Antoni",349706,"Comte d'Urgell","0014 0014","Dimarts","Dm","Laboral",2020,9,"Setembre",22,9,"Matí","No és causa del  vianant","Autobús","O 530 G","MERCEDES-BENZ","Vermell","D",38,"430022.57","4581458.35","41.379758501","2.16199746"
"2020S004338    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0187 0187","Dimarts","Dm","Laboral",2020,9,"Setembre",22,11,"Matí","No és causa del  vianant","Furgoneta","TALENTO","FIAT","Blanc","B",31,"429748.98","4582339.33","41.387669351","2.15862366"
"2020S004338    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0187 0187","Dimarts","Dm","Laboral",2020,9,"Setembre",22,11,"Matí","No és causa del  vianant","Motocicleta","EURO MX 150","SYM","Gris","A",35,"429748.98","4582339.33","41.387669351","2.15862366"
"2020S004339    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0583 0583","Dimarts","Dm","Laboral",2020,9,"Setembre",22,12,"Matí","No és causa del  vianant","Turisme","LEON","SEAT","Blanc","B",30,"430080.36","4582095.48","41.38550196","2.16261495"
"2020S004339    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0583 0583","Dimarts","Dm","Laboral",2020,9,"Setembre",22,12,"Matí","No és causa del  vianant","Motocicleta","SH 125","HONDA","Negre","B",5,"430080.36","4582095.48","41.38550196","2.16261495"
"2020S004340    ",7,"Horta-Guinardó",43,"Horta",58102,"Campoamor","0001 0001","Dimarts","Dm","Laboral",2020,9,"Setembre",22,12,"Matí","No és causa del  vianant","Motocicleta","XL883N IRON","HARLEY-DAVIDSON","Negre","A",24,"429767.35","4587332.86","41.432645866","2.15826345"
"2020S004340    ",7,"Horta-Guinardó",43,"Horta",58102,"Campoamor","0001 0001","Dimarts","Dm","Laboral",2020,9,"Setembre",22,12,"Matí","No és causa del  vianant","Tot terreny","TOUAREG","VOLKSWAGEN","Negre","B",31,"429767.35","4587332.86","41.432645866","2.15826345"
"2020S004341    ",8,"Nou Barris",48,"la Guineueta",351901,"Valldaura","0142X0142X","Dimarts","Dm","Laboral",2020,9,"Setembre",22,13,"Matí","No és causa del  vianant","Furgoneta","NUEVO PARTNER PRO STAN","PEUGEOT","Blanc","Desconegut","Desconegut","430328.07","4588051.08","41.43916346","2.16489115"
"2020S004341    ",8,"Nou Barris",48,"la Guineueta",351901,"Valldaura","0142X0142X","Dimarts","Dm","Laboral",2020,9,"Setembre",22,13,"Matí","No és causa del  vianant","Motocicleta","S02","SILENCE","Vermell","B",6,"430328.07","4588051.08","41.43916346","2.16489115"
"2020S004342    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0306 0306","Dimarts","Dm","Laboral",2020,9,"Setembre",22,14,"Tarda","No és causa del  vianant","Motocicleta","PES125","HONDA","Gris","A1",20,"430383.73","4583111.1","41.394675655","2.16612619"
"2020S004342    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0306 0306","Dimarts","Dm","Laboral",2020,9,"Setembre",22,14,"Tarda","No és causa del  vianant","Motocicleta","CITY BLADE 125","KEEWAY","Negre","B",11,"430383.73","4583111.1","41.394675655","2.16612619"
"2020S004343    ",10,"Sant Martí",71,"Provençals del Poblenou",143609,"Josep Pla","0117 0117","Dimarts","Dm","Laboral",2020,9,"Setembre",22,15,"Tarda","No és causa del  vianant","Ciclomotor","PEOPLE S50","KYMCO","Desconegut","AM",14,"434016.29","4585176.71","41.413586539","2.20934946"
"2020S004343    ",10,"Sant Martí",71,"Provençals del Poblenou",143609,"Josep Pla","0117 0117","Dimarts","Dm","Laboral",2020,9,"Setembre",22,15,"Tarda","No és causa del  vianant","Turisme","FOCUS","FORD","Desconegut","B",31,"434016.29","4585176.71","41.413586539","2.20934946"
"2020S004344    ",9,"Sant Andreu",63,"Navas",115603,"Espronceda","0323 0327","Dimarts","Dm","Laboral",2020,9,"Setembre",22,16,"Tarda","No és causa del  vianant","Furgoneta","MASTER","RENAULT","Blanc","C",1,"432473.07","4585411.9","41.415576565","2.19085959"
"2020S004344    ",9,"Sant Andreu",63,"Navas",115603,"Espronceda","0323 0327","Dimarts","Dm","Laboral",2020,9,"Setembre",22,16,"Tarda","No és causa del  vianant","Motocicleta","SH125D","HONDA","Desconegut","B",15,"432473.07","4585411.9","41.415576565","2.19085959"
"2020S004345    ",10,"Sant Martí",65,"el Clot",113506,"Escultors Claperós","0002H0002H","Dimarts","Dm","Laboral",2020,9,"Setembre",22,17,"Tarda","Creuar per fora pas de vianants","Turisme","530D A BERLINA","BMW","Gris","B",10,"432405.01","4584785.46","41.40992868","2.19011530"
"2020S004346    ",9,"Sant Andreu",60,"Sant Andreu",120807,"Favència","0441A0441A","Dimarts","Dm","Laboral",2020,9,"Setembre",22,17,"Tarda","No és causa del  vianant","Furgoneta","NUEVO PARTNER PREMIUM","PEUGEOT","Blanc","B",30,"432434.86","4588883.61","41.446841918","2.19001414"
"2020S004346    ",9,"Sant Andreu",60,"Sant Andreu",120807,"Favència","0441A0441A","Dimarts","Dm","Laboral",2020,9,"Setembre",22,17,"Tarda","No és causa del  vianant","Furgoneta","PRIMASTAR","NISSAN","Blanc","C","Desconegut","432434.86","4588883.61","41.446841918","2.19001414"
"2020S004347    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0579 0587","Dimarts","Dm","Laboral",2020,9,"Setembre",22,21,"Tarda","No és causa del  vianant","Turisme","207 5PCONFORT 1.","PEUGEOT","Gris","B",13,"427557.22","4582526.09","41.389156919","2.13238915"
"2020S004347    ",4,"Les Corts",19,"les Corts",144601,"Diagonal","0579 0587","Dimarts","Dm","Laboral",2020,9,"Setembre",22,21,"Tarda","No és causa del  vianant","Autobús","O 530","MERCEDES-BENZ","Vermell","D",4,"427557.22","4582526.09","41.389156919","2.13238915"
"2020S004348    ",10,"Sant Martí",68,"el Poblenou",55501,"Calvell","0005 0005","Dimecres","Dc","Laboral",2020,9,"Setembre",23,0,"Nit","No és causa del  vianant","Furgoneta","KANGOO","RENAULT","Blanc","B",42,"433667.49","4583314.2","41.396782648","2.20538053"
"2020S004348    ",10,"Sant Martí",68,"el Poblenou",55501,"Calvell","0005 0005","Dimecres","Dc","Laboral",2020,9,"Setembre",23,0,"Nit","No és causa del  vianant","Turisme","118 D","BMW","Negre","Desconegut","Desconegut","433667.49","4583314.2","41.396782648","2.20538053"
"2020S004349    ",1,"Ciutat Vella",1,"el Raval",198804,"Paral·lel","0036 0036","Dimecres","Dc","Laboral",2020,9,"Setembre",23,7,"Matí","Desobeir el senyal del semàfor","Bicicleta","Orca","ORBEA","Negre","Sense permís","Desconegut","430934.44","4580915.69","41.374949747","2.17296352"
"2020S004350    ",6,"Gràcia",30,"la Salut",6109,"Albigesos","0019B0019B","Dimecres","Dc","Laboral",2020,9,"Setembre",23,1,"Nit","No és causa del  vianant","Taxi","TOYOTA PRIUS PLUS","TOYOTA","Negre/Groc","B",15,"429085.52","4584874.14","41.410441212","2.15039198"
"2020S004351    ",3,"Sants-Montjuïc",11,"el Poble-sec",135203,"Foc","0134 0154","Dimecres","Dc","Laboral",2020,9,"Setembre",23,7,"Matí","Creuar per fora pas de vianants","Bicicleta"," ","ES DESCONEIX","Negre","Desconegut","Desconegut","428749.42","4579266.9","41.359909034","2.14703079"
"2020S004352    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",268003,"Provença","0204 0204","Dimecres","Dc","Laboral",2020,9,"Setembre",23,9,"Matí","Altres","Veh. mobilitat personal amb motor","M-365","XIAOMI","Negre","B",13,"429484.06","4582604.39","41.390033464","2.15542449"
"2020S004353    ",3,"Sants-Montjuïc",16,"la Bordeta",169409,"Corts Catalanes","0159 0159","Dimecres","Dc","Laboral",2020,9,"Setembre",23,10,"Matí","No és causa del  vianant","Tot terreny","XC 90","VOLVO","Negre","B",28,"427959.32","4580039.04","41.366793095","2.13749391"
"2020S004353    ",3,"Sants-Montjuïc",16,"la Bordeta",169409,"Corts Catalanes","0159 0159","Dimecres","Dc","Laboral",2020,9,"Setembre",23,10,"Matí","No és causa del  vianant","Autobús","LION'S CITY G","MAN","Vermell","D",16,"427959.32","4580039.04","41.366793095","2.13749391"
"2020S004354    ",6,"Gràcia",31,"la Vila de Gràcia",31300,"Bailèn","0207 0209","Dimecres","Dc","Laboral",2020,9,"Setembre",23,7,"Matí","No és causa del  vianant","Ciclomotor","ES2","ASKOLL","Blanc","B",5,"430172.88","4583944.05","41.402159467","2.16350814"
"2020S004354    ",6,"Gràcia",31,"la Vila de Gràcia",31300,"Bailèn","0207 0209","Dimecres","Dc","Laboral",2020,9,"Setembre",23,7,"Matí","No és causa del  vianant","Turisme","Q2","AUDI","Blanc","B",31,"430172.88","4583944.05","41.402159467","2.16350814"
"2020S004354    ",6,"Gràcia",31,"la Vila de Gràcia",31300,"Bailèn","0207 0209","Dimecres","Dc","Laboral",2020,9,"Setembre",23,7,"Matí","No és causa del  vianant","Turisme","CLIO 1.5","RENAULT","Gris","B",25,"430172.88","4583944.05","41.402159467","2.16350814"
"2020S004355    ",3,"Sants-Montjuïc",16,"la Bordeta",11506,"Alpens","0041 0041","Dimecres","Dc","Laboral",2020,9,"Setembre",23,9,"Matí","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","428160.15","4580716.7","41.372914503","2.13981462"
"2020S004356    ",7,"Horta-Guinardó",37,"el Carmel",55002,"Calderón de la Barca","0028 0030","Dimecres","Dc","Laboral",2020,9,"Setembre",23,11,"Matí","Creuar per fora pas de vianants","Bicicleta","Desconegut","PEUGEOT","Blau","A",12,"429494.31","4586214.51","41.422549396","2.15512628"
"2020S004357    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",100708,"Arístides Maillol","0009 0009","Dimecres","Dc","Laboral",2020,9,"Setembre",23,11,"Matí","No és causa del  vianant","Furgoneta","TRANSIT COURIER","FORD","Blanc","B",6,"426511.96","4581380.54","41.378744555","2.12002724"
"2020S004357    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",100708,"Arístides Maillol","0009 0009","Dimecres","Dc","Laboral",2020,9,"Setembre",23,11,"Matí","No és causa del  vianant","Motocicleta","SH 125","HONDA","Negre","B",21,"426511.96","4581380.54","41.378744555","2.12002724"
"2020S004358    ",7,"Horta-Guinardó",33,"el Baix Guinardó",76807,"Sardenya","0508 0510","Dimecres","Dc","Laboral",2020,9,"Setembre",23,12,"Matí","Transitar a peu per la calçada","Bicicleta"," ","ES DESCONEIX","Desconegut","Desconegut","Desconegut","430176.04","4584945.19","41.411176662","2.16343038"
"2020S004359    ",2,"Eixample",6,"la Sagrada Família",268003,"Provença","0379 0381","Dimecres","Dc","Laboral",2020,9,"Setembre",23,14,"Tarda","No és causa del  vianant","Turisme","2008 STYLE 1.6 BLUEHDI","PEUGEOT","Gris","Desconegut","Desconegut","430803.5","4583927.57","41.40206559","2.17105361"
"2020S004359    ",2,"Eixample",6,"la Sagrada Família",268003,"Provença","0379 0381","Dimecres","Dc","Laboral",2020,9,"Setembre",23,14,"Tarda","No és causa del  vianant","Turisme","AUDI A8","AUDI","Gris","B",3,"430803.5","4583927.57","41.40206559","2.17105361"
"2020S004359    ",2,"Eixample",6,"la Sagrada Família",268003,"Provença","0379 0381","Dimecres","Dc","Laboral",2020,9,"Setembre",23,14,"Tarda","No és causa del  vianant","Motocicleta","MILER 125","KYMCO","Negre","Desconegut","Desconegut","430803.5","4583927.57","41.40206559","2.17105361"
"2020S004360    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0474 0474","Dimecres","Dc","Laboral",2020,9,"Setembre",23,12,"Matí","No és causa del  vianant","Motocicleta","VESPA PRIMAVERA 125 AB","PIAGGIO","Blanc","B",23,"431549.21","4584050.17","41.403233682","2.17996004"
"2020S004361    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","9997 9997","Dimecres","Dc","Laboral",2020,9,"Setembre",23,14,"Tarda","No és causa del  vianant","Turisme","ALTEA 1.9","SEAT","Desconegut","B","Desconegut","430795.1","4582761.18","41.391559558","2.17108651"
"2020S004361    ",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes","9997 9997","Dimecres","Dc","Laboral",2020,9,"Setembre",23,14,"Tarda","No és causa del  vianant","Motocicleta","GZ 125","SUZUKI","Negre","B",8,"430795.1","4582761.18","41.391559558","2.17108651"
"2020S004362    ",9,"Sant Andreu",61,"la Sagrera",121402,"Felip II","0088 0090","Dimecres","Dc","Laboral",2020,9,"Setembre",23,14,"Tarda","No és causa del  vianant","Motocicleta","SH 125","HONDA","Negre","AM",20,"432187.53","4585932.19","41.420238597","2.18738483"
"2020S004362    ",9,"Sant Andreu",61,"la Sagrera",121402,"Felip II","0088 0090","Dimecres","Dc","Laboral",2020,9,"Setembre",23,14,"Tarda","No és causa del  vianant","Bicicleta","Desconegut","BICING","Vermell","Sense permís","Desconegut","432187.53","4585932.19","41.420238597","2.18738483"
"2020S004363    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0275 0275","Dimecres","Dc","Laboral",2020,9,"Setembre",23,15,"Tarda","No és causa del  vianant","Furgoneta","EXP FG","PEUGEOT","Blanc","B",8,"430096.88","4583240.65","41.395817572","2.16268028"
"2020S004363    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0275 0275","Dimecres","Dc","Laboral",2020,9,"Setembre",23,15,"Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor"," ","ES DESCONEIX","Negre","B1",31,"430096.88","4583240.65","41.395817572","2.16268028"
"2020S004364    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701857,"29 del BZ (No Oficial)","0050 0062","Dimecres","Dc","Laboral",2020,9,"Setembre",23,14,"Tarda","No és causa del  vianant","Motocicleta","MTN850D (MT-09SP)","YAMAHA","Negre","A",2,"427396.88","4576626.76","41.336009277","2.13117805"
"2020S004364    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701857,"29 del BZ (No Oficial)","0050 0062","Dimecres","Dc","Laboral",2020,9,"Setembre",23,14,"Tarda","No és causa del  vianant","Tractor camió","G440","SCANIA","Taronja","E C",32,"427396.88","4576626.76","41.336009277","2.13117805"
"2020S004364    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",701857,"29 del BZ (No Oficial)","0050 0062","Dimecres","Dc","Laboral",2020,9,"Setembre",23,14,"Tarda","No és causa del  vianant","Tractor camió","PREMIUM 460 18 T","RENAULT","Verd","E C",14,"427396.88","4576626.76","41.336009277","2.13117805"
"2020S004365    ",10,"Sant Martí",70,"el Besòs i el Maresme",266405,"Prim","0154U0154U","Dimecres","Dc","Laboral",2020,9,"Setembre",23,17,"Tarda","No és causa del  vianant","Turisme","MEGANE SCENIC","RENAULT","granate","B",44,"434041.26","4585790.4","41.419115937","2.20958126"
"2020S004366    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",180,"A Zona Franca","0007 0019","Dimecres","Dc","Laboral",2020,9,"Setembre",23,15,"Tarda","No és causa del  vianant","Bicicleta","Desconegut","ES DESCONEIX","Blanc","B",17,"427646.91","4575534.19","41.326191322","2.13429608"
"2020S004366    ",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",180,"A Zona Franca","0007 0019","Dimecres","Dc","Laboral",2020,9,"Setembre",23,15,"Tarda","No és causa del  vianant","Veh. mobilitat personal amb motor","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","427646.91","4575534.19","41.326191322","2.13429608"
"2020S004367    ",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal","0639 0639","Dimecres","Dc","Laboral",2020,9,"Setembre",23,13,"Matí","No és causa del  vianant","Tren o tramvia","Citadis 302","ALSTOM","Blanc","B",26,"426649.72","4582241.36","41.386510186","2.12157027"
"2020S004368    ",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",288805,"Rosari","0027 0027","Dilluns","Dl","Laboral",2020,9,"Setembre",21,19,"Tarda","No és causa del  vianant","Furgoneta","TRANSIT COURIER","FORD","Desconegut","B",14,"427385.88","4583379.29","41.39682589","2.13023763"
"2020S004369    ",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",344101,"Gràcia","0315 0317","Dimecres","Dc","Laboral",2020,9,"Setembre",23,18,"Tarda","Creuar per fora pas de vianants","Bicicleta","Desconegut","Desconegut","Desconegut","Desconegut","Desconegut","430377.45","4584427.95","41.406535542","2.16589955"
"2020S004370    ",2,"Eixample",6,"la Sagrada Família",268003,"Provença","0459 0459","Dimecres","Dc","Laboral",2020,9,"Setembre",23,15,"Tarda","No és causa del  vianant","Turisme","325 TD","BMW","Blau","B",7,"431157.97","4584276.72","41.405240721","2.17525410"
"2020S004370    ",2,"Eixample",6,"la Sagrada Família",268003,"Provença","0459 0459","Dimecres","Dc","Laboral",2020,9,"Setembre",23,15,"Tarda","No és causa del  vianant","Motocicleta","SH125D","HONDA","Negre","B",5,"431157.97","4584276.72","41.405240721","2.17525410"
"2020S004371    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",245802,"París","0116 0118","Dimecres","Dc","Laboral",2020,9,"Setembre",23,13,"Matí","No és causa del  vianant","Camió rígid <= 3,5 tones","ISUZU NNR 85-V","ISUZU","Desconegut","B",27,"428918.48","4582611.86","41.390050933","2.14865934"
"2020S004372    ",7,"Horta-Guinardó",34,"Can Baró",211108,"Miquel dels Sants Oliver","0013 0013","Dimecres","Dc","Laboral",2020,9,"Setembre",23,19,"Tarda","No és causa del  vianant","Turisme","308 5P ENVI","PEUGEOT","Blanc","B",11,"429872.24","4585321.67","41.414541016","2.15975212"
"2020S004372    ",7,"Horta-Guinardó",34,"Can Baró",211108,"Miquel dels Sants Oliver","0013 0013","Dimecres","Dc","Laboral",2020,9,"Setembre",23,19,"Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Taronja","Desconegut","Desconegut","429872.24","4585321.67","41.414541016","2.15975212"
"2020S004373    ",7,"Horta-Guinardó",34,"Can Baró",67001,"Carmel","0038 0040","Dimecres","Dc","Laboral",2020,9,"Setembre",23,18,"Tarda","No és causa del  vianant","Motocicleta","PES125","HONDA","Altres","B",36,"429617.24","4585600.84","41.41703309","2.15666870"
"2020S004373    ",7,"Horta-Guinardó",34,"Can Baró",67001,"Carmel","0038 0040","Dimecres","Dc","Laboral",2020,9,"Setembre",23,18,"Tarda","No és causa del  vianant","Motocicleta","SPORT CITY 125","APRILIA","Negre","A1",8,"429617.24","4585600.84","41.41703309","2.15666870"
"2020S004374    ",10,"Sant Martí",73,"la Verneda i la Pau",150852,"Vivendes la Pau","0030A0030A","Dimecres","Dc","Laboral",2020,9,"Setembre",23,21,"Tarda","No és causa del  vianant","Bicicleta","Desconegut","Desconegut","Blanc","Desconegut","Desconegut","433876.02","4586314.62","41.423823856","2.20754675"
"2020S004374    ",10,"Sant Martí",73,"la Verneda i la Pau",150852,"Vivendes la Pau","0030A0030A","Dimecres","Dc","Laboral",2020,9,"Setembre",23,21,"Tarda","No és causa del  vianant","Motocicleta","AGILITY CARRY","KYMCO","Negre","B",13,"433876.02","4586314.62","41.423823856","2.20754675"
"2020S004375    ",9,"Sant Andreu",59,"el Bon Pastor",701265,"Litoral (Besòs)",80000,"Dimecres","Dc","Laboral",2020,9,"Setembre",23,20,"Tarda","No és causa del  vianant","Turisme","I20, I20 ACTIVE","HYUNDAI","Desconegut","B",3,"433574.87","4588774.24","41.445952057","2.20367261"
"2020S004375    ",9,"Sant Andreu",59,"el Bon Pastor",701265,"Litoral (Besòs)",80000,"Dimecres","Dc","Laboral",2020,9,"Setembre",23,20,"Tarda","No és causa del  vianant","Turisme","ALHAMBRA","SEAT","Gris","B",7,"433574.87","4588774.24","41.445952057","2.20367261"
"2020S004375    ",9,"Sant Andreu",59,"el Bon Pastor",701265,"Litoral (Besòs)",80000,"Dimecres","Dc","Laboral",2020,9,"Setembre",23,20,"Tarda","No és causa del  vianant","Turisme","ASTRA","OPEL","Gris","B",36,"433574.87","4588774.24","41.445952057","2.20367261"
"2020S004375    ",9,"Sant Andreu",59,"el Bon Pastor",701265,"Litoral (Besòs)",80000,"Dimecres","Dc","Laboral",2020,9,"Setembre",23,20,"Tarda","No és causa del  vianant","Turisme","TOYOTA COROLLA","TOYOTA","Gris","B",20,"433574.87","4588774.24","41.445952057","2.20367261"
"2020S004375    ",9,"Sant Andreu",59,"el Bon Pastor",701265,"Litoral (Besòs)",80000,"Dimecres","Dc","Laboral",2020,9,"Setembre",23,20,"Tarda","No és causa del  vianant","Turisme","C4","CITROEN","Negre","B",4,"433574.87","4588774.24","41.445952057","2.20367261"
