"Codi d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripci¢ dia setmana","Dia setmana","Descripci¢ tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripci¢ causa vianant","Descripci¢ tipus de vehicle","Descripci¢ model","Descripci¢ marca","Descripci¢ color","Descripci¢ carnet","Antiguitat carnet","Coordenada UTM (Y)","Coordenada UTM (X)"
2010S002161,3,Sants-Montjuãc,11,"el Poble Sec",114000,Espanya,"9999 9999",Dilluns,Dl,Laboral,2010,3,Mará,29,11,"No Çs causa del  vianant",Furgoneta,TRANSIT,FORD,Blanc,BTP,5,"4580908,62","428940,68"
2010S002161,3,Sants-Montjuãc,11,"el Poble Sec",114000,Espanya,"9999 9999",Dilluns,Dl,Laboral,2010,3,Mará,29,11,"No Çs causa del  vianant",Turismo,TOLEDO,SEAT,Gris,B,4,"4580908,62","428940,68"
2010S002162,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",143904,"General Mitre","0084 0084",Dilluns,Dl,Laboral,2010,3,Mará,29,10,"No Çs causa del  vianant",Turismo,"GRAND CHEROKEE",JEEP,Verd,B,40,"4583669,36","427747,38"
2010S002296,7,Horta-Guinard¢,33,"el Baix Guinard¢",76807,Sardenya,"0470 0470",Dimarts,Dm,Laboral,2010,4,Abril,6,15,"No Çs causa del  vianant",Motocicleta,"Dylan 125",HONDA,Blau,A,12,"4584760,87","430340,51"
2010S002300,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",144601,Diagonal,"0433 0433",Dimarts,Dm,Laboral,2010,4,Abril,6,18,"No Çs causa del  vianant",Motocicleta,"ARRECIFE 200",APRILIA,Vermell,A,14,"4583069,83","429142,17"
2010S002728,3,Sants-Montjuãc,13,"la Marina de Port",212406,Mineria,"0016 0016",Divendres,Dv,Laboral,2010,4,Abril,23,9,"No Çs causa del  vianant",Motocicleta,NS125,DAELIM,Gris,Desconegut,8,"4579766,84","427976,47"
2010S002848,10,"Sant Mart°",71,"Provenáals del Poblenou",143609,"Josep Pla",0180X0180X,Dimarts,Dm,Laboral,2010,4,Abril,27,18,"No Çs causa del  vianant",Turismo,CORSA,OPEL,Blanc,B,7,4585451,"433785,13"
2010S002223,4,"Les Corts",20,"la Maternitat i Sant Ramon",343903,Corts,"0096 0098",Dijous,Dj,Laboral,2010,4,Abril,1,9,"No Çs causa del  vianant",Turismo,A4,AUDI,Gris,B,45,"4581468,14","426862,54"
2010S001247,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",23403,Aribau,"0089 0089",Divendres,Dv,Laboral,2010,2,Febrer,19,18,"No Çs causa del  vianant",Ciclomotor,"SCARABEO 50",APRILIA,Vermell,B,1,"4582561,55","429654,01"
2010S001249,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",143904,"General Mitre","0072 0072",Divendres,Dv,Laboral,2010,2,Febrer,19,18,"No Çs causa del  vianant",Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4583521,63","427654,69"
2010S001369,2,Eixample,7,"la Dreta de l'Eixample",89004,"Consell de Cent","0455 0455",Dimecres,Dc,Laboral,2010,2,Febrer,24,20,"No Çs causa del  vianant",Turismo,IBIZA,SEAT,Vermell,B,3,"4583505,55","431138,7"
2010S001370,2,Eixample,5,"el Fort Pienc",169409,"Corts Catalanes","0749 0749",Dimecres,Dc,Laboral,2010,2,Febrer,24,20,"No Çs causa del  vianant",Motocicleta,FZ6,YAMAHA,Gris,A,2,"4583665,77","431686,01"
2010S001371,2,Eixample,5,"el Fort Pienc",197302,Marina,"0172 0176",Dimecres,Dc,Laboral,2010,2,Febrer,24,20,"No Çs causa del  vianant",Turismo,"XSARA PICASSO",CITROEN,Vermell,B,23,"4583572,79","431706,31"
2010S001372,2,Eixample,6,"la Sagrada Fam°lia",68900,Cartagena,"0234 0238",Dimecres,Dc,Laboral,2010,2,Febrer,24,19,"No Çs causa del  vianant",Motocicleta,"X Max",YAMAHA,Gris,A,9,"4584504,64","431522,47"
2010S002395,5,"SarriÖ-Sant Gervasi",23,SarriÖ,28000,Augusta,"0358 0358",Dissabte,Ds,Laboral,2010,4,Abril,10,19,"No Çs causa del  vianant",Turismo,FREELANDER,"LAND ROVER",Verd,Desconegut,Desconegut,"4583907,52","426741,14"
2010S002395,5,"SarriÖ-Sant Gervasi",23,SarriÖ,28000,Augusta,"0358 0358",Dissabte,Ds,Laboral,2010,4,Abril,10,19,"No Çs causa del  vianant",Turismo,406,PEUGEOT,Verd,Desconegut,Desconegut,"4583907,52","426741,14"
2010S001453,1,"Ciutat Vella",3,"la Barceloneta",10900,"Almirall Cervera","0003 0003",Diumenge,Dg,Laboral,2010,2,Febrer,28,6,"No Çs causa del  vianant",Turismo,LOGAN,DACIA,Gris,Desconegut,Desconegut,"4581268,15","432249,69"
2010S001591,2,Eixample,9,"la Nova Esquerra de l'Eixample",331507,Tarragona,"0070 0072",Divendres,Dv,Laboral,2010,3,Mará,5,14,"No Çs causa del  vianant",Motocicleta,"FORESIGHT 250 FES",HONDA,Blau,A,35,"4581047,65","428919,89"
2010S002436,10,"Sant Mart°",67,"la Vila Ol°mpica del Poblenou",701265,"Litoral (Besïs)",860000,Dilluns,Dl,Laboral,2010,4,Abril,12,19,"No Çs causa del  vianant",Turismo,Altea,SEAT,Gris,B,18,"4582402,62","432984,67"
2010S003648,4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0041 0043",Dijous,Dj,Laboral,2010,5,Maig,27,18,"No Çs causa del  vianant",Autob£s,CITYCLASS,IRISBUS,Altres,D1,13,"4581720,34","427173,63"
2010S003648,4,"Les Corts",20,"la Maternitat i Sant Ramon",66508,"Carles III","0041 0043",Dijous,Dj,Laboral,2010,5,Maig,27,18,"No Çs causa del  vianant",Turismo,PASSAT,VOLKSWAGEN,Negre,B,24,"4581720,34","427173,63"
2010S003649,2,Eixample,5,"el Fort Pienc",76807,Sardenya,"0225 0227",Dijous,Dj,Laboral,2010,5,Maig,27,17,"No Çs causa del  vianant",Motocicleta,"SES 125",HONDA,Gris,B,14,"4583716,47","431328,45"
2010S003650,2,Eixample,7,"la Dreta de l'Eixample",148307,GrÖcia,"0068 0072",Dijous,Dj,Laboral,2010,5,Maig,27,16,"No Çs causa del  vianant",Ciclomotor,RYZ,"MOTOR HISPANIA",Negre,AM,3,"4582978,24","430188,51"
2010S003652,3,Sants-Montjuãc,11,"el Poble Sec",198804,Paral˙lel,"0087 0087",Dijous,Dj,Laboral,2010,5,Maig,27,17,"No Çs causa del  vianant",Ciclomotor,MATRIX,KEEWAY,Gris,AM,2,"4580903,65","430315,86"
2010S003790,3,Sants-Montjuãc,16,"la Bordeta",169409,"Corts Catalanes","0133 0133",Dimarts,Dm,Laboral,2010,6,Juny,1,17,"No Çs causa del  vianant",Ciclomotor,ARK,BETA,Groc,Llicäncia,4,"4579911,7","427850,13"
2010S005354,6,GrÖcia,32,"el Camp d'en Grassot i GrÖcia Nova",76807,Sardenya,"0499 0499",Dissabte,Ds,Laboral,2010,7,Juliol,31,13,"No Çs causa del  vianant",Autob£s,Desconegut,MAN,Desconegut,D,7,"4584848,23","430224,76"
2010S003452,1,"Ciutat Vella",3,"la Barceloneta",701265,"Litoral (Besïs)",900000,Dimecres,Dc,Laboral,2010,5,Maig,19,14,"No Çs causa del  vianant",Turismo,GOLF,VOLKSWAGEN,Blau,B,3,"4582125,65","432696,19"
2010S003456,5,"SarriÖ-Sant Gervasi",25,"Sant Gervasi - la Bonanova",334108,"Teodora Lamadrid","0040 0040",Dimecres,Dc,Laboral,2010,5,Maig,19,17,"No Çs causa del  vianant",Ciclomotor,"SH 50",HONDA,Negre,Llicäncia,10,"4584550,74","427862,17"
2010S003457,2,Eixample,6,"la Sagrada Fam°lia",197302,Marina,"0237 0237",Dimecres,Dc,Laboral,2010,5,Maig,19,21,"No Çs causa del  vianant",Ciclomotor,RYZ,"MOTOR HISPANIA",Verd,AM,2,"4584012,8","431248,98"
2010S003457,2,Eixample,6,"la Sagrada Fam°lia",197302,Marina,"0237 0237",Dimecres,Dc,Laboral,2010,5,Maig,19,21,"No Çs causa del  vianant",Motocicleta,"GSX 750",SUZUKI,Gris,A,37,"4584012,8","431248,98"
2010S004283,7,Horta-Guinard¢,37,"el Carmel",67103,Carmel,"0006 0010",Dissabte,Ds,Laboral,2010,6,Juny,19,13,"No Çs causa del  vianant",Turismo,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4586697,17","429675,94"
2010S004289,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",177101,Laietana,"0022 0022",Dissabte,Ds,Laboral,2010,6,Juny,19,16,"No Çs causa del  vianant",Autob£s,Desconegut,MAN,Taronja,D,17,"4581932,06","431421,64"
2010S004422,2,Eixample,6,"la Sagrada Fam°lia",178308,Lepant,"0224 0224",Divendres,Dv,Laboral,2010,6,Juny,25,12,"No Çs causa del  vianant",Turismo,A4,AUDI,Gris,B,51,"4583924,93","431553,15"
2010S004548,2,Eixample,9,"la Nova Esquerra de l'Eixample",331507,Tarragona,0072U0072U,Dimecres,Dc,Laboral,2010,6,Juny,30,21,"No Çs causa del  vianant",Ciclomotor,FLY,PIAGGIO,Gris,Llicäncia,4,"4581069,1","428899,8"
2010S004549,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",139805,Ganduxer,"0065 0065",Dimecres,Dc,Laboral,2010,6,Juny,30,14,"No Çs causa del  vianant",Ciclomotor,"SCOOPY 50",HONDA,Gris,B,2,4583459,"427816,89"
2010S004550,2,Eixample,7,"la Dreta de l'Eixample",232902,Urquinaona,"0012 0013",Dimecres,Dc,Laboral,2010,6,Juny,30,20,"No Çs causa del  vianant",Autob£s,Desconegut,MAN,Vermell,D,13,"4582425,04","430908,25"
2010S005287,7,Horta-Guinard¢,37,"el Carmel",85900,"Conca de Tremp","0012 0012",Dilluns,Dl,Laboral,2010,7,Juliol,26,20,"No Çs causa del  vianant",Turismo,A3,AUDI,Desconegut,B,2,"4586362,77","429489,41"
2010S005412,3,Sants-Montjuãc,18,Sants,30602,Badal,"0112 0114",Dimarts,Dm,Laboral,2010,8,Agost,3,14,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Negre,B,4,"4580521,15","427540,32"
2010S003399,2,Eixample,7,"la Dreta de l'Eixample",350308,Valäncia,"0285 0285",Dimarts,Dm,Laboral,2010,5,Maig,18,9,"No Çs causa del  vianant","Cami¢n > 3,5 Tm","ML 100","IVECO FIAT",Blanc,C1,14,"4583175,3","430418,36"
2010S003404,2,Eixample,9,"la Nova Esquerra de l'Eixample",350308,Valäncia,"0080 0080",Dimarts,Dm,Laboral,2010,5,Maig,18,12,"No Çs causa del  vianant",Turismo,A4,AUDI,Vermell,B,18,"4581715,38","428960,91"
2010S003860,10,"Sant Mart°",68,"el Poblenou",110009,"Ramon Turr¢","0140 0140",Divendres,Dv,Laboral,2010,6,Juny,4,15,"No Çs causa del  vianant",Motocicleta,"UH 125",SUZUKI,Gris,B,35,"4583287,72","433101,14"
2010S003987,9,"Sant Andreu",62,"el CongrÇs i els Indians",121402,"Felip II","0163 0163",Dimecres,Dc,Laboral,2010,6,Juny,9,8,"No Çs causa del  vianant",Motocicleta,"DINK 125",KYMCO,Gris,B,27,"4586353,56","431734,1"
2010S003988,2,Eixample,7,"la Dreta de l'Eixample",18505,Arag¢,"0339 0339",Dimecres,Dc,Laboral,2010,6,Juny,9,8,"No Çs causa del  vianant",Turismo,320,BMW,Negre,B,17,"4583323,9","430754,41"
2010S000256,6,GrÖcia,31,"la Vila de GrÖcia",67806,Carolines,0026B0026B,Dimecres,Dc,Laboral,2010,1,Gener,13,8,"No Çs causa del  vianant",Ciclomotor,ATLANTIS,DERBI,Blau,Desconegut,Desconegut,"4584084,56","429084,13"
2010S000384,7,Horta-Guinard¢,43,Horta,119003,"Fabra i Puig","0387 0387",Diumenge,Dg,Laboral,2010,1,Gener,17,15,"No Çs causa del  vianant",Motocicleta,"NES 125",HONDA,Vermell,Desconegut,Desconegut,"4587418,91","430171,42"
2010S000249,2,Eixample,9,"la Nova Esquerra de l'Eixample",349706,"Comte d'Urgell","0113 0113",Dimarts,Dm,Laboral,2010,1,Gener,12,21,"No Çs causa del  vianant",Turismo,A6,AUDI,Gris,B,19,"4582028,43","429418,93"
2010S000236,4,"Les Corts",19,"les Corts",320704,SarriÖ,"0046 0050",Dimarts,Dm,Laboral,2010,1,Gener,12,9,"No Çs causa del  vianant",Ciclomotor,"LIBERTY 125",PIAGGIO,Gris,B,20,"4582712,05","428341,84"
2010S000364,7,Horta-Guinard¢,33,"el Baix Guinard¢",68900,Cartagena,"0369 0369",Dissabte,Ds,Laboral,2010,1,Gener,16,16,"No Çs causa del  vianant",Furgoneta,Desconegut,MERCEDES-BENZ,Groc,BTP,15,"4585181,67","430833,18"
2010S000504,4,"Les Corts",19,"les Corts",144601,Diagonal,"0597 0597",Dijous,Dj,Laboral,2010,1,Gener,21,22,"No Çs causa del  vianant",Ciclomotor,"LIBERTY 50",PIAGGIO,Blanc,Llicäncia,3,"4582469,52","427385,53"
2010S004558,3,Sants-Montjuãc,18,Sants,312400,Sants,"0075 0077",Dijous,Dj,Laboral,2010,7,Juliol,1,7,"No Çs causa del  vianant",Motocicleta,"FORESIGHT 250 FES",HONDA,Vermell,A,45,"4580979,71","427939,15"
2010S004980,6,GrÖcia,31,"la Vila de GrÖcia",144601,Diagonal,"0446 0448",Divendres,Dv,Laboral,2010,7,Juliol,16,23,"No Çs causa del  vianant",Turismo,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4583325,46","429758,73"
2010S005112,2,Eixample,7,"la Dreta de l'Eixample",89004,"Consell de Cent","0311 0311",Dijous,Dj,Laboral,2010,7,Juliol,22,15,"No Çs causa del  vianant",Motocicleta,"SH 150",HONDA,Gris,A,33,"4582513,68","430113,62"
2010S005114,2,Eixample,9,"la Nova Esquerra de l'Eixample",285807,Rocafort,"0121 0121",Dijous,Dj,Laboral,2010,7,Juliol,22,15,"No Çs causa del  vianant",Motocicleta,"SCOOPY 100",HONDA,Negre,B,23,"4581518,3","429177,2"
2010S005249,10,"Sant Mart°",73,"la Verneda i la Pau",266405,Prim,"0258 0272",Dimarts,Dm,Laboral,2010,7,Juliol,27,18,"No Çs causa del  vianant","Autob£s articulado",Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4586615,08","433229,76"
2010S003791,1,"Ciutat Vella",2,"el Barri Gïtic",269108,"Portal de la Pau","0003 0003",Dimarts,Dm,Laboral,2010,6,Juny,1,18,"Creuar per fora pas de vianants",Motocicleta,"LIBERTY 125",PIAGGIO,Blanc,B,6,"4581121,33","431291,24"
2010S003796,2,Eixample,9,"la Nova Esquerra de l'Eixample",285807,Rocafort,"0260 0260",Dimarts,Dm,Laboral,2010,6,Juny,1,18,"No Çs causa del  vianant",Autob£s,"NL 243",MAN,Desconegut,D,4,"4582285,51","428456,63"
2010S003927,9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu","0281 0293",Dilluns,Dl,Laboral,2010,6,Juny,7,7,"No Çs causa del  vianant",Motocicleta,"SH 300",HONDA,Desconegut,A,4,"4587707,41","432389,87"
2010S003927,9,"Sant Andreu",60,"Sant Andreu",296202,"Gran de Sant Andreu","0281 0293",Dilluns,Dl,Laboral,2010,6,Juny,7,7,"No Çs causa del  vianant",Turismo,CORSA,OPEL,Blanc,B,31,"4587707,41","432389,87"
2010S004046,3,Sants-Montjuãc,16,"la Bordeta",169409,"Corts Catalanes","0181 0247",Dijous,Dj,Laboral,2010,6,Juny,10,14,"No Çs causa del  vianant",Furgoneta,TRANSIT,FORD,Altres,B,7,"4580298,21","428244,45"
2010S004048,3,Sants-Montjuãc,18,Sants,187207,Madrid,"0222 0222",Dijous,Dj,Laboral,2010,6,Juny,10,13,"No Çs causa del  vianant",Furgoneta,JUMPER,CITROEN,Blanc,B,6,"4581680,36","427797,53"
2010S004050,2,Eixample,7,"la Dreta de l'Eixample",349309,Universitat,"0008 0008",Dijous,Dj,Laboral,2010,6,Juny,10,17,"No Çs causa del  vianant",Motocicleta,"NXC 125",YAMAHA,Negre,B,24,"4582187,19","430384,13"
2010S003591,3,Sants-Montjuãc,12,"la Marina del Prat Vermell",116140,"Estaci¢ del Morrot","0001 0003",Dimarts,Dm,Laboral,2010,5,Maig,25,17,"No Çs causa del  vianant",Turismo,CLIO,RENAULT,Blanc,B,9,"4579706,06","430724,34"
2010S003594,9,"Sant Andreu",59,"el Bon Pastor",701265,"Litoral (Besïs)",160000,Dimarts,Dm,Laboral,2010,5,Maig,25,16,"No Çs causa del  vianant",Motocicleta,"YP 125",YAMAHA,Gris,B,21,"4588095,7","433951,36"
2010S005022,10,"Sant Mart°",65,"el Clot",18505,Arag¢,"0580 0580",Dilluns,Dl,Laboral,2010,7,Juliol,19,14,"No Çs causa del  vianant",Furgoneta,ZAFIRA,OPEL,Negre,B,3,"4584555,67","432060,89"
2010S005025,9,"Sant Andreu",59,"el Bon Pastor",151957,Guayaquil,"0019 0019",Dilluns,Dl,Laboral,2010,7,Juliol,19,17,"No Çs causa del  vianant",Motocicleta,X-8,PIAGGIO,Gris,A1,30,"4588316,38","433839,63"
2010S005156,7,Horta-Guinard¢,41,"la Vall d'Hebron",701268,"Dalt (Llobregat)",1100000,Divendres,Dv,Laboral,2010,7,Juliol,23,15,"No Çs causa del  vianant",Furgoneta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4586831,81","428564,96"
2010S003963,6,GrÖcia,30,"la Salut",365702,"Mare de DÇu de Montserrat","0016 0018",Dimarts,Dm,Laboral,2010,6,Juny,8,10,"No Çs causa del  vianant",Turismo,RUNNER,TOYOTA,Verd,Desconegut,Desconegut,"4585186,42","429977,65"
2010S003964,4,"Les Corts",20,"la Maternitat i Sant Ramon",244209,"Joan XXIII","0027 0027",Diumenge,Dg,Laboral,2010,6,Juny,6,5,"No Çs causa del  vianant",Turismo,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4582131,69","426710,4"
2010S003965,2,Eixample,10,"Sant Antoni",246000,Parlament,"0055 0055",Dimarts,Dm,Laboral,2010,6,Juny,8,7,"No Çs causa del  vianant",Motocicleta,XP500,YAMAHA,Negre,A,26,"4581217,79","430181,13"
2010S004087,3,Sants-Montjuãc,12,"la Marina del Prat Vermell",701265,"Litoral (Besïs)",1300000,Divendres,Dv,Laboral,2010,6,Juny,11,15,"No Çs causa del  vianant",Furgoneta,BERLINGO,CITROEN,Gris,B,43,"4579227,37","430303,25"
2010S004088,3,Sants-Montjuãc,11,"el Poble Sec",198804,Paral˙lel,"0077 0077",Divendres,Dv,Laboral,2010,6,Juny,11,17,"No Çs causa del  vianant",Taxi,OCTAVIA,SKODA,Altres,BTP,25,"4580901,27","430512,57"
2010S004091,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",320704,SarriÖ,"0018 0018",Divendres,Dv,Laboral,2010,6,Juny,11,19,"No Çs causa del  vianant",Ciclomotor,"SR 50",APRILIA,Groc,AM,2,"4582671,86","428532,71"
2010S004091,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",320704,SarriÖ,"0018 0018",Divendres,Dv,Laboral,2010,6,Juny,11,19,"No Çs causa del  vianant",Turismo,95,SAAB,Negre,B,27,"4582671,86","428532,71"
2010S004094,5,"SarriÖ-Sant Gervasi",23,SarriÖ,193108,"Manuel Girona","0077 0077",Divendres,Dv,Laboral,2010,6,Juny,11,20,"No Çs causa del  vianant",Motocicleta,"Sport City",APRILIA,Negre,A,6,"4582899,77","427289,78"
2010S004225,10,"Sant Mart°",70,"el Besïs i el Maresme",195409,Maresme,0087X0087X,Dijous,Dj,Laboral,2010,6,Juny,17,9,"Transitar a peu per la caláada",Turismo,FUSION,FORD,Gris,B,3,"4585281,97","434287,31"
2010S005179,1,"Ciutat Vella",1,"el Raval",250904,Pelai,"0058 0058",Dissabte,Ds,Laboral,2010,7,Juliol,24,15,"No Çs causa del  vianant",Motocicleta,"UH 125",SUZUKI,Blau,B,20,"4582079,04","430642,87"
2010S005180,3,Sants-Montjuãc,18,Sants,88001,"Comtes de Bell-lloc",0041X0041X,Dissabte,Ds,Laboral,2010,7,Juliol,24,18,"No Çs causa del  vianant",Turismo,IBIZA,SEAT,Gris,B,24,"4581393,26","428035,63"
2010S005321,2,Eixample,7,"la Dreta de l'Eixample",359404,"Joan Carles I","9999 9999",Dijous,Dj,Laboral,2010,7,Juliol,29,22,"No Çs causa del  vianant",Ciclomotor,"CLASSIC 50",APRILIA,Blau,B,13,"4583317,43","429831,27"
2010S005322,3,Sants-Montjuãc,16,"la Bordeta",142402,GavÖ,"0022 0022",Divendres,Dv,Laboral,2010,7,Juliol,30,6,"No Çs causa del  vianant",Ciclomotor,Desconegut,DERBI,Desconegut,Llicäncia,3,"4580621,74","428272,7"
2010S000376,9,"Sant Andreu",57,"la Trinitat Vella",314100,"Santa Coloma","0107 0107",Diumenge,Dg,Laboral,2010,1,Gener,17,7,"No Çs causa del  vianant",Turismo,IBIZA,SEAT,Negre,B,3,"4589020,99","433122,07"
2010S000521,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",100800,Diputaci¢,"0230 0230",Divendres,Dv,Laboral,2010,1,Gener,22,14,"No Çs causa del  vianant",Motocicleta,625,KTM,Taronja,A,4,"4582363,96","430195,2"
2010S000521,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",100800,Diputaci¢,"0230 0230",Divendres,Dv,Laboral,2010,1,Gener,22,14,"No Çs causa del  vianant",Furgoneta,MASTER,RENAULT,Blanc,B,38,"4582363,96","430195,2"
2010S000525,7,Horta-Guinard¢,35,"el Guinard¢",325402,"Segle XX","0043 0043",Divendres,Dv,Laboral,2010,1,Gener,22,16,"Transitar a peu per la caláada","Cami¢n <= 3,5 Tm",Daily,"IVECO FIAT",Blanc,B,2,"4586284,67","431231,93"
2010S000526,6,GrÖcia,30,"la Salut",344000,Dalt,"0001 0001",Divendres,Dv,Laboral,2010,1,Gener,22,16,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Negre,B,20,"4584611,01","429114,54"
2010S000657,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",194406,Maragall,"0362 0364",Dijous,Dj,Laboral,2010,1,Gener,28,12,"No Çs causa del  vianant",Motocicleta,"Sport City",APRILIA,Negre,B,11,"4586807,41","430295,92"
2010S000657,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",194406,Maragall,"0362 0364",Dijous,Dj,Laboral,2010,1,Gener,28,12,"No Çs causa del  vianant","Cami¢n <= 3,5 Tm",CABSTAR,NISSAN,Blanc,B,5,"4586807,41","430295,92"
2010S003727,10,"Sant Mart°",65,"el Clot",220608,Monturiol,"0001 0003",Diumenge,Dg,Laboral,2010,5,Maig,30,21,"No Çs causa del  vianant",Turismo,CLIO,RENAULT,Gris,B,1,"4584722,96","432664,49"
2010S003865,8,"Nou Barris",55,"Ciutat Meridiana",252207,Perafita,"0087 0087",Divendres,Dv,Laboral,2010,6,Juny,4,16,"No Çs causa del  vianant",Turismo,106,PEUGEOT,Gris,B,24,"4590282,47","430671,15"
2010S003867,8,"Nou Barris",52,"la Prosperitat",282650,"Rio de Janeiro","0129 0129",Divendres,Dv,Laboral,2010,6,Juny,4,20,"No Çs causa del  vianant",Ciclomotor,ARK,BETA,Gris,AM,4,"4588403,73","432017,71"
2010S004695,5,"SarriÖ-Sant Gervasi",25,"Sant Gervasi - la Bonanova",139805,Ganduxer,"0112 0112",Dimarts,Dm,Laboral,2010,7,Juliol,6,13,"No Çs causa del  vianant",Motocicleta,"SH 100",HONDA,Blanc,B,6,"4583924,1","427572,76"
2010S004696,2,Eixample,7,"la Dreta de l'Eixample",18505,Arag¢,"0268 0268",Dimarts,Dm,Laboral,2010,7,Juliol,6,13,"No Çs causa del  vianant",Turismo,"A 200",MERCEDES,Blau,Desconegut,Desconegut,"4582740,1","430204,47"
2010S004828,8,"Nou Barris",49,Canyelles,701267,"Dalt (Besïs)",1400000,Diumenge,Dg,Laboral,2010,7,Juliol,11,5,"No Çs causa del  vianant",Turismo,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4588493,95","430793,35"
2010S004830,1,"Ciutat Vella",1,"el Raval",86902,"Nou de la Rambla","0022 0022",Diumenge,Dg,Laboral,2010,7,Juliol,11,17,"Creuar per fora pas de vianants",Taxi,OCTAVIA,SKODA,Altres,BTP,41,"4581312,29","430990,28"
2010S004833,5,"SarriÖ-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",335654,"Vallvidrera al Tibidabo",160000,Diumenge,Dg,Laboral,2010,7,Juliol,11,18,"No Çs causa del  vianant",Motocicleta,"XG 250",YAMAHA,Negre,A,1,"4585850,89","426455,06"
2010S005252,6,GrÖcia,31,"la Vila de GrÖcia",148307,GrÖcia,"0112 0112",Dimarts,Dm,Laboral,2010,7,Juliol,27,19,"No Çs causa del  vianant",Motocicleta,"SH 100",HONDA,Blau,B,20,"4583374,37","429825,76"
2010S005252,6,GrÖcia,31,"la Vila de GrÖcia",148307,GrÖcia,"0112 0112",Dimarts,Dm,Laboral,2010,7,Juliol,27,19,"No Çs causa del  vianant",Turismo,A4,AUDI,Gris,B,3,"4583374,37","429825,76"
2010S005254,9,"Sant Andreu",60,"Sant Andreu",209900,Meridiana,"0580 0584",Dimarts,Dm,Laboral,2010,7,Juliol,27,21,"No Çs causa del  vianant",Turismo,ZS,MG,Vermell,B,12,"4588426,52","432162,57"
2010S005386,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",114804,Espiell,"0014 0016",Dilluns,Dl,Laboral,2010,8,Agost,2,7,"No Çs causa del  vianant",Turismo,MEGANE,RENAULT,Desconegut,Desconegut,Desconegut,"4587010,16","430541,93"
2010S005387,7,Horta-Guinard¢,34,"Can Bar¢",339600,"Torre Dulac","0009 0009",Dilluns,Dl,Laboral,2010,8,Agost,2,11,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Blanc,B,5,"4585513,93","430219,36"
2010S005389,6,GrÖcia,28,"Vallcarca i els Penitents",701103,"Alfonso Com°n","0005 0005",Dilluns,Dl,Laboral,2010,8,Agost,2,13,"No Çs causa del  vianant",Turismo,C3,CITROEN,Gris,B,12,"4585360,35","428101,36"
2010S005391,6,GrÖcia,30,"la Salut",344000,Dalt,"0110 0110",Dimecres,Dc,Laboral,2010,7,Juliol,28,18,"No Çs causa del  vianant",Motocicleta,"GSF 600 BANDIT",SUZUKI,Desconegut,A,1,"4584982,16","429745,11"
2010S005391,6,GrÖcia,30,"la Salut",344000,Dalt,"0110 0110",Dimecres,Dc,Laboral,2010,7,Juliol,28,18,"No Çs causa del  vianant",Taxi,Altea,SEAT,Altres,Desconegut,Desconegut,"4584982,16","429745,11"
2010S005392,10,"Sant Mart°",71,"Provenáals del Poblenou",253902,Per£,"0164 0164",Dilluns,Dl,Laboral,2010,8,Agost,2,14,"No Çs causa del  vianant",Turismo,FOCUS,FORD,Gris,B,18,"4584978,62","433293,66"
2010S005454,2,Eixample,7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0604 0604",Dijous,Dj,Laboral,2010,8,Agost,5,15,"No Çs causa del  vianant",Turismo,307,PEUGEOT,Gris,B,4,"4582245,25","430308,02"
2010S005459,2,Eixample,6,"la Sagrada Fam°lia",89004,"Consell de Cent","0529 0529",Dijous,Dj,Laboral,2010,8,Agost,5,20,"No Çs causa del  vianant",Turismo,MEGANE,RENAULT,Negre,B,16,"4583971,63","431615,63"
