"Codi d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripci¢ dia setmana","Dia setmana","Descripci¢ tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripci¢ causa vianant","Descripci¢ tipus de vehicle","Descripci¢ model","Descripci¢ marca","Descripci¢ color","Descripci¢ carnet","Antiguitat carnet","Coordenada UTM (Y)","Coordenada UTM (X)"
2010S003001,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",100800,Diputaci¢,"0191 0191",Dilluns,Dl,Laboral,2010,5,Maig,3,11,"No Çs causa del  vianant",Turismo,TOLEDO,SEAT,Gris,B,26,"4582139,04","429934,38"
2010S000628,2,Eixample,5,"el Fort Pienc",209900,Meridiana,"0049 0049",Dimecres,Dc,Laboral,2010,1,Gener,27,13,"No Çs causa del  vianant",Motocicleta,X-9,PIAGGIO,Gris,A,43,"4583631,42","432108,84"
2010S000630,10,"Sant Mart°",65,"el Clot",161101,Independäncia,"0250 0250",Dimecres,Dc,Laboral,2010,1,Gener,27,13,"No Çs causa del  vianant",Furgoneta,BERLINGO,CITROEN,Desconegut,B,6,"4584453,64","431960,1"
2010S000899,2,Eixample,10,"Sant Antoni",127704,Floridablanca,"0089 0089",Dissabte,Ds,Laboral,2010,2,Febrer,6,18,"No Çs causa del  vianant",Motocicleta,"X Max",YAMAHA,Gris,A,20,"4581424,02","429815,39"
2010S000900,10,"Sant Mart°",70,"el Besïs i el Maresme",186703,Llull,"0377 0377B",Dissabte,Ds,Laboral,2010,2,Febrer,6,17,"No Çs causa del  vianant",Turismo,106,PEUGEOT,Vermell,Desconegut,Desconegut,"4584886,01","434467,95"
2010S000421,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",342900,Trafalgar,"0036 0036",Dimarts,Dm,Laboral,2010,1,Gener,19,12,"No Çs causa del  vianant",Furgoneta,KANGOO,RENAULT,Blanc,B,12,"4582492,35","431231,6"
2010S000559,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",245802,Par°s,"0210 0210",Diumenge,Dg,Laboral,2010,1,Gener,24,9,"No Çs causa del  vianant",Turismo,CLIO,RENAULT,Blanc,B,33,"4583137,95","429454,9"
2010S000560,4,"Les Corts",19,"les Corts",187207,Madrid,"0197 0199",Diumenge,Dg,Laboral,2010,1,Gener,24,11,"No Çs causa del  vianant",Motocicleta,"FZS 600 FAZER",YAMAHA,Gris,A,20,"4581663,87","427676,44"
2010S000560,4,"Les Corts",19,"les Corts",187207,Madrid,"0197 0199",Diumenge,Dg,Laboral,2010,1,Gener,24,11,"No Çs causa del  vianant",Turismo,"MAZDA 6",MAZDA,Gris,B,12,"4581663,87","427676,44"
2010S000836,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",267907,Provenáals,"0019 0019",Dijous,Dj,Laboral,2010,2,Febrer,4,11,"No Çs causa del  vianant",Turismo,FOCUS,FORD,Blau,B,7,"4584370,66","434054,76"
2010S000837,9,"Sant Andreu",62,"el CongrÇs i els Indians",191907,Manigua,"0004 0006",Dijous,Dj,Laboral,2010,2,Febrer,4,10,"Creuar per fora pas de vianants",Turismo,JUSTY,SUBARU,Negre,B,7,"4586169,64","431521,51"
2010S000841,2,Eixample,7,"la Dreta de l'Eixample",169409,"Corts Catalanes","9997 9997",Dijous,Dj,Laboral,2010,2,Febrer,4,15,"No Çs causa del  vianant",Motocicleta,"LIBERTY 125",PIAGGIO,Negre,B,7,"4582760,74","430794,78"
2010S000990,2,Eixample,9,"la Nova Esquerra de l'Eixample",162002,"Josep Tarradellas","0062 0062",Dimecres,Dc,Laboral,2010,2,Febrer,10,11,"No Çs causa del  vianant",Ciclomotor,SR,DERBI,Blanc,Llicäncia,5,"4582118,46","428435,67"
2010S000742,7,Horta-Guinard¢,41,"la Vall d'Hebron",352507,"Vall d'Hebron","0202 0202",Diumenge,Dg,Laboral,2010,1,Gener,31,19,"No Çs causa del  vianant",Turismo,A4,AUDI,Blanc,B,26,"4587166,38","428713,22"
2010S000876,9,"Sant Andreu",57,"la Trinitat Vella",701267,"Dalt (Besïs)",1590000,Divendres,Dv,Laboral,2010,2,Febrer,5,18,"No Çs causa del  vianant",Furgoneta,PRIMASTAR,NISSAN,Blanc,B,6,"4588906,94","432617,25"
2010S000877,6,GrÖcia,29,"el Coll",220903,"M¢ra d'Ebre",0064B0064B,Divendres,Dv,Laboral,2010,2,Febrer,5,19,"No Çs causa del  vianant",Ciclomotor,"SCOOPY 50",HONDA,Verd,A,16,"4585693,9","428967,08"
2010S000882,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,Divendres,Dv,Laboral,2010,2,Febrer,5,20,"No Çs causa del  vianant",Turismo,C2,CITROEN,Vermell,B,8,Desconegut,Desconegut
2010S000883,3,Sants-Montjuãc,16,"la Bordeta",169409,"Corts Catalanes",0169X0169X,Divendres,Dv,Laboral,2010,2,Febrer,5,21,"No Çs causa del  vianant","Cami¢n <= 3,5 Tm",Desconegut,DAF-HERMANNS,Blanc,B,15,"4580080,77","428023,02"
2010S001012,3,Sants-Montjuãc,18,Sants,162002,"Josep Tarradellas","0057 0057",Dimecres,Dc,Laboral,2010,2,Febrer,10,21,"No Çs causa del  vianant",Turismo,PALIO,FIAT,Verd,B,2,"4582027,81","428378,21"
2010S001013,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",32700,Balmes,"0061 0061",Dimecres,Dc,Laboral,2010,2,Febrer,10,23,"No Çs causa del  vianant",Turismo,"MAZDA 6",MAZDA,Platejat,B,17,"4582588,45","429993,58"
2010S001138,2,Eixample,7,"la Dreta de l'Eixample",144601,Diagonal,"0329 0329",Dilluns,Dl,Laboral,2010,2,Febrer,15,18,"No Çs causa del  vianant",Ciclomotor,"LIBERTY 50",PIAGGIO,Gris,B,2,"4583565,23","430675,55"
2010S001138,2,Eixample,7,"la Dreta de l'Eixample",144601,Diagonal,"0329 0329",Dilluns,Dl,Laboral,2010,2,Febrer,15,18,"No Çs causa del  vianant",Turismo,530,BMW,Gris,B,41,"4583565,23","430675,55"
2010S001141,7,Horta-Guinard¢,43,Horta,185700,Llobreg¢s,0050B0050B,Dimarts,Dm,Laboral,2010,2,Febrer,16,7,"No Çs causa del  vianant",Motocicleta,"HD 125",SYM,Gris,B,12,"4586642,48","429907,3"
2010S000066,7,Horta-Guinard¢,38,"la Teixonera",701268,"Dalt (Llobregat)",1060000,Dimarts,Dm,Laboral,2010,1,Gener,5,8,"No Çs causa del  vianant",Motocicleta,"SH 75",HONDA,Blau,A,1,"4586453,46","428432,21"
2010S000068,2,Eixample,6,"la Sagrada Fam°lia",68900,Cartagena,"0283 0283",Dimarts,Dm,Laboral,2010,1,Gener,5,8,"No Çs causa del  vianant",Motocicleta,"Dylan 125",HONDA,Gris,B,7,"4584755,62","431246,59"
2010S000463,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",50600,"Bon Pastor","0001 0001",Dimecres,Dc,Laboral,2010,1,Gener,20,13,"No Çs causa del  vianant",Motocicleta,"SCOOPY 125",HONDA,Negre,A1,1,"4583088,6","429006,43"
2010S000471,6,GrÖcia,28,"Vallcarca i els Penitents",123408,Lesseps,"0020 0020",Dimecres,Dc,Laboral,2010,1,Gener,20,21,"No Çs causa del  vianant",Turismo,IBIZA,SEAT,Blanc,B,3,"4584524,48","429004,41"
2010S001120,4,"Les Corts",19,"les Corts",227800,Nicaragua,"0086 0086",Dilluns,Dl,Laboral,2010,2,Febrer,15,10,"No Çs causa del  vianant",Turismo,"LAND CRUISER",TOYOTA,Gris,B,21,"4582040,9","428145,79"
2010S001120,4,"Les Corts",19,"les Corts",227800,Nicaragua,"0086 0086",Dilluns,Dl,Laboral,2010,2,Febrer,15,10,"No Çs causa del  vianant",Furgoneta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,"4582040,9","428145,79"
2010S001121,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",18505,Arag¢,"0194 0206",Dilluns,Dl,Laboral,2010,2,Febrer,15,10,"No Çs causa del  vianant",Motocicleta,JOYRIDE,SYM,Negre,B,4,"4582314,74","429769,95"
2010S001121,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",18505,Arag¢,"0194 0206",Dilluns,Dl,Laboral,2010,2,Febrer,15,10,"No Çs causa del  vianant",Turismo,CORSA,OPEL,Blanc,B,14,"4582314,74","429769,95"
2010S001123,9,"Sant Andreu",60,"Sant Andreu",35800,Bartrina,0016X0016X,Diumenge,Dg,Laboral,2010,2,Febrer,14,22,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Gris,A,2,"4588076,51","432106,37"
2010S002375,2,Eixample,7,"la Dreta de l'Eixample",289105,Rossell¢,"0258 0258",Divendres,Dv,Laboral,2010,4,Abril,9,16,"No Çs causa del  vianant",Motocicleta,"XLH 883","HARLEY DAVIDSON",Negre,A,2,"4583370,88","430073,79"
2010S002379,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",318804,Santal¢,"0163 0163",Divendres,Dv,Laboral,2010,4,Abril,9,19,"No Çs causa del  vianant",Turismo,Q7,AUDI,Negre,B,18,"4583825,57","428132,45"
2010S002511,2,Eixample,7,"la Dreta de l'Eixample",169409,"Corts Catalanes",0669B0669B,Dijous,Dj,Laboral,2010,4,Abril,15,8,"No Çs causa del  vianant",Ciclomotor,"RUNNER 50",GILERA,Negre,Llicäncia,10,"4583259,63","431270,05"
2010S001513,2,Eixample,7,"la Dreta de l'Eixample",176801,"Roger de Ll£ria","0099 0101",Dimarts,Dm,Laboral,2010,3,Mará,2,18,"No Çs causa del  vianant",Motocicleta,650,BMW,Gris,A,2,"4583211,53","430326,17"
2010S001648,3,Sants-Montjuãc,12,"la Marina del Prat Vermell",121275,"Feixa Llarga","0008 0008",Dimarts,Dm,Laboral,2010,3,Mará,9,5,"No Çs causa del  vianant",Turismo,MEGANE,RENAULT,Blau,B,36,"4576754,2","425612,75"
2010S001650,4,"Les Corts",19,"les Corts",172403,"Joan GÅell",0175X0175X,Dimarts,Dm,Laboral,2010,3,Mará,9,9,"No Çs causa del  vianant",Motocicleta,VESPA,PIAGGIO,Negre,B,7,"4581926,4","427428,83"
2010S002536,4,"Les Corts",20,"la Maternitat i Sant Ramon",187207,Madrid,"0089 0093",Dijous,Dj,Laboral,2010,4,Abril,15,20,"No Çs causa del  vianant",Motocicleta,"SH 300",HONDA,Gris,A,2,"4581357,03","427122,04"
2010S002538,10,"Sant Mart°",68,"el Poblenou",701266,"Litoral (Llobregat)",780000,Divendres,Dv,Laboral,2010,4,Abril,16,1,"No Çs causa del  vianant",Turismo,GOLF,VOLKSWAGEN,Negre,B,17,"4582976,4","433545,58"
2010S002540,6,GrÖcia,31,"la Vila de GrÖcia",90502,Cïrsega,"0335 0335",Dijous,Dj,Laboral,2010,4,Abril,15,8,"No Çs causa del  vianant",Motocicleta,X-7,PIAGGIO,Negre,A,3,"4583444,67","429926,73"
2010S002670,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20660000,Dilluns,Dl,Laboral,2010,4,Abril,19,22,"No Çs causa del  vianant",Turismo,BRAVO,FIAT,Groc,B,7,"4584620,76","432719,59"
2010S001401,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",55807,"Francesc MaciÖ","9999 9999",Dijous,Dj,Laboral,2010,2,Febrer,25,20,"No Çs causa del  vianant",Turismo,CORDOBA,SEAT,Gris,B,2,"4582882,87","428574,12"
2010S001538,3,Sants-Montjuãc,15,Hostafrancs,45803,Bordeta,0002U0002U,Dimecres,Dc,Laboral,2010,3,Mará,3,20,"No Çs causa del  vianant",Turismo,207,PEUGEOT,Negre,B,31,"4580841,09","428799,03"
2010S002513,3,Sants-Montjuãc,11,"el Poble Sec",114000,Espanya,"9999 9999",Dijous,Dj,Laboral,2010,4,Abril,15,8,"No Çs causa del  vianant",Motocicleta,"MP3 125",PIAGGIO,Gris,B,27,"4580908,62","428940,68"
2010S002516,8,"Nou Barris",45,Porta,322404,Selva,"0059 0059",Dimecres,Dc,Laboral,2010,4,Abril,14,16,"No Çs causa del  vianant",Turismo,ALLROAD,AUDI,Gris,B,1,"4587655,04","431205,73"
2010S002646,2,Eixample,5,"el Fort Pienc",169409,"Corts Catalanes","0790 0790",Dimarts,Dm,Laboral,2010,4,Abril,20,11,"No Çs causa del  vianant",Ciclomotor,"VITALITE 50",KYMCO,Gris,AM,22,"4583649,26","431743,09"
2010S002774,2,Eixample,9,"la Nova Esquerra de l'Eixample",54509,CalÖbria,"0274 0274",Dissabte,Ds,Laboral,2010,4,Abril,24,18,"No Çs causa del  vianant",Turismo,CIVIC,HONDA,Gris,Desconegut,Desconegut,"4582354,72","428575,83"
2010S002900,4,"Les Corts",20,"la Maternitat i Sant Ramon",343903,Corts,"0084 0084",Dijous,Dj,Laboral,2010,4,Abril,29,11,"No Çs causa del  vianant",Taxi,OCTAVIA,SKODA,Altres,Desconegut,Desconegut,"4581417,02","426803,68"
2010S002903,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",322608,"Selva de Mar",0046X0046X,Dijous,Dj,Laboral,2010,4,Abril,29,12,"No Çs causa del  vianant",Turismo,S40,VOLVO,Gris,B,4,"4584678,27","433980,76"
2010S002070,5,"SarriÖ-Sant Gervasi",23,SarriÖ,278007,"Reina Elisenda de Montcada","0020 0022",Dijous,Dj,Laboral,2010,3,Mará,25,13,"No Çs causa del  vianant",Autob£s,Desconegut,"IVECO FIAT",Vermell,D,6,"4583546,33","426365,69"
2010S002203,7,Horta-Guinard¢,39,"Sant Gen°s dels Agudells",701267,"Dalt (Besïs)",1040000,Dilluns,Dl,Laboral,2010,3,Mará,29,17,"No Çs causa del  vianant",Turismo,316,BMW,Desconegut,B,Desconegut,4586271,"428339,28"
2010S002203,7,Horta-Guinard¢,39,"Sant Gen°s dels Agudells",701267,"Dalt (Besïs)",1040000,Dilluns,Dl,Laboral,2010,3,Mará,29,17,"No Çs causa del  vianant",Turismo,33,"ALFA ROMEO",Vermell,B,4,4586271,"428339,28"
2010S002337,2,Eixample,9,"la Nova Esquerra de l'Eixample",110803,Entenáa,"0206 0206",Dijous,Dj,Laboral,2010,4,Abril,8,8,"No Çs causa del  vianant",Ciclomotor,"Sport City",APRILIA,Negre,Llicäncia,1,"4582085,04","428466,27"
2010S002345,1,"Ciutat Vella",1,"el Raval",269108,"Portal de la Pau","0002 0002",Dissabte,Ds,Laboral,2010,4,Abril,3,1,"No Çs causa del  vianant",Taxi,Altea,SEAT,Altres,Desconegut,Desconegut,"4581077,2","431229,51"
2010S002477,6,GrÖcia,28,"Vallcarca i els Penitents",84306,Collserola,"0002 0016",Dimecres,Dc,Laboral,2010,4,Abril,14,7,"No Çs causa del  vianant","Cami¢n > 3,5 Tm",Desconegut,RENAULT,Desconegut,C,3,"4585529,45","427904,72"
2010S003057,2,Eixample,6,"la Sagrada Fam°lia",238400,Padilla,"0190 0190",Dimecres,Dc,Laboral,2010,5,Maig,5,16,"No Çs causa del  vianant",Motocicleta,"ARRECIFE 250",APRILIA,Gris,A,5,"4584012,23","431639,22"
2010S003201,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",143609,"Josep Pla","0002 0020",Dimarts,Dm,Laboral,2010,5,Maig,11,10,"No Çs causa del  vianant",Motocicleta,"F 800",BMW,Blau,A,15,"4584476,07","434736,15"
2010S002065,4,"Les Corts",20,"la Maternitat i Sant Ramon",196208,"Maria Barrientos","0022 0022",Dijous,Dj,Laboral,2010,3,Mará,25,12,"No Çs causa del  vianant",Turismo,Altea,SEAT,Beige,B,33,"4581597,38","427194,75"
2010S002066,2,Eixample,9,"la Nova Esquerra de l'Eixample",54509,CalÖbria,"0099 0099",Dijous,Dj,Laboral,2010,3,Mará,25,12,"No Çs causa del  vianant",Turismo,CORDOBA,SEAT,Blau,B,6,"4581465,79","429415,27"
2010S002067,10,"Sant Mart°",68,"el Poblenou",270901,Pujades,"0265 0265",Dijous,Dj,Laboral,2010,3,Mará,25,8,"No Çs causa del  vianant",Turismo,MEGANE,RENAULT,Negre,B,3,"4584251,52","433643,95"
2010S002673,3,Sants-Montjuãc,16,"la Bordeta",160903,"Ildefons CerdÖ","0004 0004",Dimecres,Dc,Laboral,2010,4,Abril,21,8,"No Çs causa del  vianant",Motocicleta,"LIBERTY 125",PIAGGIO,Gris,A,19,"4579792,08","427711,55"
2010S002928,4,"Les Corts",21,Pedralbes,359200,Pedralbes,"0064 0064",Divendres,Dv,Laboral,2010,4,Abril,30,9,"No Çs causa del  vianant",Motocicleta,LEAD,HONDA,Gris,A,1,"4583078,81","426034,71"
2010S002930,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",363809,Villarroel,"0075 0075",Divendres,Dv,Laboral,2010,4,Abril,30,10,"No Çs causa del  vianant",Motocicleta,"SH 300",HONDA,Blanc,A,1,"4581939,4","429700,48"
2010S003055,2,Eixample,7,"la Dreta de l'Eixample",191204,Mallorca,"0301 0301",Dimecres,Dc,Laboral,2010,5,Maig,5,16,"No Çs causa del  vianant",Motocicleta,"SH 150",HONDA,Vermell,A,18,"4583362,96","430417,82"
2010S001797,3,Sants-Montjuãc,11,"el Poble Sec",198804,Paral˙lel,"0141 0141",Dilluns,Dl,Laboral,2010,3,Mará,15,10,"No Çs causa del  vianant",Ciclomotor,"SCOOPY 50",HONDA,Gris,AM,16,"4580911,84","429702,57"
2010S001804,3,Sants-Montjuãc,18,Sants,187207,Madrid,"0128 0134",Dilluns,Dl,Laboral,2010,3,Mará,15,16,"No Çs causa del  vianant",Furgoneta,CADDY,VOLKSWAGEN,Desconegut,B,33,"4581452,31","427314,69"
2010S001939,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",23403,Aribau,"0195 0195",Dissabte,Ds,Laboral,2010,3,Mará,20,2,"No Çs causa del  vianant",Turismo,X5,BMW,Desconegut,B,1,"4583203,29","429026,66"
2010S001940,8,"Nou Barris",52,"la Prosperitat",174307,J£lia,"0038 0038",Divendres,Dv,Laboral,2010,3,Mará,19,21,"No Çs causa del  vianant",Furgoneta,TRANSIT,FORD,Blanc,B,6,"4588160,01","431303,11"
2010S001940,8,"Nou Barris",52,"la Prosperitat",174307,J£lia,"0038 0038",Divendres,Dv,Laboral,2010,3,Mará,19,21,"No Çs causa del  vianant",Turismo,XANTIA,CITROEN,Desconegut,Desconegut,Desconegut,"4588160,01","431303,11"
2010S001944,2,Eixample,6,"la Sagrada Fam°lia",292201,"Sagrada Fam°lia","0016 0016",Dissabte,Ds,Laboral,2010,3,Mará,20,10,"No Çs causa del  vianant",Motocicleta,BURGMAN,SUZUKI,Blau,A1,23,"4584076,72","430956,78"
2010S001945,2,Eixample,7,"la Dreta de l'Eixample",100800,Diputaci¢,"0301 0301",Dissabte,Ds,Laboral,2010,3,Mará,20,12,"No Çs causa del  vianant",Turismo,SMART,SMART,Blanc,B,47,"4582848,93","430658,24"
2010S001178,2,Eixample,9,"la Nova Esquerra de l'Eixample",287201,Roma,"0030 0030",Dimecres,Dc,Laboral,2010,2,Febrer,17,5,"No Çs causa del  vianant",Turismo,CORSA,OPEL,Blanc,Desconegut,Desconegut,"4581644,16","428668,6"
2010S002084,4,"Les Corts",20,"la Maternitat i Sant Ramon",102306,"Doctor Mara§¢n","0004 0004",Dijous,Dj,Laboral,2010,3,Mará,25,17,"No Çs causa del  vianant",Turismo,IBIZA,SEAT,Blanc,Desconegut,Desconegut,"4581644,12","426323,76"
2010S003169,5,"SarriÖ-Sant Gervasi",23,SarriÖ,44709,Bonanova,"0088 0088",Dilluns,Dl,Laboral,2010,5,Maig,10,12,"No Çs causa del  vianant",Furgoneta,DUCATO,FIAT,Blanc,B,10,"4583918,61","426893,77"
2010S003170,3,Sants-Montjuãc,11,"el Poble Sec",207304,Mäxic,"0001 0001",Dilluns,Dl,Laboral,2010,5,Maig,10,13,"No Çs causa del  vianant",Autob£s,CITYCLASS,IRISBUS,Vermell,D,24,"4580773,89","428816,26"
2010S001146,9,"Sant Andreu",59,"el Bon Pastor",264308,Potos°,"0032 0032",Dimarts,Dm,Laboral,2010,2,Febrer,16,11,"No Çs causa del  vianant",Turismo,120D,BMW,Blanc,Desconegut,Desconegut,"4588471,95","433659,64"
2010S001287,6,GrÖcia,28,"Vallcarca i els Penitents",701267,"Dalt (Besïs)",980000,Diumenge,Dg,Laboral,2010,2,Febrer,21,18,"No Çs causa del  vianant",Turismo,PASSAT,VOLKSWAGEN,Gris,B,24,"4585705,33","428129,83"
2010S002479,2,Eixample,7,"la Dreta de l'Eixample",349207,Universitat,"0012 0012",Dimecres,Dc,Laboral,2010,4,Abril,14,10,"No Çs causa del  vianant",Turismo,S60,VOLVO,Blau,B,2,"4582174,58","430249,34"
2010S002480,2,Eixample,7,"la Dreta de l'Eixample",148307,GrÖcia,"0007 0007",Dimecres,Dc,Laboral,2010,4,Abril,14,10,"No Çs causa del  vianant",Motocicleta,Beverly,PIAGGIO,Negre,Desconegut,Desconegut,"4582422,21","430610,94"
2010S002609,1,"Ciutat Vella",2,"el Barri Gïtic",16102,"∑ngel J. Baixeras","0009 0009",Dilluns,Dl,Laboral,2010,4,Abril,19,11,"No Çs causa del  vianant",Tractocami¢n,Desconegut,"IVECO FIAT",Blanc,C,5,"4581716,64","431590,84"
2010S002615,4,"Les Corts",21,Pedralbes,115400,Esplugues,"0103 0103",Dilluns,Dl,Laboral,2010,4,Abril,19,14,"No Çs causa del  vianant",Turismo,ONE,MINI,Blau,B,4,"4582933,25","425812,07"
2010S002742,7,Horta-Guinard¢,33,"el Baix Guinard¢",313108,"Santa Carolina",0071B0071B,Divendres,Dv,Laboral,2010,4,Abril,23,14,"No Çs causa del  vianant",Turismo,ASTRA,OPEL,Gris,B,43,"4585025,45","430844,53"
2010S001179,7,Horta-Guinard¢,33,"el Baix Guinard¢",238400,Padilla,"0357 0357",Dimecres,Dc,Laboral,2010,2,Febrer,17,12,"No Çs causa del  vianant",Turismo,C5,CITROEN,Gris,B,35,"4584872,75","430772,84"
2010S001445,3,Sants-Montjuãc,13,"la Marina de Port",369408,"Zona Franca","0245 0245",Dissabte,Ds,Laboral,2010,2,Febrer,27,19,"No Çs causa del  vianant",Turismo,IBIZA,SEAT,Verd,B,26,"4579712,38","427807,91"
2010S002499,5,"SarriÖ-Sant Gervasi",27,"el Putxet i el Farr¢",143904,"General Mitre","0199 0201",Dimecres,Dc,Laboral,2010,4,Abril,14,12,"No Çs causa del  vianant",Ciclomotor,"SH 50",HONDA,Gris,AM,3,"4584312,12","428410,65"
2010S002500,1,"Ciutat Vella",3,"la Barceloneta",701265,"Litoral (Besïs)",1000000,Dimecres,Dc,Laboral,2010,4,Abril,14,19,"No Çs causa del  vianant",Turismo,"C 230",MERCEDES,Gris,B,22,"4581575,48","431864,49"
2010S002623,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",113007,"Escoles Pies","0001 0001",Dilluns,Dl,Laboral,2010,4,Abril,19,20,"No Çs causa del  vianant",Ciclomotor,"YH 50",YAMAHA,Desconegut,Desconegut,Desconegut,"4583100,09","427897,85"
2010S002623,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",113007,"Escoles Pies","0001 0001",Dilluns,Dl,Laboral,2010,4,Abril,19,20,"No Çs causa del  vianant",Motocicleta,"UH 125",SUZUKI,Desconegut,Desconegut,Desconegut,"4583100,09","427897,85"
2010S002625,8,"Nou Barris",54,"Torre Bar¢",701432,"C-17 (Barcelona)",110000,Dilluns,Dl,Laboral,2010,4,Abril,19,16,"No Çs causa del  vianant",Turismo,Lupo,VOLKSWAGEN,Blanc,Desconegut,Desconegut,"4590498,44","431692,28"
2010S002526,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0535 0537",Dijous,Dj,Laboral,2010,4,Abril,15,16,"No Çs causa del  vianant",Motocicleta,SPECIAL,YAMAHA,Negre,A,17,"4581812,62","429792,01"
2010S001266,2,Eixample,9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0521 0521",Dissabte,Ds,Laboral,2010,2,Febrer,20,14,"No Çs causa del  vianant",Turismo,LEON,SEAT,Negre,B,8,"4581720,28","429697,48"
2010S001387,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20670000,Dijous,Dj,Laboral,2010,2,Febrer,25,11,"No Çs causa del  vianant",Turismo,"MAZDA 3",MAZDA,Gris,B,29,"4584691,03","432792,39"
