"Codi d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripci¢ dia setmana","Dia setmana","Descripci¢ tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripci¢ causa vianant","Descripci¢ tipus de vehicle","Descripci¢ model","Descripci¢ marca","Descripci¢ color","Descripci¢ carnet","Antiguitat carnet","Coordenada UTM (Y)","Coordenada UTM (X)"
2012S009168,7,Horta-Guinard¢,37,"el Carmel",67103,Carmel,"0018 0020",Dijous,Dj,Laboral,2012,12,Desembre,27,10,"No Çs causa del  vianant",Motocicleta,"VS 125",SYM,Negre,B,7,"4586645,14","429683,48"
2012S004377,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",32700,Balmes,"0203 0203",Dijous,Dj,Laboral,2012,6,Juny,28,7,"No Çs causa del  vianant",Motocicleta,"SH 300",HONDA,Vermell,A,32,"4583465,85","429167,64"
2012S004384,2,Eixample,6,"la Sagrada Fam°lia",144601,Diagonal,"0332 0332",Diumenge,Dg,Laboral,2012,6,Juny,17,16,"No Çs causa del  vianant",Autocar,Desconegut,SCANIA,Altres,D,31,"4583757,89","431098,99"
2012S004517,3,Sants-Montjuãc,12,"la Marina del Prat Vermell",370305,"N£mero 4 Zona Franca","0047 0047",Dijous,Dj,Laboral,2012,6,Juny,21,21,"No Çs causa del  vianant",Turismo,TT,AUDI,Gris,Desconegut,Desconegut,"4575737,28","427806,71"
2012S004525,2,Eixample,5,"el Fort Pienc",169409,"Corts Catalanes","0707 0707",Divendres,Dv,Laboral,2012,6,Juny,22,10,"No Çs causa del  vianant",Furgoneta,Bipper,PEUGEOT,Blanc,B,17,"4583423,63","431422,94"
2012S004655,2,Eixample,9,"la Nova Esquerra de l'Eixample",362001,Vilamar°,"0043 0045",Dimecres,Dc,Laboral,2012,6,Juny,27,11,"No Çs causa del  vianant",Furgoneta,"211 CDI",MERCEDES,Verd,B,34,"4581188,21","429126,09"
2012S005217,6,GrÖcia,31,"la Vila de GrÖcia",148307,GrÖcia,"0113 0113",Dimarts,Dm,Laboral,2012,7,Juliol,17,15,"Transitar a peu per la caláada",Motocicleta,VESPA,PIAGGIO,Vermell,A2,1,"4583369,24","429745,45"
2012S005356,2,Eixample,5,"el Fort Pienc",169409,"Corts Catalanes","0749 0749",Dilluns,Dl,Laboral,2012,7,Juliol,23,14,"No Çs causa del  vianant",Turismo,A3,AUDI,Negre,B,1,"4583665,77","431686,01"
2012S005489,2,Eixample,6,"la Sagrada Fam°lia",238400,Padilla,0189X0189X,Divendres,Dv,Laboral,2012,7,Juliol,27,14,"No Çs causa del  vianant",Turismo,A4,AUDI,Negre,B,21,"4583957,44","431666,24"
2012S005490,9,"Sant Andreu",62,"el CongrÇs i els Indians",274505,"Ramon Alb¢","0012 0012",Dijous,Dj,Laboral,2012,7,Juliol,26,20,"No Çs causa del  vianant",Autob£s,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4586427,63","431364,99"
2012S005491,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",23403,Aribau,"0107 0107",Divendres,Dv,Laboral,2012,7,Juliol,27,16,"No Çs causa del  vianant",Taxi,Altea,SEAT,Altres,BTP,15,"4582652,93","429564,83"
2012S005495,10,"Sant Mart°",67,"la Vila Ol°mpica del Poblenou",701266,"Litoral (Llobregat)",850000,Divendres,Dv,Laboral,2012,7,Juliol,27,18,"No Çs causa del  vianant",Turismo,XSARA,CITROEN,Gris,B,23,"4582486,79","433042,41"
2012S005626,2,Eixample,7,"la Dreta de l'Eixample",349309,Universitat,"0001 0001",Dimecres,Dc,Laboral,2012,8,Agost,1,16,"No Çs causa del  vianant",Taxi,407,PEUGEOT,Altres,BTP,30,"4582167,84","430271,08"
2012S003885,1,"Ciutat Vella",1,"el Raval",250904,Pelai,"0058 0058",Dimecres,Dc,Laboral,2012,5,Maig,30,20,"No Çs causa del  vianant","Cami¢n <= 3,5 Tm",Desconegut,MERCEDES,Blanc,Desconegut,Desconegut,"4582079,04","430642,87"
2012S004849,3,Sants-Montjuãc,17,"Sants - Badal",68401,"Carreras i Candi","0001 0003",Dimarts,Dm,Laboral,2012,7,Juliol,3,21,"No Çs causa del  vianant",Motocicleta,"SH 300",HONDA,Negre,A,5,"4581009,05","427037,83"
2012S004983,2,Eixample,7,"la Dreta de l'Eixample",100800,Diputaci¢,"0303 0303",Diumenge,Dg,Laboral,2012,7,Juliol,8,18,"No Çs causa del  vianant",Turismo,GOLF,VOLKSWAGEN,Vermell,B,31,"4582888,51","430698,74"
2012S004986,8,"Nou Barris",52,"la Prosperitat",282650,"Rio de Janeiro","0083 0083",Diumenge,Dg,Laboral,2012,7,Juliol,8,22,"No Çs causa del  vianant",Turismo,147,"ALFA ROMEO",Vermell,B,2,"4588090,9","431751,66"
2012S004988,2,Eixample,7,"la Dreta de l'Eixample",31300,Bailän,"0135 0135",Dilluns,Dl,Laboral,2012,7,Juliol,9,4,"No Çs causa del  vianant",Taxi,LINEA,FIAT,Altres,BTP,4,"4583583,97","430522,23"
2012S005120,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",701266,"Litoral (Llobregat)",640000,Divendres,Dv,Laboral,2012,7,Juliol,13,10,"No Çs causa del  vianant",Turismo,807,PEUGEOT,Blau,B,22,"4584049,57","434443,92"
2012S005833,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",44403,Bol°via,"0054 0054",Diumenge,Dg,Laboral,2012,8,Agost,12,22,Altres,Turismo,CORSA,OPEL,Vermell,B,2,"4583927,43","432415,25"
2012S005837,5,"SarriÖ-Sant Gervasi",24,"les Tres Torres",54906,Calatrava,"0020 0022",Dilluns,Dl,Laboral,2012,8,Agost,13,3,"No Çs causa del  vianant",Motocicleta,"LIBERTY 125",PIAGGIO,Gris,Desconegut,Desconegut,"4583641,71","427425,1"
2012S005962,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",223606,Muntaner,"0123 0123",Dimarts,Dm,Laboral,2012,8,Agost,21,12,"No Çs causa del  vianant",Motocicleta,"HD 200",SYM,Gris,A,4,"4582595,19","429430,2"
2012S005969,7,Horta-Guinard¢,43,Horta,179901,Lisboa,"0003 0005",Dimarts,Dm,Laboral,2012,8,Agost,21,16,"No Çs causa del  vianant",Turismo,KORANDO,SSANGYONG,Blanc,B,27,"4586978,4","429803,06"
2012S003218,2,Eixample,9,"la Nova Esquerra de l'Eixample",362001,Vilamar°,0134B0134B,Dissabte,Ds,Laboral,2012,5,Maig,5,17,"No Çs causa del  vianant",Turismo,MEGANE,RENAULT,Negre,B,13,"4581701,53","428654,48"
2012S003220,10,"Sant Mart°",72,"Sant Mart° de Provenáals",60807,CantÖbria,"0029 0029",Dissabte,Ds,Laboral,2012,5,Maig,5,18,"No Çs causa del  vianant",Ciclomotor,"PEOPLE 50",KYMCO,Negre,AM,5,"4585862,62","433330,95"
2012S003223,8,"Nou Barris",50,"les Roquetes",701267,"Dalt (Besïs)",1440000,Dissabte,Ds,Laboral,2012,5,Maig,5,20,"No Çs causa del  vianant",Turismo,325,BMW,Vermell,B,4,"4588664,63","431152,87"
2012S003357,8,"Nou Barris",48,"la Guineueta",153001,Guineueta,"0001 0001",Divendres,Dv,Laboral,2012,5,Maig,11,9,"No Çs causa del  vianant",Turismo,FIESTA,FORD,Blanc,B,33,"4588098,14","430443,69"
2012S003358,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta",111704,Escïcia,"0026 0028",Divendres,Dv,Laboral,2012,5,Maig,11,8,"No Çs causa del  vianant",Turismo,Altea,SEAT,Gris,B,21,"4586881,01","431817,12"
2012S008343,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",100800,Diputaci¢,"0207 0207",Dimarts,Dm,Laboral,2012,11,Novembre,27,13,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Beige,B,5,"4582192,64","429989,37"
2012S008344,2,Eixample,9,"la Nova Esquerra de l'Eixample",268003,Provenáa,"0089 0091",Dimarts,Dm,Laboral,2012,11,Novembre,27,15,"No Çs causa del  vianant",Motocicleta,"BALI SJ 100 EX",HONDA,Negre,B,7,"4582157,58","428997,48"
2012S008345,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0182 0182",Dimarts,Dm,Laboral,2012,11,Novembre,27,15,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Negre,B,16,"4582300,24","429197,63"
2012S008352,3,Sants-Montjuãc,13,"la Marina de Port",160903,"Ildefons CerdÖ",0001V0001V,Dimarts,Dm,Laboral,2012,11,Novembre,27,17,"No Çs causa del  vianant",Motocicleta,"UH 125",SUZUKI,Negre,B,7,"4579817,43","427840,47"
2012S008216,10,"Sant Mart°",71,"Provenáals del Poblenou",253902,Per£,"0173 0173",Divendres,Dv,Laboral,2012,11,Novembre,23,3,"No Çs causa del  vianant",Taxi,Altea,SEAT,Altres,BTP,12,"4584922,9","433191,03"
2012S008338,1,"Ciutat Vella",2,"el Barri Gïtic",701266,"Litoral (Llobregat)",1020000,Dimarts,Dm,Laboral,2012,11,Novembre,27,13,"No Çs causa del  vianant",Ciclomotor,"LIBERTY 125",PIAGGIO,Blanc,B,5,"4581498,83","431680,73"
2012S008339,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20670000,Dilluns,Dl,Laboral,2012,11,Novembre,26,9,"No Çs causa del  vianant",Furgoneta,SPRINTER,MERCEDES,Blanc,B,15,"4584691,03","432792,39"
2012S008473,8,"Nou Barris",55,"Ciutat Meridiana",3701,Agudes,"0084 0084",Dissabte,Ds,Laboral,2012,12,Desembre,1,3,"No Çs causa del  vianant",Turismo,LAGUNA,RENAULT,Vermell,B,1,"4590583,01","431108,39"
2012S008474,6,GrÖcia,28,"Vallcarca i els Penitents",69200,"Ca l'Alegre",0016U0016U,Dissabte,Ds,Laboral,2012,12,Desembre,1,6,"No Çs causa del  vianant",Bicicleta,Desconegut,Desconegut,Negre,Desconegut,Desconegut,"4585655,61","428151,28"
2012S009030,2,Eixample,9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0479 0479",Divendres,Dv,Laboral,2012,12,Desembre,21,7,"No Çs causa del  vianant",Turismo,Q5,AUDI,Blanc,B,20,"4581510,88","429483,92"
2012S009164,4,"Les Corts",19,"les Corts",320704,SarriÖ,"0067 0067",Dimecres,Dc,Laboral,2012,12,Desembre,26,21,"No Çs causa del  vianant",Turismo,NEO'S,YAMAHA,Gris,Llicäncia,5,"4582697,81","428280,12"
2012S004026,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",223606,Muntaner,"0451 0451",Dimarts,Dm,Laboral,2012,6,Juny,5,14,"No Çs causa del  vianant",Furgoneta,KANGOO,RENAULT,Blanc,B,6,"4583909,54","428146,24"
2012S004028,3,Sants-Montjuãc,11,"el Poble Sec",700025,"Josep Carner",0032X0032X,Dimarts,Dm,Laboral,2012,6,Juny,5,16,"No Çs causa del  vianant",Turismo,PASSAT,VOLKSWAGEN,Gris,B,43,"4580740,59","431140,98"
2012S004658,8,"Nou Barris",52,"la Prosperitat",209900,Meridiana,"0543 0545",Dimecres,Dc,Laboral,2012,6,Juny,27,13,"No Çs causa del  vianant",Turismo,FOCUS,FORD,Gris,B,12,"4588652,2","432122,38"
2012S004786,2,Eixample,7,"la Dreta de l'Eixample",18505,Arag¢,"0256 0256",Dilluns,Dl,Laboral,2012,7,Juliol,2,9,"No Çs causa del  vianant",Turismo,"ML 270",MERCEDES,Negre,B,20,"4582664,48","430127,5"
2012S004788,6,GrÖcia,31,"la Vila de GrÖcia",31300,Bailän,"0223 0223",Dilluns,Dl,Laboral,2012,7,Juliol,2,8,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Blau,B,15,"4584012,25","430105,46"
2012S004792,3,Sants-Montjuãc,18,Sants,30602,Badal,"0112 0114",Dilluns,Dl,Laboral,2012,7,Juliol,2,9,"No Çs causa del  vianant",Turismo,C-MAX,FORD,Gris,B,10,"4580521,15","427540,32"
2012S004926,2,Eixample,7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0606 0606",Divendres,Dv,Laboral,2012,7,Juliol,6,13,"No Çs causa del  vianant",Ciclomotor,"SCOOPY 50",HONDA,Blau,B,5,"4582275,11","430347,9"
2012S004927,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",350308,Valäncia,"0171 0177",Divendres,Dv,Laboral,2012,7,Juliol,6,12,"No Çs causa del  vianant",Ciclomotor,"SH 50",HONDA,Negre,B,5,"4582454,67","429683,43"
2012S003948,5,"SarriÖ-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",3508,AigÅes,"0087 0087",Divendres,Dv,Laboral,2012,5,Maig,25,13,"No Çs causa del  vianant",Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,"4584470,56","425506,86"
2012S003950,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",188607,"Mestre Nicolau","0021 0021",Divendres,Dv,Laboral,2012,6,Juny,1,20,"No Çs causa del  vianant",Ciclomotor,PREDATOR,DERBI,Negre,B,2,"4583086,45","428452,93"
2012S003951,10,"Sant Mart°",67,"la Vila Ol°mpica del Poblenou",197302,Marina,"0020 0020",Divendres,Dv,Laboral,2012,6,Juny,1,16,"Desobeir el senyal del semÖfor",Motocicleta,"FORESIGHT 250 FES",HONDA,Blanc,A,8,"4582436,08","432823,93"
2012S003952,9,"Sant Andreu",57,"la Trinitat Vella",239504,"Pare Manj¢n","0035 0035",Divendres,Dv,Laboral,2012,6,Juny,1,15,"No Çs causa del  vianant","Cami¢n <= 3,5 Tm",35C,"IVECO FIAT",Desconegut,B,33,"4589644,51","432505,76"
2012S004088,2,Eixample,7,"la Dreta de l'Eixample",74506,Catalunya,"0077 0077",Dijous,Dj,Laboral,2012,6,Juny,7,18,"No Çs causa del  vianant",Motocicleta,"CYGNUS 125",YAMAHA,Negre,B,10,"4582776,51","430069,56"
2012S004090,1,"Ciutat Vella",1,"el Raval",250904,Pelai,"0042 0042",Dijous,Dj,Laboral,2012,6,Juny,7,14,"No Çs causa del  vianant",Ciclomotor,NEO'S,YAMAHA,Blau,B,0,"4582094,01","430527,86"
2012S004093,5,"SarriÖ-Sant Gervasi",24,"les Tres Torres",44709,Bonanova,"0067 0067",Dijous,Dj,Laboral,2012,6,Juny,7,20,"No Çs causa del  vianant",Motocicleta,"SH 150",HONDA,Negre,Desconegut,Desconegut,"4584047,05","427108,27"
2012S004094,4,"Les Corts",21,Pedralbes,144601,Diagonal,"0712 0716",Dijous,Dj,Laboral,2012,6,Juny,7,23,"No Çs causa del  vianant",Turismo,PUNTO,FIAT,Blanc,B,4,"4581892,29","425404,36"
2012S005125,4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,Diagonal,"0653 0659",Divendres,Dv,Laboral,2012,7,Juliol,13,11,"No Çs causa del  vianant",Turismo,"RANGE ROVER","LAND ROVER",Negre,B,24,"4581960,58","425772,51"
2012S005255,3,Sants-Montjuãc,15,Hostafrancs,114000,Espanya,"0005 0005",Dijous,Dj,Laboral,2012,7,Juliol,19,2,"No Çs causa del  vianant",Motocicleta,"SR 250 SP",YAMAHA,Negre,A,1,"4580937,4","428856,34"
2012S005255,3,Sants-Montjuãc,15,Hostafrancs,114000,Espanya,"0005 0005",Dijous,Dj,Laboral,2012,7,Juliol,19,2,"No Çs causa del  vianant",Ciclomotor,"RS 50",APRILIA,Negre,B,1,"4580937,4","428856,34"
2012S005260,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",89004,"Consell de Cent","0212 0212",Dijous,Dj,Laboral,2012,7,Juliol,19,9,"No Çs causa del  vianant",Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4582078,56","429712,37"
2012S005262,3,Sants-Montjuãc,12,"la Marina del Prat Vermell",701476,"Longitudinal 1","0061 0061",Dijous,Dj,Laboral,2012,7,Juliol,19,11,"No Çs causa del  vianant",Bicicleta,Desconegut,Desconegut,Altres,Desconegut,Desconegut,"4575911,94","426127,66"
2012S005399,6,GrÖcia,31,"la Vila de GrÖcia",206403,"Gran de GrÖcia","0026 0026",Dimarts,Dm,Laboral,2012,7,Juliol,24,21,"No Çs causa del  vianant",Ciclomotor,"SH 50",HONDA,Desconegut,AM,4,"4583550,25","429634,25"
2012S005400,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",225500,NÖpols,"0023 0023",Dimarts,Dm,Laboral,2012,7,Juliol,24,21,"No Çs causa del  vianant",Taxi,Altea,SEAT,Desconegut,BTP,4,"4582762,71","431884,41"
2012S005401,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",191204,Mallorca,"0140 0140",Dimarts,Dm,Laboral,2012,7,Juliol,24,20,"No Çs causa del  vianant",Taxi,OCTAVIA,SKODA,Altres,BTP,5,"4582316,7","429383,08"
2012S003943,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",134801,Freser,"0017 0017",Divendres,Dv,Laboral,2012,6,Juny,1,15,"No Çs causa del  vianant",Turismo,ASTRA,OPEL,Verd,B,Desconegut,"4584849,99","431519,27"
2012S003946,9,"Sant Andreu",61,"la Sagrera",140407,Garcilaso,"0075 0075",Divendres,Dv,Laboral,2012,6,Juny,1,16,"No Çs causa del  vianant",Motocicleta,BURGMAN,SUZUKI,Gris,A,26,"4586211,78","432188,22"
2012S003916,2,Eixample,7,"la Dreta de l'Eixample",31300,Bailän,0071B0071B,Dijous,Dj,Laboral,2012,5,Maig,31,17,"No Çs causa del  vianant",Motocicleta,"X Max",YAMAHA,Blanc,A,2,"4583207,97","430890,52"
2012S004392,10,"Sant Mart°",65,"el Clot",224100,M£rcia,0001B0001B,Dilluns,Dl,Laboral,2012,6,Juny,18,8,"No Çs causa del  vianant",Motocicleta,"K 1200",BMW,Desconegut,A,4,"4585291,53","432200,63"
2012S004529,9,"Sant Andreu",61,"la Sagrera",297001,"Sant Antoni Maria Claret","0510 0510",Divendres,Dv,Laboral,2012,6,Juny,22,11,Altres,Turismo,"C4 PICASSO",CITROEN,Altres,Desconegut,Desconegut,"4586081,98","432286,62"
2012S004530,2,Eixample,7,"la Dreta de l'Eixample",74506,Catalunya,"0073 0073",Divendres,Dv,Laboral,2012,6,Juny,22,12,"No Çs causa del  vianant",Motocicleta,X-9,PIAGGIO,Blau,A,22,"4582758,54","430087,64"
2012S004534,9,"Sant Andreu",57,"la Trinitat Vella",701267,"Dalt (Besïs)",1590000,Divendres,Dv,Laboral,2012,6,Juny,22,15,"No Çs causa del  vianant",Turismo,MAREA,FIAT,Gris,B,45,"4588906,94","432617,25"
2012S004664,6,GrÖcia,28,"Vallcarca i els Penitents",158107,Vallcarca,"0231 0231",Dimecres,Dc,Laboral,2012,6,Juny,27,17,"No Çs causa del  vianant",Turismo,MICRA,NISSAN,Gris,B,15,"4585878,51","428281,55"
2012S004668,10,"Sant Mart°",70,"el Besïs i el Maresme",253800,PerpinyÖ,"0049 0049",Dimecres,Dc,Laboral,2012,6,Juny,27,18,"No Çs causa del  vianant",Motocicleta,"SH 125",HONDA,Negre,B,6,"4585957,96","434312,84"
2012S004668,10,"Sant Mart°",70,"el Besïs i el Maresme",253800,PerpinyÖ,"0049 0049",Dimecres,Dc,Laboral,2012,6,Juny,27,18,"No Çs causa del  vianant",Turismo,GOLF,VOLKSWAGEN,Gris,B,13,"4585957,96","434312,84"
2012S004669,3,Sants-Montjuãc,15,Hostafrancs,331507,Tarragona,"0175 0175",Dimecres,Dc,Laboral,2012,6,Juny,27,20,"No Çs causa del  vianant",Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4581450,89","428452,9"
2012S005087,6,GrÖcia,32,"el Camp d'en Grassot i GrÖcia Nova",161407,Ind£stria,"0087 0087",Dijous,Dj,Laboral,2012,7,Juliol,12,1,"No Çs causa del  vianant",Ciclomotor,"SH 50",HONDA,Gris,Llicäncia,7,"4584363,67","430675,23"
2012S005088,3,Sants-Montjuãc,16,"la Bordeta",222603,Moianäs,"0001 0011",Dijous,Dj,Laboral,2012,7,Juliol,12,4,"No Çs causa del  vianant",Turismo,"CEE D",KIA,Negre,B,8,"4580439,5","428362,54"
2012S005088,3,Sants-Montjuãc,16,"la Bordeta",222603,Moianäs,"0001 0011",Dijous,Dj,Laboral,2012,7,Juliol,12,4,"No Çs causa del  vianant","Cami¢n <= 3,5 Tm","413 CDI",MERCEDES,Desconegut,B,23,"4580439,5","428362,54"
2012S005628,3,Sants-Montjuãc,18,Sants,296406,"Sant Antoni",0051X0051X,Dimecres,Dc,Laboral,2012,8,Agost,1,19,"No Çs causa del  vianant",Taxi,OCTAVIA,SKODA,Altres,BTP,4,"4581262,55","428115,25"
2012S005629,9,"Sant Andreu",61,"la Sagrera",238308,Pac°fic,0033U0033U,Divendres,Dv,Laboral,2012,7,Juliol,27,17,"No Çs causa del  vianant",Motocicleta,"F 650",BMW,Gris,A,4,"4586569,39","432337,25"
2012S005763,2,Eixample,7,"la Dreta de l'Eixample",286504,"Roger de Flor","0121 0121",Dimecres,Dc,Laboral,2012,8,Agost,8,16,"No Çs causa del  vianant",Bicicleta,Desconegut,BICING,Altres,Desconegut,Desconegut,"4583275,61","431197,96"
2012S005767,2,Eixample,7,"la Dreta de l'Eixample",100800,Diputaci¢,"0373 0373",Dimecres,Dc,Laboral,2012,8,Agost,8,19,"No Çs causa del  vianant",Turismo,307,PEUGEOT,Blanc,B,17,"4583352,18","431168,21"
2012S005768,10,"Sant Mart°",71,"Provenáals del Poblenou",44403,Bol°via,"0316 0316",Dimecres,Dc,Laboral,2012,8,Agost,8,20,"No Çs causa del  vianant",Motocicleta,"XR 125",HONDA,Vermell,A,22,"4585341,08","433845,6"
2012S005769,7,Horta-Guinard¢,43,Horta,352507,"Vall d'Hebron",0272U0272U,Dimecres,Dc,Laboral,2012,8,Agost,8,20,"No Çs causa del  vianant",Ciclomotor,"YH 50",YAMAHA,Negre,AM,8,"4587925,8","429356,95"
2012S004157,4,"Les Corts",19,"les Corts",144601,Diagonal,"0537 0537",Diumenge,Dg,Laboral,2012,6,Juny,10,2,"No Çs causa del  vianant",Turismo,FORTWO,SMART,Blanc,B,19,"4582690,93","428030,24"
2012S004200,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",243206,Pamplona,"0133 0133",Dilluns,Dl,Laboral,2012,6,Juny,11,18,"No Çs causa del  vianant",Ciclomotor,Compay,APRILIA,Negre,A,30,"4583640,4","432154,4"
2012S003489,2,Eixample,8,"l'Antiga Esquerra de l'Eixample",18505,Arag¢,"0154 0154",Dimarts,Dm,Laboral,2012,5,Maig,15,19,"No Çs causa del  vianant",Motocicleta,"XY 125",XINGYUE,Blau,A,32,"4582135,26","429579,75"
2012S003490,4,"Les Corts",21,Pedralbes,144601,Diagonal,0672B0672B,Dimarts,Dm,Laboral,2012,5,Maig,15,19,"No Çs causa del  vianant",Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,"4582448,34","426972,29"
2012S003625,2,Eixample,7,"la Dreta de l'Eixample",100800,Diputaci¢,"0303 0303",Diumenge,Dg,Laboral,2012,5,Maig,20,11,"No Çs causa del  vianant",Furgoneta,JUMPY,CITROEN,Gris,B,2,"4582888,51","430698,74"
2012S003635,2,Eixample,7,"la Dreta de l'Eixample",89004,"Consell de Cent","0388 0388",Dilluns,Dl,Laboral,2012,5,Maig,21,7,"No Çs causa del  vianant",Furgoneta,JUMPER,CITROEN,Blanc,B,3,"4583241,9","430903,78"
2012S003782,8,"Nou Barris",45,Porta,119003,"Fabra i Puig","0166 0174",Divendres,Dv,Laboral,2012,5,Maig,25,20,"No Çs causa del  vianant",Furgoneta,VANETTE,NISSAN,Verd,B,8,"4587062,88","431535,16"
2012S003782,8,"Nou Barris",45,Porta,119003,"Fabra i Puig","0166 0174",Divendres,Dv,Laboral,2012,5,Maig,25,20,"No Çs causa del  vianant",Turismo,ASTRA,OPEL,Negre,B,43,"4587062,88","431535,16"
2012S003782,8,"Nou Barris",45,Porta,119003,"Fabra i Puig","0166 0174",Divendres,Dv,Laboral,2012,5,Maig,25,20,"No Çs causa del  vianant",Turismo,FREELANDER,"LAND ROVER",Verd,B,9,"4587062,88","431535,16"
2012S004095,8,"Nou Barris",45,Porta,289852,"Rossell¢ i Porcel","0001 0001",Dijous,Dj,Laboral,2012,6,Juny,7,22,"No Çs causa del  vianant",Motocicleta,"CYGNUS 125",YAMAHA,Negre,B,22,"4587747,75","431849,89"
2012S004095,8,"Nou Barris",45,Porta,289852,"Rossell¢ i Porcel","0001 0001",Dijous,Dj,Laboral,2012,6,Juny,7,22,"No Çs causa del  vianant",Turismo,GOLF,VOLKSWAGEN,Negre,B,17,"4587747,75","431849,89"
2012S004215,3,Sants-Montjuãc,12,"la Marina del Prat Vermell",701266,"Litoral (Llobregat)",1760000,Dimarts,Dm,Laboral,2012,6,Juny,12,8,"No Çs causa del  vianant",Turismo,Desconegut,JAGUAR,Verd,Desconegut,Desconegut,"4577115,22","426653,27"
2012S004216,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",209900,Meridiana,"0123 0123",Dimarts,Dm,Laboral,2012,6,Juny,12,8,"No Çs causa del  vianant",Motocicleta,"MONSTER 796",DUCATI,Vermell,A,1,"4584685,29","432106,63"
2012S004221,2,Eixample,7,"la Dreta de l'Eixample",309406,"Sant Pere","0029 0029",Dimarts,Dm,Laboral,2012,6,Juny,12,11,"No Çs causa del  vianant",Motocicleta,VESPA,PIAGGIO,Altres,A,0,"4582598,65","431158,65"
2012S004490,7,Horta-Guinard¢,43,Horta,701309,Botticelli,0001X0001X,Dijous,Dj,Laboral,2012,6,Juny,21,10,"No Çs causa del  vianant",Turismo,CORDOBA,SEAT,Blau,B,20,"4587413,06","429293,92"
2012S004490,7,Horta-Guinard¢,43,Horta,701309,Botticelli,0001X0001X,Dijous,Dj,Laboral,2012,6,Juny,21,10,"No Çs causa del  vianant",Ciclomotor,Vision,HONDA,Blanc,AM,7,"4587413,06","429293,92"
2012S004491,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",224802,Naci¢,"0035 0035",Dijous,Dj,Laboral,2012,6,Juny,21,12,"No Çs causa del  vianant",Turismo,IGNIS,SUZUKI,Vermell,B,5,"4585119,44","432004,99"
2012S005402,10,"Sant Mart°",68,"el Poblenou",701266,"Litoral (Llobregat)",740000,Dimecres,Dc,Laboral,2012,7,Juliol,25,7,"No Çs causa del  vianant",Motocicleta,850,BMW,Vermell,A,13,"4583265,73","433827,82"
2012S008753,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",311703,"Sancho de µvila","0152 0152",Dimecres,Dc,Laboral,2012,12,Desembre,12,9,"No Çs causa del  vianant",Turismo,IBIZA,SEAT,Vermell,B,32,"4583952,04","432821,35"
2012S008758,2,Eixample,7,"la Dreta de l'Eixample",169409,"Corts Catalanes","0645 0645",Dimecres,Dc,Laboral,2012,12,Desembre,12,11,"No Çs causa del  vianant",Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,"4582846,29","430847,56"
2012S008881,5,"SarriÖ-Sant Gervasi",26,"Sant Gervasi - Galvany",50202,Brusi,"0106 0106",Diumenge,Dg,Laboral,2012,12,Desembre,16,10,"No Çs causa del  vianant",Ciclomotor,"SH 50",HONDA,Verd,B,5,"4583986,49","428557,12"
2012S008883,2,Eixample,9,"la Nova Esquerra de l'Eixample",349706,"Comte d'Urgell",0075B0075B,Diumenge,Dg,Laboral,2012,12,Desembre,16,13,"No Çs causa del  vianant",Motocicleta,"UH 125",SUZUKI,Gris,B,5,"4581829,7","429606,49"
