"N£mero d'expedient","Codi districte","Nom districte","Codi barri","Nom barri","Codi carrer","Nom carrer","Num postal caption","Descripci¢ dia setmana","Dia setmana","Descripci¢ tipus dia","NK Any","Mes de any","Nom mes","Dia de mes","Hora de dia","Descripci¢ torn","Descripci¢ tipus accident","Coordenada UTM (Y)","Coordenada UTM (X)"
2013S009145,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",209900,Meridiana,"0201 0201",Dimecres,Dc,Laboral,2013,12,Desembre,18,8,Mat°,"Caiguda (dues rodes)","4585368,61","432116,29"
2013S006244,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",346402,Trinxant,"0027 0027",Dimecres,Dc,Laboral,2013,9,Setembre,4,11,Mat°,"Col.lisi¢ frontal","4585265,29","432053,62"
2013S000511,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",346402,Trinxant,"0045 0047",Dimarts,Dm,Laboral,2013,1,Gener,22,15,Tarda,"Xoc contra element estÖtic","4585305,49","432014,19"
2013S009354,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",194406,Maragall,"0052 0054",Dimarts,Dm,Laboral,2013,12,Desembre,24,20,Tarda,"Col.lisi¢ lateral","4585434,72","431625,93"
2013S001212,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",161407,Ind£stria,"0257 0257",Dissabte,Ds,Laboral,2013,2,Febrer,16,13,Mat°,"Xoc contra element estÖtic","4585250,74","431554,85"
2013S004033,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",194406,Maragall,"0005 0005",Dilluns,Dl,Laboral,2013,6,Juny,3,17,Tarda,"Col.lisi¢ fronto-lateral","4585194,82","431644,1"
2013S009460,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",194406,Maragall,"0043 0043",Dimarts,Dm,Laboral,2013,12,Desembre,31,12,Mat°,Abast,"4585393,68","431600,89"
2013S001091,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",297001,"Sant Antoni Maria Claret","0338 0340",Dimarts,Dm,Laboral,2013,2,Febrer,12,16,Tarda,Atropellament,"4585382,8","431557,2"
2013S008659,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",90502,Cïrsega,"0659 0659",Dilluns,Dl,Laboral,2013,12,Desembre,2,10,Mat°,"Col.lisi¢ lateral","4584892,85","431407,84"
2013S008254,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",161101,Independäncia,"0357 0357",Dilluns,Dl,Laboral,2013,11,Novembre,18,16,Tarda,Abast,"4584908,45","431479,52"
2013S003936,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",161407,Ind£stria,"0274 0274",Divendres,Dv,Laboral,2013,5,Maig,31,11,Mat°,"Caiguda interior vehicle","4585199,49","431549,59"
2013S002355,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",350308,Valäncia,"0585 0585",Dimarts,Dm,Laboral,2013,4,Abril,2,14,Tarda,Abast,"4584665,15","431943,56"
2013S007324,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",191204,Mallorca,"0518 0518",Dimarts,Dm,Laboral,2013,10,Octubre,15,9,Mat°,"Col.lisi¢ lateral","4584558,04","431675,33"
2013S002103,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",191204,Mallorca,"0518 0518",Dimecres,Dc,Laboral,2013,3,Mará,20,15,Tarda,Abast,"4584558,04","431675,33"
2013S006230,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",18505,Arag¢,"0527 0527",Dimarts,Dm,Laboral,2013,9,Setembre,3,18,Tarda,Abast,"4584387,45","431850,73"
2013S009280,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",18505,Arag¢,"0573 0573",Dissabte,Ds,Laboral,2013,12,Desembre,21,19,Tarda,Atropellament,"4584530,04","431997,24"
2013S002850,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",191204,Mallorca,0535B0535B,Dissabte,Ds,Laboral,2013,4,Abril,20,12,Mat°,Atropellament,"4584713,4","431797,92"
2013S004770,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",18505,Arag¢,"0607 0607",Dilluns,Dl,Laboral,2013,7,Juliol,1,14,Tarda,"Col.lisi¢ lateral","4584629,17","432098,83"
2013S001427,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",134801,Freser,"0136 0136",Diumenge,Dg,Laboral,2013,2,Febrer,24,7,Mat°,"Col.lisi¢ fronto-lateral","4585171,18","431680,47"
2013S002069,10,"Sant Mart°",64,"el Camp de l'Arpa del Clot",173009,"Joan de Peguera","0075 0075",Dimarts,Dm,Laboral,2013,3,Mará,19,21,Tarda,"Col.lisi¢ fronto-lateral","4585274,98","431771,84"
2013S006486,10,"Sant Mart°",72,"Sant Mart° de Provenáals",153205,Guip£scoa,"0029 0033",Divendres,Dv,Laboral,2013,9,Setembre,13,19,Tarda,Abast,"4585333,76","432801,94"
2013S000071,10,"Sant Mart°",72,"Sant Mart° de Provenáals",30409,"Bac de Roda","0201 0201",Divendres,Dv,Laboral,2013,1,Gener,4,18,Tarda,"Col.lisi¢ lateral","4585306,82","432754,98"
2013S001050,10,"Sant Mart°",72,"Sant Mart° de Provenáals",15201,Andrade,"0088 0088",Dilluns,Dl,Laboral,2013,2,Febrer,11,13,Mat°,Atropellament,4585169,"433061,98"
2013S008147,10,"Sant Mart°",72,"Sant Mart° de Provenáals",169409,"Corts Catalanes","0963 0963",Dijous,Dj,Laboral,2013,11,Novembre,14,22,Nit,"Col.lisi¢ fronto-lateral","4584961,31","432952,21"
2013S005317,10,"Sant Mart°",72,"Sant Mart° de Provenáals",30409,"Bac de Roda",0171B0171B,Dissabte,Ds,Laboral,2013,7,Juliol,20,19,Tarda,"Col.lisi¢ fronto-lateral","4585103,3","432953,24"
2013S007464,10,"Sant Mart°",72,"Sant Mart° de Provenáals",86200,"Concili de Trento",0076B0076B,Dilluns,Dl,Laboral,2013,10,Octubre,21,6,Mat°,"Col.lisi¢ fronto-lateral","4585103,33","432813,99"
2013S006453,10,"Sant Mart°",72,"Sant Mart° de Provenáals",153205,Guip£scoa,"0042 0042",Dijous,Dj,Laboral,2013,9,Setembre,12,13,Mat°,Abast,"4585348,43","432876,41"
2013S004061,10,"Sant Mart°",72,"Sant Mart° de Provenáals",153205,Guip£scoa,"0070 0074",Dimarts,Dm,Laboral,2013,6,Juny,4,15,Tarda,"Col.lisi¢ lateral","4585534,2","433066,85"
2013S009101,10,"Sant Mart°",72,"Sant Mart° de Provenáals",60807,CantÖbria,0035B0035B,Dilluns,Dl,Laboral,2013,12,Desembre,16,19,Tarda,Atropellament,"4585955,65","433238,2"
2013S006027,10,"Sant Mart°",65,"el Clot",289309,"Rossend Nobas","0031 0031",Dijous,Dj,Laboral,2013,8,Agost,22,11,Mat°,"Xoc contra element estÖtic","4584673,33","432367,73"
2013S001337,10,"Sant Mart°",65,"el Clot",18505,Arag¢,"0560 0560",Dijous,Dj,Laboral,2013,2,Febrer,21,11,Mat°,Abast,"4584467,51","431964,93"
2013S006691,10,"Sant Mart°",65,"el Clot",209900,Meridiana,"0180 0180",Dissabte,Ds,Laboral,2013,9,Setembre,21,9,Mat°,"Col.lisi¢ fronto-lateral","4585034,63","432170,24"
2013S002429,10,"Sant Mart°",65,"el Clot",209900,Meridiana,"0180 0180",Divendres,Dv,Laboral,2013,4,Abril,5,9,Mat°,"Col.lisi¢ lateral","4585034,63","432170,24"
2013S007710,10,"Sant Mart°",65,"el Clot",209900,Meridiana,"0198 0198",Dimarts,Dm,Laboral,2013,10,Octubre,29,16,Tarda,"Col.lisi¢ lateral","4585230,06","432171,99"
2013S005568,10,"Sant Mart°",65,"el Clot",209900,Meridiana,"0198 0198",Dimarts,Dm,Laboral,2013,7,Juliol,30,18,Tarda,Abast,"4585230,06","432171,99"
2013S003505,10,"Sant Mart°",65,"el Clot",350308,Valäncia,"0673 0673",Dimecres,Dc,Laboral,2013,5,Maig,15,14,Tarda,Abast,"4585160,12","432449,86"
2013S007105,10,"Sant Mart°",65,"el Clot",357409,Verneda,"0005 0005",Dilluns,Dl,Laboral,2013,10,Octubre,7,11,Mat°,Atropellament,"4584817,41","432457,79"
2013S005257,10,"Sant Mart°",65,"el Clot",115603,Espronceda,"0287 0291",Divendres,Dv,Laboral,2013,7,Juliol,19,0,Nit,"Caiguda (dues rodes)","4585214,2","432663,12"
2013S003745,10,"Sant Mart°",65,"el Clot",226400,"Las Navas de Tolosa","0239 0241",Divendres,Dv,Laboral,2013,5,Maig,24,23,Nit,"Col.lisi¢ lateral","4585038,2","432461,48"
2013S003058,10,"Sant Mart°",73,"la Verneda i la Pau",86200,"Concili de Trento","0285 0287",Dissabte,Ds,Laboral,2013,4,Abril,27,12,Mat°,"Caiguda interior vehicle","4586107,76","433808,84"
2013S002665,10,"Sant Mart°",70,"el Besïs i el Maresme",701278,Taulat,0280X0280X,Dissabte,Ds,Laboral,2013,4,Abril,13,11,Mat°,Abast,"4584886,94","434861,82"
2013S002663,10,"Sant Mart°",73,"la Verneda i la Pau",266405,Prim,"0164 0164",Dissabte,Ds,Laboral,2013,4,Abril,13,10,Mat°,Atropellament,"4585960,7","433895,48"
2013S005435,10,"Sant Mart°",73,"la Verneda i la Pau",266405,Prim,"0164 0164",Dijous,Dj,Laboral,2013,7,Juliol,25,20,Tarda,Altres,"4585960,7","433895,48"
2013S009428,10,"Sant Mart°",73,"la Verneda i la Pau",15201,Andrade,"0220 0220",Diumenge,Dg,Laboral,2013,12,Desembre,29,22,Nit,"Col.lisi¢ fronto-lateral","4585737,92","433644,95"
2013S004900,10,"Sant Mart°",73,"la Verneda i la Pau",15201,Andrade,"0253 0259",Divendres,Dv,Laboral,2013,7,Juliol,5,17,Tarda,Abast,"4585920,73","433800,37"
2013S006573,10,"Sant Mart°",73,"la Verneda i la Pau",60807,CantÖbria,"0046 0046",Dimarts,Dm,Laboral,2013,9,Setembre,17,19,Tarda,"Caiguda (dues rodes)","4586038,14","433223,86"
2013S000714,10,"Sant Mart°",73,"la Verneda i la Pau",153205,Guip£scoa,"0108 0108",Dimarts,Dm,Laboral,2013,1,Gener,29,18,Tarda,"Col.lisi¢ fronto-lateral","4585855,58","433395,88"
2013S001907,10,"Sant Mart°",73,"la Verneda i la Pau",266405,Prim,"0159 0159",Dijous,Dj,Laboral,2013,3,Mará,14,0,Nit,"Xoc contra element estÖtic","4586092,73","433653,35"
2013S009031,10,"Sant Mart°",73,"la Verneda i la Pau",318906,Santander,"0033 0041",Dissabte,Ds,Laboral,2013,12,Desembre,14,12,Mat°,Altres,"4586419,27","433186,65"
2013S001211,10,"Sant Mart°",73,"la Verneda i la Pau",153205,Guip£scoa,"0123 0125",Dissabte,Ds,Laboral,2013,2,Febrer,16,12,Mat°,"Col.lisi¢ lateral","4586019,14","433503,22"
2013S005081,10,"Sant Mart°",73,"la Verneda i la Pau",318906,Santander,"0026 0026",Divendres,Dv,Laboral,2013,7,Juliol,12,6,Mat°,"Col.lisi¢ fronto-lateral","4586544,65","433319,33"
2013S008546,10,"Sant Mart°",73,"la Verneda i la Pau",268604,"Pont del Treball Digne","0004 0006",Dijous,Dj,Laboral,2013,11,Novembre,28,13,Mat°,"Caiguda interior vehicle","4586151,07","433026,94"
2013S009053,10,"Sant Mart°",72,"Sant Mart° de Provenáals",153205,Guip£scoa,"0106 0106",Diumenge,Dg,Laboral,2013,12,Desembre,15,10,Mat°,"Col.lisi¢ fronto-lateral","4585827,78","433367,4"
2013S005254,10,"Sant Mart°",72,"Sant Mart° de Provenáals",153205,Guip£scoa,"0106 0106",Dijous,Dj,Laboral,2013,7,Juliol,18,21,Tarda,"Col.lisi¢ fronto-lateral","4585827,78","433367,4"
2013S000420,10,"Sant Mart°",72,"Sant Mart° de Provenáals",153205,Guip£scoa,"0067 0067",Divendres,Dv,Laboral,2013,1,Gener,18,21,Tarda,Abast,"4585641,92","433116,81"
2013S005846,10,"Sant Mart°",70,"el Besïs i el Maresme",270901,Pujades,0460B0460B,Diumenge,Dg,Laboral,2013,8,Agost,11,23,Nit,Abast,"4585110,83","434572,9"
2013S004701,10,"Sant Mart°",70,"el Besïs i el Maresme",144601,Diagonal,"0002 0002",Divendres,Dv,Laboral,2013,6,Juny,28,12,Mat°,Atropellament,"4584944,81","434759,84"
2013S005298,10,"Sant Mart°",71,"Provenáals del Poblenou",94300,"Crist¢bal de Moura","0163 0163",Divendres,Dv,Laboral,2013,7,Juliol,19,23,Nit,"Col.lisi¢ fronto-lateral","4585167,89","434016,61"
2013S001746,10,"Sant Mart°",71,"Provenáals del Poblenou",322608,"Selva de Mar","0074 0074",Divendres,Dv,Laboral,2013,3,Mará,8,7,Mat°,"Caiguda (dues rodes)","4584860,39","433795,18"
2013S005301,10,"Sant Mart°",71,"Provenáals del Poblenou",322608,"Selva de Mar","0101 0101",Divendres,Dv,Laboral,2013,7,Juliol,19,23,Nit,"Caiguda (dues rodes)","4584923,52","433702,63"
2013S000240,10,"Sant Mart°",70,"el Besïs i el Maresme",94300,"Crist¢bal de Moura","0186 0186",Divendres,Dv,Laboral,2013,1,Gener,11,12,Mat°,"Col.lisi¢ fronto-lateral","4585259,23","434181,35"
2013S004774,10,"Sant Mart°",70,"el Besïs i el Maresme",266405,Prim,"0031 0031",Dilluns,Dl,Laboral,2013,7,Juliol,1,16,Tarda,"Abast multiple","4585096,64","434625,69"
2013S008890,10,"Sant Mart°",68,"el Poblenou",242906,Pallars,"0156 0156",Dimarts,Dm,Laboral,2013,12,Desembre,10,11,Mat°,"Col.lisi¢ lateral","4583595,26","432836,89"
2013S000680,10,"Sant Mart°",68,"el Poblenou",367504,"Doctor Trueta","0121 0121",Dilluns,Dl,Laboral,2013,1,Gener,28,15,Tarda,"Col.lisi¢ fronto-lateral","4583118,17","433078,07"
2013S006795,10,"Sant Mart°",68,"el Poblenou",55501,Calvell,"0005 0005",Dilluns,Dl,Laboral,2013,5,Maig,6,19,Tarda,"Caiguda (dues rodes)","4583314,3","433668,11"
2013S000686,10,"Sant Mart°",68,"el Poblenou",186703,Llull,0164X0164X,Dilluns,Dl,Laboral,2013,1,Gener,28,20,Tarda,"Col.lisi¢ lateral","4583631,01","433272,98"
2013S000884,10,"Sant Mart°",68,"el Poblenou",242906,Pallars,0172X0172X,Diumenge,Dg,Laboral,2013,2,Febrer,3,19,Tarda,Abast,"4583681,54","432926,08"
2013S007236,10,"Sant Mart°",68,"el Poblenou",249304,"Pere IV","0164 0166",Divendres,Dv,Laboral,2013,10,Octubre,11,16,Tarda,"Col.lisi¢ fronto-lateral","4583904,96","432994,52"
2013S001856,10,"Sant Mart°",68,"el Poblenou",183705,Llacuna,"0013 0013",Dilluns,Dl,Laboral,2013,3,Mará,11,22,Nit,"Col.lisi¢ frontal","4583316,84","433636,09"
2013S004017,10,"Sant Mart°",68,"el Poblenou",29206,∑vila,"0040 0040",Dilluns,Dl,Laboral,2013,6,Juny,3,14,Tarda,"Col.lisi¢ fronto-lateral","4583182,11","433006,49"
2013S000996,10,"Sant Mart°",68,"el Poblenou",110009,"Ramon Turr¢","0128 0128",Divendres,Dv,Laboral,2013,2,Febrer,8,20,Tarda,Abast,"4583242,69","433052,34"
2013S002719,10,"Sant Mart°",71,"Provenáals del Poblenou",115603,Espronceda,"0163 0163",Dimarts,Dm,Laboral,2013,4,Abril,16,10,Mat°,"Col.lisi¢ fronto-lateral","4584613,83","433255,02"
2013S004298,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20750000,Dijous,Dj,Laboral,2013,6,Juny,13,11,Mat°,"Col.lisi¢ lateral","4585249,15","433366,47"
2013S004436,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20750000,Dilluns,Dl,Laboral,2013,6,Juny,17,21,Tarda,"Col.lisi¢ lateral","4585249,15","433366,47"
2013S008793,10,"Sant Mart°",71,"Provenáals del Poblenou",115603,Espronceda,"0192 0192",Divendres,Dv,Laboral,2013,12,Desembre,6,8,Mat°,Abast,"4584789,08","433117,08"
2013S005891,10,"Sant Mart°",71,"Provenáals del Poblenou",115603,Espronceda,"0201 0201",Dimecres,Dc,Laboral,2013,8,Agost,14,12,Mat°,"Col.lisi¢ fronto-lateral","4584771,43","433092,38"
2013S004073,10,"Sant Mart°",71,"Provenáals del Poblenou",169409,"Corts Catalanes","0984 0984",Dimarts,Dm,Laboral,2013,6,Juny,4,17,Tarda,Abast,"4584867,52","433044,72"
2013S008545,10,"Sant Mart°",71,"Provenáals del Poblenou",253902,Per£,"0198 0198",Dimecres,Dc,Laboral,2013,11,Novembre,27,13,Mat°,"Col.lisi¢ fronto-lateral","4585121,72","433439,81"
2013S002842,10,"Sant Mart°",71,"Provenáals del Poblenou",253902,Per£,"0210 0210",Dissabte,Ds,Laboral,2013,4,Abril,20,1,Nit,"Xoc contra element estÖtic","4585185,86","433505,55"
2013S008618,10,"Sant Mart°",71,"Provenáals del Poblenou",249304,"Pere IV","0499 0499",Dissabte,Ds,Laboral,2013,11,Novembre,30,8,Mat°,"Col.lisi¢ fronto-lateral","4585597,69","433967,82"
2013S005526,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20790000,Dilluns,Dl,Laboral,2013,7,Juliol,29,11,Mat°,"Xoc contra element estÖtic","4585530,4","433652,43"
2013S003718,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20830000,Divendres,Dv,Laboral,2013,5,Maig,24,9,Mat°,"Abast multiple","4585808,01","433936,57"
2013S006723,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20830000,Diumenge,Dg,Laboral,2013,9,Setembre,22,21,Tarda,"Col.lisi¢ fronto-lateral","4585808,01","433936,57"
2013S002377,10,"Sant Mart°",68,"el Poblenou",29206,∑vila,"0002 0004",Dimarts,Dm,Laboral,2013,4,Abril,2,20,Tarda,"Col.lisi¢ fronto-lateral","4583004,09","433177,81"
2013S003436,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20800000,Dilluns,Dl,Laboral,2013,5,Maig,13,8,Mat°,"Col.lisi¢ lateral","4585600,72","433723,92"
2013S006986,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20800000,Dijous,Dj,Laboral,2013,10,Octubre,3,8,Mat°,"Caiguda (dues rodes)","4585600,72","433723,92"
2013S006321,10,"Sant Mart°",71,"Provenáals del Poblenou",169409,"Corts Catalanes","0890 0890",Divendres,Dv,Laboral,2013,9,Setembre,6,14,Tarda,"Col.lisi¢ fronto-lateral","4584441,01","432553,24"
2013S000915,10,"Sant Mart°",71,"Provenáals del Poblenou",73707,Castella,"0030 0038",Dimecres,Dc,Laboral,2013,2,Febrer,6,9,Mat°,"Col.lisi¢ lateral","4584362,33","432976,12"
2013S002542,10,"Sant Mart°",71,"Provenáals del Poblenou",253902,Per£,0044B0044B,Dimarts,Dm,Laboral,2013,4,Abril,9,14,Tarda,Atropellament,"4584406,09","432708,11"
2013S003748,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20660000,Dissabte,Ds,Laboral,2013,5,Maig,25,7,Mat°,"Col.lisi¢ lateral","4584620,76","432719,59"
2013S001593,10,"Sant Mart°",71,"Provenáals del Poblenou",701414,C-31,20660000,Divendres,Dv,Laboral,2013,3,Mará,1,14,Tarda,"Abast multiple","4584620,76","432719,59"
2013S000813,10,"Sant Mart°",68,"el Poblenou",42306,Bilbao,"0052 0052",Dissabte,Ds,Laboral,2013,2,Febrer,2,6,Mat°,Abast,"4584030,89","433491,98"
2013S005212,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",144601,Diagonal,0086X0086X,Dimecres,Dc,Laboral,2013,7,Juliol,17,15,Tarda,Altres,"4584621,69","433923,81"
2013S006492,10,"Sant Mart°",68,"el Poblenou",270901,Pujades,"0259 0259",Divendres,Dv,Laboral,2013,9,Setembre,13,21,Tarda,Altres,"4584209,75","433617,1"
2013S003140,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",242906,Pallars,0363B0363B,Dimarts,Dm,Laboral,2013,4,Abril,30,20,Tarda,Altres,"4584537,61","433766,43"
2013S003140,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",242906,Pallars,0363B0363B,Dimarts,Dm,Laboral,2013,4,Abril,30,20,Tarda,Atropellament,"4584537,61","433766,43"
2013S007069,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",322608,"Selva de Mar",0046X0046X,Dissabte,Ds,Laboral,2013,10,Octubre,5,20,Tarda,"Col.lisi¢ fronto-lateral","4584678,27","433980,76"
2013S003146,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",30409,"Bac de Roda",0052X0052X,Dimarts,Dm,Laboral,2013,4,Abril,30,23,Nit,"Xoc contra element estÖtic","4584245,05","433843,08"
2013S007419,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",322608,"Selva de Mar","0043 0043",Divendres,Dv,Laboral,2013,10,Octubre,18,20,Tarda,"Caiguda (dues rodes)","4584609,93","434002,41"
2013S006101,10,"Sant Mart°",68,"el Poblenou",115603,Espronceda,"0070 0070",Dilluns,Dl,Laboral,2013,8,Agost,26,13,Mat°,"Col.lisi¢ fronto-lateral","4584152,74","433736,65"
2013S005497,10,"Sant Mart°",68,"el Poblenou",115603,Espronceda,"0095 0095",Dissabte,Ds,Laboral,2013,7,Juliol,27,17,Tarda,"Col.lisi¢ fronto-lateral","4584230,89","433624,41"
2013S007904,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",144601,Diagonal,"0059 0059",Dimecres,Dc,Laboral,2013,11,Novembre,6,9,Mat°,"Col.lisi¢ lateral","4584620,05","433984,39"
2013S006715,10,"Sant Mart°",68,"el Poblenou",42306,Bilbao,"0125 0131",Diumenge,Dg,Laboral,2013,9,Setembre,22,13,Mat°,"Caiguda (dues rodes)","4584295,95","433194,6"
2013S006537,10,"Sant Mart°",68,"el Poblenou",183603,Llacuna,"0092 0092",Dilluns,Dl,Laboral,2013,9,Setembre,16,12,Mat°,Abast,"4583982,96","432968,98"
2013S009272,10,"Sant Mart°",68,"el Poblenou",17579,"Antic de Valäncia","0092 0092",Dissabte,Ds,Laboral,2013,12,Desembre,21,7,Mat°,"Col.lisi¢ fronto-lateral","4584372,57","433480,19"
2013S006377,10,"Sant Mart°",68,"el Poblenou",144601,Diagonal,0118X0118X,Dilluns,Dl,Laboral,2013,9,Setembre,9,8,Mat°,Atropellament,"4584469,72","433451,95"
2013S005334,10,"Sant Mart°",68,"el Poblenou",180401,"Lope de Vega",0125X0125X,Dilluns,Dl,Laboral,2013,7,Juliol,22,8,Mat°,"Col.lisi¢ lateral","4584309,37","433365,7"
2013S008198,10,"Sant Mart°",68,"el Poblenou",249304,"Pere IV",0171X0171X,Dissabte,Ds,Laboral,2013,11,Novembre,16,14,Tarda,"Caiguda (dues rodes)","4584062,14","433066,67"
2013S005477,10,"Sant Mart°",68,"el Poblenou",701265,"Litoral (Besïs)",760000,Divendres,Dv,Laboral,2013,7,Juliol,26,22,Nit,"Col.lisi¢ lateral","4583102,38","433705,19"
2013S006476,10,"Sant Mart°",68,"el Poblenou",701266,"Litoral (Llobregat)",0023S0000,Divendres,Dv,Laboral,2013,9,Setembre,13,13,Mat°,"Abast multiple","4583199,54","433777,75"
2013S001170,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",44403,Bol°via,0000X0000X,Divendres,Dv,Laboral,2013,2,Febrer,15,9,Mat°,"Caiguda (dues rodes)","4583704,2","432154,31"
2013S007492,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",171400,"Joan d'∑ustria","0082 0082",Dilluns,Dl,Laboral,2013,10,Octubre,21,18,Tarda,Atropellament,"4583043,87","432387,98"
2013S004863,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",4908,∑laba,"0061 0061",Dijous,Dj,Laboral,2013,7,Juliol,4,14,Tarda,Abast,"4583262,08","432718,34"
2013S000892,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",197302,Marina,"0100 0100",Dimarts,Dm,Laboral,2013,2,Febrer,5,15,Tarda,"Caiguda (dues rodes)","4583025,85","432244,8"
2013S005980,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",330107,TÖnger,"0001 0001",Dilluns,Dl,Laboral,2013,8,Agost,19,21,Tarda,"Xoc contra element estÖtic","4583525,57","432158,51"
2013S007283,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",76807,Sardenya,"0057 0059",Diumenge,Dg,Laboral,2013,10,Octubre,13,20,Tarda,"Col.lisi¢ lateral",4582845,"432179,64"
2013S009105,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",270901,Pujades,"0104 0104",Dilluns,Dl,Laboral,2013,12,Desembre,16,16,Tarda,Abast,"4583326,84","432755,21"
2013S003944,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",197302,Marina,"0091 0095",Divendres,Dv,Laboral,2013,5,Maig,31,14,Tarda,"Col.lisi¢ fronto-lateral","4582969,43","432217,03"
2013S006383,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",242906,Pallars,"0075 0075",Dilluns,Dl,Laboral,2013,9,Setembre,9,11,Mat°,"Xoc contra element estÖtic","4583105,45","432284,93"
2013S001805,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",76807,Sardenya,"0087 0087",Dissabte,Ds,Laboral,2013,3,Mará,9,17,Tarda,Abast,"4582989,29","432038,46"
2013S000454,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",330107,TÖnger,"0040 0040",Diumenge,Dg,Laboral,2013,1,Gener,20,14,Tarda,"Col.lisi¢ lateral","4583689,07","432359,16"
2013S006320,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",701266,"Litoral (Llobregat)",650000,Divendres,Dv,Laboral,2013,9,Setembre,6,14,Tarda,Abast,"4583978,79","434371,96"
2013S008149,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",701266,"Litoral (Llobregat)",660000,Divendres,Dv,Laboral,2013,11,Novembre,15,8,Mat°,"Caiguda (dues rodes)","4583908,15","434299,84"
2013S009237,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",701266,"Litoral (Llobregat)",670000,Divendres,Dv,Laboral,2013,12,Desembre,20,7,Mat°,"Col.lisi¢ lateral","4583837,28","434227,97"
2013S004530,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",30500,Badajoz,"0175 0175",Dijous,Dj,Laboral,2013,6,Juny,20,17,Tarda,"Col.lisi¢ lateral","4584048,88","432297,41"
2013S004983,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",44403,Bol°via,"0001 0003",Dimarts,Dm,Laboral,2013,7,Juliol,9,12,Mat°,"Col.lisi¢ fronto-lateral","4583792,5","432234,5"
2013S001643,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",4908,∑laba,0160X0160X,Dilluns,Dl,Laboral,2013,3,Mará,4,4,Nit,"Col.lisi¢ fronto-lateral","4583864,7","432153,74"
2013S003263,10,"Sant Mart°",66,"el Parc i la Llacuna del Poblenou",181608,"Roc Boronat",0131B0131B,Diumenge,Dg,Laboral,2013,5,Maig,5,15,Tarda,"Col.lisi¢ fronto-lateral","4584019,52","432715,31"
2013S008760,10,"Sant Mart°",69,"Diagonal Mar i el Front Mar°tim del Poblenou",700892,"Garcia FÖria","0073 0073",Dijous,Dj,Laboral,2013,12,Desembre,5,8,Mat°,Abast,"4584215,19","434506,78"
