"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2021-03-01,NA,"X4","PPT",0
2021-03-01,NA,"X4","RS24h",9.6
2021-03-01,NA,"X4","VVM10",3.1
2021-03-01,NA,"X4","DVM10",73
2021-03-01,"10:03:00","X4","VVX10",9.4
2021-03-01,"10:03:00","X4","DVVX10",91
2021-03-01,NA,"X8","TM",13
2021-03-01,"13:01:00","X8","TX",15.1
2021-03-01,"06:12:00","X8","TN",11.9
2021-03-01,NA,"X8","HRM",72
2021-03-01,"19:36:00","X8","HRX",89
2021-03-01,"12:16:00","X8","HRN",52
2021-03-01,NA,"X8","PM",1016.5
2021-03-01,"23:44:00","X8","PX",1017.8
2021-03-01,"17:04:00","X8","PN",1015.8
2021-03-01,NA,"X8","PPT",0
2021-03-01,NA,"X8","RS24h",9.9
2021-03-01,NA,"X8","VVM10",3.4
2021-03-01,NA,"X8","DVM10",68
2021-03-01,"19:31:00","X8","VVX10",9
2021-03-01,"19:31:00","X8","DVVX10",62
2021-03-02,NA,"D5","TM",10.3
2021-03-02,"13:09:00","D5","TX",13.1
2021-03-02,"04:14:00","D5","TN",8.8
2021-03-02,NA,"D5","HRM",87
2021-03-02,"23:00:00","D5","HRX",98
2021-03-02,"13:30:00","D5","HRN",77
2021-03-02,NA,"D5","PM",979.8
2021-03-02,"23:10:00","D5","PX",981.9
2021-03-02,"02:28:00","D5","PN",976.4
2021-03-02,NA,"D5","PPT",0
2021-03-02,NA,"D5","RS24h",5.2
2021-03-02,NA,"D5","VVM10",6
2021-03-02,NA,"D5","DVM10",65
2021-03-02,"08:53:00","D5","VVX10",13.2
2021-03-02,"08:53:00","D5","DVVX10",75
2021-03-02,NA,"X2","TM",13.7
2021-03-02,"13:30:00","X2","TX",15.4
2021-03-02,"05:00:00","X2","TN",12.4
2021-03-02,NA,"X2","HRM",76
2021-03-02,"20:02:00","X2","HRX",90
2021-03-02,"09:01:00","X2","HRN",66
2021-03-02,NA,"X4","TM",13.5
2021-03-02,"13:20:00","X4","TX",15.2
2021-03-02,"07:02:00","X4","TN",12.6
2021-03-02,NA,"X4","HRM",75
2021-03-02,"20:05:00","X4","HRX",95
2021-03-02,"08:41:00","X4","HRN",63
2021-03-02,NA,"X4","PM",1024.8
2021-03-02,"23:21:00","X4","PX",1027
2021-03-02,"02:24:00","X4","PN",1021.4
2021-03-02,NA,"X4","PPT",0
2021-03-02,NA,"X4","RS24h",6
2021-03-02,NA,"X4","VVM10",3.2
2021-03-02,NA,"X4","DVM10",75
2021-03-02,"09:17:00","X4","VVX10",10.1
2021-03-02,"09:17:00","X4","DVVX10",59
2021-03-02,NA,"X8","TM",13.2
2021-03-02,"13:05:00","X8","TX",15.3
2021-03-02,"04:50:00","X8","TN",11.8
2021-03-02,NA,"X8","HRM",76
2021-03-02,"18:40:00","X8","HRX",90
2021-03-02,"08:16:00","X8","HRN",65
2021-03-02,NA,"X8","PM",1019.3
2021-03-02,"23:10:00","X8","PX",1021.5
2021-03-02,"02:24:00","X8","PN",1016.1
2021-03-02,NA,"X8","PPT",0
2021-03-02,NA,"X8","RS24h",5.7
2021-03-02,NA,"X8","VVM10",3.5
2021-03-02,NA,"X8","DVM10",67
2021-03-02,"08:15:00","X8","VVX10",9.9
2021-03-02,"08:15:00","X8","DVVX10",61
2021-03-03,NA,"D5","TM",10.5
2021-03-03,"13:32:00","D5","TX",15
2021-03-03,"22:31:00","D5","TN",9
2021-03-03,NA,"D5","HRM",91
2021-03-03,"23:56:00","D5","HRX",98
2021-03-03,"13:33:00","D5","HRN",72
2021-03-03,NA,"D5","PM",980.7
2021-03-03,"09:30:00","D5","PX",982.2
2021-03-03,"23:56:00","D5","PN",978.7
2021-03-03,NA,"D5","PPT",0
2021-03-03,NA,"D5","RS24h",9.9
2021-03-03,NA,"D5","VVM10",2
2021-03-03,NA,"D5","DVM10",71
2021-03-03,"05:07:00","D5","VVX10",5.4
2021-03-03,"05:07:00","D5","DVVX10",68
2021-03-03,NA,"X2","TM",13.1
2021-03-03,"12:49:00","X2","TX",15.5
2021-03-03,"23:58:00","X2","TN",11.3
2021-03-03,NA,"X2","HRM",82
2021-03-03,"23:56:00","X2","HRX",94
2021-03-03,"10:46:00","X2","HRN",70
2021-03-03,NA,"X4","TM",13.2
2021-03-03,"13:00:00","X4","TX",15.5
2021-03-03,"23:12:00","X4","TN",12.3
2021-03-03,NA,"X4","HRM",80
2021-03-03,"23:59:00","X4","HRX",93
2021-03-03,"12:56:00","X4","HRN",66
2021-03-03,NA,"X4","PM",1025.6
2021-03-03,"09:34:00","X4","PX",1027.3
2021-03-03,"23:59:00","X4","PN",1023.6
2021-03-03,NA,"X4","PPT",0
2021-03-03,NA,"X4","RS24h",10.6
2021-03-03,NA,"X4","VVM10",1.6
2021-03-03,NA,"X4","DVM10",77
2021-03-03,"13:11:00","X4","VVX10",5.4
2021-03-03,"13:11:00","X4","DVVX10",141
2021-03-03,NA,"X8","TM",12.8
2021-03-03,"12:32:00","X8","TX",16.2
2021-03-03,"23:54:00","X8","TN",10.9
2021-03-03,NA,"X8","HRM",83
2021-03-03,"23:51:00","X8","HRX",96
2021-03-03,"11:14:00","X8","HRN",68
2021-03-03,NA,"X8","PM",1020.2
2021-03-03,"09:30:00","X8","PX",1021.8
2021-03-03,"23:59:00","X8","PN",1018.2
2021-03-03,NA,"X8","PPT",0
2021-03-03,NA,"X8","RS24h",10.5
2021-03-03,NA,"X8","VVM10",1.4
2021-03-03,NA,"X8","DVM10",55
2021-03-03,"14:39:00","X8","VVX10",5.8
2021-03-03,"14:39:00","X8","DVVX10",76
2021-03-04,NA,"D5","TM",10.3
2021-03-04,"11:52:00","D5","TX",14.1
2021-03-04,"23:00:00","D5","TN",8.6
2021-03-04,NA,"D5","HRM",88
2021-03-04,"04:30:00","D5","HRX",98
2021-03-04,"11:57:00","D5","HRN",61
2021-03-04,NA,"D5","PM",974.1
2021-03-04,"00:02:00","D5","PX",978.7
2021-03-04,"23:48:00","D5","PN",970.7
2021-03-04,NA,"D5","PPT",0
2021-03-04,NA,"D5","RS24h",9.1
2021-03-04,NA,"D5","VVM10",2.4
2021-03-04,NA,"D5","DVM10",228
2021-03-04,"14:34:00","D5","VVX10",5.4
2021-03-04,"14:34:00","D5","DVVX10",220
2021-03-04,NA,"X2","TM",13
2021-03-04,"12:11:00","X2","TX",16.6
2021-03-04,"05:30:00","X2","TN",10.6
2021-03-04,NA,"X2","HRM",84
2021-03-04,"03:00:00","X2","HRX",96
2021-03-04,"12:12:00","X2","HRN",67
2021-03-04,NA,"X4","TM",13.3
2021-03-04,"11:44:00","X4","TX",16
2021-03-04,"05:03:00","X4","TN",11.9
2021-03-04,NA,"X4","HRM",81
2021-03-04,"01:42:00","X4","HRX",97
2021-03-04,"11:31:00","X4","HRN",62
2021-03-04,NA,"X4","PM",1018.8
2021-03-04,"00:01:00","X4","PX",1023.7
2021-03-04,"23:59:00","X4","PN",1015.3
2021-03-04,NA,"X4","PPT",0
2021-03-04,NA,"X4","RS24h",11.5
2021-03-04,NA,"X4","VVM10",1.3
2021-03-04,NA,"X4","DVM10",188
2021-03-04,"13:57:00","X4","VVX10",5.8
2021-03-04,"13:57:00","X4","DVVX10",172
2021-03-04,NA,"X8","TM",12.3
2021-03-04,"11:06:00","X8","TX",16
2021-03-04,"04:17:00","X8","TN",10.1
2021-03-04,NA,"X8","HRM",86
2021-03-04,"04:52:00","X8","HRX",98
2021-03-04,"10:55:00","X8","HRN",57
2021-03-04,NA,"X8","PM",1013.4
2021-03-04,"00:00:00","X8","PX",1018.2
2021-03-04,"23:52:00","X8","PN",1009.9
2021-03-04,NA,"X8","PPT",0
2021-03-04,NA,"X8","RS24h",8.8
2021-03-04,NA,"X8","VVM10",1.1
2021-03-04,NA,"X8","DVM10",247
2021-03-04,"14:02:00","X8","VVX10",5.3
2021-03-04,"14:02:00","X8","DVVX10",148
2021-03-05,NA,"D5","TM",10.6
2021-03-05,"11:20:00","D5","TX",14.4
2021-03-05,"07:05:00","D5","TN",8.7
2021-03-05,NA,"D5","HRM",81
2021-03-05,"18:47:00","D5","HRX",94
2021-03-05,"11:51:00","D5","HRN",67
2021-03-05,NA,"D5","PM",969.8
2021-03-05,"23:05:00","D5","PX",971.6
2021-03-05,"06:23:00","D5","PN",968.5
2021-03-05,NA,"D5","PPT",0
2021-03-05,NA,"D5","RS24h",11.2
2021-03-05,NA,"D5","VVM10",2.4
2021-03-05,NA,"D5","DVM10",252
2021-03-05,"07:00:00","D5","VVX10",5.7
2021-03-05,"07:00:00","D5","DVVX10",306
2021-03-05,NA,"X2","TM",12.3
2021-03-05,"11:34:00","X2","TX",15.6
2021-03-05,"06:30:00","X2","TN",9.6
2021-03-05,NA,"X2","HRM",83
2021-03-05,"07:00:00","X2","HRX",94
2021-03-05,"10:50:00","X2","HRN",66
2021-03-05,NA,"X4","TM",13.1
2021-03-05,"11:54:00","X4","TX",15.7
2021-03-05,"06:31:00","X4","TN",11.2
2021-03-05,NA,"X4","HRM",75
2021-03-05,"22:31:00","X4","HRX",83
2021-03-05,"11:37:00","X4","HRN",61
2021-03-05,NA,"X4","PM",1014.3
2021-03-05,"23:00:00","X4","PX",1016.2
2021-03-05,"14:00:00","X4","PN",1013.1
2021-03-05,NA,"X4","PPT",0
2021-03-05,NA,"X4","RS24h",10.8
2021-03-05,NA,"X4","VVM10",1.2
2021-03-05,NA,"X4","DVM10",212
2021-03-05,"12:10:00","X4","VVX10",4.7
2021-03-05,"12:10:00","X4","DVVX10",208
2021-03-05,NA,"X8","TM",11.8
2021-03-05,"13:03:00","X8","TX",15.4
2021-03-05,"06:12:00","X8","TN",9.1
2021-03-05,NA,"X8","HRM",83
2021-03-05,"21:15:00","X8","HRX",98
2021-03-05,"10:42:00","X8","HRN",61
2021-03-05,NA,"X8","PM",1008.9
2021-03-05,"22:49:00","X8","PX",1010.7
2021-03-05,"13:55:00","X8","PN",1007.7
2021-03-05,NA,"X8","PPT",0
2021-03-05,NA,"X8","RS24h",10.7
2021-03-05,NA,"X8","VVM10",1.1
2021-03-05,NA,"X8","DVM10",260
2021-03-05,"13:05:00","X8","VVX10",4.5
2021-03-05,"13:05:00","X8","DVVX10",173
2021-03-06,NA,"D5","TM",10.6
2021-03-06,"13:56:00","D5","TX",13.8
2021-03-06,"23:59:00","D5","TN",8.5
2021-03-06,NA,"D5","HRM",79
2021-03-06,"21:30:00","D5","HRX",96
2021-03-06,"12:32:00","D5","HRN",57
2021-03-06,NA,"D5","PM",973.8
2021-03-06,"11:42:00","D5","PX",975.3
2021-03-06,"02:38:00","D5","PN",971.1
2021-03-06,NA,"D5","PPT",0
2021-03-06,NA,"D5","RS24h",10.3
2021-03-06,NA,"D5","VVM10",3.2
2021-03-06,NA,"D5","DVM10",68
2021-03-06,"05:36:00","D5","VVX10",8.3
2021-03-06,"05:36:00","D5","DVVX10",66
2021-03-06,NA,"X2","TM",12.6
2021-03-06,"13:56:00","X2","TX",15.2
2021-03-06,"03:31:00","X2","TN",9.4
2021-03-06,NA,"X2","HRM",76
2021-03-06,"03:56:00","X2","HRX",95
2021-03-06,"11:31:00","X2","HRN",59
2021-03-06,NA,"X4","TM",12.8
2021-03-06,"14:31:00","X4","TX",14.3
2021-03-06,"02:07:00","X4","TN",11.8
2021-03-06,NA,"X4","HRM",73
2021-03-06,"05:15:00","X4","HRX",84
2021-03-06,"11:18:00","X4","HRN",57
2021-03-06,NA,"X4","PM",1018.5
2021-03-06,"10:48:00","X4","PX",1020.2
2021-03-06,"03:00:00","X4","PN",1015.5
2021-03-06,NA,"X4","PPT",0
2021-03-06,NA,"X4","RS24h",10.1
2021-03-06,NA,"X4","VVM10",1.8
2021-03-06,NA,"X4","DVM10",89
2021-03-06,"09:36:00","X4","VVX10",5.6
2021-03-06,"09:36:00","X4","DVVX10",92
2021-03-06,NA,"X8","TM",12.4
2021-03-06,"13:44:00","X8","TX",14.7
2021-03-06,"03:24:00","X8","TN",9.8
2021-03-06,NA,"X8","HRM",75
2021-03-06,"02:39:00","X8","HRX",91
2021-03-06,"12:30:00","X8","HRN",53
2021-03-06,NA,"X8","PM",1013
2021-03-06,"10:49:00","X8","PX",1014.7
2021-03-06,"03:07:00","X8","PN",1010.1
2021-03-06,NA,"X8","PPT",0
2021-03-06,NA,"X8","RS24h",10.2
2021-03-06,NA,"X8","VVM10",2
2021-03-06,NA,"X8","DVM10",71
2021-03-06,"04:23:00","X8","VVX10",5.4
2021-03-06,"04:23:00","X8","DVVX10",40
2021-03-07,NA,"D5","TM",9.7
2021-03-07,"14:01:00","D5","TX",12.3
2021-03-07,"06:00:00","D5","TN",8.3
2021-03-07,NA,"D5","HRM",85
2021-03-07,"23:30:00","D5","HRX",98
2021-03-07,"01:38:00","D5","HRN",69
2021-03-07,NA,"D5","PM",970.8
2021-03-07,"00:00:00","D5","PX",974.6
2021-03-07,"23:59:00","D5","PN",967.4
2021-03-07,NA,"D5","PPT",0.8
2021-03-07,NA,"D5","RS24h",7.5
2021-03-07,NA,"D5","VVM10",3.1
2021-03-07,NA,"D5","DVM10",62
2021-03-07,"09:28:00","D5","VVX10",6.3
2021-03-07,"09:28:00","D5","DVVX10",45
2021-03-07,NA,"X2","TM",12.7
2021-03-07,"13:49:00","X2","TX",14.9
2021-03-07,"08:43:00","X2","TN",11
2021-03-07,NA,"X2","HRM",78
2021-03-07,"08:54:00","X2","HRX",89
2021-03-07,"07:52:00","X2","HRN",68
2021-03-07,NA,"X4","TM",12.7
2021-03-07,"13:25:00","X4","TX",14.7
2021-03-07,"08:49:00","X4","TN",11.5
2021-03-07,NA,"X4","HRM",74
2021-03-07,"21:08:00","X4","HRX",86
2021-03-07,"06:18:00","X4","HRN",63
2021-03-07,NA,"X4","PM",1015.4
2021-03-07,"00:00:00","X4","PX",1019.5
2021-03-07,"23:59:00","X4","PN",1011.8
2021-03-07,NA,"X4","PPT",2.4
2021-03-07,NA,"X4","RS24h",8.4
2021-03-07,NA,"X4","VVM10",1.7
2021-03-07,NA,"X4","DVM10",65
2021-03-07,"14:52:00","X4","VVX10",5.4
2021-03-07,"14:52:00","X4","DVVX10",87
2021-03-07,NA,"X8","TM",12.3
2021-03-07,"13:33:00","X8","TX",14.6
2021-03-07,"01:43:00","X8","TN",10.6
2021-03-07,NA,"X8","HRM",76
2021-03-07,"08:34:00","X8","HRX",94
2021-03-07,"02:20:00","X8","HRN",64
2021-03-07,NA,"X8","PM",1010
2021-03-07,"00:00:00","X8","PX",1014
2021-03-07,"23:58:00","X8","PN",1006.5
2021-03-07,NA,"X8","PPT",0.2
2021-03-07,NA,"X8","RS24h",8.7
2021-03-07,NA,"X8","VVM10",1.8
2021-03-07,NA,"X8","DVM10",61
2021-03-07,"11:52:00","X8","VVX10",5.6
2021-03-07,"11:52:00","X8","DVVX10",88
2021-03-08,NA,"D5","TM",9
2021-03-08,"14:08:00","D5","TX",10.7
2021-03-08,"20:31:00","D5","TN",8.1
2021-03-08,NA,"D5","HRM",89
2021-03-08,"00:00:00","D5","HRX",97
2021-03-08,"23:59:00","D5","HRN",67
2021-03-08,NA,"D5","PM",966.2
2021-03-08,"22:52:00","D5","PX",967.4
2021-03-08,"15:34:00","D5","PN",965.2
2021-03-08,NA,"D5","PPT",2
2021-03-08,NA,"D5","RS24h",4.8
2021-03-08,NA,"D5","VVM10",3.6
2021-03-08,NA,"D5","DVM10",27
2021-03-08,"03:08:00","D5","VVX10",10
2021-03-08,"03:08:00","D5","DVVX10",19
2021-03-08,NA,"X2","TM",12.1
2021-03-08,"14:37:00","X2","TX",14
2021-03-08,"23:59:00","X2","TN",9.4
2021-03-08,NA,"X2","HRM",80
2021-03-08,"07:10:00","X2","HRX",93
2021-03-08,"11:57:00","X2","HRN",67
2021-03-08,NA,"X4","TM",12.4
2021-03-08,"12:17:00","X4","TX",13.8
2021-03-08,"23:37:00","X4","TN",11.3
2021-03-08,NA,"X4","HRM",74
2021-03-08,"01:50:00","X4","HRX",84
2021-03-08,"12:20:00","X4","HRN",64
2021-03-08,NA,"X4","PM",1010.7
2021-03-08,"23:50:00","X4","PX",1011.9
2021-03-08,"15:40:00","X4","PN",1009.6
2021-03-08,NA,"X4","PPT",1.4
2021-03-08,NA,"X4","RS24h",5.5
2021-03-08,NA,"X4","VVM10",1.3
2021-03-08,NA,"X4","DVM10",55
2021-03-08,"09:30:00","X4","VVX10",7.3
2021-03-08,"09:30:00","X4","DVVX10",62
2021-03-08,NA,"X8","TM",11.7
2021-03-08,"13:24:00","X8","TX",13.3
2021-03-08,"23:57:00","X8","TN",9.1
2021-03-08,NA,"X8","HRM",80
2021-03-08,"19:21:00","X8","HRX",96
2021-03-08,"13:27:00","X8","HRN",68
2021-03-08,NA,"X8","PM",1005.3
2021-03-08,"00:00:00","X8","PX",1006.5
2021-03-08,"15:39:00","X8","PN",1004.2
2021-03-08,NA,"X8","PPT",0.6
2021-03-08,NA,"X8","RS24h",5
2021-03-08,NA,"X8","VVM10",1.4
2021-03-08,NA,"X8","DVM10",16
2021-03-08,"08:30:00","X8","VVX10",6.2
2021-03-08,"08:30:00","X8","DVVX10",73
2021-03-09,NA,"D5","TM",9.1
2021-03-09,"12:53:00","D5","TX",15.1
2021-03-09,"06:43:00","D5","TN",6.2
2021-03-09,NA,"D5","HRM",76
2021-03-09,"20:30:00","D5","HRX",95
2021-03-09,"12:54:00","D5","HRN",51
2021-03-09,NA,"D5","PM",967.9
2021-03-09,"23:57:00","D5","PX",970.3
2021-03-09,"04:31:00","D5","PN",966.7
2021-03-09,NA,"D5","PPT",0
2021-03-09,NA,"D5","RS24h",11.7
2021-03-09,NA,"D5","VVM10",4.9
2021-03-09,NA,"D5","DVM10",317
2021-03-09,"06:38:00","D5","VVX10",12
2021-03-09,"06:38:00","D5","DVVX10",318
2021-03-09,NA,"X2","TM",11.8
2021-03-09,"12:27:00","X2","TX",16.6
2021-03-09,"01:38:00","X2","TN",8.6
2021-03-09,NA,"X2","HRM",71
2021-03-09,"01:42:00","X2","HRX",89
2021-03-09,"12:17:00","X2","HRN",50
2021-03-09,NA,"X4","TM",12.4
2021-03-09,"12:41:00","X4","TX",16.8
2021-03-09,"06:33:00","X4","TN",10.2
2021-03-09,NA,"X4","HRM",64
2021-03-09,"22:21:00","X4","HRX",76
2021-03-09,"12:43:00","X4","HRN",43
2021-03-09,NA,"X4","PM",1012.5
2021-03-09,"23:59:00","X4","PX",1015.1
2021-03-09,"04:30:00","X4","PN",1011.2
2021-03-09,NA,"X4","PPT",0
2021-03-09,NA,"X4","RS24h",13.9
2021-03-09,NA,"X4","VVM10",1.8
2021-03-09,NA,"X4","DVM10",295
2021-03-09,"13:28:00","X4","VVX10",7.2
2021-03-09,"13:28:00","X4","DVVX10",158
2021-03-09,NA,"X8","TM",11.6
2021-03-09,"14:51:00","X8","TX",17
2021-03-09,"01:02:00","X8","TN",8.6
2021-03-09,NA,"X8","HRM",69
2021-03-09,"01:07:00","X8","HRX",86
2021-03-09,"12:37:00","X8","HRN",46
2021-03-09,NA,"X8","PM",1007.1
2021-03-09,"23:54:00","X8","PX",1009.7
2021-03-09,"03:30:00","X8","PN",1005.6
2021-03-09,NA,"X8","PPT",0
2021-03-09,NA,"X8","RS24h",16
2021-03-09,NA,"X8","VVM10",2.8
2021-03-09,NA,"X8","DVM10",283
2021-03-09,"06:00:00","X8","VVX10",9.5
2021-03-09,"06:00:00","X8","DVVX10",301
2021-03-10,NA,"D5","TM",9.6
2021-03-10,"13:02:00","D5","TX",16
2021-03-10,"04:52:00","D5","TN",4.9
2021-03-10,NA,"D5","HRM",62
2021-03-10,"06:14:00","D5","HRX",76
2021-03-10,"11:40:00","D5","HRN",42
2021-03-10,NA,"D5","PM",972.3
2021-03-10,"22:13:00","D5","PX",974.2
2021-03-10,"03:14:00","D5","PN",969.9
2021-03-10,NA,"D5","PPT",0
2021-03-10,NA,"D5","RS24h",18.9
2021-03-10,NA,"D5","VVM10",5.5
2021-03-10,NA,"D5","DVM10",282
2021-03-10,"03:19:00","D5","VVX10",11.1
2021-03-10,"03:19:00","D5","DVVX10",318
2021-03-10,NA,"X2","TM",11.9
2021-03-10,"12:22:00","X2","TX",16
2021-03-10,"05:06:00","X2","TN",7.8
2021-03-10,NA,"X2","HRM",59
2021-03-10,"23:55:00","X2","HRX",72
2021-03-10,"10:16:00","X2","HRN",41
2021-03-10,NA,"X4","TM",12.2
2021-03-10,"13:31:00","X4","TX",15.7
2021-03-10,"06:30:00","X4","TN",8.8
2021-03-10,NA,"X4","HRM",54
2021-03-10,"20:04:00","X4","HRX",64
2021-03-10,"13:55:00","X4","HRN",40
2021-03-10,NA,"X4","PM",1017.1
2021-03-10,"22:16:00","X4","PX",1019
2021-03-10,"02:37:00","X4","PN",1014.9
2021-03-10,NA,"X4","PPT",0
2021-03-10,NA,"X4","RS24h",18.7
2021-03-10,NA,"X4","VVM10",2.1
2021-03-10,NA,"X4","DVM10",252
2021-03-10,"16:28:00","X4","VVX10",8.4
2021-03-10,"16:28:00","X4","DVVX10",241
2021-03-10,NA,"X8","TM",11.1
2021-03-10,"12:08:00","X8","TX",16.9
2021-03-10,"06:03:00","X8","TN",7.1
2021-03-10,NA,"X8","HRM",59
2021-03-10,"22:44:00","X8","HRX",73
2021-03-10,"12:01:00","X8","HRN",37
2021-03-10,NA,"X8","PM",1011.7
2021-03-10,"22:08:00","X8","PX",1013.6
2021-03-10,"02:35:00","X8","PN",1009.3
2021-03-10,NA,"X8","PPT",0
2021-03-10,NA,"X8","RS24h",18.5
2021-03-10,NA,"X8","VVM10",3
2021-03-10,NA,"X8","DVM10",273
2021-03-10,"03:40:00","X8","VVX10",8.6
2021-03-10,"03:40:00","X8","DVVX10",301
2021-03-11,NA,"D5","TM",13.1
2021-03-11,"12:22:00","D5","TX",19.3
2021-03-11,"04:51:00","D5","TN",8
2021-03-11,NA,"D5","HRM",56
2021-03-11,"04:52:00","D5","HRX",85
2021-03-11,"11:00:00","D5","HRN",35
2021-03-11,NA,"D5","PM",972.4
2021-03-11,"09:31:00","D5","PX",974.2
2021-03-11,"17:25:00","D5","PN",970.2
2021-03-11,NA,"D5","PPT",0
2021-03-11,NA,"D5","RS24h",16.8
2021-03-11,NA,"D5","VVM10",5.2
2021-03-11,NA,"D5","DVM10",262
2021-03-11,"17:36:00","D5","VVX10",12.5
2021-03-11,"17:36:00","D5","DVVX10",245
2021-03-11,NA,"X2","TM",13.3
2021-03-11,"14:46:00","X2","TX",18.4
2021-03-11,"04:30:00","X2","TN",7.7
2021-03-11,NA,"X2","HRM",69
2021-03-11,"23:02:00","X2","HRX",90
2021-03-11,"10:29:00","X2","HRN",41
2021-03-11,NA,"X4","TM",14.1
2021-03-11,"16:22:00","X4","TX",18
2021-03-11,"03:44:00","X4","TN",10.5
2021-03-11,NA,"X4","HRM",63
2021-03-11,"23:01:00","X4","HRX",80
2021-03-11,"16:07:00","X4","HRN",40
2021-03-11,NA,"X4","PM",1016.8
2021-03-11,"00:27:00","X4","PX",1019
2021-03-11,"16:14:00","X4","PN",1014.2
2021-03-11,NA,"X4","PPT",0
2021-03-11,NA,"X4","RS24h",16.9
2021-03-11,NA,"X4","VVM10",2.3
2021-03-11,NA,"X4","DVM10",253
2021-03-11,"15:17:00","X4","VVX10",9.1
2021-03-11,"15:17:00","X4","DVVX10",236
2021-03-11,NA,"X8","TM",12.8
2021-03-11,"16:13:00","X8","TX",17.9
2021-03-11,"00:34:00","X8","TN",7.8
2021-03-11,NA,"X8","HRM",70
2021-03-11,"21:49:00","X8","HRX",95
2021-03-11,"11:08:00","X8","HRN",38
2021-03-11,NA,"X8","PM",1011.5
2021-03-11,"09:06:00","X8","PX",1013.5
2021-03-11,"16:37:00","X8","PN",1009.2
2021-03-11,NA,"X8","PPT",0
2021-03-11,NA,"X8","RS24h",16.4
2021-03-11,NA,"X8","VVM10",2.2
2021-03-11,NA,"X8","DVM10",254
2021-03-11,"14:56:00","X8","VVX10",7.9
2021-03-11,"14:56:00","X8","DVVX10",203
2021-03-12,NA,"D5","TM",10.6
2021-03-12,"01:06:00","D5","TX",15.3
2021-03-12,"22:30:00","D5","TN",7.6
2021-03-12,NA,"D5","HRM",81
2021-03-12,"05:32:00","D5","HRX",97
2021-03-12,"01:24:00","D5","HRN",52
2021-03-12,NA,"D5","PM",971.8
2021-03-12,"21:53:00","D5","PX",973.7
2021-03-12,"03:37:00","D5","PN",970.2
2021-03-12,NA,"D5","PPT",0.1
2021-03-12,NA,"D5","RS24h",6.4
2021-03-12,NA,"D5","VVM10",3
2021-03-12,NA,"D5","DVM10",141
2021-03-12,"02:27:00","D5","VVX10",9.2
2021-03-12,"02:27:00","D5","DVVX10",68
2021-03-12,NA,"X2","TM",12.8
2021-03-12,"11:49:00","X2","TX",15.6
2021-03-12,"01:13:00","X2","TN",10.6
2021-03-12,NA,"X2","HRM",75
2021-03-12,"05:30:00","X2","HRX",91
2021-03-12,"13:48:00","X2","HRN",62
2021-03-12,NA,"X4","TM",13
2021-03-12,"11:44:00","X4","TX",15.1
2021-03-12,"23:58:00","X4","TN",11.5
2021-03-12,NA,"X4","HRM",72
2021-03-12,"05:40:00","X4","HRX",95
2021-03-12,"13:47:00","X4","HRN",61
2021-03-12,NA,"X4","PM",1016.3
2021-03-12,"22:55:00","X4","PX",1018.6
2021-03-12,"02:53:00","X4","PN",1014.5
2021-03-12,NA,"X4","PPT",0
2021-03-12,NA,"X4","RS24h",8.9
2021-03-12,NA,"X4","VVM10",1.9
2021-03-12,NA,"X4","DVM10",121
2021-03-12,"16:11:00","X4","VVX10",5.8
2021-03-12,"16:11:00","X4","DVVX10",189
2021-03-12,NA,"X8","TM",12.4
2021-03-12,"11:38:00","X8","TX",15.2
2021-03-12,"22:17:00","X8","TN",9.3
2021-03-12,NA,"X8","HRM",76
2021-03-12,"05:51:00","X8","HRX",93
2021-03-12,"02:24:00","X8","HRN",61
2021-03-12,NA,"X8","PM",1010.9
2021-03-12,"21:52:00","X8","PX",1013.1
2021-03-12,"03:30:00","X8","PN",1009.1
2021-03-12,NA,"X8","PPT",0
2021-03-12,NA,"X8","RS24h",7.8
2021-03-12,NA,"X8","VVM10",2.1
2021-03-12,NA,"X8","DVM10",112
2021-03-12,"16:03:00","X8","VVX10",5.8
2021-03-12,"16:03:00","X8","DVVX10",162
2021-03-13,NA,"D5","TM",11
2021-03-13,"14:11:00","D5","TX",17.6
2021-03-13,"08:17:00","D5","TN",7.6
2021-03-13,NA,"D5","HRM",72
2021-03-13,"05:01:00","D5","HRX",96
2021-03-13,"14:12:00","D5","HRN",46
2021-03-13,NA,"D5","PM",971.8
2021-03-13,"10:06:00","D5","PX",973.6
2021-03-13,"16:31:00","D5","PN",969.7
2021-03-13,NA,"D5","PPT",0
2021-03-13,NA,"D5","RS24h",18.1
2021-03-13,NA,"D5","VVM10",4.7
2021-03-13,NA,"D5","DVM10",249
2021-03-13,"14:51:00","D5","VVX10",11.4
2021-03-13,"14:51:00","D5","DVVX10",214
2021-03-13,NA,"X2","TM",13.6
2021-03-13,"13:54:00","X2","TX",18.9
2021-03-13,"06:20:00","X2","TN",9.3
2021-03-13,NA,"X2","HRM",68
2021-03-13,"06:34:00","X2","HRX",88
2021-03-13,"12:01:00","X2","HRN",37
2021-03-13,NA,"X4","TM",13.8
2021-03-13,"13:55:00","X4","TX",17.7
2021-03-13,"06:12:00","X4","TN",10.8
2021-03-13,NA,"X4","HRM",64
2021-03-13,"23:01:00","X4","HRX",87
2021-03-13,"12:00:00","X4","HRN",37
2021-03-13,NA,"X4","PM",1016.4
2021-03-13,"01:00:00","X4","PX",1018.4
2021-03-13,"17:04:00","X4","PN",1014
