"DATA_LECTURA","DATA_EXTREM","CODI_ESTACIO","ACRÒNIM","VALOR"
2021-01-30,NA,"X8","PM",996.3
2021-01-30,"00:00:00","X8","PX",1004.3
2021-01-30,"15:10:00","X8","PN",992.2
2021-01-30,NA,"X8","PPT",0
2021-01-30,NA,"X8","RS24h",9.4
2021-01-30,NA,"X8","VVM10",3.4
2021-01-30,NA,"X8","DVM10",289
2021-01-30,"16:14:00","X8","VVX10",16.1
2021-01-30,"16:14:00","X8","DVVX10",308
2021-01-31,NA,"D5","TM",10.6
2021-01-31,"15:52:00","D5","TX",15.2
2021-01-31,"07:35:00","D5","TN",7.5
2021-01-31,NA,"D5","HRM",64
2021-01-31,"08:04:00","D5","HRX",72
2021-01-31,"15:15:00","D5","HRN",49
2021-01-31,NA,"D5","PM",954.9
2021-01-31,"11:28:00","D5","PX",956.5
2021-01-31,"03:59:00","D5","PN",953.3
2021-01-31,NA,"D5","PPT",0
2021-01-31,NA,"D5","RS24h",9.7
2021-01-31,NA,"D5","VVM10",3.7
2021-01-31,NA,"D5","DVM10",270
2021-01-31,"08:41:00","D5","VVX10",16.8
2021-01-31,"08:41:00","D5","DVVX10",267
2021-01-31,NA,"X2","TM",14.3
2021-01-31,"15:20:00","X2","TX",17.9
2021-01-31,"00:01:00","X2","TN",11.3
2021-01-31,NA,"X2","HRM",52
2021-01-31,"23:59:00","X2","HRX",72
2021-01-31,"15:37:00","X2","HRN",42
2021-01-31,NA,"X4","TM",14.4
2021-01-31,"15:18:00","X4","TX",18.2
2021-01-31,"07:34:00","X4","TN",11.5
2021-01-31,NA,"X4","HRM",50
2021-01-31,"23:59:00","X4","HRX",60
2021-01-31,"15:34:00","X4","HRN",39
2021-01-31,NA,"X4","PM",998.6
2021-01-31,"09:51:00","X4","PX",1000.2
2021-01-31,"20:35:00","X4","PN",997.3
2021-01-31,NA,"X4","PPT",0
2021-01-31,NA,"X4","RS24h",9.7
2021-01-31,NA,"X4","VVM10",5.8
2021-01-31,NA,"X4","DVM10",307
2021-01-31,"11:02:00","X4","VVX10",18.2
2021-01-31,"11:02:00","X4","DVVX10",302
2021-01-31,NA,"X8","TM",13.5
2021-01-31,"15:00:00","X8","TX",17.6
2021-01-31,"05:18:00","X8","TN",10.6
2021-01-31,NA,"X8","HRM",54
2021-01-31,"23:24:00","X8","HRX",70
2021-01-31,"15:01:00","X8","HRN",42
2021-01-31,NA,"X8","PM",993.5
2021-01-31,"09:58:00","X8","PX",995
2021-01-31,"23:02:00","X8","PN",992.2
2021-01-31,NA,"X8","PPT",0
2021-01-31,NA,"X8","RS24h",9.4
2021-01-31,NA,"X8","VVM10",6.2
2021-01-31,NA,"X8","DVM10",304
2021-01-31,"06:59:00","X8","VVX10",18.2
2021-01-31,"06:59:00","X8","DVVX10",305
2021-02-01,NA,"D5","TM",13.3
2021-02-01,"14:38:00","D5","TX",18
2021-02-01,"03:02:00","D5","TN",10.9
2021-02-01,NA,"D5","HRM",59
2021-02-01,"02:19:00","D5","HRX",76
2021-02-01,"14:39:00","D5","HRN",40
2021-02-01,NA,"D5","PM",956.9
2021-02-01,"23:59:00","D5","PX",963
2021-02-01,"03:26:00","D5","PN",952.5
2021-02-01,NA,"D5","PPT",0.1
2021-02-01,NA,"D5","RS24h",11.9
2021-02-01,NA,"D5","VVM10",2.9
2021-02-01,NA,"D5","DVM10",249
2021-02-01,"08:13:00","D5","VVX10",12.5
2021-02-01,"08:13:00","D5","DVVX10",272
2021-02-01,NA,"X2","TM",16.5
2021-02-01,"14:01:00","X2","TX",20.8
2021-02-01,"00:22:00","X2","TN",11.6
2021-02-01,NA,"X2","HRM",50
2021-02-01,"00:18:00","X2","HRX",74
2021-02-01,"15:37:00","X2","HRN",34
2021-02-01,NA,"X4","TM",16.9
2021-02-01,"13:48:00","X4","TX",20.7
2021-02-01,"00:13:00","X4","TN",13.9
2021-02-01,NA,"X4","HRM",47
2021-02-01,"01:15:00","X4","HRX",62
2021-02-01,"14:35:00","X4","HRN",32
2021-02-01,NA,"X4","PM",1000.5
2021-02-01,"23:58:00","X4","PX",1006.8
2021-02-01,"03:13:00","X4","PN",996.4
2021-02-01,NA,"X4","PPT",0.1
2021-02-01,NA,"X4","RS24h",12.1
2021-02-01,NA,"X4","VVM10",4.6
2021-02-01,NA,"X4","DVM10",314
2021-02-01,"14:09:00","X4","VVX10",16.9
2021-02-01,"14:09:00","X4","DVVX10",329
2021-02-01,NA,"X8","TM",16.2
2021-02-01,"14:17:00","X8","TX",20.2
2021-02-01,"00:20:00","X8","TN",11.9
2021-02-01,NA,"X8","HRM",50
2021-02-01,"00:34:00","X8","HRX",69
2021-02-01,"14:10:00","X8","HRN",34
2021-02-01,NA,"X8","PM",995.4
2021-02-01,"23:58:00","X8","PX",1001.3
2021-02-01,"02:26:00","X8","PN",991.1
2021-02-01,NA,"X8","PPT",0.1
2021-02-01,NA,"X8","RS24h",11.8
2021-02-01,NA,"X8","VVM10",4.8
2021-02-01,NA,"X8","DVM10",302
2021-02-01,"11:12:00","X8","VVX10",15.5
2021-02-01,"11:12:00","X8","DVVX10",300
2021-02-02,NA,"D5","TM",13.9
2021-02-02,"14:31:00","D5","TX",19.9
2021-02-02,"06:54:00","D5","TN",10.8
2021-02-02,NA,"D5","HRM",64
2021-02-02,"08:12:00","D5","HRX",74
2021-02-02,"13:03:00","D5","HRN",49
2021-02-02,NA,"D5","PM",965.1
2021-02-02,"10:48:00","D5","PX",967
2021-02-02,"00:43:00","D5","PN",962.5
2021-02-02,NA,"D5","PPT",0
2021-02-02,NA,"D5","RS24h",11.8
2021-02-02,NA,"D5","VVM10",4.9
2021-02-02,NA,"D5","DVM10",281
2021-02-02,"08:16:00","D5","VVX10",15.7
2021-02-02,"08:16:00","D5","DVVX10",341
2021-02-02,NA,"X2","TM",15.3
2021-02-02,"12:23:00","X2","TX",20.5
2021-02-02,"07:06:00","X2","TN",11.3
2021-02-02,NA,"X2","HRM",62
2021-02-02,"21:39:00","X2","HRX",73
2021-02-02,"12:19:00","X2","HRN",46
2021-02-02,NA,"X4","TM",16.2
2021-02-02,"12:23:00","X4","TX",21.2
2021-02-02,"07:30:00","X4","TN",13.1
2021-02-02,NA,"X4","HRM",57
2021-02-02,"23:59:00","X4","HRX",69
2021-02-02,"12:24:00","X4","HRN",42
2021-02-02,NA,"X4","PM",1009.1
2021-02-02,"10:12:00","X4","PX",1011.1
2021-02-02,"00:39:00","X4","PN",1006.7
2021-02-02,NA,"X4","PPT",0
2021-02-02,NA,"X4","RS24h",11.9
2021-02-02,NA,"X4","VVM10",2
2021-02-02,NA,"X4","DVM10",260
2021-02-02,"04:45:00","X4","VVX10",8
2021-02-02,"04:45:00","X4","DVVX10",322
2021-02-02,NA,"X8","TM",15.2
2021-02-02,"12:08:00","X8","TX",20.2
2021-02-02,"06:45:00","X8","TN",11.4
2021-02-02,NA,"X8","HRM",62
2021-02-02,"19:00:00","X8","HRX",76
2021-02-02,"12:09:00","X8","HRN",48
2021-02-02,NA,"X8","PM",1003.7
2021-02-02,"10:40:00","X8","PX",1005.6
2021-02-02,"00:37:00","X8","PN",1001
2021-02-02,NA,"X8","PPT",0
2021-02-02,NA,"X8","RS24h",11.6
2021-02-02,NA,"X8","VVM10",2.1
2021-02-02,NA,"X8","DVM10",277
2021-02-02,"00:38:00","X8","VVX10",9.5
2021-02-02,"00:38:00","X8","DVVX10",330
2021-02-03,NA,"D5","TM",14
2021-02-03,"13:44:00","D5","TX",20.1
2021-02-03,"21:12:00","D5","TN",11.1
2021-02-03,NA,"D5","HRM",62
2021-02-03,"21:13:00","D5","HRX",85
2021-02-03,"13:45:00","D5","HRN",42
2021-02-03,NA,"D5","PM",964.2
2021-02-03,"23:01:00","D5","PX",966.5
2021-02-03,"06:43:00","D5","PN",962.1
2021-02-03,NA,"D5","PPT",0
2021-02-03,NA,"D5","RS24h",8.9
2021-02-03,NA,"D5","VVM10",4.1
2021-02-03,NA,"D5","DVM10",288
2021-02-03,"08:44:00","D5","VVX10",14.4
2021-02-03,"08:44:00","D5","DVVX10",317
2021-02-03,NA,"X2","TM",15.4
2021-02-03,"13:49:00","X2","TX",20.9
2021-02-03,"05:10:00","X2","TN",11.2
2021-02-03,NA,"X2","HRM",65
2021-02-03,"23:36:00","X2","HRX",93
2021-02-03,"11:55:00","X2","HRN",40
2021-02-03,NA,"X4","TM",16.1
2021-02-03,"13:52:00","X4","TX",21.1
2021-02-03,"04:36:00","X4","TN",12.9
2021-02-03,NA,"X4","HRM",60
2021-02-03,"23:37:00","X4","HRX",94
2021-02-03,"11:44:00","X4","HRN",39
2021-02-03,NA,"X4","PM",1008.1
2021-02-03,"23:02:00","X4","PX",1010.6
2021-02-03,"13:37:00","X4","PN",1006.6
2021-02-03,NA,"X4","PPT",0
2021-02-03,NA,"X4","RS24h",9.2
2021-02-03,NA,"X4","VVM10",1.9
2021-02-03,NA,"X4","DVM10",248
2021-02-03,"11:21:00","X4","VVX10",7.4
2021-02-03,"11:21:00","X4","DVVX10",279
2021-02-03,NA,"X8","TM",15.4
2021-02-03,"14:00:00","X8","TX",21.6
2021-02-03,"02:45:00","X8","TN",10.5
2021-02-03,NA,"X8","HRM",62
2021-02-03,"23:59:00","X8","HRX",95
2021-02-03,"14:00:00","X8","HRN",38
2021-02-03,NA,"X8","PM",1002.7
2021-02-03,"23:00:00","X8","PX",1005.1
2021-02-03,"06:05:00","X8","PN",1000.9
2021-02-03,NA,"X8","PPT",0
2021-02-03,NA,"X8","RS24h",8.9
2021-02-03,NA,"X8","VVM10",2.3
2021-02-03,NA,"X8","DVM10",268
2021-02-03,"09:54:00","X8","VVX10",11.4
2021-02-03,"09:54:00","X8","DVVX10",284
2021-02-04,NA,"D5","TM",11.7
2021-02-04,"13:15:00","D5","TX",16.9
2021-02-04,"21:42:00","D5","TN",9
2021-02-04,NA,"D5","HRM",83
2021-02-04,"23:56:00","D5","HRX",97
2021-02-04,"13:16:00","D5","HRN",68
2021-02-04,NA,"D5","PM",964.8
2021-02-04,"10:01:00","D5","PX",966.3
2021-02-04,"14:36:00","D5","PN",963
2021-02-04,NA,"D5","PPT",0
2021-02-04,NA,"D5","RS24h",10.5
2021-02-04,NA,"D5","VVM10",2.1
2021-02-04,NA,"D5","DVM10",121
2021-02-04,"02:42:00","D5","VVX10",6.5
2021-02-04,"02:42:00","D5","DVVX10",61
2021-02-04,NA,"X2","TM",12.1
2021-02-04,"12:17:00","X2","TX",15.2
2021-02-04,"06:00:00","X2","TN",9.9
2021-02-04,NA,"X2","HRM",88
2021-02-04,"02:30:00","X2","HRX",96
2021-02-04,"12:18:00","X2","HRN",77
2021-02-04,NA,"X4","TM",12.7
2021-02-04,"10:44:00","X4","TX",15.4
2021-02-04,"17:30:00","X4","TN",11.5
2021-02-04,NA,"X4","HRM",87
2021-02-04,"16:58:00","X4","HRX",98
2021-02-04,"10:45:00","X4","HRN",73
2021-02-04,NA,"X4","PM",1009.1
2021-02-04,"10:04:00","X4","PX",1010.6
2021-02-04,"14:34:00","X4","PN",1007.3
2021-02-04,NA,"X4","PPT",0
2021-02-04,NA,"X4","RS24h",8.1
2021-02-04,NA,"X4","VVM10",1
2021-02-04,NA,"X4","DVM10",127
2021-02-04,"14:18:00","X4","VVX10",4.6
2021-02-04,"14:18:00","X4","DVVX10",154
2021-02-04,NA,"X8","TM",12.3
2021-02-04,"12:19:00","X8","TX",16.9
2021-02-04,"07:10:00","X8","TN",10
2021-02-04,NA,"X8","HRM",90
2021-02-04,"02:30:00","X8","HRX",100
2021-02-04,"11:18:00","X8","HRN",70
2021-02-04,NA,"X8","PM",1003.5
2021-02-04,"10:00:00","X8","PX",1005.2
2021-02-04,"14:13:00","X8","PN",1001.7
2021-02-04,NA,"X8","PPT",0
2021-02-04,NA,"X8","RS24h",9.3
2021-02-04,NA,"X8","VVM10",0.9
2021-02-04,NA,"X8","DVM10",182
2021-02-04,"14:18:00","X8","VVX10",4.3
2021-02-04,"14:18:00","X8","DVVX10",142
2021-02-05,NA,"D5","TM",10.6
2021-02-05,"14:03:00","D5","TX",14
2021-02-05,"07:35:00","D5","TN",8
2021-02-05,NA,"D5","HRM",88
2021-02-05,"20:30:00","D5","HRX",98
2021-02-05,"23:59:00","D5","HRN",64
2021-02-05,NA,"D5","PM",961.8
2021-02-05,"00:00:00","D5","PX",964.6
2021-02-05,"23:56:00","D5","PN",957.8
2021-02-05,NA,"D5","PPT",0
2021-02-05,NA,"D5","RS24h",9.5
2021-02-05,NA,"D5","VVM10",4.7
2021-02-05,NA,"D5","DVM10",62
2021-02-05,"06:54:00","D5","VVX10",12.1
2021-02-05,"06:54:00","D5","DVVX10",26
2021-02-05,NA,"X2","TM",13.3
2021-02-05,"11:05:00","X2","TX",15.6
2021-02-05,"07:30:00","X2","TN",12.1
2021-02-05,NA,"X2","HRM",82
2021-02-05,"21:48:00","X2","HRX",89
2021-02-05,"11:17:00","X2","HRN",67
2021-02-05,NA,"X4","TM",13.2
2021-02-05,"11:08:00","X4","TX",15.5
2021-02-05,"07:30:00","X4","TN",11.9
2021-02-05,NA,"X4","HRM",81
2021-02-05,"19:30:00","X4","HRX",94
2021-02-05,"11:10:00","X4","HRN",62
2021-02-05,NA,"X4","PM",1006
2021-02-05,"00:06:00","X4","PX",1009.2
2021-02-05,"23:59:00","X4","PN",1001.4
2021-02-05,NA,"X4","PPT",0
2021-02-05,NA,"X4","RS24h",9.8
2021-02-05,NA,"X4","VVM10",2.5
2021-02-05,NA,"X4","DVM10",80
2021-02-05,"11:55:00","X4","VVX10",8.8
2021-02-05,"11:55:00","X4","DVVX10",69
2021-02-05,NA,"X8","TM",12.9
2021-02-05,"13:10:00","X8","TX",16.7
2021-02-05,"01:47:00","X8","TN",10.6
2021-02-05,NA,"X8","HRM",84
2021-02-05,"21:31:00","X8","HRX",97
2021-02-05,"13:10:00","X8","HRN",61
2021-02-05,NA,"X8","PM",1000.5
2021-02-05,"00:00:00","X8","PX",1003.5
2021-02-05,"23:59:00","X8","PN",995.9
2021-02-05,NA,"X8","PPT",0
2021-02-05,NA,"X8","RS24h",9.5
2021-02-05,NA,"X8","VVM10",2.6
2021-02-05,NA,"X8","DVM10",76
2021-02-05,"10:04:00","X8","VVX10",9.2
2021-02-05,"10:04:00","X8","DVVX10",67
2021-02-06,NA,"D5","TM",12.9
2021-02-06,"13:03:00","D5","TX",17
2021-02-06,"23:59:00","D5","TN",9.7
2021-02-06,NA,"D5","HRM",74
2021-02-06,"11:16:00","D5","HRX",87
2021-02-06,"20:33:00","D5","HRN",61
2021-02-06,NA,"D5","PM",954
2021-02-06,"00:00:00","D5","PX",957.8
2021-02-06,"15:02:00","D5","PN",952.1
2021-02-06,NA,"D5","PPT",0
2021-02-06,NA,"D5","RS24h",8.5
2021-02-06,NA,"D5","VVM10",4.9
2021-02-06,NA,"D5","DVM10",206
2021-02-06,"23:36:00","D5","VVX10",11.8
2021-02-06,"23:36:00","D5","DVVX10",334
2021-02-06,NA,"X2","TM",14.7
2021-02-06,"14:41:00","X2","TX",17.2
2021-02-06,"21:09:00","X2","TN",11.9
2021-02-06,NA,"X2","HRM",76
2021-02-06,"21:10:00","X2","HRX",89
2021-02-06,"23:59:00","X2","HRN",62
2021-02-06,NA,"X4","TM",14.9
2021-02-06,"14:43:00","X4","TX",17.4
2021-02-06,"21:30:00","X4","TN",13.2
2021-02-06,NA,"X4","HRM",72
2021-02-06,"19:32:00","X4","HRX",90
2021-02-06,"22:48:00","X4","HRN",60
2021-02-06,NA,"X4","PM",997.5
2021-02-06,"00:00:00","X4","PX",1001.5
2021-02-06,"14:33:00","X4","PN",995.4
2021-02-06,NA,"X4","PPT",0
2021-02-06,NA,"X4","RS24h",9.1
2021-02-06,NA,"X4","VVM10",2.5
2021-02-06,NA,"X4","DVM10",174
2021-02-06,"14:46:00","X4","VVX10",8.8
2021-02-06,"14:46:00","X4","DVVX10",252
2021-02-06,NA,"X8","TM",14.7
2021-02-06,"14:26:00","X8","TX",17.7
2021-02-06,"21:30:00","X8","TN",10.9
2021-02-06,NA,"X8","HRM",74
2021-02-06,"18:49:00","X8","HRX",97
2021-02-06,"01:30:00","X8","HRN",56
2021-02-06,NA,"X8","PM",992.1
2021-02-06,"00:00:00","X8","PX",995.9
2021-02-06,"15:05:00","X8","PN",990.3
2021-02-06,NA,"X8","PPT",0
2021-02-06,NA,"X8","RS24h",7.9
2021-02-06,NA,"X8","VVM10",2.8
2021-02-06,NA,"X8","DVM10",137
2021-02-06,"23:59:00","X8","VVX10",9.7
2021-02-06,"23:59:00","X8","DVVX10",310
2021-02-07,NA,"D5","TM",7.8
2021-02-07,"14:21:00","D5","TX",11.4
2021-02-07,"09:13:00","D5","TN",6
2021-02-07,NA,"D5","HRM",79
2021-02-07,"19:10:00","D5","HRX",96
2021-02-07,"14:21:00","D5","HRN",59
2021-02-07,NA,"D5","PM",954.5
2021-02-07,"18:08:00","D5","PX",955.6
2021-02-07,"00:56:00","D5","PN",953.1
2021-02-07,NA,"D5","PPT",0.7
2021-02-07,NA,"D5","RS24h",7.8
2021-02-07,NA,"D5","VVM10",5.1
2021-02-07,NA,"D5","DVM10",322
2021-02-07,"01:13:00","D5","VVX10",13.6
2021-02-07,"01:13:00","D5","DVVX10",331
2021-02-07,NA,"X2","TM",11.3
2021-02-07,"13:13:00","X2","TX",14.6
2021-02-07,"22:02:00","X2","TN",8.6
2021-02-07,NA,"X2","HRM",72
2021-02-07,"22:04:00","X2","HRX",92
2021-02-07,"13:08:00","X2","HRN",47
2021-02-07,NA,"X4","TM",11.7
2021-02-07,"12:20:00","X4","TX",14.7
2021-02-07,"09:30:00","X4","TN",10.3
2021-02-07,NA,"X4","HRM",65
2021-02-07,"03:40:00","X4","HRX",78
2021-02-07,"12:59:00","X4","HRN",45
2021-02-07,NA,"X4","PM",998.7
2021-02-07,"19:01:00","X4","PX",1000.1
2021-02-07,"00:34:00","X4","PN",996.8
2021-02-07,NA,"X4","PPT",2.1
2021-02-07,NA,"X4","RS24h",8.1
2021-02-07,NA,"X4","VVM10",1.8
2021-02-07,NA,"X4","DVM10",328
2021-02-07,"23:40:00","X4","VVX10",7.1
2021-02-07,"23:40:00","X4","DVVX10",257
2021-02-07,NA,"X8","TM",10.5
2021-02-07,"14:20:00","X8","TX",13.6
2021-02-07,"21:56:00","X8","TN",7.7
2021-02-07,NA,"X8","HRM",69
2021-02-07,"21:51:00","X8","HRX",91
2021-02-07,"14:20:00","X8","HRN",50
2021-02-07,NA,"X8","PM",993.2
2021-02-07,"20:07:00","X8","PX",994.3
2021-02-07,"00:40:00","X8","PN",991.2
2021-02-07,NA,"X8","PPT",0.1
2021-02-07,NA,"X8","RS24h",8.2
2021-02-07,NA,"X8","VVM10",3
2021-02-07,NA,"X8","DVM10",323
2021-02-07,"00:35:00","X8","VVX10",10.7
2021-02-07,"00:35:00","X8","DVVX10",312
2021-02-08,NA,"D5","TM",8
2021-02-08,"15:37:00","D5","TX",9.8
2021-02-08,"23:59:00","D5","TN",6.8
2021-02-08,NA,"D5","HRM",78
2021-02-08,"14:31:00","D5","HRX",98
2021-02-08,"01:03:00","D5","HRN",59
2021-02-08,NA,"D5","PM",951.8
2021-02-08,"23:52:00","D5","PX",954.3
2021-02-08,"14:39:00","D5","PN",948.7
2021-02-08,NA,"D5","PPT",4.2
2021-02-08,NA,"D5","RS24h",4.4
2021-02-08,NA,"D5","VVM10",3.9
2021-02-08,NA,"D5","DVM10",247
2021-02-08,"09:41:00","D5","VVX10",10
2021-02-08,"09:41:00","D5","DVVX10",310
2021-02-08,NA,"X2","TM",10.8
2021-02-08,"09:24:00","X2","TX",14.2
2021-02-08,"23:57:00","X2","TN",8.1
2021-02-08,NA,"X2","HRM",72
2021-02-08,"14:58:00","X2","HRX",93
2021-02-08,"09:26:00","X2","HRN",53
2021-02-08,NA,"X4","TM",11.7
2021-02-08,"09:31:00","X4","TX",14.4
2021-02-08,"06:15:00","X4","TN",10.4
2021-02-08,NA,"X4","HRM",64
2021-02-08,"13:37:00","X4","HRX",96
2021-02-08,"09:31:00","X4","HRN",49
2021-02-08,NA,"X4","PM",996.1
2021-02-08,"23:57:00","X4","PX",998.8
2021-02-08,"14:37:00","X4","PN",992.9
2021-02-08,NA,"X4","PPT",7.7
2021-02-08,NA,"X4","RS24h",4.7
2021-02-08,NA,"X4","VVM10",1.9
2021-02-08,NA,"X4","DVM10",267
2021-02-08,"16:57:00","X4","VVX10",8.6
2021-02-08,"16:57:00","X4","DVVX10",308
2021-02-08,NA,"X8","TM",10.2
2021-02-08,"09:18:00","X8","TX",14.3
2021-02-08,"05:32:00","X8","TN",8
2021-02-08,NA,"X8","HRM",72
2021-02-08,"13:42:00","X8","HRX",99
2021-02-08,"09:20:00","X8","HRN",53
2021-02-08,NA,"X8","PM",990.6
2021-02-08,"23:56:00","X8","PX",993.2
2021-02-08,"14:32:00","X8","PN",987.3
2021-02-08,NA,"X8","PPT",2.5
2021-02-08,NA,"X8","RS24h",4.2
2021-02-08,NA,"X8","VVM10",1.8
2021-02-08,NA,"X8","DVM10",274
2021-02-08,"11:33:00","X8","VVX10",7.2
2021-02-08,"11:33:00","X8","DVVX10",251
2021-02-09,NA,"D5","TM",9.2
2021-02-09,"12:48:00","D5","TX",11.9
2021-02-09,"04:36:00","D5","TN",6.6
2021-02-09,NA,"D5","HRM",74
2021-02-09,"00:02:00","D5","HRX",87
2021-02-09,"11:18:00","D5","HRN",58
2021-02-09,NA,"D5","PM",954.8
2021-02-09,"10:54:00","D5","PX",957.3
2021-02-09,"19:35:00","D5","PN",952.2
2021-02-09,NA,"D5","PPT",0
2021-02-09,NA,"D5","RS24h",5.6
2021-02-09,NA,"D5","VVM10",5.3
2021-02-09,NA,"D5","DVM10",242
2021-02-09,"15:52:00","D5","VVX10",13.2
2021-02-09,"15:52:00","D5","DVVX10",255
2021-02-09,NA,"X2","TM",12.5
2021-02-09,"11:00:00","X2","TX",15.4
2021-02-09,"00:43:00","X2","TN",7.6
2021-02-09,NA,"X2","HRM",66
2021-02-09,"01:03:00","X2","HRX",92
2021-02-09,"10:38:00","X2","HRN",49
2021-02-09,NA,"X4","TM",12.7
2021-02-09,"10:57:00","X4","TX",15.3
2021-02-09,"06:01:00","X4","TN",10.2
2021-02-09,NA,"X4","HRM",62
2021-02-09,"20:23:00","X4","HRX",73
2021-02-09,"10:53:00","X4","HRN",47
2021-02-09,NA,"X4","PM",999.2
2021-02-09,"07:30:00","X4","PX",1001.8
2021-02-09,"19:34:00","X4","PN",996.4
2021-02-09,NA,"X4","PPT",0
2021-02-09,NA,"X4","RS24h",5.5
2021-02-09,NA,"X4","VVM10",3.2
2021-02-09,NA,"X4","DVM10",261
2021-02-09,"15:56:00","X4","VVX10",10.4
2021-02-09,"15:56:00","X4","DVVX10",257
2021-02-09,NA,"X8","TM",11.9
2021-02-09,"10:31:00","X8","TX",15.3
2021-02-09,"00:26:00","X8","TN",7.9
2021-02-09,NA,"X8","HRM",67
2021-02-09,"21:36:00","X8","HRX",84
2021-02-09,"13:08:00","X8","HRN",49
2021-02-09,NA,"X8","PM",993.7
2021-02-09,"08:38:00","X8","PX",996.2
2021-02-09,"19:32:00","X8","PN",990.9
2021-02-09,NA,"X8","PPT",0.1
2021-02-09,NA,"X8","RS24h",5.6
2021-02-09,NA,"X8","VVM10",2.4
2021-02-09,NA,"X8","DVM10",265
2021-02-09,"02:44:00","X8","VVX10",10.3
2021-02-09,"02:44:00","X8","DVVX10",295
2021-02-10,NA,"D5","TM",9.1
2021-02-10,"14:54:00","D5","TX",13.9
2021-02-10,"09:04:00","D5","TN",7
2021-02-10,NA,"D5","HRM",69
2021-02-10,"10:45:00","D5","HRX",88
2021-02-10,"14:45:00","D5","HRN",54
2021-02-10,NA,"D5","PM",957.9
2021-02-10,"23:57:00","D5","PX",966.4
2021-02-10,"06:01:00","D5","PN",952.9
2021-02-10,NA,"D5","PPT",0.5
2021-02-10,NA,"D5","RS24h",8.1
2021-02-10,NA,"D5","VVM10",4.1
2021-02-10,NA,"D5","DVM10",282
2021-02-10,"21:42:00","D5","VVX10",14.8
2021-02-10,"21:42:00","D5","DVVX10",306
2021-02-10,NA,"X2","TM",12.8
2021-02-10,"14:04:00","X2","TX",16.8
2021-02-10,"06:22:00","X2","TN",9.9
2021-02-10,NA,"X2","HRM",56
2021-02-10,"10:31:00","X2","HRX",69
2021-02-10,"14:03:00","X2","HRN",43
2021-02-10,NA,"X4","TM",13
2021-02-10,"14:27:00","X4","TX",17
2021-02-10,"10:33:00","X4","TN",11.1
2021-02-10,NA,"X4","HRM",53
2021-02-10,"10:34:00","X4","HRX",70
2021-02-10,"14:48:00","X4","HRN",41
2021-02-10,NA,"X4","PM",1002.2
2021-02-10,"23:58:00","X4","PX",1011
2021-02-10,"05:51:00","X4","PN",997.2
2021-02-10,NA,"X4","PPT",0.1
2021-02-10,NA,"X4","RS24h",9.1
2021-02-10,NA,"X4","VVM10",3.2
2021-02-10,NA,"X4","DVM10",300
2021-02-10,"20:41:00","X4","VVX10",12.9
2021-02-10,"20:41:00","X4","DVVX10",320
2021-02-10,NA,"X8","TM",11.9
2021-02-10,"14:07:00","X8","TX",15.8
2021-02-10,"04:43:00","X8","TN",8.9
2021-02-10,NA,"X8","HRM",59
2021-02-10,"08:59:00","X8","HRX",75
2021-02-10,"14:18:00","X8","HRN",46
2021-02-10,NA,"X8","PM",996.8
2021-02-10,"23:33:00","X8","PX",1005.3
2021-02-10,"05:57:00","X8","PN",991.6
2021-02-10,NA,"X8","PPT",0.1
2021-02-10,NA,"X8","RS24h",9.7
2021-02-10,NA,"X8","VVM10",3.3
2021-02-10,NA,"X8","DVM10",295
2021-02-10,"21:39:00","X8","VVX10",10.4
2021-02-10,"21:39:00","X8","DVVX10",312
2021-02-11,NA,"D5","TM",11.1
2021-02-11,"13:03:00","D5","TX",16.8
2021-02-11,"07:03:00","D5","TN",6.6
2021-02-11,NA,"D5","HRM",60
2021-02-11,"08:04:00","D5","HRX",70
2021-02-11,"13:15:00","D5","HRN",45
2021-02-11,NA,"D5","PM",968.4
2021-02-11,"21:45:00","D5","PX",969.8
2021-02-11,"00:24:00","D5","PN",966
2021-02-11,NA,"D5","PPT",0
2021-02-11,NA,"D5","RS24h",13.4
2021-02-11,NA,"D5","VVM10",3.2
2021-02-11,NA,"D5","DVM10",282
2021-02-11,"00:16:00","D5","VVX10",12.6
2021-02-11,"00:16:00","D5","DVVX10",329
2021-02-11,NA,"X2","TM",11.7
2021-02-11,"12:50:00","X2","TX",16.4
2021-02-11,"06:30:00","X2","TN",6.7
2021-02-11,NA,"X2","HRM",65
2021-02-11,"23:59:00","X2","HRX",85
2021-02-11,"11:32:00","X2","HRN",42
2021-02-11,NA,"X4","TM",13.2
2021-02-11,"11:58:00","X4","TX",16.5
2021-02-11,"06:49:00","X4","TN",10.1
2021-02-11,NA,"X4","HRM",55
2021-02-11,"23:59:00","X4","HRX",70
2021-02-11,"11:56:00","X4","HRN",40
2021-02-11,NA,"X4","PM",1012.9
2021-02-11,"21:06:00","X4","PX",1014.3
2021-02-11,"00:01:00","X4","PN",1010.9
2021-02-11,NA,"X4","PPT",0
2021-02-11,NA,"X4","RS24h",13.4
2021-02-11,NA,"X4","VVM10",1.8
2021-02-11,NA,"X4","DVM10",290
2021-02-11,"00:39:00","X4","VVX10",8
2021-02-11,"00:39:00","X4","DVVX10",61
2021-02-11,NA,"X8","TM",12.2
2021-02-11,"12:34:00","X8","TX",16.9
2021-02-11,"07:01:00","X8","TN",7.3
2021-02-11,NA,"X8","HRM",59
2021-02-11,"23:51:00","X8","HRX",84
2021-02-11,"12:53:00","X8","HRN",41
